age,mass,luminosity,temperature,gravity,radius
0.1,0.002,-6.51,389.0,3.563,0.1224
0.1,0.003,-6.222,458.0,3.734,0.1232
0.1,0.004,-6.011,517.0,3.859,0.1231
0.1,0.005,-5.78,591.0,3.9589999999999996,0.1227
0.1,0.006,-5.597,658.0,4.042,0.1222
0.1,0.006999999999999999,-5.449,718.0,4.112,0.1217
0.1,0.008,-5.311,779.0,4.1739999999999995,0.1211
0.1,0.009000000000000001,-5.183,841.0,4.229,0.1206
0.1,0.01,-5.053,907.0,4.277,0.1204
0.1,0.011000000000000001,-4.8660000000000005,1008.0,4.313,0.121
0.1,0.012,-4.4239999999999995,1270.0,4.311,0.1267
0.1,0.013000000000000001,-4.155,1458.0,4.317,0.131
0.1,0.013999999999999999,-4.365,1325.0,4.393,0.1245
0.1,0.015,-4.437,1287.0,4.444,0.1216
0.1,0.016,-4.413,1310.0,4.48,0.1205
0.1,0.017,-4.369,1348.0,4.51,0.1199
0.1,0.018000000000000002,-4.315,1392.0,4.537,0.1196
0.1,0.019,-4.262,1436.0,4.563,0.1194
0.1,0.02,-4.209,1481.0,4.586,0.1192
0.1,0.022000000000000002,-4.104,1575.0,4.628,0.1192
0.1,0.024,-4.004,1667.0,4.665,0.1193
0.1,0.026000000000000002,-3.91,1757.0,4.697,0.1196
0.1,0.027999999999999997,-3.823,1844.0,4.726,0.1201
0.1,0.03,-3.741,1928.0,4.751,0.1207
0.1,0.033,-3.6310000000000002,2044.0,4.785,0.1218
0.1,0.035,-3.568,2112.0,4.803999999999999,0.1227
0.1,0.038,-3.4810000000000003,2209.0,4.83,0.1241
0.1,0.04,-3.43,2266.0,4.845,0.125
0.1,0.043,-3.36,2345.0,4.8660000000000005,0.1266
0.1,0.045,-3.3169999999999997,2393.0,4.879,0.1276
0.1,0.048,-3.259,2461.0,4.897,0.1291
