age,mass,luminosity,temperature,gravity,radius
0.04,0.002,-6.077000000000001,488.0,3.5239999999999996,0.1281
0.04,0.003,-5.733,593.0,3.693,0.129
0.04,0.004,-5.473,686.0,3.8139999999999996,0.1296
0.04,0.005,-5.252000000000001,779.0,3.909,0.1299
0.04,0.006,-5.059,869.0,3.987,0.1302
0.04,0.006999999999999999,-4.898,953.0,4.052,0.1304
0.04,0.008,-4.757,1033.0,4.109,0.1306
0.04,0.009000000000000001,-4.627,1112.0,4.158,0.1309
0.04,0.01,-4.494,1198.0,4.2,0.1315
0.04,0.011000000000000001,-4.331,1307.0,4.23,0.1332
0.04,0.012,-4.024,1522.0,4.226,0.1398
0.04,0.013000000000000001,-3.674,1786.0,4.189,0.1518
0.04,0.013999999999999999,-3.498,1929.0,4.178,0.1595
0.04,0.015,-3.4760000000000004,1957.0,4.212,0.1588
0.04,0.016,-3.5660000000000003,1903.0,4.28,0.1516
0.04,0.017,-3.61,1881.0,4.33,0.1475
0.04,0.018000000000000002,-3.6010000000000004,1898.0,4.362,0.1464
0.04,0.019,-3.582,1923.0,4.388999999999999,0.1457
0.04,0.02,-3.5580000000000003,1952.0,4.413,0.1455
0.04,0.022000000000000002,-3.4930000000000003,2020.0,4.449,0.1463
0.04,0.024,-3.432,2086.0,4.482,0.1471
0.04,0.026000000000000002,-3.366,2153.0,4.506,0.149
0.04,0.027999999999999997,-3.306,2216.0,4.5280000000000005,0.1507
0.04,0.03,-3.2439999999999998,2278.0,4.544,0.1532
0.04,0.033,-3.17,2357.0,4.571000000000001,0.1558
0.04,0.035,-3.1239999999999997,2406.0,4.586,0.1577
