age,mass,luminosity,temperature,gravity,radius
0.15,0.002,-6.691,353.0,3.576,0.1206
0.15,0.003,-6.393,418.0,3.7460000000000004,0.1214
0.15,0.004,-6.185,471.0,3.8710000000000004,0.1214
0.15,0.005,-6.006,523.0,3.972,0.1209
0.15,0.006,-5.815,585.0,4.056,0.1202
0.15,0.006999999999999999,-5.6579999999999995,642.0,4.128,0.1195
0.15,0.008,-5.527,695.0,4.191,0.1189
0.15,0.009000000000000001,-5.404,748.0,4.246,0.1182
0.15,0.01,-5.277,806.0,4.296,0.1178
0.15,0.011000000000000001,-5.098,893.0,4.335,0.1181
0.15,0.012,-4.628,1146.0,4.337,0.123
0.15,0.013000000000000001,-4.505,1228.0,4.368,0.1235
0.15,0.013999999999999999,-4.709,1114.0,4.437,0.1184
0.15,0.015,-4.724,1113.0,4.479,0.1167
0.15,0.016,-4.675,1148.0,4.512,0.1161
0.15,0.017,-4.627,1183.0,4.543,0.1154
0.15,0.018000000000000002,-4.5680000000000005,1227.0,4.571000000000001,0.1151
0.15,0.019,-4.51,1270.0,4.5969999999999995,0.1148
0.15,0.02,-4.45,1316.0,4.621,0.1146
0.15,0.022000000000000002,-4.342,1402.0,4.665,0.1142
0.15,0.024,-4.24,1489.0,4.704,0.1139
0.15,0.026000000000000002,-4.146,1572.0,4.74,0.1139
0.15,0.027999999999999997,-4.058,1654.0,4.772,0.1138
0.15,0.03,-3.969,1739.0,4.8,0.1141
0.15,0.033,-3.8560000000000003,1853.0,4.8389999999999995,0.1144
0.15,0.035,-3.781,1930.0,4.861000000000001,0.115
0.15,0.038,-3.69,2030.0,4.8919999999999995,0.1155
0.15,0.04,-3.628,2096.0,4.909,0.1163
0.15,0.043,-3.5460000000000003,2187.0,4.931,0.1174
0.15,0.045,-3.5,2240.0,4.947,0.118
0.15,0.048,-3.432,2316.0,4.966,0.1193
0.15,0.05,-3.3930000000000002,2362.0,4.978,0.12
0.15,0.053,-3.34,2426.0,4.996,0.121
