age,mass,luminosity,temperature,gravity,radius
6.0,0.009000000000000001,-7.154,288.0,4.338,0.1064
6.0,0.01,-7.047000000000001,307.0,4.391,0.1055
6.0,0.011000000000000001,-6.8870000000000005,338.0,4.435,0.1052
6.0,0.012,-6.819,353.0,4.481,0.1043
6.0,0.013000000000000001,-6.781000000000001,362.0,4.524,0.1032
6.0,0.013999999999999999,-6.7170000000000005,377.0,4.563,0.1025
6.0,0.015,-6.65,394.0,4.599,0.1017
6.0,0.016,-6.585,410.0,4.632,0.1011
6.0,0.017,-6.523,426.0,4.664,0.1004
6.0,0.018000000000000002,-6.461,443.0,4.694,0.0998
6.0,0.019,-6.405,459.0,4.723,0.0992
6.0,0.02,-6.352,475.0,4.751,0.0986
6.0,0.022000000000000002,-6.245,508.0,4.802,0.0975
6.0,0.024,-6.144,541.0,4.849,0.0965
6.0,0.026000000000000002,-6.0520000000000005,573.0,4.8919999999999995,0.0956
6.0,0.027999999999999997,-5.965,605.0,4.931,0.0948
6.0,0.03,-5.893,633.0,4.968999999999999,0.0939
6.0,0.033,-5.796,674.0,5.021,0.0928
6.0,0.035,-5.735,700.0,5.053,0.0921
6.0,0.038,-5.646,741.0,5.098,0.0911
6.0,0.04,-5.582999999999999,771.0,5.126,0.0905
6.0,0.043,-5.504,811.0,5.165,0.0897
6.0,0.045,-5.457000000000001,835.0,5.19,0.0892
6.0,0.048,-5.394,870.0,5.225,0.0885
6.0,0.05,-5.355,891.0,5.247000000000001,0.088
6.0,0.053,-5.292999999999999,927.0,5.278,0.0875
6.0,0.055,-5.246,953.0,5.296,0.0873
6.0,0.057999999999999996,-5.166,999.0,5.321000000000001,0.0871
6.0,0.06,-5.099,1038.0,5.334,0.0872
6.0,0.063,-4.927,1143.0,5.351,0.0877
6.0,0.064,-4.845,1196.0,5.355,0.088
6.0,0.065,-4.774,1242.0,5.357,0.0885
6.0,0.066,-4.709,1286.0,5.358,0.089
6.0,0.067,-4.628,1344.0,5.36,0.0895
6.0,0.068,-4.525,1421.0,5.361000000000001,0.0901
6.0,0.069,-4.438,1487.0,5.358,0.091
6.0,0.07,-4.352,1555.0,5.357,0.0918
6.0,0.071,-4.265,1628.0,5.356,0.0925
6.0,0.07200000000000001,-4.183,1701.0,5.355,0.0933
6.0,0.073,-4.102,1775.0,5.355,0.094
6.0,0.07400000000000001,-4.024,1842.0,5.348,0.0954
6.0,0.075,-3.9530000000000003,1906.0,5.3420000000000005,0.0967
6.0,0.077,-3.824,2043.0,5.343999999999999,0.0977
6.0,0.08,-3.655,2215.0,5.332000000000001,0.101
6.0,0.085,-3.445,2427.0,5.308,0.1071
