age,mass,luminosity,temperature,gravity,radius
4.0,0.008,-7.1770000000000005,283.0,4.283,0.1069
4.0,0.009000000000000001,-7.079,301.0,4.341,0.106
4.0,0.01,-6.99,318.0,4.394,0.1051
4.0,0.011000000000000001,-6.893,338.0,4.4430000000000005,0.1043
4.0,0.012,-6.771,364.0,4.486000000000001,0.1036
4.0,0.013000000000000001,-6.728,375.0,4.529,0.1026
4.0,0.013999999999999999,-6.682,386.0,4.569,0.1017
4.0,0.015,-6.621,402.0,4.606,0.1008
4.0,0.016,-6.563,417.0,4.641,0.1
4.0,0.017,-6.502999999999999,434.0,4.6739999999999995,0.0993
4.0,0.018000000000000002,-6.456,447.0,4.706,0.0985
4.0,0.019,-6.4,464.0,4.736000000000001,0.0978
4.0,0.02,-6.341,481.0,4.763999999999999,0.0971
4.0,0.022000000000000002,-6.242000000000001,513.0,4.817,0.0958
4.0,0.024,-6.15,544.0,4.8660000000000005,0.0946
4.0,0.026000000000000002,-6.064,575.0,4.912,0.0934
4.0,0.027999999999999997,-5.992000000000001,603.0,4.954,0.0923
4.0,0.03,-5.904,638.0,4.993,0.0913
4.0,0.033,-5.806,680.0,5.0489999999999995,0.0899
4.0,0.035,-5.736000000000001,712.0,5.082,0.089
4.0,0.038,-5.641,757.0,5.13,0.0878
4.0,0.04,-5.579,788.0,5.16,0.087
4.0,0.043,-5.478,840.0,5.202000000000001,0.086
4.0,0.045,-5.428999999999999,868.0,5.229,0.0853
4.0,0.048,-5.337000000000001,920.0,5.266,0.0845
4.0,0.05,-5.2829999999999995,952.0,5.289,0.0839
4.0,0.053,-5.211,997.0,5.3229999999999995,0.0831
4.0,0.055,-5.153,1034.0,5.343999999999999,0.0826
4.0,0.057999999999999996,-5.067,1090.0,5.372999999999999,0.082
4.0,0.06,-5.002,1133.0,5.391,0.0817
4.0,0.063,-4.888,1212.0,5.415,0.0815
4.0,0.064,-4.846,1242.0,5.421,0.0815
4.0,0.065,-4.8,1275.0,5.428,0.0815
4.0,0.066,-4.75,1311.0,5.433,0.0816
4.0,0.067,-4.695,1352.0,5.438,0.0818
4.0,0.068,-4.6339999999999995,1399.0,5.442,0.0821
4.0,0.069,-4.564,1452.0,5.444,0.0825
4.0,0.07,-4.493,1509.0,5.446000000000001,0.0829
4.0,0.071,-4.4110000000000005,1576.0,5.445,0.0835
4.0,0.07200000000000001,-4.322,1651.0,5.443,0.0843
4.0,0.073,-4.223,1736.0,5.438,0.0854
4.0,0.07400000000000001,-4.129,1821.0,5.432,0.0865
4.0,0.075,-4.032,1911.0,5.425,0.0879
4.0,0.077,-3.8489999999999998,2086.0,5.406000000000001,0.091
4.0,0.08,-3.634,2300.0,5.377000000000001,0.0959
4.0,0.085,-3.398,2538.0,5.3389999999999995,0.1033
