age,mass,luminosity,temperature,gravity,radius
0.01,0.002,-5.295,719.0,3.4160000000000004,0.145
0.01,0.003,-5.031000000000001,830.0,3.577,0.1475
0.01,0.004,-4.754,965.0,3.687,0.15
0.01,0.005,-4.518,1097.0,3.7710000000000004,0.1524
0.01,0.006,-4.348,1201.0,3.8369999999999997,0.1547
0.01,0.006999999999999999,-4.197,1301.0,3.892,0.1568
0.01,0.008,-4.081,1383.0,3.94,0.1587
0.01,0.009000000000000001,-3.9760000000000004,1461.0,3.9819999999999998,0.1603
0.01,0.01,-3.883,1535.0,4.02,0.1617
0.01,0.011000000000000001,-3.766,1634.0,4.053,0.1633
0.01,0.012,-3.622,1760.0,4.0760000000000005,0.1661
0.01,0.013000000000000001,-3.4739999999999998,1887.0,4.083,0.1714
0.01,0.013999999999999999,-3.2889999999999997,2049.0,4.074,0.1797
0.01,0.015,-3.125,2186.0,4.052,0.1909
0.01,0.016,-2.99,2294.0,4.029,0.2023
0.01,0.017,-2.885,2372.0,4.0089999999999995,0.2136
0.01,0.018000000000000002,-2.8,2433.0,3.9930000000000003,0.2239
