age,mass,luminosity,temperature,gravity,radius
4.0,0.008,-7.162000000000001,285.0,4.276,0.1077
4.0,0.009000000000000001,-7.06,303.0,4.335,0.1068
4.0,0.01,-6.957999999999999,323.0,4.388,0.1059
4.0,0.011000000000000001,-6.86,343.0,4.436,0.1051
4.0,0.012,-6.746,368.0,4.479,0.1044
4.0,0.013000000000000001,-6.712999999999999,376.0,4.523,0.1033
4.0,0.013999999999999999,-6.657,391.0,4.563,0.1024
4.0,0.015,-6.598,406.0,4.6,0.1016
4.0,0.016,-6.537999999999999,422.0,4.635,0.1008
4.0,0.017,-6.48,437.0,4.667,0.1001
4.0,0.018000000000000002,-6.419,455.0,4.698,0.0994
4.0,0.019,-6.367000000000001,470.0,4.728,0.0986
4.0,0.02,-6.303999999999999,489.0,4.756,0.098
4.0,0.022000000000000002,-6.2,523.0,4.809,0.0967
4.0,0.024,-6.103,556.0,4.8580000000000005,0.0955
4.0,0.026000000000000002,-6.0120000000000005,590.0,4.9030000000000005,0.0944
4.0,0.027999999999999997,-5.928999999999999,622.0,4.945,0.0933
4.0,0.03,-5.841,658.0,4.9830000000000005,0.0924
4.0,0.033,-5.725,709.0,5.038,0.091
4.0,0.035,-5.647,744.0,5.071000000000001,0.0902
4.0,0.038,-5.526,803.0,5.117,0.0892
4.0,0.04,-5.4639999999999995,835.0,5.146,0.0884
4.0,0.043,-5.352,895.0,5.186,0.0876
4.0,0.045,-5.274,939.0,5.211,0.0871
4.0,0.048,-5.1579999999999995,1007.0,5.245,0.0865
4.0,0.05,-5.082,1055.0,5.266,0.0862
4.0,0.053,-4.928,1154.0,5.292999999999999,0.086
4.0,0.055,-4.85,1206.0,5.309,0.086
4.0,0.057999999999999996,-4.779,1254.0,5.327999999999999,0.0864
4.0,0.06,-4.736000000000001,1281.0,5.337999999999999,0.0869
4.0,0.063,-4.665,1326.0,5.347,0.0881
4.0,0.064,-4.638999999999999,1342.0,5.349,0.0886
4.0,0.065,-4.606,1363.0,5.349,0.0892
4.0,0.066,-4.572,1384.0,5.35,0.0899
4.0,0.067,-4.5360000000000005,1409.0,5.35,0.0905
4.0,0.068,-4.484,1447.0,5.352,0.091
4.0,0.069,-4.404,1512.0,5.354,0.0915
4.0,0.07,-4.324,1577.0,5.354,0.0921
4.0,0.071,-4.25,1641.0,5.354,0.0928
4.0,0.07200000000000001,-4.1739999999999995,1708.0,5.354,0.0934
4.0,0.073,-4.091,1784.0,5.353,0.0942
4.0,0.07400000000000001,-4.0169999999999995,1848.0,5.346,0.0956
4.0,0.075,-3.9530000000000003,1906.0,5.3420000000000005,0.0967
4.0,0.077,-3.822,2045.0,5.343999999999999,0.0977
4.0,0.08,-3.654,2216.0,5.332000000000001,0.101
4.0,0.085,-3.445,2427.0,5.307,0.1071
