age,mass,luminosity,temperature,gravity,radius,metallicity,cloud
0.008,0.006,-4.229,1271,3.816,0.1584,0,f2
0.008,0.007,-4.089,1367,3.87,0.1608,0,f2
0.008,0.008,-3.968,1456,3.917,0.1629,0,f2
0.008,0.009,-3.874,1529,3.959,0.1647,0,f2
0.008,0.01,-3.773,1613,3.996,0.1662,0,f2
0.008,0.011,-3.636,1735,4.027,0.1683,0,f2
0.008,0.012,-3.517,1841,4.049,0.1713,0,f2
0.008,0.013,-3.389,1955,4.06,0.1761,0,f2
0.008,0.014,-3.241,2087,4.058,0.1832,0,f2
0.008,0.015,-3.099,2205,4.041,0.1933,0,f2
0.008,0.016,-2.972,2306,4.02,0.2046,0,f2
0.008,0.017,-2.867,2382,3.999,0.2161,0,f2
0.008,0.018,-2.778,2445,3.98,0.2272,0,f2
0.01,0.002,-5.295,719,3.416,0.145,0,f2
0.01,0.003,-5.031,830,3.577,0.1475,0,f2
0.01,0.004,-4.754,965,3.687,0.15,0,f2
0.01,0.005,-4.518,1097,3.771,0.1524,0,f2
0.01,0.006,-4.348,1201,3.837,0.1547,0,f2
0.01,0.007,-4.197,1301,3.892,0.1568,0,f2
0.01,0.008,-4.081,1383,3.94,0.1587,0,f2
0.01,0.009,-3.976,1461,3.982,0.1603,0,f2
0.01,0.01,-3.883,1535,4.02,0.1617,0,f2
0.01,0.011,-3.766,1634,4.053,0.1633,0,f2
0.01,0.012,-3.622,1760,4.076,0.1661,0,f2
0.01,0.013,-3.474,1887,4.083,0.1714,0,f2
0.01,0.014,-3.289,2049,4.074,0.1797,0,f2
0.01,0.015,-3.125,2186,4.052,0.1909,0,f2
0.01,0.016,-2.99,2294,4.029,0.2023,0,f2
0.01,0.017,-2.885,2372,4.009,0.2136,0,f2
0.01,0.018,-2.8,2433,3.993,0.2239,0,f2
0.015,0.002,-5.462,663,3.44,0.141,0,f2
0.015,0.003,-5.192,766,3.6,0.1437,0,f2
0.015,0.004,-4.949,875,3.713,0.1457,0,f2
0.015,0.005,-4.747,978,3.799,0.1475,0,f2
0.015,0.006,-4.552,1088,3.869,0.1491,0,f2
0.015,0.007,-4.404,1178,3.927,0.1507,0,f2
0.015,0.008,-4.271,1266,3.977,0.1521,0,f2
0.015,0.009,-4.164,1340,4.02,0.1533,0,f2
0.015,0.01,-4.073,1407,4.059,0.1546,0,f2
0.015,0.011,-3.97,1485,4.092,0.1562,0,f2
0.015,0.012,-3.797,1625,4.112,0.1594,0,f2
0.015,0.013,-3.567,1816,4.11,0.1662,0,f2
0.015,0.014,-3.344,2005,4.091,0.1763,0,f2
0.015,0.015,-3.164,2157,4.068,0.1874,0,f2
0.015,0.016,-3.037,2262,4.052,0.1972,0,f2
0.015,0.017,-2.941,2338,4.04,0.206,0,f2
0.015,0.018,-2.872,2392,4.035,0.2132,0,f2
0.015,0.019,-2.83,2427,4.043,0.2172,0,f2
0.02,0.002,-5.6,618,3.458,0.1382,0,f2
0.02,0.003,-5.297,729,3.617,0.1409,0,f2
0.02,0.004,-5.108,807,3.73,0.1428,0,f2
0.02,0.005,-4.887,912,3.818,0.1442,0,f2
0.02,0.006,-4.722,998,3.89,0.1455,0,f2
0.02,0.007,-4.554,1096,3.95,0.1466,0,f2
0.02,0.008,-4.426,1174,4.002,0.1477,0,f2
0.02,0.009,-4.308,1253,4.047,0.1487,0,f2
0.02,0.01,-4.199,1329,4.086,0.1499,0,f2
0.02,0.011,-4.098,1400,4.117,0.1518,0,f2
0.02,0.012,-3.91,1540,4.132,0.1557,0,f2
0.02,0.013,-3.62,1775,4.124,0.1636,0,f2
0.02,0.014,-3.381,1974,4.101,0.1742,0,f2
0.02,0.015,-3.205,2127,4.085,0.1838,0,f2
0.02,0.016,-3.098,2218,4.079,0.1912,0,f2
0.02,0.017,-3.026,2283,4.083,0.1961,0,f2
0.02,0.018,-3.002,2312,4.106,0.1965,0,f2
0.02,0.019,-3.037,2300,4.156,0.1906,0,f2
0.02,0.02,-3.067,2290,4.2,0.1859,0,f2
0.02,0.022,-3.078,2305,4.263,0.1813,0,f2
0.02,0.024,-3.048,2345,4.302,0.1812,0,f2
0.02,0.026,-3.013,2389,4.334,0.1817,0,f2
0.02,0.028,-2.974,2437,4.361,0.1827,0,f2
0.03,0.002,-5.778,565,3.481,0.1346,0,f2
0.03,0.003,-5.465,670,3.64,0.1371,0,f2
0.03,0.004,-5.26,749,3.753,0.1392,0,f2
0.03,0.005,-5.103,816,3.842,0.1403,0,f2
0.03,0.006,-4.922,903,3.916,0.1411,0,f2
0.03,0.007,-4.777,980,3.979,0.1419,0,f2
0.03,0.008,-4.637,1059,4.033,0.1425,0,f2
0.03,0.009,-4.517,1132,4.08,0.1432,0,f2
0.03,0.01,-4.405,1204,4.12,0.1441,0,f2
0.03,0.011,-4.243,1311,4.148,0.1463,0,f2
0.03,0.012,-4.032,1452,4.152,0.1522,0,f2
0.03,0.013,-3.686,1723,4.138,0.161,0,f2
0.03,0.014,-3.457,1912,4.121,0.1703,0,f2
0.03,0.015,-3.322,2036,4.126,0.1753,0,f2
0.03,0.016,-3.3,2066,4.158,0.1746,0,f2
0.03,0.017,-3.376,2018,4.218,0.1678,0,f2
0.03,0.018,-3.434,1980,4.269,0.1629,0,f2
0.03,0.019,-3.445,1984,4.307,0.1603,0,f2
0.03,0.02,-3.425,2010,4.332,0.1597,0,f2
0.03,0.022,-3.374,2076,4.378,0.1588,0,f2
0.03,0.024,-3.313,2148,4.413,0.1593,0,f2
0.03,0.026,-3.249,2219,4.442,0.1605,0,f2
0.03,0.028,-3.19,2286,4.466,0.162,0,f2
0.03,0.03,-3.135,2345,4.485,0.164,0,f2
0.03,0.033,-3.062,2424,4.512,0.1667,0,f2
0.04,0.002,-5.903,531,3.496,0.1321,0,f2
0.04,0.003,-5.605,624,3.657,0.1346,0,f2
0.04,0.004,-5.369,710,3.769,0.1365,0,f2
0.04,0.005,-5.219,771,3.858,0.1378,0,f2
0.04,0.006,-5.078,834,3.933,0.1384,0,f2
0.04,0.007,-4.919,912,3.998,0.1388,0,f2
0.04,0.008,-4.792,980,4.053,0.1392,0,f2
0.04,0.009,-4.663,1054,4.102,0.1397,0,f2
0.04,0.01,-4.542,1127,4.142,0.1405,0,f2
0.04,0.011,-4.371,1233,4.169,0.1429,0,f2
0.04,0.012,-4.083,1419,4.162,0.1504,0,f2
0.04,0.013,-3.734,1685,4.148,0.1591,0,f2
0.04,0.014,-3.537,1851,4.145,0.1657,0,f2
0.04,0.015,-3.51,1882,4.177,0.1653,0,f2
0.04,0.016,-3.616,1816,4.249,0.1571,0,f2
0.04,0.017,-3.691,1765,4.301,0.1525,0,f2
0.04,0.018,-3.686,1781,4.337,0.1506,0,f2
0.04,0.019,-3.672,1804,4.369,0.1491,0,f2
0.04,0.02,-3.634,1844,4.391,0.1492,0,f2
0.04,0.022,-3.569,1917,4.434,0.1489,0,f2
0.04,0.024,-3.5,1992,4.47,0.1493,0,f2
0.04,0.026,-3.421,2078,4.499,0.1502,0,f2
0.04,0.028,-3.349,2158,4.525,0.1513,0,f2
0.04,0.03,-3.285,2229,4.547,0.1526,0,f2
0.04,0.033,-3.201,2321,4.574,0.1552,0,f2
0.04,0.035,-3.15,2375,4.59,0.1569,0,f2
0.04,0.038,-3.081,2452,4.612,0.1595,0,f2
0.06,0.002,-6.082,485,3.518,0.129,0,f2
0.06,0.003,-5.788,569,3.677,0.1314,0,f2
0.06,0.004,-5.548,649,3.791,0.1331,0,f2
0.06,0.005,-5.368,716,3.881,0.1342,0,f2
0.06,0.006,-5.241,769,3.956,0.1349,0,f2
0.06,0.007,-5.122,823,4.021,0.1352,0,f2
0.06,0.008,-4.991,887,4.078,0.1353,0,f2
0.06,0.009,-4.869,951,4.128,0.1355,0,f2
0.06,0.01,-4.731,1027,4.17,0.1361,0,f2
0.06,0.011,-4.526,1143,4.193,0.139,0,f2
0.06,0.012,-4.146,1379,4.176,0.148,0,f2
0.06,0.013,-3.833,1612,4.169,0.1553,0,f2
0.06,0.014,-3.774,1668,4.201,0.1553,0,f2
0.06,0.015,-3.995,1510,4.28,0.1469,0,f2
0.06,0.016,-4.094,1449,4.336,0.1422,0,f2
0.06,0.017,-4.085,1466,4.373,0.1405,0,f2
0.06,0.018,-4.034,1513,4.402,0.1398,0,f2
0.06,0.019,-3.974,1571,4.43,0.139,0,f2
0.06,0.02,-3.937,1609,4.456,0.1384,0,f2
0.06,0.022,-3.85,1692,4.5,0.1381,0,f2
0.06,0.024,-3.758,1784,4.537,0.1382,0,f2
0.06,0.026,-3.68,1862,4.568,0.1387,0,f2
0.06,0.028,-3.593,1951,4.594,0.1397,0,f2
0.06,0.03,-3.52,2032,4.622,0.1401,0,f2
0.06,0.033,-3.413,2149,4.653,0.1418,0,f2
0.06,0.035,-3.35,2218,4.671,0.143,0,f2
0.06,0.038,-3.273,2304,4.695,0.1449,0,f2
0.06,0.04,-3.225,2357,4.709,0.1464,0,f2
0.06,0.043,-3.159,2429,4.727,0.1485,0,f2
0.08,0.002,-6.224,451,3.533,0.1267,0,f2
0.08,0.003,-5.921,531,3.692,0.1292,0,f2
0.08,0.004,-5.694,602,3.807,0.1307,0,f2
0.08,0.005,-5.495,673,3.898,0.1317,0,f2
0.08,0.006,-5.352,729,3.972,0.1323,0,f2
0.08,0.007,-5.244,774,4.037,0.1326,0,f2
0.08,0.008,-5.138,823,4.095,0.1327,0,f2
0.08,0.009,-5.021,880,4.146,0.1327,0,f2
0.08,0.01,-4.879,953,4.188,0.1332,0,f2
0.08,0.011,-4.63,1087,4.209,0.1364,0,f2
0.08,0.012,-4.193,1351,4.187,0.1461,0,f2
0.08,0.013,-3.97,1507,4.189,0.1518,0,f2
0.08,0.014,-4.082,1438,4.252,0.1465,0,f2
0.08,0.015,-4.241,1347,4.328,0.139,0,f2
0.08,0.016,-4.275,1335,4.373,0.1362,0,f2
0.08,0.017,-4.261,1352,4.408,0.1349,0,f2
0.08,0.018,-4.225,1382,4.436,0.1345,0,f2
0.08,0.019,-4.193,1412,4.464,0.1337,0,f2
0.08,0.02,-4.133,1463,4.488,0.1334,0,f2
0.08,0.022,-4.051,1537,4.533,0.1328,0,f2
0.08,0.024,-3.942,1638,4.573,0.1326,0,f2
0.08,0.026,-3.835,1741,4.607,0.1327,0,f2
0.08,0.028,-3.758,1817,4.635,0.1333,0,f2
0.08,0.03,-3.695,1881,4.663,0.1336,0,f2
0.08,0.033,-3.577,2008,4.699,0.1345,0,f2
0.08,0.035,-3.509,2082,4.719,0.1353,0,f2
0.08,0.038,-3.414,2186,4.745,0.1368,0,f2
0.08,0.04,-3.361,2248,4.762,0.1376,0,f2
0.08,0.043,-3.29,2326,4.783,0.1393,0,f2
0.08,0.045,-3.249,2373,4.797,0.1403,0,f2
0.08,0.048,-3.193,2437,4.814,0.142,0,f2
0.1,0.002,-6.335,425,3.544,0.1251,0,f2
0.1,0.003,-6.025,503,3.703,0.1276,0,f2
0.1,0.004,-5.8,570,3.818,0.129,0,f2
0.1,0.005,-5.605,636,3.91,0.1298,0,f2
0.1,0.006,-5.443,696,3.985,0.1304,0,f2
0.1,0.007,-5.328,743,4.05,0.1307,0,f2
0.1,0.008,-5.231,785,4.108,0.1307,0,f2
0.1,0.009,-5.13,833,4.159,0.1307,0,f2
0.1,0.01,-4.99,901,4.202,0.1312,0,f2
0.1,0.011,-4.713,1043,4.221,0.1345,0,f2
0.1,0.012,-4.24,1323,4.197,0.1444,0,f2
0.1,0.013,-4.081,1429,4.208,0.1485,0,f2
0.1,0.014,-4.27,1322,4.293,0.1398,0,f2
0.1,0.015,-4.413,1242,4.359,0.1341,0,f2
0.1,0.016,-4.419,1247,4.399,0.1323,0,f2
0.1,0.017,-4.394,1269,4.431,0.1313,0,f2
0.1,0.018,-4.36,1297,4.46,0.1307,0,f2
0.1,0.019,-4.319,1330,4.487,0.1303,0,f2
0.1,0.02,-4.277,1366,4.512,0.1298,0,f2
0.1,0.022,-4.196,1434,4.558,0.1292,0,f2
0.1,0.024,-4.105,1514,4.599,0.1287,0,f2
0.1,0.026,-3.997,1612,4.635,0.1284,0,f2
0.1,0.028,-3.879,1724,4.666,0.1286,0,f2
0.1,0.03,-3.822,1780,4.693,0.129,0,f2
0.1,0.033,-3.721,1883,4.732,0.1295,0,f2
0.1,0.035,-3.638,1971,4.754,0.13,0,f2
0.1,0.038,-3.54,2078,4.783,0.1309,0,f2
0.1,0.04,-3.478,2147,4.801,0.1317,0,f2
0.1,0.043,-3.396,2240,4.823,0.133,0,f2
0.1,0.045,-3.349,2293,4.837,0.1339,0,f2
0.1,0.048,-3.287,2363,4.856,0.1354,0,f2
0.1,0.05,-3.251,2404,4.867,0.1364,0,f2
0.15,0.002,-6.535,383,3.562,0.1225,0,f2
0.15,0.003,-6.217,456,3.722,0.1249,0,f2
0.15,0.004,-5.986,518,3.838,0.1262,0,f2
0.15,0.005,-5.801,575,3.93,0.1268,0,f2
0.15,0.006,-5.634,632,4.007,0.1271,0,f2
0.15,0.007,-5.494,684,4.073,0.1273,0,f2
0.15,0.008,-5.385,728,4.131,0.1274,0,f2
0.15,0.009,-5.291,769,4.181,0.1274,0,f2
0.15,0.01,-5.176,820,4.224,0.1279,0,f2
0.15,0.011,-4.859,970,4.24,0.1316,0,f2
0.15,0.012,-4.371,1242,4.22,0.1408,0,f2
0.15,0.013,-4.361,1257,4.265,0.1391,0,f2
0.15,0.014,-4.65,1099,4.352,0.1306,0,f2
0.15,0.015,-4.7,1078,4.4,0.1279,0,f2
0.15,0.016,-4.672,1100,4.435,0.1268,0,f2
0.15,0.017,-4.628,1132,4.467,0.1261,0,f2
0.15,0.018,-4.581,1166,4.496,0.1254,0,f2
0.15,0.019,-4.528,1203,4.521,0.1252,0,f2
0.15,0.02,-4.482,1237,4.546,0.1248,0,f2
0.15,0.022,-4.397,1303,4.592,0.1242,0,f2
0.15,0.024,-4.317,1368,4.634,0.1236,0,f2
0.15,0.026,-4.234,1438,4.672,0.1231,0,f2
0.15,0.028,-4.151,1511,4.708,0.1226,0,f2
0.15,0.03,-4.032,1618,4.738,0.1225,0,f2
0.15,0.033,-3.936,1710,4.779,0.1227,0,f2
0.15,0.035,-3.875,1770,4.803,0.1228,0,f2
0.15,0.038,-3.767,1880,4.837,0.1231,0,f2
0.15,0.04,-3.702,1951,4.858,0.1232,0,f2
0.15,0.043,-3.609,2053,4.885,0.1238,0,f2
0.15,0.045,-3.552,2117,4.902,0.1243,0,f2
0.15,0.048,-3.475,2206,4.923,0.1252,0,f2
0.15,0.05,-3.428,2259,4.936,0.1259,0,f2
0.15,0.053,-3.366,2330,4.952,0.1273,0,f2
0.15,0.055,-3.329,2372,4.963,0.1281,0,f2
0.15,0.058,-3.282,2427,4.979,0.1292,0,f2
0.2,0.002,-6.689,353,3.575,0.1207,0,f2
0.2,0.003,-6.364,422,3.735,0.123,0,f2
0.2,0.004,-6.129,481,3.852,0.1242,0,f2
0.2,0.005,-5.943,534,3.945,0.1247,0,f2
0.2,0.006,-5.783,585,4.023,0.1249,0,f2
0.2,0.007,-5.636,636,4.089,0.1249,0,f2
0.2,0.008,-5.511,684,4.147,0.1249,0,f2
0.2,0.009,-5.407,726,4.198,0.125,0,f2
0.2,0.01,-5.29,775,4.24,0.1256,0,f2
0.2,0.011,-4.967,918,4.253,0.1296,0,f2
0.2,0.012,-4.494,1170,4.238,0.1378,0,f2
0.2,0.013,-4.64,1096,4.307,0.1325,0,f2
0.2,0.014,-4.868,985,4.381,0.1263,0,f2
0.2,0.015,-4.883,984,4.424,0.1244,0,f2
0.2,0.016,-4.852,1005,4.458,0.1236,0,f2
0.2,0.017,-4.811,1032,4.489,0.1229,0,f2
0.2,0.018,-4.757,1066,4.517,0.1224,0,f2
0.2,0.019,-4.706,1101,4.544,0.1219,0,f2
0.2,0.02,-4.64,1145,4.569,0.1216,0,f2
0.2,0.022,-4.548,1211,4.615,0.1209,0,f2
0.2,0.024,-4.464,1274,4.658,0.1202,0,f2
0.2,0.026,-4.388,1334,4.697,0.1197,0,f2
0.2,0.028,-4.307,1401,4.732,0.1192,0,f2
0.2,0.03,-4.224,1472,4.766,0.1187,0,f2
0.2,0.033,-4.12,1566,4.81,0.1183,0,f2
0.2,0.035,-4.021,1657,4.836,0.1183,0,f2
0.2,0.038,-3.943,1733,4.871,0.1184,0,f2
0.2,0.04,-3.894,1784,4.894,0.1182,0,f2
0.2,0.043,-3.784,1901,4.925,0.1182,0,f2
0.2,0.045,-3.716,1974,4.944,0.1184,0,f2
0.2,0.048,-3.633,2067,4.968,0.1189,0,f2
0.2,0.05,-3.583,2124,4.983,0.1194,0,f2
0.2,0.053,-3.505,2211,5,0.1204,0,f2
0.2,0.055,-3.462,2261,5.012,0.121,0,f2
0.2,0.058,-3.405,2329,5.03,0.1217,0,f2
0.2,0.06,-3.37,2368,5.039,0.1225,0,f2
0.2,0.063,-3.324,2422,5.053,0.1236,0,f2
0.3,0.002,-6.901,316,3.592,0.1184,0,f2
0.3,0.003,-6.572,378,3.752,0.1206,0,f2
0.3,0.004,-6.333,432,3.87,0.1216,0,f2
0.3,0.005,-6.144,481,3.964,0.122,0,f2
0.3,0.006,-5.988,526,4.042,0.1221,0,f2
0.3,0.007,-5.846,571,4.11,0.122,0,f2
0.3,0.008,-5.714,616,4.17,0.1218,0,f2
0.3,0.009,-5.589,663,4.221,0.1217,0,f2
0.3,0.01,-5.448,717,4.263,0.1223,0,f2
0.3,0.011,-5.12,850,4.271,0.127,0,f2
0.3,0.012,-4.722,1046,4.272,0.1325,0,f2
0.3,0.013,-5.002,915,4.355,0.1253,0,f2
0.3,0.014,-5.133,862,4.414,0.1216,0,f2
0.3,0.015,-5.109,879,4.452,0.1204,0,f2
0.3,0.016,-5.059,907,4.486,0.1197,0,f2
0.3,0.017,-5.013,933,4.516,0.1191,0,f2
0.3,0.018,-4.97,959,4.545,0.1186,0,f2
0.3,0.019,-4.924,986,4.572,0.1181,0,f2
0.3,0.02,-4.876,1016,4.597,0.1177,0,f2
0.3,0.022,-4.779,1078,4.645,0.1168,0,f2
0.3,0.024,-4.686,1141,4.689,0.116,0,f2
0.3,0.026,-4.599,1203,4.728,0.1154,0,f2
0.3,0.028,-4.518,1264,4.765,0.1148,0,f2
0.3,0.03,-4.448,1319,4.799,0.1142,0,f2
0.3,0.033,-4.35,1401,4.846,0.1134,0,f2
0.3,0.035,-4.265,1473,4.875,0.1131,0,f2
0.3,0.038,-4.161,1565,4.912,0.1128,0,f2
0.3,0.04,-4.111,1612,4.936,0.1126,0,f2
0.3,0.043,-4.039,1683,4.969,0.1124,0,f2
0.3,0.045,-3.989,1733,4.991,0.1122,0,f2
0.3,0.048,-3.893,1833,5.02,0.112,0,f2
0.3,0.05,-3.828,1903,5.038,0.1121,0,f2
0.3,0.053,-3.733,2007,5.061,0.1123,0,f2
0.3,0.055,-3.678,2070,5.075,0.1126,0,f2
0.3,0.058,-3.613,2144,5.094,0.1131,0,f2
0.3,0.06,-3.568,2196,5.106,0.1135,0,f2
0.3,0.063,-3.506,2269,5.121,0.1143,0,f2
0.3,0.064,-3.486,2291,5.126,0.1145,0,f2
0.3,0.065,-3.467,2313,5.13,0.1149,0,f2
0.3,0.066,-3.45,2333,5.134,0.1152,0,f2
0.3,0.067,-3.433,2353,5.139,0.1154,0,f2
0.3,0.068,-3.417,2372,5.143,0.1158,0,f2
0.3,0.069,-3.401,2391,5.147,0.1161,0,f2
0.3,0.07,-3.385,2409,5.151,0.1164,0,f2
0.4,0.002,-7.054,291,3.603,0.1169,0,f2
0.4,0.003,-6.723,349,3.764,0.1189,0,f2
0.4,0.004,-6.481,399,3.882,0.1199,0,f2
0.4,0.005,-6.292,445,3.976,0.1203,0,f2
0.4,0.006,-6.136,487,4.056,0.1203,0,f2
0.4,0.007,-5.997,528,4.124,0.1201,0,f2
0.4,0.008,-5.867,569,4.184,0.1197,0,f2
0.4,0.009,-5.74,613,4.237,0.1195,0,f2
0.4,0.01,-5.58,671,4.279,0.12,0,f2
0.4,0.011,-5.224,806,4.284,0.1251,0,f2
0.4,0.012,-4.929,943,4.299,0.1285,0,f2
0.4,0.013,-5.238,811,4.382,0.1216,0,f2
0.4,0.014,-5.298,792,4.433,0.1189,0,f2
0.4,0.015,-5.267,810,4.47,0.118,0,f2
0.4,0.016,-5.216,837,4.503,0.1173,0,f2
0.4,0.017,-5.162,865,4.534,0.1167,0,f2
0.4,0.018,-5.106,895,4.562,0.1163,0,f2
0.4,0.019,-5.066,918,4.589,0.1157,0,f2
0.4,0.02,-5.015,947,4.614,0.1154,0,f2
0.4,0.022,-4.928,1000,4.663,0.1145,0,f2
0.4,0.024,-4.836,1058,4.707,0.1136,0,f2
0.4,0.026,-4.751,1115,4.747,0.1129,0,f2
0.4,0.028,-4.679,1166,4.786,0.112,0,f2
0.4,0.03,-4.595,1227,4.82,0.1115,0,f2
0.4,0.033,-4.492,1307,4.868,0.1106,0,f2
0.4,0.035,-4.429,1358,4.898,0.1102,0,f2
0.4,0.038,-4.326,1445,4.937,0.1097,0,f2
0.4,0.04,-4.249,1513,4.963,0.1092,0,f2
0.4,0.043,-4.176,1580,4.997,0.1089,0,f2
0.4,0.045,-4.135,1620,5.018,0.1087,0,f2
0.4,0.048,-4.076,1678,5.049,0.1083,0,f2
0.4,0.05,-4.025,1730,5.069,0.1081,0,f2
0.4,0.053,-3.911,1846,5.094,0.1082,0,f2
0.4,0.055,-3.856,1905,5.109,0.1082,0,f2
0.4,0.058,-3.772,2002,5.134,0.108,0,f2
0.4,0.06,-3.719,2060,5.146,0.1083,0,f2
0.4,0.063,-3.658,2130,5.164,0.1088,0,f2
0.4,0.064,-3.636,2156,5.169,0.109,0,f2
0.4,0.065,-3.608,2185,5.172,0.1095,0,f2
0.4,0.066,-3.587,2210,5.176,0.1097,0,f2
0.4,0.067,-3.57,2232,5.184,0.1097,0,f2
0.4,0.068,-3.55,2255,5.188,0.1099,0,f2
0.4,0.069,-3.53,2278,5.192,0.1102,0,f2
0.4,0.07,-3.511,2300,5.196,0.1105,0,f2
0.4,0.071,-3.493,2321,5.2,0.1108,0,f2
0.4,0.072,-3.475,2342,5.203,0.1111,0,f2
0.4,0.073,-3.456,2363,5.206,0.1115,0,f2
0.4,0.074,-3.435,2386,5.207,0.1122,0,f2
0.4,0.075,-3.417,2406,5.21,0.1125,0,f2
0.6,0.003,-6.928,313,3.779,0.1169,0,f2
0.6,0.004,-6.686,358,3.897,0.1178,0,f2
0.6,0.005,-6.495,399,3.992,0.118,0,f2
0.6,0.006,-6.341,437,4.072,0.118,0,f2
0.6,0.007,-6.203,473,4.141,0.1177,0,f2
0.6,0.008,-6.075,510,4.202,0.1173,0,f2
0.6,0.009,-5.952,549,4.256,0.1169,0,f2
0.6,0.01,-5.8,599,4.302,0.1169,0,f2
0.6,0.011,-5.38,747,4.307,0.1219,0,f2
0.6,0.012,-5.246,803,4.336,0.1231,0,f2
0.6,0.013,-5.451,731,4.412,0.1174,0,f2
0.6,0.014,-5.467,729,4.458,0.1156,0,f2
0.6,0.015,-5.431,747,4.493,0.1148,0,f2
0.6,0.016,-5.391,767,4.526,0.1142,0,f2
0.6,0.017,-5.341,791,4.557,0.1137,0,f2
0.6,0.018,-5.287,817,4.585,0.1132,0,f2
0.6,0.019,-5.241,841,4.612,0.1127,0,f2
0.6,0.02,-5.2,863,4.638,0.1122,0,f2
0.6,0.022,-5.129,903,4.687,0.1114,0,f2
0.6,0.024,-5.058,944,4.731,0.1105,0,f2
0.6,0.026,-4.976,994,4.773,0.1096,0,f2
0.6,0.028,-4.891,1047,4.811,0.1089,0,f2
0.6,0.03,-4.822,1094,4.847,0.1081,0,f2
0.6,0.033,-4.715,1169,4.897,0.107,0,f2
0.6,0.035,-4.643,1222,4.927,0.1064,0,f2
0.6,0.038,-4.55,1293,4.969,0.1057,0,f2
0.6,0.04,-4.495,1337,4.995,0.1053,0,f2
0.6,0.043,-4.394,1421,5.031,0.1047,0,f2
0.6,0.045,-4.332,1475,5.054,0.1044,0,f2
0.6,0.048,-4.258,1543,5.085,0.104,0,f2
0.6,0.05,-4.216,1582,5.105,0.1037,0,f2
0.6,0.053,-4.154,1644,5.134,0.1033,0,f2
0.6,0.055,-4.112,1685,5.152,0.1031,0,f2
0.6,0.058,-4.021,1778,5.176,0.1029,0,f2
0.6,0.06,-3.979,1821,5.191,0.1029,0,f2
0.6,0.063,-3.913,1891,5.212,0.1029,0,f2
0.6,0.064,-3.855,1955,5.218,0.103,0,f2
0.6,0.065,-3.866,1941,5.224,0.1031,0,f2
