mass,age,temperature,luminosity,radius,gravity,metallicity
0.018,7.89652287,381.11535896,-6.76454664,0.09528672,4.73562199,0.0
0.018,10.0,360.66932357,-6.86553472,0.09471978,4.74080534,0.0
0.019,0.001,2636.38184852,-2.27650145,0.34926546,3.63085746,0.0
0.019,0.00126638017,2620.51960566,-2.3522034,0.32400162,3.69607563,0.0
0.019,0.00160371874,2603.33906248,-2.42662912,0.30133766,3.75906106,0.0
0.019,0.00203091762,2588.83657909,-2.49423888,0.28190329,3.81697028,0.0
0.019,0.00257191381,2569.92086166,-2.55734868,0.2660213,3.86733772,0.0
0.019,0.00325702066,2551.82555067,-2.60569787,0.25519942,3.90340991,0.0
0.019,0.00412462638,2541.04966882,-2.63417968,0.24906109,3.92455673,0.0
0.019,0.00522334507,2535.04520107,-2.65037439,0.24562265,3.93663206,0.0
0.019,0.00661474064,2530.23999933,-2.66343981,0.24287775,3.94639367,0.0
0.019,0.0083767764,2523.91505321,-2.6804988,0.23934473,3.95912119,0.0
0.019,0.0106081836,2514.02974502,-2.70694272,0.23399882,3.97874102,0.0
0.019,0.0134339933,2494.77632186,-2.75439947,0.22499053,4.01284015,0.0
0.019,0.0170125428,2443.10675313,-2.86203836,0.20726428,4.08411929,0.0
0.019,0.0215443469,2323.48182059,-3.07318622,0.17970341,4.2080552,0.0
0.019,0.0272833338,2185.91991131,-3.27836368,0.16031634,4.30721451,0.0
0.019,0.0345510729,2043.19615095,-3.4679921,0.1475083,4.37953715,0.0
0.019,0.0437547938,1898.32746626,-3.65158484,0.1383238,4.43537564,0.0
0.019,0.0554102033,1777.83091914,-3.81120126,0.13123688,4.48105708,0.0
0.019,0.0701703829,1635.64600362,-3.99331565,0.12571649,4.51838462,0.0
0.019,0.0888623816,1512.76505006,-4.16023832,0.12127319,4.54963925,0.0
0.019,0.112533558,1402.13951281,-4.31765127,0.11776566,4.57513158,0.0
0.019,0.142510267,1307.5002218,-4.46135976,0.11478143,4.59742538,0.0
0.019,0.180472177,1222.26122161,-4.59858093,0.11215358,4.61754187,0.0
0.019,0.228546386,1133.33221388,-4.74776901,0.10985635,4.63551792,0.0
0.019,0.289426612,1051.56291547,-4.89349992,0.10789778,4.65114329,0.0
0.019,0.366524124,976.82669342,-5.03545252,0.10618738,4.66502239,0.0
0.019,0.464158883,907.30836184,-5.1762162,0.10466928,4.67752981,0.0
0.019,0.587801607,841.18733172,-5.31884577,0.10333218,4.68869711,0.0
0.019,0.744380301,780.07856727,-5.4598354,0.1021507,4.69868536,0.0
0.019,0.942668455,720.42345741,-5.60713021,0.10108682,4.70777896,0.0
0.019,1.19377664,668.89311405,-5.74427925,0.10013386,4.71600603,0.0
0.019,1.51177507,623.9464396,-5.87270424,0.09926159,4.72360544,0.0
0.019,1.91448198,581.06565301,-6.00342676,0.09845935,4.73065394,0.0
0.019,2.42446202,541.05357312,-6.13390981,0.09772045,4.73719695,0.0
0.019,3.07029063,507.69756941,-6.25072523,0.0970183,4.74346048,0.0
0.019,3.88815518,474.54573758,-6.3739812,0.09635533,4.74941637,0.0
0.019,4.92388263,443.31075863,-6.49785374,0.09573657,4.75501213,0.0
0.019,6.23550734,415.47392716,-6.61585557,0.09514886,4.76036068,0.0
0.019,7.89652287,391.57850326,-6.72387747,0.0945902,4.76547556,0.0
0.019,10.0,371.95806898,-6.81829617,0.09403498,4.77058895,0.0
0.02,0.001,2655.19840964,-2.24320136,0.3577963,3.63217498,0.0
0.02,0.00126638017,2641.78787507,-2.31671772,0.33209966,3.69691002,0.0
0.02,0.00160371874,2624.12838065,-2.39159664,0.30878132,3.76014504,0.0
0.02,0.00203091762,2610.55322372,-2.45719886,0.28931193,3.81671304,0.0
0.02,0.00257191381,2599.24981744,-2.51028411,0.27452585,3.86227929,0.0
0.02,0.00325702066,2587.92033755,-2.54802991,0.26516195,3.89242254,0.0
0.02,0.00412462638,2579.95027708,-2.57023354,0.26006441,3.9092829,0.0
0.02,0.00522334507,2574.68949358,-2.58420678,0.2569663,3.9196926,0.0
0.02,0.00661474064,2569.21327344,-2.59847168,0.25386089,3.93025371,0.0
0.02,0.0083767764,2561.18827188,-2.61932743,0.24939267,3.94567806,0.0
0.02,0.0106081836,2548.55224377,-2.6530249,0.2422879,3.97078174,0.0
0.02,0.0134339933,2523.32274589,-2.71895338,0.22909319,4.01942065,0.0
0.02,0.0170125428,2448.43546007,-2.87852001,0.20248151,4.12667364,0.0
0.02,0.0215443469,2328.73782505,-3.08661011,0.17614989,4.24767956,0.0
0.02,0.0272833338,2205.67731576,-3.26927468,0.15911238,4.3360372,0.0
0.02,0.0345510729,2072.6873878,-3.44502562,0.14717704,4.40376564,0.0
0.02,0.0437547938,1938.65770855,-3.61558704,0.13823993,4.45817915,0.0
0.02,0.0554102033,1821.12264742,-3.76931049,0.1312474,4.50326482,0.0
0.02,0.0701703829,1679.83158534,-3.94732628,0.12567164,4.54097122,0.0
0.02,0.0888623816,1558.63405874,-4.10926223,0.1211475,4.57281643,0.0
0.02,0.112533558,1448.46564784,-4.26276877,0.11754993,4.59899991,0.0
0.02,0.142510267,1350.13609169,-4.40763278,0.11451552,4.62171576,0.0
0.02,0.180472177,1260.89713542,-4.54674601,0.11186656,4.64204446,0.0
0.02,0.228546386,1176.5133541,-4.68562163,0.10950187,4.66060138,0.0
0.02,0.289426612,1087.81788125,-4.83800022,0.10747953,4.6767929,0.0
0.02,0.366524124,1011.12923522,-4.97929419,0.105726,4.69108116,0.0
0.02,0.464158883,940.18554366,-5.11851554,0.10417364,4.70392907,0.0
0.02,0.587801607,872.84400958,-5.25918307,0.10279687,4.71548487,0.0
0.02,0.744380301,810.1313896,-5.399038,0.10157968,4.72583092,0.0
0.02,0.942668455,750.19861427,-5.54199385,0.10048276,4.7352613,0.0
0.02,1.19377664,691.98314676,-5.69081358,0.09950341,4.74376842,0.0
0.02,1.51177507,646.19511753,-5.81749357,0.09861649,4.75154521,0.0
0.02,1.91448198,603.07718869,-5.94467987,0.09779903,4.75877514,0.0
0.02,2.42446202,560.06078704,-6.07997303,0.0970433,4.76551316,0.0
0.02,3.07029063,524.30962462,-6.20088407,0.09634122,4.77181993,0.0
0.02,3.88815518,490.67022849,-6.32209402,0.09567533,4.77784433,0.0
0.02,4.92388263,458.12521077,-6.44698621,0.09505105,4.78353035,0.0
0.02,6.23550734,429.28234774,-6.56535166,0.09446391,4.78891239,0.0
0.02,7.89652287,401.53881658,-6.68653845,0.093906,4.79405751,0.0
0.02,10.0,382.42372296,-6.77628877,0.09336698,4.79905759,0.0
0.021,0.001,2672.81806078,-2.21214344,0.36595015,3.63379277,0.0
0.021,0.00126638017,2660.78437044,-2.28521746,0.33946839,3.69903794,0.0
0.021,0.00160371874,2644.45999846,-2.36126868,0.31486238,3.76439395,0.0
0.021,0.00203091762,2628.31492878,-2.43132578,0.29403743,3.82382936,0.0
0.021,0.00257191381,2618.65040404,-2.4812048,0.2796823,3.86730589,0.0
0.021,0.00325702066,2612.56760797,-2.50956936,0.27196233,3.89161648,0.0
0.021,0.00412462638,2609.11410239,-2.5231549,0.26844418,3.90292592,0.0
0.021,0.00522334507,2606.4418713,-2.53298242,0.26597812,3.91094222,0.0
0.021,0.00661474064,2602.82605852,-2.54513506,0.26300865,3.92069381,0.0
0.021,0.0083767764,2596.47662382,-2.56382733,0.25866464,3.93515985,0.0
0.021,0.0106081836,2583.47352523,-2.59814624,0.25115565,3.96074794,0.0
0.021,0.0134339933,2555.72305817,-2.67052123,0.2361247,4.01435087,0.0
0.021,0.0170125428,2475.66605705,-2.8516685,0.20426986,4.14022678,0.0
0.021,0.0215443469,2363.06495092,-3.05255919,0.17790829,4.26024278,0.0
0.021,0.0272833338,2247.09485986,-3.22850888,0.16067098,4.34876048,0.0
0.021,0.0345510729,2120.38727724,-3.3983019,0.14840569,4.41773321,0.0
0.021,0.0437547938,1995.62672689,-3.55977106,0.13911807,4.47386805,0.0
0.021,0.0554102033,1864.65659793,-3.72424738,0.13185837,4.5204201,0.0
0.021,0.0701703829,1738.80982932,-3.88491145,0.12603051,4.55968351,0.0
0.021,0.0888623816,1610.13192558,-4.05156004,0.12132012,4.59276923,0.0
0.021,0.112533558,1497.00412399,-4.20561043,0.11753834,4.62027559,0.0
0.021,0.142510267,1395.10542876,-4.35163818,0.11439278,4.64383722,0.0
0.021,0.180472177,1299.41979832,-4.49599596,0.11166872,4.66477131,0.0
0.021,0.228546386,1218.83994468,-4.62624679,0.10924601,4.68382259,0.0
0.021,0.289426612,1129.00397395,-4.77632007,0.10712213,4.70087513,0.0
0.021,0.366524124,1047.51046879,-4.92125886,0.10531452,4.71565772,0.0
0.021,0.464158883,972.99863333,-5.06269502,0.10371933,4.72891448,0.0
0.021,0.587801607,903.946843,-5.20251028,0.10230129,4.74087154,0.0
0.021,0.744380301,840.57192115,-5.33952693,0.10104648,4.75159151,0.0
0.021,0.942668455,779.22841026,-5.48091052,0.0999167,4.76135739,0.0
0.021,1.19377664,718.18924055,-5.63148145,0.09890066,4.7702352,0.0
0.021,1.51177507,667.89828607,-5.76557138,0.09799894,4.77819081,0.0
0.021,1.91448198,624.14995253,-5.89064963,0.0971685,4.78558252,0.0
0.021,2.42446202,581.0511763,-6.02186656,0.09639694,4.79250702,0.0
0.021,3.07029063,540.57054195,-6.15374738,0.09568697,4.79892793,0.0
0.021,3.88815518,506.400337,-6.27326715,0.09501852,4.80501704,0.0
0.021,4.92388263,473.47008405,-6.39583822,0.09438989,4.81078261,0.0
0.021,6.23550734,442.53231586,-6.51865571,0.09380071,4.81622131,0.0
0.021,7.89652287,414.90080254,-6.63585543,0.09324215,4.82140892,0.0
0.021,10.0,392.09621658,-6.73896154,0.09271538,4.82632996,0.0
0.022,0.001,2689.6622484,-2.18190432,0.3741761,3.63468729,0.0
0.022,0.00126638017,2678.54634312,-2.25454274,0.34702524,3.70011737,0.0
0.022,0.00160371874,2664.95426445,-2.32766267,0.32227083,3.76439687,0.0
0.022,0.00203091762,2648.99179188,-2.39440188,0.30204022,3.82070877,0.0
0.022,0.00257191381,2639.46127795,-2.43802808,0.28932113,3.85807686,0.0
0.022,0.00325702066,2635.36173999,-2.45963722,0.28308587,3.87700131,0.0
0.022,0.00412462638,2633.40027508,-2.47040587,0.28002493,3.88644421,0.0
0.022,0.00522334507,2631.55733859,-2.47980616,0.27739242,3.89464793,0.0
0.022,0.00661474064,2628.90192293,-2.49285594,0.27380913,3.90594162,0.0
0.022,0.0083767764,2624.03419212,-2.51425296,0.26813372,3.92413406,0.0
0.022,0.0106081836,2611.97594407,-2.55644877,0.25778278,3.95832971,0.0
0.022,0.0134339933,2569.83819651,-2.66694703,0.23449755,4.04056033,0.0
0.022,0.0170125428,2479.24770587,-2.86980283,0.19947318,4.18106872,0.0
0.022,0.0215443469,2378.1528306,-3.04888019,0.17640078,4.28783851,0.0
0.022,0.0272833338,2271.93265251,-3.21085771,0.16040351,4.3704107,0.0
0.022,0.0345510729,2154.57093992,-3.36944229,0.14859023,4.4368586,0.0
0.022,0.0437547938,2033.63872521,-3.5253628,0.13938028,4.49243612,0.0
0.022,0.0554102033,1900.20614133,-3.690136,0.13205732,4.539314,0.0
0.022,0.0701703829,1792.78396804,-3.83069721,0.12618919,4.57879373,0.0
0.022,0.0888623816,1656.44473585,-4.00188329,0.12137651,4.61256902,0.0
0.022,0.112533558,1541.77955795,-4.15498788,0.11745966,4.64106049,0.0
0.022,0.142510267,1438.68829932,-4.29942547,0.11423226,4.66525941,0.0
0.022,0.180472177,1341.694692,-4.44217185,0.11143874,4.68676515,0.0
0.022,0.228546386,1254.9519696,-4.57761549,0.10898566,4.70609904,0.0
0.022,0.289426612,1171.63162569,-4.71468885,0.10678534,4.72381442,0.0
0.022,0.366524124,1081.57180621,-4.86901421,0.1049115,4.73919133,0.0
0.022,0.464158883,1004.82905246,-5.01051142,0.10327713,4.75282916,0.0
0.022,0.587801607,934.53171157,-5.14880313,0.10182418,4.76513547,0.0
0.022,0.744380301,869.53283391,-5.28509632,0.10053603,4.7761939,0.0
0.022,0.942668455,807.34507878,-5.42407386,0.09937545,4.78627887,0.0
0.022,1.19377664,745.69538332,-5.57125885,0.09832635,4.7954972,0.0
0.022,1.51177507,688.73072616,-5.71750703,0.09740191,4.80370199,0.0
0.022,1.91448198,644.42703771,-5.84054709,0.09656105,4.81123295,0.0
0.022,2.42446202,601.2668816,-5.96806628,0.09577718,4.81831287,0.0
0.022,3.07029063,558.02444386,-6.10431656,0.09505204,4.824914,0.0
0.022,3.88815518,521.978368,-6.22646608,0.09438142,4.83106392,0.0
0.022,4.92388263,488.25409505,-6.3483258,0.09374946,4.83689939,0.0
0.022,6.23550734,456.04235035,-6.47241447,0.09315609,4.84241438,0.0
0.022,7.89652287,427.84659173,-6.58848207,0.09259905,4.84762383,0.0
0.022,10.0,401.41889322,-6.70416344,0.09207545,4.85254921,0.0
0.023,0.001,2704.96111076,-2.15321821,0.38237368,3.63516622,0.0
0.023,0.00126638017,2695.32318967,-2.22513332,0.35451578,3.70087174,0.0
0.023,0.00160371874,2683.74591543,-2.295261,0.32984974,3.76351265,0.0
0.023,0.00203091762,2670.7830103,-2.35571118,0.31066559,3.81555805,0.0
0.023,0.00257191381,2661.33144304,-2.3940174,0.29937509,3.84771123,0.0
0.023,0.00325702066,2657.15353621,-2.41205256,0.2941461,3.86301655,0.0
0.023,0.00412462638,2655.04924648,-2.42188091,0.29130021,3.87146116,0.0
0.023,0.00522334507,2652.89741371,-2.43233568,0.28828178,3.88050835,0.0
0.023,0.00661474064,2649.93952043,-2.44752416,0.2839161,3.89376246,0.0
0.023,0.0083767764,2645.1443163,-2.47290809,0.27673601,3.91601108,0.0
0.023,0.0106081836,2633.40942409,-2.52611784,0.26261724,3.96149604,0.0
0.023,0.0134339933,2577.13820554,-2.67985486,0.22973263,4.07769673,0.0
0.023,0.0170125428,2491.1980611,-2.87097259,0.1972927,4.2099208,0.0
0.023,0.0215443469,2398.79874595,-3.03555418,0.17606344,4.30880569,0.0
0.023,0.0272833338,2300.90603731,-3.18697305,0.16074704,4.38785862,0.0
0.023,0.0345510729,2190.61553398,-3.33751008,0.14912054,4.45306917,0.0
0.023,0.0437547938,2072.30596149,-3.48957795,0.13987275,4.5086772,0.0
0.023,0.0554102033,1946.78770886,-3.64572341,0.13241357,4.55627914,0.0
0.023,0.0701703829,1833.74568448,-3.78945144,0.12648054,4.59609543,0.0
0.023,0.0888623816,1703.36205061,-3.95227449,0.12152705,4.63079736,0.0
0.023,0.112533558,1586.60238268,-4.10519479,0.11746086,4.66035649,0.0
0.023,0.142510267,1480.8148627,-4.2500068,0.1141361,4.68529716,0.0
0.023,0.180472177,1384.12537825,-4.38947738,0.11126013,4.70746359,0.0
0.023,0.228546386,1288.8350426,-4.53319106,0.10874963,4.72728651,0.0
0.023,0.289426612,1211.93115446,-4.65824234,0.10650174,4.74542906,0.0
0.023,0.366524124,1118.31065873,-4.8140834,0.1045374,4.76159905,0.0
0.023,0.464158883,1038.31560343,-4.95706001,0.10286092,4.77564184,0.0
0.023,0.587801607,964.60470546,-5.09762364,0.10137153,4.78831039,0.0
0.023,0.744380301,897.30191349,-5.23468459,0.10005032,4.79970552,0.0
0.023,0.942668455,835.38040904,-5.36925128,0.09886182,4.8100849,0.0
0.023,1.19377664,772.55347565,-5.51458856,0.09778332,4.81961251,0.0
0.023,1.51177507,711.20209118,-5.66688511,0.09682671,4.82815172,0.0
0.023,1.91448198,664.02351587,-5.79378384,0.09597688,4.83580882,0.0
0.023,2.42446202,620.81354422,-5.91788691,0.09518297,4.8430236,0.0
0.023,3.07029063,577.37920915,-6.05065257,0.09444352,4.84979776,0.0
0.023,3.88815518,537.35465299,-6.18170818,0.09376481,4.85606234,0.0
0.023,4.92388263,502.60776164,-6.30374041,0.09312918,4.86197053,0.0
0.023,6.23550734,470.21664813,-6.4250526,0.09253267,4.86755185,0.0
0.023,7.89652287,440.38892441,-6.54416089,0.09197589,4.8727941,0.0
0.023,10.0,414.26685859,-6.65532929,0.09145215,4.87775421,0.0
0.024,0.001,2718.26535554,-2.12654649,0.39044857,3.63550012,0.0
0.024,0.00126638017,2709.93221707,-2.19748947,0.36205025,3.70108963,0.0
0.024,0.00160371874,2700.98084152,-2.26393736,0.33760321,3.76181247,0.0
0.024,0.00203091762,2691.45951829,-2.31735579,0.31972259,3.80908125,0.0
0.024,0.00257191381,2684.37888157,-2.34934499,0.30978735,3.83649864,0.0
0.024,0.00325702066,2680.72221846,-2.36458474,0.30523857,3.84934739,0.0
0.024,0.00412462638,2678.19915448,-2.37455312,0.30231455,3.85770755,0.0
0.024,0.00522334507,2675.19139683,-2.38684667,0.29874044,3.86803778,0.0
0.024,0.00661474064,2670.71177121,-2.40561143,0.29333895,3.88388647,0.0
0.024,0.0083767764,2663.76442738,-2.43786268,0.28411601,3.91163442,0.0
0.024,0.0106081836,2649.7676618,-2.50884123,0.26459398,3.9734657,0.0
0.024,0.0134339933,2584.443428,-2.6917876,0.22532099,4.11302388,0.0
0.024,0.0170125428,2506.10013951,-2.86549708,0.19619254,4.23326106,0.0
0.024,0.0215443469,2420.30840825,-3.01927694,0.17621614,4.32653671,0.0
0.024,0.0272833338,2329.02614151,-3.1625778,0.16135532,4.40306117,0.0
0.024,0.0345510729,2225.96661759,-3.30575549,0.14979867,4.46761139,0.0
0.024,0.0437547938,2110.9560959,-3.45370319,0.14047761,4.52341183,0.0
0.024,0.0554102033,1993.67298772,-3.60131028,0.13288391,4.57168279,0.0
0.024,0.0701703829,1871.77954755,-3.75146056,0.12682019,4.61224992,0.0
0.024,0.0888623816,1757.50902549,-3.89635786,0.12174549,4.64772076,0.0
0.024,0.112533558,1631.88604168,-4.05583695,0.11752562,4.6783608,0.0
0.024,0.142510267,1522.9458722,-4.20172057,0.11407772,4.70422486,0.0
0.024,0.180472177,1425.84066225,-4.33897204,0.11112473,4.72700504,0.0
0.024,0.228546386,1327.68282869,-4.48336365,0.10853426,4.74749266,0.0
0.024,0.289426612,1245.25198791,-4.61312685,0.10625386,4.76593655,0.0
0.024,0.366524124,1160.13114042,-4.75307863,0.10420388,4.78285793,0.0
0.024,0.464158883,1070.76893546,-4.90688276,0.10247015,4.79743137,0.0
0.024,0.587801607,994.2160261,-5.04879172,0.10094156,4.81048565,0.0
0.024,0.744380301,925.16367249,-5.18559401,0.09958571,4.82223163,0.0
0.024,0.942668455,862.10467906,-5.31884673,0.09837432,4.83286217,0.0
0.024,1.19377664,798.68444934,-5.46141826,0.09726777,4.84268765,0.0
0.024,1.51177507,736.32512416,-5.61152836,0.09627838,4.85156796,0.0
0.024,1.91448198,682.98923947,-5.74998643,0.09541206,4.85941891,0.0
0.024,2.42446202,639.64655979,-5.87122775,0.09461009,4.86675054,0.0
0.024,3.07029063,596.04774642,-6.00077543,0.09385928,4.87367105,0.0
0.024,3.88815518,552.96075606,-6.13754058,0.0931674,4.88009752,0.0
0.024,4.92388263,517.25379256,-6.25946878,0.09252824,4.88607685,0.0
0.024,6.23550734,483.93894926,-6.38078557,0.09192977,4.89171312,0.0
0.024,7.89652287,452.83646634,-6.50146768,0.09137089,4.89700975,0.0
0.024,10.0,426.84122666,-6.60913521,0.09084894,4.90198571,0.0
0.025,0.001,2731.1045911,-2.10094204,0.39836337,3.63579854,0.0
0.025,0.00126638017,2723.33932927,-2.1709956,0.36959221,3.70091169,0.0
0.025,0.00160371874,2715.3735162,-2.23457465,0.34552534,3.75939682,0.0
0.025,0.00203091762,2708.80318791,-2.28146117,0.32896147,3.80206435,0.0
0.025,0.00257191381,2704.68899001,-2.30719366,0.32033233,3.82515324,0.0
0.025,0.00325702066,2702.49006896,-2.3196781,0.31627376,3.83622868,0.0
0.025,0.00412462638,2700.60770571,-2.32959159,0.31311162,3.84495637,0.0
0.025,0.00522334507,2697.66903779,-2.34317051,0.30893064,3.8566328,0.0
0.025,0.00661474064,2692.39792268,-2.36528743,0.30234796,3.8753408,0.0
0.025,0.0083767764,2682.21985987,-2.40668354,0.2904667,3.91016186,0.0
0.025,0.0106081836,2662.79706664,-2.50376315,0.26355522,3.99461116,0.0
0.025,0.0134339933,2595.37327075,-2.69387488,0.22289235,4.14016471,0.0
0.025,0.0170125428,2522.97431816,-2.85485157,0.19595972,4.25202128,0.0
0.025,0.0215443469,2443.16698652,-3.00008514,0.17679894,4.34139729,0.0
0.025,0.0272833338,2357.70133947,-3.13676031,0.16220786,4.4162124,0.0
0.025,0.0345510729,2261.54110641,-3.27343471,0.15062459,4.48056437,0.0
0.025,0.0437547938,2150.41612214,-3.41710384,0.14119913,4.53669247,0.0
0.025,0.0554102033,2035.31303285,-3.56162193,0.1334597,4.58565421,0.0
0.025,0.0701703829,1911.54925667,-3.7122941,0.12720706,4.6273318,0.0
0.025,0.0888623816,1807.74218763,-3.84530991,0.12204114,4.6633424,0.0
0.025,0.112533558,1676.95302052,-4.00754255,0.11765664,4.69512251,0.0
0.025,0.142510267,1565.89412724,-4.15349559,0.11406451,4.72205422,0.0
0.025,0.180472177,1465.47685766,-4.29206862,0.11102829,4.74548746,0.0
0.025,0.228546386,1369.52545974,-4.43090533,0.10835475,4.76665923,0.0
0.025,0.289426612,1276.71691062,-4.57167467,0.10602579,4.78553203,0.0
0.025,0.366524124,1201.43453662,-4.69465027,0.10392161,4.80294325,0.0
0.025,0.464158883,1103.19682667,-4.85820504,0.10210174,4.8182885,0.0
0.025,0.587801607,1025.18023647,-4.99905436,0.10053481,4.83172184,0.0
0.025,0.744380301,952.86971843,-5.13820401,0.0991447,4.84381555,0.0
0.025,0.942668455,887.46925619,-5.27260822,0.09790747,4.85472274,0.0
0.025,1.19377664,825.06469211,-5.40935694,0.09677726,4.86480763,0.0
0.025,1.51177507,761.19574054,-5.55850955,0.09575758,4.87400794,0.0
0.025,1.91448198,701.79723992,-5.70777492,0.09486553,4.88213739,0.0
0.025,2.42446202,657.87051652,-5.8274841,0.09405722,4.88957,0.0
0.025,3.07029063,614.23612971,-5.95378853,0.09329669,4.89662181,0.0
0.025,3.88815518,570.63711189,-6.08827451,0.09259156,4.90321139,0.0
0.025,4.92388263,531.68000293,-6.21718288,0.09194631,4.90928564,0.0
0.025,6.23550734,497.20190303,-6.3393283,0.09134565,4.9149785,0.0
0.025,7.89652287,466.32488549,-6.45605548,0.09078486,4.92032735,0.0
0.025,10.0,439.09367139,-6.56559702,0.09026391,4.92532595,0.0
0.026,0.001,2743.55317641,-2.07623415,0.40614977,3.63601827,0.0
0.026,0.00126638017,2736.30732392,-2.14521606,0.37713348,3.7003999,0.0
0.026,0.00160371874,2729.15228274,-2.20568422,0.35360811,3.75634606,0.0
0.026,0.00203091762,2723.80927021,-2.24731868,0.33838519,3.79456601,0.0
0.026,0.00257191381,2720.81557805,-2.26891757,0.33079749,3.8142632,0.0
0.026,0.00325702066,2719.28875086,-2.27971791,0.32708223,3.82407432,0.0
0.026,0.00412462638,2717.75428656,-2.28988246,0.32364323,3.83325513,0.0
0.026,0.00522334507,2715.44152761,-2.30451735,0.31877619,3.84641645,0.0
0.026,0.00661474064,2711.08470124,-2.3290888,0.3108795,3.86820394,0.0
0.026,0.0083767764,2700.34394041,-2.37958001,0.29566171,3.91179762,0.0
0.026,0.0106081836,2672.3192055,-2.50875668,0.26017406,4.02285962,0.0
0.026,0.0134339933,2607.66210985,-2.6902798,0.22170954,4.16182178,0.0
0.026,0.0170125428,2541.24197634,-2.84088393,0.19628693,4.26760577,0.0
0.026,0.0215443469,2466.58369103,-2.97927026,0.17766763,4.354171,0.0
0.026,0.0272833338,2386.27360726,-3.11035967,0.16322917,4.42779393,0.0
0.026,0.0345510729,2297.19773099,-3.24080411,0.151577,4.49212322,0.0
0.026,0.0437547938,2188.69617724,-3.38149451,0.14200645,4.54877377,0.0
0.026,0.0554102033,2075.72623966,-3.52321313,0.13411744,4.59841774,0.0
0.026,0.0701703829,1958.12676041,-3.6673659,0.12766475,4.64124722,0.0
0.026,0.0888623816,1846.74212165,-3.80581445,0.12237894,4.67797539,0.0
0.026,0.112533558,1724.73072451,-3.95738876,0.11783802,4.71081679,0.0
0.026,0.142510267,1608.17521006,-4.10699312,0.11409387,4.73886388,0.0
0.026,0.180472177,1503.21430386,-4.24842109,0.11096265,4.76303495,0.0
0.026,0.228546386,1410.20628329,-4.38115944,0.10821534,4.78481089,0.0
0.026,0.289426612,1308.88992787,-4.53022169,0.10580787,4.80435226,0.0
0.026,0.366524124,1233.24593848,-4.65130135,0.1036749,4.82204119,0.0
0.026,0.464158883,1143.09141734,-4.7993801,0.10176302,4.8382083,0.0
0.026,0.587801607,1055.7021058,-4.95138106,0.1001492,4.85209268,0.0
0.026,0.744380301,980.23455483,-5.09269626,0.09872474,4.86453603,0.0
0.026,0.942668455,912.72416124,-5.22787025,0.09745934,4.87574099,0.0
0.026,1.19377664,850.32854889,-5.36116556,0.09631015,4.88604363,0.0
0.026,1.51177507,785.6584014,-5.5080828,0.09526241,4.89554456,0.0
0.026,1.91448198,724.55976507,-5.65716789,0.09434018,4.90399424,0.0
0.026,2.42446202,675.48308858,-5.7865569,0.09352284,4.91155227,0.0
0.026,3.07029063,631.91001569,-5.90956178,0.09275483,4.91871448,0.0
0.026,3.88815518,587.80893125,-6.04196093,0.09203832,4.9254502,0.0
0.026,4.92388263,545.92472915,-6.17657302,0.09138323,4.93165458,0.0
0.026,6.23550734,510.96578494,-6.29729794,0.09077937,4.93741322,0.0
0.026,7.89652287,479.55722389,-6.41288554,0.09021808,4.94280038,0.0
0.026,10.0,451.13192096,-6.5241072,0.08969483,4.94785272,0.0
0.027,0.001,2755.60303864,-2.0523075,0.41384905,3.63609711,0.0
0.027,0.00126638017,2748.82084181,-2.11992105,0.38473441,3.69945646,0.0
0.027,0.00160371874,2742.530111,-2.17720138,0.36185021,3.75272243,0.0
0.027,0.00203091762,2738.08799321,-2.2141616,0.34790026,3.78686937,0.0
0.027,0.00257191381,2735.78709213,-2.23243385,0.34123076,3.803682,0.0
0.027,0.00325702066,2734.44864935,-2.24251085,0.33762177,3.81291713,0.0
0.027,0.00412462638,2733.02621761,-2.25318913,0.33384102,3.8226992,0.0
0.027,0.00522334507,2730.84391505,-2.26917213,0.32827713,3.83729738,0.0
0.027,0.00661474064,2726.79897318,-2.29683933,0.31893175,3.8623831,0.0
0.027,0.0083767764,2715.37700508,-2.3580889,0.29972286,3.91633847,0.0
0.027,0.0106081836,2681.84717555,-2.51207028,0.25735241,4.0487247,0.0
0.027,0.0134339933,2621.09803799,-2.68198424,0.2215515,4.17883101,0.0
0.027,0.0170125428,2560.48613736,-2.82408265,0.19712029,4.28031663,0.0
0.027,0.0215443469,2490.34475331,-2.95698905,0.17881565,4.36496913,0.0
0.027,0.0272833338,2414.12657181,-3.08394533,0.16441317,4.43790697,0.0
0.027,0.0345510729,2329.02373379,-3.21064545,0.15267032,4.50227103,0.0
0.027,0.0437547938,2226.63211791,-3.34614036,0.14291013,4.55965409,0.0
0.027,0.0554102033,2116.00566229,-3.48500771,0.13486235,4.6099983,0.0
0.027,0.0701703829,2003.44722222,-3.62392052,0.12820568,4.65396533,0.0
0.027,0.0888623816,1884.67690911,-3.76789395,0.12274557,4.69176752,0.0
0.027,0.112533558,1775.4376928,-3.90523204,0.11808768,4.72537034,0.0
0.027,0.142510267,1651.21515212,-4.06054811,0.11416909,4.7546812,0.0
0.027,0.180472177,1543.86680179,-4.20237613,0.11092552,4.77971619,0.0
0.027,0.228546386,1447.50819049,-4.33663672,0.10811055,4.80204297,0.0
0.027,0.289426612,1349.51439112,-4.47871314,0.1056156,4.82232252,0.0
0.027,0.366524124,1262.71807277,-4.61221376,0.10344455,4.84036347,0.0
0.027,0.464158883,1184.36183127,-4.74029912,0.1014664,4.85713396,0.0
