age,mass,luminosity,temperature,gravity,radius
0.001,0.0005,-5.37,628.0,2.645,0.17600000000000002
0.001,0.001,-4.715,942.0,2.9960000000000004,0.166
0.001,0.002,-4.137,1285.0,3.259,0.174
0.001,0.003,-3.7460000000000004,1553.0,3.372,0.187
0.001,0.004,-3.4819999999999998,1747.0,3.438,0.2
0.001,0.005,-3.273,1901.0,3.472,0.215
0.001,0.006,-3.1289999999999996,2004.0,3.4989999999999997,0.228
0.001,0.007,-2.998,2098.0,3.515,0.242
0.001,0.008,-2.8930000000000002,2159.0,3.517,0.258
0.001,0.009,-2.8110000000000004,2207.0,3.525,0.271
0.001,0.01,-2.735,2251.0,3.529,0.285
0.001,0.012,-2.615,2321.0,3.5410000000000004,0.307
0.001,0.015,-2.455,2400.0,3.537,0.345
0.001,0.02,-2.28,2484.0,3.5460000000000003,0.395
0.001,0.03,-2.174,2598.0,3.694,0.408
0.001,0.04,-1.939,2746.0,3.681,0.478
0.001,0.05,-1.6369999999999998,2768.0,3.489,0.6659999999999999
0.001,0.06,-1.604,2824.0,3.57,0.665
0.001,0.07,-1.4780000000000002,2853.0,3.529,0.753
0.001,0.072,-1.455,2858.0,3.52,0.7709999999999999
0.001,0.075,-1.389,2833.0,3.457,0.847
0.001,0.08,-1.3730000000000002,2869.0,3.492,0.84
0.001,0.09,-1.2890000000000001,2867.0,3.457,0.927
0.001,0.1,-1.187,2856.0,3.3939999999999997,1.051
