age,mass,luminosity,temperature,gravity,radius
0.01,0.0005,-6.38,394.0,2.847,0.14
0.01,0.001,-5.87,540.0,3.1839999999999997,0.134
0.01,0.002,-5.297999999999999,746.0,3.4739999999999998,0.136
0.01,0.003,-4.914,920.0,3.6310000000000002,0.139
0.01,0.004,-4.645,1064.0,3.739,0.141
0.01,0.005,-4.428999999999999,1193.0,3.82,0.14400000000000002
0.01,0.006,-4.244,1316.0,3.883,0.147
0.01,0.007,-4.091,1426.0,3.937,0.149
0.01,0.008,-3.945,1536.0,3.978,0.152
0.01,0.009,-3.82,1635.0,4.013,0.155
0.01,0.01,-3.7039999999999997,1731.0,4.042,0.158
0.01,0.012,-3.488,1915.0,4.081,0.165
0.01,0.015,-3.125,2188.0,4.046,0.192
0.01,0.02,-2.7089999999999996,2442.0,3.945,0.249
0.01,0.03,-2.435,2622.0,3.971,0.29600000000000004
0.01,0.04,-2.411,2734.0,4.145,0.28
0.01,0.05,-2.233,2821.0,4.118,0.32299999999999995
0.01,0.06,-2.188,2871.0,4.184,0.32799999999999996
0.01,0.07,-2.099,2919.0,4.189,0.35200000000000004
0.01,0.072,-2.083,2927.0,4.19,0.35700000000000004
0.01,0.075,-2.022,2942.0,4.156000000000001,0.379
0.01,0.08,-2.016,2958.0,4.188,0.377
0.01,0.09,-1.943,2993.0,4.186,0.401
0.01,0.1,-1.854,3024.0,4.1610000000000005,0.435
