age,mass,luminosity,temperature,gravity,radius
0.1,0.0005,-7.417999999999999,240.0,3.02,0.114
0.1,0.001,-6.957000000000001,309.0,3.3,0.11699999999999999
0.1,0.002,-6.382999999999999,425.0,3.58,0.12
0.1,0.003,-6.112,493.0,3.7460000000000004,0.121
0.1,0.004,-5.88,563.0,3.8689999999999998,0.122
0.1,0.005,-5.686,630.0,3.965,0.122
0.1,0.006,-5.534,688.0,4.048,0.121
0.1,0.007,-5.365,760.0,4.117,0.121
0.1,0.008,-5.246,816.0,4.18,0.12
0.1,0.009,-5.103,886.0,4.232,0.12
0.1,0.01,-4.978,953.0,4.279,0.12
0.1,0.012,-4.332,1335.0,4.297,0.129
0.1,0.015,-4.281000000000001,1399.0,4.4239999999999995,0.124
0.1,0.02,-4.11,1561.0,4.569,0.122
0.1,0.03,-3.668,1979.0,4.715,0.126
0.1,0.04,-3.386,2270.0,4.797,0.132
0.1,0.05,-3.167,2493.0,4.837,0.141
0.1,0.06,-3.008,2648.0,4.863,0.15
0.1,0.07,-2.8789999999999996,2762.0,4.874,0.16
0.1,0.072,-2.8560000000000003,2782.0,4.875,0.162
0.1,0.075,-2.821,2809.0,4.875,0.166
0.1,0.08,-2.7760000000000002,2846.0,4.88,0.17
0.1,0.09,-2.6889999999999996,2910.0,4.8839999999999995,0.18
0.1,0.1,-2.617,2960.0,4.887,0.18899999999999997
