#LAM	TRANSMISSION
0.3864	4.99572e-14
0.3865	0.000254262
0.3866	0.000509039
0.3867	0.0010057
0.3868	0.00150336
0.3869	0.00201547
0.387	0.00252861
0.3871	0.00303006
0.3872	0.00353276
0.3873	0.00405021
0.3874	0.00456896
0.3875	0.00508899
0.3876	0.00560871
0.3877	0.00611587
0.3878	0.00662401
0.3879	0.0071467
0.388	0.00767039
0.3881	0.00818144
0.3882	0.00869346
0.3883	0.0092201
0.3884	0.00974774
0.3885	0.0102627
0.3886	0.0107817
0.3887	0.0113157
0.3888	0.011851
0.3889	0.0123738
0.389	0.0128979
0.3891	0.0134325
0.3892	0.013968
0.3893	0.0145045
0.3894	0.015042
0.3895	0.0155666
0.3896	0.0160922
0.3897	0.0166326
0.3898	0.017174
0.3899	0.0177025
0.39	0.018232
0.3901	0.0187826
0.3902	0.0193345
0.3903	0.0198739
0.3904	0.0204147
0.3905	0.0209708
0.3906	0.0215222
0.3907	0.0220747
0.3908	0.0226283
0.3909	0.023169
0.391	0.0237108
0.3911	0.0242657
0.3912	0.0248217
0.3913	0.0253645
0.3914	0.0259084
0.3915	0.026735
0.3916	0.0275631
0.3917	0.0286468
0.3918	0.0297325
0.3919	0.0308201
0.392	0.0319096
0.3921	0.0330109
0.3922	0.0341148
0.3923	0.0352213
0.3924	0.0363303
0.3925	0.0374418
0.3926	0.0385451
0.3927	0.0396504
0.3928	0.0407576
0.3929	0.0418667
0.393	0.0429778
0.3931	0.0441063
0.3932	0.0452369
0.3933	0.0463551
0.3934	0.0474754
0.3935	0.0485976
0.3936	0.0497358
0.3937	0.0508765
0.3938	0.0520198
0.3939	0.0531658
0.394	0.0543144
0.3941	0.0554495
0.3942	0.0565865
0.3943	0.0577257
0.3944	0.058867
0.3945	0.0600104
0.3946	0.0611559
0.3947	0.0623036
0.3948	0.0634534
0.3949	0.06462
0.395	0.0657888
0.3951	0.0669409
0.3952	0.0680951
0.3953	0.0692515
0.3954	0.07041
0.3955	0.0715707
0.3956	0.0727337
0.3957	0.073899
0.3958	0.0750665
0.3959	0.0762362
0.396	0.077408
0.3961	0.0786046
0.3962	0.0798039
0.3963	0.0810059
0.3964	0.0822104
0.3965	0.0834321
0.3966	0.0846331
0.3967	0.0858211
0.3968	0.087011
0.3969	0.0882027
0.397	0.0893961
0.3971	0.0905933
0.3972	0.0917922
0.3973	0.0929927
0.3974	0.0941947
0.3975	0.0953983
0.3976	0.0966034
0.3977	0.0978101
0.3978	0.0990183
0.3979	0.100228
0.398	0.101439
0.3981	0.102664
0.3982	0.10389
0.3983	0.105102
0.3984	0.106317
0.3985	0.107533
0.3986	0.108781
0.3987	0.110031
0.3988	0.111284
0.3989	0.112539
0.399	0.113796
0.3991	0.115024
0.3992	0.116254
0.3993	0.117485
0.3994	0.118718
0.3995	0.119954
0.3996	0.121191
0.3997	0.12243
0.3998	0.123672
0.3999	0.12493
0.4	0.12619
0.4001	0.12743
0.4002	0.128672
0.4003	0.129916
0.4004	0.131162
0.4005	0.132409
0.4006	0.133658
0.4007	0.134909
0.4008	0.136161
0.4009	0.137416
0.401	0.138672
0.4011	0.139965
