#WAVE	TRANSMISSION
1.371424	0.00040599999999999995
1.371535	0.00041500000000000006
1.3716469999999998	0.00042300000000000004
1.371758	0.00043099999999999996
1.371869	0.00044
1.37198	0.00044800000000000005
1.372092	0.00045599999999999997
1.372203	0.000465
1.372314	0.00047300000000000006
1.372426	0.000481
1.3725370000000001	0.00049
1.3726479999999999	0.0004980000000000001
1.37276	0.0005059999999999999
1.372871	0.000515
1.372982	0.000523
1.373094	0.000531
1.373205	0.00054
1.373317	0.0005480000000000001
1.373428	0.000556
1.3735389999999998	0.0005650000000000001
1.373651	0.000573
1.3737620000000001	0.0005809999999999999
1.373874	0.000589
1.373985	0.000598
1.374097	0.000606
1.374208	0.000614
1.37432	0.0006230000000000001
1.374431	0.000633
1.374543	0.000644
1.374654	0.000655
1.374766	0.000666
1.3748770000000001	0.000678
1.374989	0.0006889999999999999
1.3751	0.0007
1.375212	0.000711
1.3753229999999999	0.000723
1.375435	0.000734
1.375546	0.000745
1.375658	0.0007559999999999999
1.3757700000000002	0.000767
1.375881	0.000779
1.375993	0.00079
1.376104	0.000801
1.3762159999999999	0.0008119999999999999
1.376328	0.0008230000000000001
1.376439	0.0008460000000000001
1.376551	0.000878
1.376663	0.0009109999999999999
1.376774	0.0009429999999999999
1.376886	0.000975
1.376998	0.001007
1.377109	0.001039
1.3772209999999998	0.0010710000000000001
1.377333	0.001103
1.377445	0.001135
1.377556	0.001167
1.3776680000000001	0.001199
1.37778	0.001231
1.3778920000000001	0.001263
1.378003	0.001295
1.378115	0.001327
1.378227	0.001359
1.378339	0.001391
1.378451	0.001425
1.378562	0.001459
1.378674	0.0014939999999999999
1.378786	0.001529
1.378898	0.001564
1.37901	0.001599
1.379122	0.001634
1.379234	0.0016690000000000001
1.379346	0.001703
1.379457	0.001738
1.379569	0.001773
1.379681	0.001808
1.379793	0.001842
1.379905	0.001877
1.380017	0.001912
1.3801290000000002	0.001947
1.380241	0.001982
1.3803530000000002	0.002016
1.380465	0.002055
1.380577	0.002095
1.3806889999999998	0.002136
1.380801	0.002176
1.3809129999999998	0.002216
1.381025	0.0022559999999999998
1.381137	0.0022960000000000003
1.381249	0.002336
1.381361	0.002376
1.381473	0.002416
1.381585	0.002456
1.381697	0.002496
1.381809	0.002536
1.381921	0.002576
1.382033	0.002616
1.3821459999999999	0.002656
1.382258	0.002696
1.38237	0.002736
1.382482	0.002815
1.382594	0.002896
1.382706	0.002978
1.382818	0.003059
1.382931	0.00314
1.383043	0.003222
1.383155	0.0033049999999999998
1.383267	0.0033880000000000004
1.3833790000000001	0.003471
1.383492	0.003554
1.383604	0.0036369999999999996
1.383716	0.00372
1.383828	0.003803
1.383941	0.003886
1.384053	0.0039700000000000004
1.3841649999999999	0.004053
1.3842780000000001	0.004136
1.38439	0.004225
1.3845020000000001	0.004367
1.384614	0.004509
1.384727	0.004651
1.384839	0.004793
1.384951	0.004935
1.3850639999999999	0.005077
1.385176	0.005220000000000001
1.3852879999999999	0.005363000000000001
1.385401	0.0055049999999999995
1.385513	0.005647999999999999
1.385626	0.005792
1.385738	0.005935
1.38585	0.006078
1.3859629999999998	0.006221
1.386075	0.006365
1.386188	0.006506999999999999
1.3863	0.006651000000000001
1.386413	0.006823
1.386525	0.007064
1.3866379999999998	0.007305
1.38675	0.007546
1.386863	0.0077870000000000005
1.386975	0.008029000000000001
1.3870879999999999	0.00827
1.3872	0.008512
1.387313	0.008754000000000001
1.387425	0.008995999999999999
1.387538	0.009238
1.38765	0.00948
1.3877629999999999	0.009722
1.387875	0.009965
1.387988	0.010206999999999999
1.388101	0.01045
1.388213	0.010693000000000001
1.388326	0.010936
1.388439	0.011268
1.388551	0.01168
1.388664	0.012093000000000001
1.388776	0.012506
1.388889	0.01292
1.389002	0.013333000000000001
1.389114	0.013747
1.389227	0.014161000000000002
1.38934	0.014575
1.389453	0.014988999999999999
1.389565	0.015404
1.389678	0.015819
1.389791	0.016234000000000002
1.389904	0.01665
1.390016	0.017065
1.3901290000000002	0.017481
1.390242	0.017897
1.390355	0.018313
1.390467	0.019012
1.39058	0.019794
1.390693	0.020576
1.390806	0.021358000000000002
1.390919	0.022141
1.391031	0.022924
1.3911440000000002	0.023708
1.391257	0.024492
1.39137	0.025277
1.391483	0.026062000000000002
1.3915959999999998	0.026847000000000003
1.391709	0.027632999999999998
1.391822	0.028419999999999997
1.391934	0.029206
1.392047	0.029993000000000002
1.39216	0.030780000000000002
1.3922729999999999	0.031568
