#LAM	FLX
0.970000	0.00000
0.971000	0.00000
0.972000	0.000300000
0.973000	0.000300000
0.974000	0.000300000
0.975000	0.000300000
0.976000	0.000300000
0.977000	0.000300000
0.978000	0.000300000
0.979000	0.000300000
0.980000	0.000200000
0.981000	0.000200000
0.982000	0.000300000
0.983000	0.000300000
0.984000	0.000300000
0.985000	0.000400000
0.986000	0.000400000
0.987000	0.000300000
0.988000	0.000300000
0.989000	0.000300000
0.990000	0.000200000
0.991000	0.000300000
0.992000	0.000300000
0.993000	0.000300000
0.994000	0.000300000
0.995000	0.000300000
0.996000	0.000300000
0.997000	0.000300000
0.998000	0.000300000
0.999000	0.000300000
1.00000	0.000300000
1.00100	0.000300000
1.00200	0.000300000
1.00300	0.000300000
1.00400	0.000300000
1.00500	0.000300000
1.00600	0.000300000
1.00700	0.000400000
1.00800	0.000300000
1.00900	0.000300000
1.01000	0.000300000
1.01100	0.000300000
1.01200	0.000400000
1.01300	0.000200000
1.01400	0.000300000
1.01500	0.000300000
1.01600	0.000300000
1.01700	0.000300000
1.01800	0.000300000
1.01900	0.000300000
1.02000	0.000300000
1.02100	0.000400000
1.02200	0.000400000
1.02300	0.000300000
1.02400	0.000300000
1.02500	0.000300000
1.02600	0.000300000
1.02700	0.000400000
1.02800	0.000300000
1.02900	0.000300000
1.03000	0.000300000
1.03100	0.000400000
1.03200	0.000400000
1.03300	0.000300000
1.03400	0.000400000
1.03500	0.000400000
1.03600	0.000400000
1.03700	0.000500000
1.03800	0.000400000
1.03900	0.000600000
1.04000	0.000600000
1.04100	0.000700000
1.04200	0.000600000
1.04300	0.000700000
1.04400	0.000700000
1.04500	0.000700000
1.04600	0.000800000
1.04700	0.000800000
1.04800	0.000900000
1.04900	0.00100000
1.05000	0.00120000
1.05100	0.00110000
1.05200	0.00150000
1.05300	0.00160000
1.05400	0.00190000
1.05500	0.00230000
1.05600	0.00280000
1.05700	0.00360000
1.05800	0.00470000
1.05900	0.00600000
1.06000	0.00830000
