#LAM	TRANSMISSION
0.300104492	0.002034
0.329625671	0.002034
0.366124481	0.004202
0.398184662	0.004202
0.415478119	0.007443000000000001
0.422652466	0.031147
0.431947754	0.23441399999999998
0.439189758	0.411674
0.443911133	0.45041000000000003
0.45416552699999996	0.47016800000000003
0.460177917	0.50458
0.46441986100000004	0.50458
0.4702355650000001	0.536543
0.47563320899999995	0.541014
0.48055136100000007	0.570261
0.491488068	0.6046600000000001
0.498594818	0.616452
0.5061195679999999	0.645297
0.510361481	0.631483
0.513705811	0.6401439999999999
0.522865845	0.664665
0.530107849	0.6744220000000001
0.534958374	0.6635810000000001
0.542384766	0.6862010000000001
0.547850098	0.684983
0.550450439	0.6807810000000001
0.558583923	0.703535
0.563920105	0.700283
0.5721210940000001	0.713414
0.578613037	0.7071770000000001
0.587976013	0.724377
0.597683228	0.708517
0.6052080080000001	0.721258
0.6115031740000001	0.696604
0.616421326	0.680354
0.6251695559999999	0.69647
0.635970947	0.669659
0.6435572509999999	0.669659
0.647251953	0.675068
0.654905884	0.657734
0.6657073360000001	0.6544939999999999
0.677123535	0.649073
0.6881218259999999	0.6283529999999999
0.695167053	0.614405
0.7015913699999999	0.612237
0.7086365969999999	0.6038319999999999
0.718411438	0.5865100000000001
0.732010132	0.567008
0.7445206910000001	0.5529270000000001
0.7581870119999999	0.526798
0.771238525	0.502826
0.776095215	0.490913
0.796603821	0.469645
0.7998867190000001	0.469645
0.811235352	0.44282200000000005
0.820462952	0.41587700000000005
0.8269549559999999	0.394073
0.8406889039999998	0.35386300000000004
0.858185242	0.319463
0.8711076050000001	0.296709
0.876025696	0.272188
0.8820444949999998	0.22289099999999998
0.8836796880000001	0.19932
0.887442078	0.144067
0.893393066	0.071747
0.898378784	0.033145
0.9026821899999999	0.013777000000000001
0.9096597900000001	0.007540000000000001
0.9204613039999999	0.002132
0.9411728519999999	0.002132
0.9701469119999999	0.002132
0.997965149	0.002132
