#LAM	TRANSMISSION
8.743	0.0004
8.749	0.0012
8.755	0.002
8.76	0.0029
8.766	0.0056
8.772	0.0082
8.778	0.0109
8.784	0.0127
8.789	0.0139
8.795	0.0151
8.801	0.0156
8.807	0.013
8.813	0.0104
8.818	0.0078
8.824	0.0062
8.83	0.005
8.836	0.0038
8.842	0.0029
8.847	0.0029
8.853	0.0029
8.859	0.0029
8.865	0.0033
8.871	0.0038
8.876	0.0043
8.882	0.0052
8.888	0.0065
8.894	0.0078
8.9	0.0092
8.905	0.0119
8.911	0.0147
8.917	0.0174
8.923	0.0211
8.929	0.0258
8.934	0.0305
8.94	0.0352
8.946	0.0416
8.952	0.0481
8.958	0.0545
8.963	0.0623
8.969	0.0711
8.975	0.0799
8.981	0.0894
8.987	0.1029
8.992	0.1163
8.998	0.1298
9.004	0.1482
9.01	0.1687
9.016	0.1893
9.021	0.2109
9.027	0.2357
9.033	0.2605
9.039	0.2853
9.045	0.3036
9.05	0.3202
9.056	0.3369
9.062	0.3482
9.068	0.3494
9.074	0.3506
9.079	0.3518
9.085	0.347
9.091	0.3414
9.097	0.3358
9.103	0.3312
9.108	0.3277
9.114	0.3242
9.12	0.3208
9.126	0.3223
9.132	0.3239
9.137	0.3255
9.143	0.3292
9.149	0.3347
9.155	0.3401
9.161	0.3457
9.166	0.3518
9.172	0.358
9.178	0.3641
9.184	0.3693
9.19	0.374
9.195	0.3787
9.201	0.383
9.207	0.3855
9.213	0.388
9.219	0.3905
9.224	0.3916
9.23	0.3922
9.236	0.3928
9.242	0.393
9.248	0.3926
9.253	0.3921
9.259	0.3917
9.265	0.3908
9.271	0.3898
9.277	0.3889
9.282	0.3878
9.288	0.3867
9.294	0.3856
9.3	0.3845
9.306	0.3835
9.311	0.3825
9.317	0.3815
9.323	0.3807
9.329	0.38
9.335	0.3793
9.34	0.3786
9.346	0.3784
9.352	0.3782
9.358	0.3779
9.364	0.378
9.369	0.3783
9.375	0.3786
9.381	0.379
9.387	0.3798
9.393	0.3806
9.398	0.3814
9.404	0.3823
9.41	0.3833
9.416	0.3843
9.422	0.3853
9.427	0.3862
9.433	0.3871
9.439	0.388
9.445	0.3887
9.451	0.3894
9.456	0.39
9.462	0.3906
9.468	0.391
9.474	0.3915
9.48	0.3919
9.485	0.3923
9.491	0.3927
9.497	0.393
9.503	0.3934
9.509	0.3938
9.514	0.3942
9.52	0.3946
9.526	0.3951
9.532	0.3955
9.538	0.396
9.543	0.3964
9.549	0.3968
9.555	0.3972
9.561	0.3976
9.567	0.3978
9.572	0.398
9.578	0.3982
9.584	0.3981
9.59	0.3979
9.596	0.3977
9.601	0.3974
9.607	0.3968
9.613	0.3963
9.619	0.3957
9.625	0.3951
9.63	0.3944
9.636	0.3937
9.642	0.3931
9.648	0.3925
9.654	0.392
9.659	0.3914
9.665	0.3911
9.671	0.3908
9.677	0.3905
9.683	0.3903
9.688	0.3903
9.694	0.3904
9.7	0.3904
9.706	0.3907
9.712	0.391
9.717	0.3913
9.723	0.3917
9.729	0.3922
9.735	0.3927
9.741	0.3932
9.746	0.3937
9.752	0.3941
9.758	0.3946
9.764	0.3949
9.77	0.3952
9.775	0.3955
9.781	0.3957
9.787	0.3958
9.793	0.3959
9.799	0.3959
9.804	0.3959
9.81	0.3958
9.816	0.3957
9.822	0.3956
9.828	0.3953
9.833	0.395
9.839	0.3948
9.845	0.3945
9.851	0.3942
9.857	0.3939
9.862	0.3936
9.868	0.3934
9.874	0.3932
9.88	0.3931
9.886	0.393
9.891	0.393
9.897	0.3929
9.903	0.3929
9.909	0.3928
9.915	0.3927
9.92	0.3927
9.926	0.3925
9.932	0.3924
9.938	0.3922
9.944	0.392
9.949	0.3917
9.955	0.3914
9.961	0.3912
9.967	0.3909
9.973	0.3905
9.978	0.3902
9.984	0.3899
9.99	0.3897
9.996	0.3895
10.002	0.3893
10.007	0.3895
10.013	0.3897
10.019	0.3898
10.025	0.3902
10.031	0.3905
10.036	0.3909
10.042	0.3914
10.048	0.392
10.054	0.3926
10.06	0.3931
10.065	0.3939
10.071	0.3947
10.077	0.3955
10.083	0.3964
10.089	0.3973
10.094	0.3982
10.1	0.3991
10.106	0.3999
10.112	0.4007
10.118	0.4016
10.123	0.4023
10.129	0.4029
10.135	0.4035
10.141	0.404
10.147	0.4043
10.152	0.4047
10.158	0.405
10.164	0.4052
10.17	0.4053
10.176	0.4054
10.181	0.4054
10.187	0.4053
10.193	0.4052
10.199	0.4051
10.205	0.4049
10.21	0.4047
10.216	0.4045
10.222	0.4042
10.228	0.404
10.234	0.4038
10.239	0.4036
10.245	0.4035
10.251	0.4034
10.257	0.4032
10.263	0.4032
10.268	0.4032
10.274	0.4032
10.28	0.4033
10.286	0.4035
10.292	0.4036
10.297	0.4038
10.303	0.404
10.309	0.4043
10.315	0.4046
10.321	0.4049
10.326	0.4052
10.332	0.4056
10.338	0.4059
10.344	0.4062
10.35	0.4065
10.355	0.4068
10.361	0.4071
10.367	0.4074
10.373	0.4077
10.379	0.408
10.384	0.4082
10.39	0.4085
10.396	0.4088
10.402	0.4091
10.408	0.4093
10.413	0.4096
10.419	0.4099
10.425	0.4101
10.431	0.4104
10.437	0.4107
10.442	0.411
10.448	0.4114
10.454	0.4117
10.46	0.4121
10.466	0.4125
10.471	0.4129
