#LAM	TRANSMISSION
4.753	0.0001
4.758	0.0001
4.764	0.0001
4.77	0.0001
4.776	0.0001
4.782	0.0001
4.787	0.0001
4.793	0.0001
4.799	0.0001
4.805	0.0002
4.811	0.0002
4.816	0.0003
4.822	0.0003
4.828	0.0004
4.834	0.0005
4.84	0.0006
4.845	0.0009
4.851	0.0011
4.857	0.0014
4.863	0.0017
4.869	0.0022
4.874	0.0026
4.88	0.0031
4.886	0.0035
4.892	0.004
4.898	0.0044
4.903	0.0047
4.909	0.005
4.915	0.0053
4.921	0.0056
4.927	0.006
4.932	0.0064
4.938	0.0068
4.944	0.0075
4.95	0.0083
4.956	0.0092
4.961	0.0103
4.967	0.0121
4.973	0.0139
4.979	0.0158
4.985	0.0194
4.99	0.0234
4.996	0.0274
5.002	0.0332
5.008	0.0421
5.014	0.0511
5.019	0.0601
5.025	0.0764
5.031	0.0935
5.037	0.1107
5.043	0.1302
5.048	0.1525
5.054	0.1749
5.06	0.1974
5.066	0.2123
5.072	0.2273
5.077	0.2424
5.083	0.2507
5.089	0.2536
5.095	0.2565
5.101	0.2589
5.106	0.2568
5.112	0.2547
5.118	0.2525
5.124	0.2505
5.13	0.2486
5.135	0.2467
5.141	0.2452
5.147	0.2453
5.153	0.2454
5.159	0.2455
5.164	0.2476
5.17	0.2503
5.176	0.253
5.182	0.2562
5.188	0.2605
5.193	0.2648
5.199	0.2692
5.205	0.2726
5.211	0.276
5.217	0.2794
5.222	0.2815
5.228	0.2817
5.234	0.282
5.24	0.2823
5.246	0.2796
5.251	0.2767
5.257	0.2738
5.263	0.2704
5.269	0.2664
5.275	0.2625
5.28	0.2585
5.286	0.2551
5.292	0.2518
5.298	0.2484
5.304	0.2459
5.309	0.2439
5.315	0.242
5.321	0.2404
5.327	0.2407
5.333	0.241
5.338	0.2413
5.344	0.2431
5.35	0.2454
5.356	0.2478
5.362	0.2503
5.367	0.2534
5.373	0.2564
5.379	0.2595
5.385	0.2634
5.391	0.2674
5.396	0.2714
5.402	0.2756
5.408	0.28
5.414	0.2844
5.42	0.2889
5.425	0.2901
5.431	0.2911
5.437	0.292
5.443	0.2923
5.449	0.292
5.454	0.2916
5.46	0.2911
5.466	0.2886
5.472	0.286
5.478	0.2834
5.483	0.2803
5.489	0.2768
5.495	0.2732
5.501	0.27
5.507	0.2683
5.512	0.2667
5.518	0.2651
5.524	0.2646
5.53	0.2646
5.536	0.2646
5.541	0.2653
5.547	0.2682
5.553	0.2711
5.559	0.274
5.565	0.2787
5.57	0.2838
5.576	0.2889
5.582	0.2936
5.588	0.2976
5.594	0.3016
5.599	0.3056
5.605	0.3096
5.611	0.3135
5.617	0.3175
5.623	0.3207
5.628	0.323
5.634	0.3254
5.64	0.3277
5.646	0.3258
5.652	0.324
5.657	0.3221
5.663	0.3203
5.669	0.3185
5.675	0.3167
5.681	0.315
5.686	0.3133
5.692	0.3117
5.698	0.3101
5.704	0.3101
5.71	0.311
5.715	0.3118
5.721	0.3127
5.727	0.3133
5.733	0.314
5.739	0.3147
5.744	0.3166
5.75	0.3189
5.756	0.3212
5.762	0.3233
5.768	0.325
5.773	0.3267
5.779	0.3283
5.785	0.3291
5.791	0.3298
5.797	0.3305
5.802	0.3321
5.808	0.335
5.814	0.3378
5.82	0.3407
5.826	0.3399
5.831	0.3389
5.837	0.3379
5.843	0.3375
5.849	0.3378
5.855	0.3381
5.86	0.3385
5.866	0.3395
5.872	0.3405
5.878	0.3416
5.884	0.3401
5.889	0.3372
5.895	0.3343
5.901	0.3314
5.907	0.3285
5.913	0.3255
5.918	0.3225
5.924	0.3218
5.93	0.3218
5.936	0.3219
5.942	0.3211
5.947	0.3181
5.953	0.315
5.959	0.3119
5.965	0.3121
5.971	0.3131
5.976	0.314
5.982	0.315
5.988	0.3161
5.994	0.3171
6.0	0.3182
6.005	0.3202
6.011	0.3222
6.017	0.3243
6.023	0.3266
6.029	0.3291
6.034	0.3317
6.04	0.3341
6.046	0.3349
6.052	0.3356
6.058	0.3363
6.063	0.3355
6.069	0.3338
6.075	0.3321
6.081	0.33
6.087	0.3257
6.092	0.3215
6.098	0.3173
6.104	0.312
6.11	0.3062
6.116	0.3004
6.121	0.293
6.127	0.2806
6.133	0.2682
6.139	0.2558
6.145	0.241
6.15	0.2257
6.156	0.2103
6.162	0.1946
6.168	0.1784
6.174	0.1622
6.179	0.1459
6.185	0.1321
6.191	0.1186
6.197	0.105
6.203	0.0936
6.208	0.0848
6.214	0.0761
6.22	0.0673
6.226	0.0618
6.232	0.0563
6.237	0.0509
6.243	0.0466
6.249	0.0433
6.255	0.0401
6.261	0.0369
6.266	0.0349
6.272	0.0329
6.278	0.0309
6.284	0.0293
6.29	0.028
6.295	0.0266
6.301	0.0253
6.307	0.0242
6.313	0.023
6.319	0.0219
6.324	0.0207
6.33	0.0195
6.336	0.0183
6.342	0.017
6.348	0.0156
6.353	0.0142
6.359	0.0128
6.365	0.0115
6.371	0.0103
6.377	0.0091
6.382	0.0081
6.388	0.0072
6.394	0.0064
6.4	0.0055
6.406	0.005
6.411	0.0045
6.417	0.0039
6.423	0.0035
6.429	0.0031
6.435	0.0027
6.44	0.0024
6.446	0.0022
6.452	0.002
6.458	0.0018
6.464	0.0016
6.469	0.0015
6.475	0.0014
6.481	0.0013
6.487	0.0012
6.493	0.0012
6.498	0.0011
6.504	0.0011
6.51	0.001
6.516	0.001
6.522	0.0009
6.527	0.0009
6.533	0.0009
6.539	0.0008
6.545	0.0008
6.551	0.0008
6.556	0.0008
6.562	0.0008
6.568	0.0008
6.574	0.0007
6.58	0.0007
6.585	0.0007
6.591	0.0007
6.597	0.0007
6.603	0.0007
6.609	0.0006
6.614	0.0006
6.62	0.0005
6.626	0.0005
6.632	0.0005
6.638	0.0004
6.643	0.0004
6.649	0.0003
6.655	0.0003
6.661	0.0003
6.667	0.0002
6.672	0.0002
6.678	0.0001
6.684	0.0001
6.69	0.0001
6.696	0.0001
