#wave	trans
0.678	9.856240268356795e-05
0.679	0.0001323056894274184
0.68	0.00017980774884759988
0.681	0.0002449098017942318
0.682	0.0003217584031985162
0.683	0.0004247732977377249
0.684	0.0005484161549016483
0.685	0.00070342341446371
0.686	0.0009213474203181298
0.687	0.0012380667574387748
0.688	0.0017253664693213254
0.689	0.0024946351971848186
0.69	0.0028159498780943306
0.691	0.0030150895720634048
0.692	0.003250253264846553
0.693	0.0035906610186706876
0.694	0.004092976477270429
0.695	0.004698818699424061
0.696	0.00552851297523218
0.697	0.0068921026196533675
0.698	0.009056706196189753
0.699	0.012393101738678936
0.7	0.01764232360805864
0.701	0.02595648535286015
0.702	0.038575814032964395
0.703	0.05719230123317263
0.704	0.0838469821731123
0.705	0.12058450917763834
0.706	0.16927136746798832
0.707	0.23089677132744021
0.708	0.30512292696710014
0.709	0.38985188712110525
0.71	0.48096824673885824
0.711	0.5729797543839562
0.712	0.6604358026229152
0.713	0.7387236869554532
0.714	0.8046910601588388
0.715	0.856827457334226
0.716	0.8957576304466195
0.717	0.9228150431638767
0.718	0.939913669752168
0.719	0.949325691951282
0.72	0.9536047480331169
0.721	0.9549741491073324
0.722	0.955611445603581
0.723	0.9570819448560093
0.724	0.9600804361401756
0.725	0.9647518349541411
0.726	0.9706199447884
0.727	0.9768287705226547
0.728	0.9823287783886314
0.729	0.9861321325114838
0.73	0.9876944363683628
0.731	0.9869790812308049
0.732	0.9843396810732131
0.733	0.980471554871033
0.734	0.9763089684092933
0.735	0.9728771437788338
0.736	0.9708734498905897
0.737	0.9706139375264361
0.738	0.971996943249004
0.739	0.9745657408368861
0.74	0.9780612774295646
0.741	0.9817284440615329
0.742	0.9849405807619439
0.743	0.9873583848811681
0.744	0.9888905112159149
0.745	0.9894281936979026
0.746	0.9892627121328894
0.747	0.9888129473300817
0.748	0.988426647111755
0.749	0.9881928951321942
0.75	0.9884432552373749
0.751	0.9891084677067498
0.752	0.9899236841338303
0.753	0.990592288875476
0.754	0.9909594719389626
0.755	0.9907376991290133
0.756	0.9898129743979611
0.757	0.9882730386534042
0.758	0.9863515730637945
0.759	0.9841875567788142
0.76	0.9821310698783778
0.761	0.9804265006624945
0.762	0.9792011669926532
0.763	0.9784721366005866
0.764	0.978055552899655
0.765	0.9778463246209497
0.766	0.9778013410185674
0.767	0.9779093298042711
0.768	0.9781528700105936
0.769	0.9785677929809442
0.77	0.979280144436282
0.771	0.9804936402513007
0.772	0.9823541147263809
0.773	0.9847570068048825
0.774	0.987579238888798
0.775	0.9905792143369161
0.776	0.9934342388301806
0.777	0.9957781893197368
0.778	0.9971955775760782
0.779	0.9978547120748567
0.78	0.997632232588486
0.781	0.9967365191995085
0.782	0.9958046918375438
0.783	0.9949681319584571
0.784	0.9947654409490319
0.785	0.9953284245169292
0.786	0.9965054529182734
0.787	0.9980221018506652
0.788	0.9994454973689705
0.789	1.0
0.79	0.999114004231628
0.791	0.9964408928623677
0.792	0.9917664550118658
0.793	0.9854699237243291
0.794	0.9780976741346062
0.795	0.970606622872102
0.796	0.9641296979788295
0.797	0.9594862503898302
0.798	0.95717551625399
0.799	0.9576630207134783
0.8	0.9609046280546476
0.801	0.9662899331965353
0.802	0.9731235816044275
0.803	0.9800223906816978
0.804	0.9858800408646134
0.805	0.9897995818755068
0.806	0.9910835742997625
0.807	0.9895164292585008
0.808	0.9856568545993449
0.809	0.9804697527231867
0.81	0.9751083351094129
0.811	0.9706776141343387
0.812	0.9678615306271764
0.813	0.9673161801526439
0.814	0.9690556973664094
0.815	0.9724984055925793
0.816	0.9768961574891989
0.817	0.9810554222848241
0.818	0.9838403035070622
0.819	0.9843662188428601
0.82	0.9821791983752928
0.821	0.9774197052130419
0.822	0.9706053860858881
0.823	0.9630338025071706
0.824	0.956148315243722
0.825	0.9510328054482258
0.826	0.9487018587885968
0.827	0.9496638636726937
0.828	0.9537996296327321
0.829	0.9603191351621154
0.83	0.9678548873974238
0.831	0.9756847465540809
0.832	0.9820994435466099
0.833	0.9858635739513062
0.834	0.9864976194900731
0.835	0.9837279329381357
0.836	0.9787121077630566
0.837	0.972117052519108
0.838	0.9648981993643141
0.839	0.9584332888924931
0.84	0.9534706807764498
0.841	0.9501365973037722
0.842	0.9484398374976992
0.843	0.9482082764609882
0.844	0.9490498187367703
0.845	0.9508877837847393
0.846	0.953793092363452
0.847	0.957786981657013
0.848	0.9626636157614642
0.849	0.9680231251644427
0.85	0.9706764480567577
0.851	0.9658003439596226
0.852	0.946562154078574
0.853	0.9053638275689273
0.854	0.8372568202616754
0.855	0.7429919299452579
0.856	0.6285346189191886
0.857	0.5043056292057982
0.858	0.3833695557842938
0.859	0.27717221438219364
0.86	0.19178358265123083
0.861	0.12864530385579825
0.862	0.08540467101075679
0.863	0.0574656230957608
0.864	0.039529963187972944
0.865	0.028398435035469502
0.866	0.021634205493786078
0.867	0.017201081654917003
0.868	0.014228555707902098
0.869	0.012264201336009854
0.87	0.010767337806275219
0.871	0.00947283910396913
0.872	0.008612282149625913
0.873	0.00810346303396575
0.874	0.007484255753000535
0.875	0.00678170451414923
0.876	0.006290164026403897
0.877	0.004573989986757054
0.878	0.00311611898869281
0.879	0.002152100650661842
0.88	0.0015167799995527565
0.881	0.001088563703785944
0.882	0.0007991779670967691
0.883	0.0005853108946602177
0.884	0.0004201171855152827
0.885	0.0003303235755679188
0.886	0.00025707998719016177
0.887	0.00020160599058095712
0.888	0.00015926607124998492
0.889	0.00012836629630181036
0.89	0.00010525256657216175
0.891	8.400995122471175e-05
