#LAM	TRANSMISSION
1.61	0.0003
1.615	0.0008
1.62	0.0019
1.625	0.0045
1.63	0.0099
1.635	0.0205
1.64	0.0403
1.645	0.0746
1.65	0.1304
1.655	0.2158
1.66	0.3381
1.665	0.5026
1.67	0.71
1.675	0.9548
1.68	1.2262
1.685	1.5092
1.69	1.7846
1.695	2.0365
1.7	2.2542
1.705	2.43
1.71	2.5634
1.715	2.6581
1.72	2.7229
1.725	2.763
1.73	2.7869
1.735	2.8011
1.74	2.8089
1.745	2.8122
1.75	2.815
1.755	2.814
1.76	2.8138
1.765	2.8115
1.77	2.8087
1.775	2.8059
1.78	2.803
1.785	2.8017
1.79	2.7991
1.795	2.797
1.8	2.7941
1.805	2.7923
1.81	2.7928
1.815	2.7914
1.82	2.7931
1.825	2.7944
1.83	2.796
1.835	2.7976
1.84	2.7993
1.845	2.801
1.85	2.8026
1.855	2.804
1.86	2.8055
1.865	2.8084
1.87	2.8097
1.875	2.8123
1.88	2.8134
1.885	2.8142
1.89	2.8134
1.895	2.8137
1.9	2.8137
1.905	2.813
1.91	2.8133
1.915	2.8118
1.92	2.8098
1.925	2.8084
1.93	2.8045
1.935	2.8002
1.94	2.7927
1.945	2.7826
1.95	2.7632
1.955	2.7329
1.96	2.6857
1.965	2.6175
1.97	2.5261
1.975	2.4047
1.98	2.253
1.985	2.0715
1.99	1.864
1.995	1.6371
2.0	1.4006
2.005	1.1635
2.01	0.937
2.015	0.7304
2.02	0.5501
2.025	0.3998
2.03	0.2801
2.035	0.189
2.04	0.1227
2.045	0.0765
2.05	0.0459
2.055	0.0264
2.06	0.0146
2.065	0.0077
2.07	0.0039
2.075	0.0019
2.08	0.0009
2.085	0.0004
