#LAM	TRANSMISSION
0.803	1.0394e-12
0.8031	0.000909025
0.8032	0.00181847
0.8033	0.00270442
0.8034	0.00359077
0.8035	0.00450148
0.8036	0.0054115
0.8037	0.00629763
0.8038	0.00718381
0.8039	0.00809398
0.804	0.00900421
0.8041	0.00989022
0.8042	0.0107762
0.8043	0.0116862
0.8044	0.0125961
0.8045	0.0134821
0.8046	0.014374
0.8047	0.0152905
0.8048	0.0162078
0.8049	0.0171258
0.805	0.0180446
0.8051	0.0189396
0.8052	0.0198352
0.8053	0.0207556
0.8054	0.0216766
0.8055	0.0225742
0.8056	0.023463
0.8057	0.0243757
0.8058	0.0252884
0.8059	0.0261769
0.806	0.0270654
0.8061	0.0279775
0.8062	0.0288896
0.8063	0.0298015
0.8064	0.0307134
0.8065	0.0316011
0.8066	0.0324888
0.8067	0.0334004
0.8068	0.0343119
0.8069	0.0351993
0.807	0.0360867
0.8071	0.0369993
0.8072	0.0379118
0.8073	0.0388004
0.8074	0.0396889
0.8075	0.0406014
0.8076	0.0415139
0.8077	0.0424023
0.8078	0.0432907
0.8079	0.0442032
0.808	0.0451156
0.8081	0.0469048
0.8082	0.0486931
0.8083	0.0504804
0.8084	0.0522667
0.8085	0.0540521
0.8086	0.0558365
0.8087	0.05762
0.8088	0.0594024
0.8089	0.0612079
0.809	0.0630125
0.8091	0.0647981
0.8092	0.066583
0.8093	0.0683673
0.8094	0.070151
0.8095	0.0719341
0.8096	0.0737317
0.8097	0.0755293
0.8098	0.0773271
0.8099	0.079125
0.81	0.0809229
0.8101	0.0827187
0.8102	0.0845145
0.8103	0.0863103
0.8104	0.0881061
0.8105	0.0899259
0.8106	0.091708
0.8107	0.0934647
0.8108	0.0952199
0.8109	0.0969737
0.811	0.098726
0.8111	0.100457
0.8112	0.102186
0.8113	0.103912
0.8114	0.105637
0.8115	0.107359
0.8116	0.109102
0.8117	0.110843
0.8118	0.112582
0.8119	0.114321
0.812	0.116057
0.8121	0.117844
0.8122	0.11963
0.8123	0.121392
0.8124	0.123153
0.8125	0.124914
0.8126	0.12649
0.8127	0.128061
0.8128	0.129626
0.8129	0.131185
0.813	0.132739
0.8131	0.134075
0.8132	0.135401
0.8133	0.136715
0.8134	0.138018
0.8135	0.139309
0.8136	0.140858
0.8137	0.142403
0.8138	0.143943
0.8139	0.145501
0.814	0.147055
0.8141	0.148693
0.8142	0.150329
0.8143	0.151963
0.8144	0.153595
0.8145	0.155225
0.8146	0.156617
0.8147	0.158003
0.8148	0.159381
0.8149	0.160752
0.815	0.162115
0.8151	0.163417
0.8152	0.164711
0.8153	0.165997
0.8154	0.167274
0.8155	0.168565
0.8156	0.169886
0.8157	0.171176
0.8158	0.172458
0.8159	0.173733
0.816	0.175001
0.8161	0.176436
0.8162	0.177867
0.8163	0.179293
0.8164	0.180715
0.8165	0.182133
0.8166	0.184365
0.8167	0.186607
0.8168	0.18886
0.8169	0.191123
0.817	0.193397
0.8171	0.195103
0.8172	0.19681
0.8173	0.198494
0.8174	0.200178
0.8175	0.201862
0.8176	0.202743
0.8177	0.20361
0.8178	0.204465
0.8179	0.205306
0.818	0.206133
0.8181	0.208417
0.8182	0.210711
0.8183	0.213015
0.8184	0.215329
0.8185	0.217653
0.8186	0.219842
0.8187	0.222039
0.8188	0.224244
0.8189	0.226479
0.819	0.228722
0.8191	0.230462
0.8192	0.232203
0.8193	0.233944
0.8194	0.235686
0.8195	0.237429
0.8196	0.239121
0.8197	0.240813
0.8198	0.242504
0.8199	0.244196
0.82	0.245888
0.8201	0.248877
0.8202	0.251884
0.8203	0.254909
0.8204	0.257952
0.8205	0.261036
0.8206	0.263803
0.8207	0.266561
0.8208	0.269332
0.8209	0.272117
0.821	0.274914
0.8211	0.276558
0.8212	0.2782
0.8213	0.279841
0.8214	0.28148
0.8215	0.283117
0.8216	0.284219
0.8217	0.285312
0.8218	0.286397
0.8219	0.287474
0.822	0.288543
0.8221	0.287882
0.8222	0.287191
0.8223	0.286447
0.8224	0.285674
0.8225	0.284871
0.8226	0.283219
0.8227	0.281528
0.8228	0.279798
0.8229	0.278028
0.823	0.276219
0.8231	0.279269
0.8232	0.282336
0.8233	0.285419
0.8234	0.288519
0.8235	0.291635
0.8236	0.296703
0.8237	0.301808
0.8238	0.306951
0.8239	0.312154
0.824	0.317396
0.8241	0.320481
0.8242	0.323581
0.8243	0.326696
0.8244	0.329825
0.8245	0.332969
0.8246	0.335072
0.8247	0.337179
0.8248	0.33929
0.8249	0.341404
0.825	0.343522
0.8251	0.344938
0.8252	0.346352
0.8253	0.347761
0.8254	0.349167
0.8255	0.350593
0.8256	0.352016
0.8257	0.353411
