#LAM	FLX
0.963500	0.00440000
0.964000	0.00440000
0.964500	0.00530000
0.965000	0.00580000
0.965500	0.00670000
0.966000	0.00740000
0.966500	0.00770000
0.967000	0.00910000
0.967500	0.0103000
0.968000	0.0116000
0.968500	0.0127000
0.969000	0.0145000
0.969500	0.0162000
0.970000	0.0181000
0.970500	0.0199000
0.971000	0.0228000
0.971500	0.0256000
0.972000	0.0283000
0.972500	0.0314000
0.973000	0.0354000
0.973500	0.0392000
0.974000	0.0422000
0.974500	0.0470000
0.975000	0.0525000
0.975500	0.0578000
0.976000	0.0616000
0.976500	0.0679000
0.977000	0.0752000
0.977500	0.0812000
0.978000	0.0867000
0.978500	0.0903000
0.979000	0.0983000
0.979500	0.101100
0.980000	0.108800
0.980500	0.111100
0.981000	0.118100
0.981500	0.121600
0.982000	0.125000
0.982500	0.127800
0.983000	0.130600
0.983500	0.133200
0.984000	0.136000
0.984500	0.137300
0.985000	0.138900
0.985500	0.140900
0.986000	0.142200
0.986500	0.143400
0.987000	0.144200
0.987500	0.145100
0.988000	0.146300
0.988500	0.147400
0.989000	0.148300
0.989500	0.149100
0.990000	0.150000
0.990500	0.151200
0.991000	0.152200
0.991500	0.153200
0.992000	0.154300
0.992500	0.155400
0.993000	0.156200
0.993500	0.157600
0.994000	0.158800
0.994500	0.159900
0.995000	0.161100
0.995500	0.162200
0.996000	0.163400
0.996500	0.164600
0.997000	0.165600
0.997500	0.166800
0.998000	0.167700
0.998500	0.168800
0.999000	0.169700
0.999500	0.170500
1.00000	0.171400
1.00050	0.172300
1.00100	0.173000
1.00150	0.173600
1.00200	0.173900
1.00250	0.174700
1.00300	0.175300
1.00350	0.175700
1.00400	0.175900
1.00450	0.176300
1.00500	0.176600
1.00550	0.176800
1.00600	0.177000
1.00650	0.177100
1.00700	0.177200
1.00750	0.177300
1.00800	0.177200
1.00850	0.177300
1.00900	0.177200
1.00950	0.177000
1.01000	0.177200
1.01050	0.177200
1.01100	0.177100
1.01150	0.177100
1.01200	0.176900
1.01250	0.176900
1.01300	0.176900
1.01350	0.176800
1.01400	0.176800
1.01450	0.176700
1.01500	0.176700
1.01550	0.176600
1.01600	0.176700
1.01650	0.176700
1.01700	0.176700
1.01750	0.176700
1.01800	0.176800
1.01850	0.176900
1.01900	0.176900
1.01950	0.176800
1.02000	0.177100
1.02050	0.177100
1.02100	0.177300
1.02150	0.177400
1.02200	0.177500
1.02250	0.177600
1.02300	0.177700
1.02350	0.177800
1.02400	0.177800
1.02450	0.178100
1.02500	0.178300
1.02550	0.178400
1.02600	0.178500
1.02650	0.178700
1.02700	0.178800
1.02750	0.178800
1.02800	0.179100
1.02850	0.179200
1.02900	0.179300
1.02950	0.179400
1.03000	0.179500
1.03050	0.179700
1.03100	0.179800
1.03150	0.179900
1.03200	0.180100
1.03250	0.180200
1.03300	0.180300
1.03350	0.180400
1.03400	0.180500
1.03450	0.180700
1.03500	0.180800
1.03550	0.180900
1.03600	0.181100
1.03650	0.181200
1.03700	0.181300
1.03750	0.181500
1.03800	0.181600
1.03850	0.181800
1.03900	0.181900
1.03950	0.182100
1.04000	0.182200
1.04050	0.182400
1.04100	0.182600
1.04150	0.182700
1.04200	0.182900
1.04250	0.183100
1.04300	0.183200
1.04350	0.183400
1.04400	0.183500
1.04450	0.183700
1.04500	0.183800
1.04550	0.184000
1.04600	0.184100
1.04650	0.184200
1.04700	0.184400
1.04750	0.184500
1.04800	0.184600
1.04850	0.184600
1.04900	0.184700
1.04950	0.184700
1.05000	0.184700
1.05050	0.184800
1.05100	0.184900
1.05150	0.184800
1.05200	0.184800
1.05250	0.184800
1.05300	0.184800
1.05350	0.184700
1.05400	0.184700
1.05450	0.184600
1.05500	0.184500
1.05550	0.184500
1.05600	0.184400
1.05650	0.184300
1.05700	0.184200
1.05750	0.184100
1.05800	0.184100
1.05850	0.184000
1.05900	0.183900
1.05950	0.183900
1.06000	0.183900
1.06050	0.183900
1.06100	0.183900
1.06150	0.184000
1.06200	0.184000
1.06250	0.184100
1.06300	0.184200
1.06350	0.184300
1.06400	0.184400
1.06450	0.184600
1.06500	0.184800
1.06550	0.185000
1.06600	0.185200
1.06650	0.185400
1.06700	0.185600
1.06750	0.185700
1.06800	0.185600
1.06850	0.185900
1.06900	0.186000
1.06950	0.185800
1.07000	0.185600
1.07050	0.185400
1.07100	0.184800
1.07150	0.184100
1.07200	0.183000
1.07250	0.181900
1.07300	0.180300
1.07350	0.178700
1.07400	0.176200
1.07450	0.173400
1.07500	0.170400
1.07550	0.167400
1.07600	0.163400
1.07650	0.159200
1.07700	0.154400
1.07750	0.148600
1.07800	0.144100
1.07850	0.138600
1.07900	0.132600
1.07950	0.126300
1.08000	0.119700
1.08050	0.113300
1.08100	0.106900
1.08150	0.100200
1.08200	0.0943000
1.08250	0.0884000
1.08300	0.0826000
1.08350	0.0760000
1.08400	0.0712000
1.08450	0.0658000
1.08500	0.0612000
1.08550	0.0565000
1.08600	0.0518000
1.08650	0.0477000
1.08700	0.0441000
1.08750	0.0406000
1.08800	0.0374000
1.08850	0.0344000
1.08900	0.0316000
1.08950	0.0290000
1.09000	0.0268000
1.09050	0.0244000
1.09100	0.0227000
1.09150	0.0210000
1.09200	0.0193000
1.09250	0.0175000
1.09300	0.0163000
1.09350	0.0151000
1.09400	0.0139000
1.09450	0.0128000
1.09500	0.0118000
1.09550	0.0110000
1.09600	0.0100000
1.09650	0.00940000
1.09700	0.00880000
1.09750	0.00810000
1.09800	0.00750000
1.09850	0.00700000
1.09900	0.00650000
1.09950	0.00600000
1.10000	0.00560000
1.10050	0.00520000
1.10100	0.00480000
1.10150	0.00460000
1.10200	0.00420000
1.10250	0.00400000
