#WAVE	TRANSMISSION
1.072223	0.00041500000000000006
1.07231	0.00045099999999999996
1.072397	0.000471
1.072484	0.000491
1.072571	0.000512
1.072658	0.000532
1.072745	0.000552
1.072832	0.000558
1.072919	0.000545
1.073006	0.000532
1.073093	0.0005200000000000001
1.07318	0.0005070000000000001
1.073267	0.0004940000000000001
1.0733540000000001	0.00048499999999999997
1.073441	0.000478
1.073528	0.000471
1.073615	0.00046399999999999995
1.073703	0.00045599999999999997
1.07379	0.000449
1.073877	0.00046100000000000004
1.073964	0.000475
1.074051	0.000488
1.0741379999999998	0.000502
1.074225	0.000515
1.0743120000000002	0.0005269999999999999
1.0744	0.000532
1.074487	0.000536
1.074574	0.000541
1.074661	0.000545
1.074748	0.00055
1.074835	0.000559
1.0749229999999999	0.000573
1.07501	0.000587
1.075097	0.000601
1.075184	0.000615
1.0752709999999999	0.000628
1.075359	0.000637
1.075446	0.000643
1.075533	0.0006490000000000001
1.07562	0.000656
1.0757079999999999	0.000662
1.075795	0.000669
1.075882	0.000691
1.075969	0.000713
1.076057	0.000735
1.076144	0.0007570000000000001
1.076231	0.000779
1.076319	0.000796
1.076406	0.0008029999999999999
1.076493	0.0008089999999999999
1.076581	0.000816
1.076668	0.000822
1.076755	0.000828
1.076843	0.0008410000000000001
1.07693	0.000859
1.0770170000000001	0.000877
1.077105	0.0008960000000000001
1.077192	0.0009140000000000001
1.077279	0.000932
1.077367	0.0009369999999999999
1.0774540000000001	0.000938
1.077542	0.0009400000000000001
1.0776290000000002	0.000941
1.077717	0.0009429999999999999
1.077804	0.0009460000000000001
1.077891	0.000959
1.077979	0.0009720000000000001
1.078066	0.000985
1.078154	0.000998
1.078241	0.001011
1.078329	0.001045
1.078416	0.001111
1.0785040000000001	0.0011769999999999999
1.078591	0.001243
1.0786790000000002	0.001309
1.078766	0.001375
1.078854	0.001416
1.078941	0.001444
1.079029	0.001472
1.079116	0.0015
1.079204	0.0015279999999999998
1.079291	0.001556
1.079379	0.0016129999999999999
1.079466	0.001673
1.0795540000000001	0.001732
1.079642	0.001791
1.0797290000000002	0.00185
1.079817	0.0019030000000000002
1.0799040000000002	0.001935
1.079992	0.001966
1.080079	0.001998
1.080167	0.00203
1.080255	0.002062
1.080342	0.002085
1.08043	0.002102
1.080518	0.0021190000000000002
1.080605	0.002136
1.0806930000000001	0.002153
1.080781	0.002169
1.080868	0.0022140000000000003
1.080956	0.0022649999999999997
1.0810440000000001	0.002315
1.0811309999999998	0.002366
1.0812190000000002	0.0024170000000000003
1.081307	0.002468
1.081395	0.002527
1.081482	0.002585
1.0815700000000001	0.002644
1.081658	0.002702
1.0817459999999999	0.002761
1.081833	0.002821
1.081921	0.002884
1.082009	0.002947
1.0820969999999999	0.00301
1.082184	0.003073
1.082272	0.003136
1.08236	0.003207
1.0824479999999999	0.00328
1.0825360000000002	0.003353
1.082623	0.003426
1.082711	0.0035
1.082799	0.003573
1.0828870000000002	0.003662
1.082975	0.003751
1.0830629999999999	0.0038399999999999997
1.08315	0.003929
1.083238	0.004018
1.083326	0.004109000000000001
1.0834139999999999	0.0042060000000000005
1.083502	0.004303
1.08359	0.0044
1.0836780000000001	0.004496
1.083766	0.004593
1.083854	0.0047
1.083942	0.0048119999999999994
1.0840290000000001	0.004924
1.084117	0.005036
1.0842049999999999	0.005149
1.084293	0.005261
1.084381	0.005379
1.0844690000000001	0.005497999999999999
1.084557	0.0056170000000000005
1.084645	0.005736
1.084733	0.005855
1.0848209999999998	0.0059770000000000005
1.0849090000000001	0.006104
1.084997	0.006232
1.085085	0.00636
1.085173	0.006487000000000001
1.085261	0.006615
1.085349	0.006795999999999999
1.085437	0.007014
1.085525	0.0072310000000000004
1.085613	0.007449
1.085701	0.007667
1.08579	0.007884
1.0858780000000001	0.008081
1.085966	0.008276
1.086054	0.008471
1.086142	0.008666
1.08623	0.008862
1.0863180000000001	0.009073999999999999
1.086406	0.009341
1.086494	0.009609
1.086583	0.009876000000000001
1.086671	0.010144
1.086759	0.010411
1.086847	0.010686
1.086935	0.010966
1.0870229999999999	0.011245999999999999
1.087112	0.011525
1.0872	0.011804
1.0872879999999998	0.012084000000000001
1.0873760000000001	0.012376999999999999
1.087464	0.012673
1.087553	0.012968
1.087641	0.013262999999999999
1.0877290000000002	0.013558
1.087817	0.013871000000000001
1.087905	0.014243
1.0879940000000001	0.014615000000000001
1.088082	0.014987
1.08817	0.015359999999999999
1.088258	0.015732
1.088347	0.016143
1.088435	0.016587
1.088523	0.017029
1.0886120000000001	0.017472
1.0887	0.017915
1.0887879999999999	0.018359
1.088877	0.01885
1.088965	0.019348
1.089053	0.019844999999999998
1.089142	0.020343
1.08923	0.020841
1.089318	0.021359
1.089407	0.021948
1.089495	0.022537
1.089583	0.023126
1.089672	0.023715
1.08976	0.024304
1.089849	0.024957
1.0899370000000002	0.025657
1.090026	0.026357
1.090114	0.027058
1.0902020000000001	0.027757999999999998
1.090291	0.028458999999999998
1.090379	0.029258
1.090468	0.030066000000000002
1.0905559999999999	0.030875
1.090645	0.031682999999999996
1.090733	0.032492
1.090822	0.033331
1.09091	0.034254
1.090999	0.035177
1.0910870000000001	0.0361
1.091176	0.037024
1.091264	0.037947
1.091353	0.038959
1.0914409999999999	0.040026
1.09153	0.041094
1.091618	0.042161000000000004
1.091707	0.043229000000000004
1.091795	0.044297
1.091884	0.045529
1.0919729999999999	0.046768000000000004
1.092061	0.048007
1.09215	0.049246
1.0922379999999998	0.050487
1.092327	0.05179400000000001
1.092416	0.053249
1.0925040000000001	0.054706
1.092593	0.056161
1.092681	0.057617999999999996
1.09277	0.059076
1.092859	0.060654999999999994
1.092947	0.062297000000000005
1.0930360000000001	0.063938
1.093125	0.06558
1.093213	0.067222
1.093302	0.068871
1.093391	0.070745
1.093479	0.07262
1.093568	0.074494
1.0936569999999999	0.07637000000000001
1.0937459999999999	0.078243
1.093834	0.080188
1.093923	0.082235
1.094012	0.084285
1.094101	0.08633500000000001
1.0941889999999999	0.088385
1.094278	0.090435
1.094367	0.09270700000000001
1.0944559999999999	0.09505
1.094544	0.097393
1.094633	0.099736
1.094722	0.10207999999999999
1.094811	0.104458
1.0949	0.10706199999999999
1.0949879999999999	0.109669
1.095077	0.112273
1.095166	0.11488
1.0952549999999999	0.117487
1.095344	0.120206
1.095433	0.12303499999999999
1.095521	0.125866
1.09561	0.128699
1.095699	0.13153399999999998
1.095788	0.13436700000000001
1.095877	0.137397
1.095966	0.140458
1.096055	0.143522
1.096144	0.146584
1.096233	0.149649
1.096322	0.15273
1.096411	0.155879
1.0965	0.159028
1.096588	0.162177
1.0966770000000001	0.165326
1.096766	0.168476
1.096855	0.17182999999999998
1.0969440000000001	0.175311
1.097033	0.178797
1.097122	0.182292
1.0972110000000002	0.185792
1.0973	0.189289
1.097389	0.192995
1.0974780000000002	0.196698
1.097567	0.200407
1.097656	0.20411600000000002
1.0977459999999999	0.207825
1.0978350000000001	0.21155500000000002
1.097924	0.21531599999999998
1.098013	0.219075
1.0981020000000001	0.222821
1.098191	0.22656700000000002
1.09828	0.23031300000000002
1.0983690000000002	0.23411500000000002
1.098458	0.237938
1.098547	0.241756
1.0986360000000002	0.24558000000000002
1.098725	0.249403
1.0988149999999999	0.253214
1.098904	0.256981
1.098993	0.260747
1.099082	0.26450999999999997
1.099171	0.268273
1.0992600000000001	0.272036
1.09935	0.27583
1.0994389999999998	0.279649
1.099528	0.283473
1.099617	0.28729299999999997
1.0997059999999999	0.291113
1.099796	0.29493800000000003
1.099885	0.298637
1.099974	0.302331
1.100063	0.306029
1.100152	0.309728
1.100242	0.31342600000000004
1.100331	0.317069
1.1004200000000002	0.32059899999999997
1.100509	0.324129
1.1005989999999999	0.32765900000000003
1.1006879999999999	0.33119
1.1007770000000001	0.334721
1.100867	0.338118
1.100956	0.341461
1.101045	0.34480900000000003
1.101135	0.348156
1.101224	0.3515
1.101313	0.35481
1.1014030000000001	0.357869
1.101492	0.360927
1.101581	0.363987
1.1016709999999998	0.367046
1.10176	0.370105
1.101849	0.373056
1.101939	0.375916
1.102028	0.378772
1.102117	0.381629
1.102207	0.38448899999999997
1.102296	0.387349
1.102386	0.389919
1.102475	0.392473
1.102565	0.395027
1.102654	0.397581
1.102744	0.400135
1.102833	0.402592
1.102922	0.40486700000000003
1.103012	0.407141
1.103101	0.409416
1.103191	0.41169300000000003
1.1032799999999998	0.413969
1.10337	0.416012
1.103459	0.41797700000000004
1.103549	0.41994499999999996
1.103638	0.421911
1.103728	0.423879
1.103817	0.425804
1.103907	0.427518
1.103997	0.42923199999999995
1.1040860000000001	0.430947
1.104176	0.43266099999999996
1.104265	0.43437600000000004
1.104355	0.435949
1.104444	0.437417
1.104534	0.43888699999999997
1.104624	0.440356
1.1047129999999998	0.441827
1.104803	0.443295
1.104892	0.444513
1.104982	0.44573100000000004
1.1050719999999998	0.446949
1.105161	0.448168
1.105251	0.44938599999999995
1.105341	0.45052600000000004
1.10543	0.45156
1.10552	0.45259499999999997
1.10561	0.453629
1.105699	0.454663
1.105789	0.45569799999999994
1.105879	0.45657700000000007
1.105969	0.45743
1.106058	0.45830600000000005
1.106148	0.45919499999999996
1.1062379999999998	0.460082
1.106327	0.46093100000000004
1.106417	0.461674
1.106507	0.462417
1.1065969999999998	0.46316
1.106687	0.46390299999999995
1.106776	0.464646
1.106866	0.465319
1.106956	0.46596099999999996
1.107046	0.466585
1.107135	0.467192
1.107225	0.46779899999999996
1.107315	0.468387
1.107405	0.46885
1.1074950000000001	0.46931300000000004
1.107585	0.469776
1.107675	0.47024099999999996
1.107764	0.470704
1.1078540000000001	0.47112600000000004
1.107944	0.471516
1.108034	0.47190600000000005
1.1081239999999999	0.472297
1.108214	0.47268699999999997
1.1083040000000002	0.473077
1.108394	0.47339499999999995
1.1084829999999999	0.47371199999999997
1.108573	0.47403
1.108663	0.47434799999999994
1.108753	0.474666
