#LAM	TRANSMISSION
1.211	0.000109134
1.212	0.000114459
1.2123317382999999	0.000116226
1.213	0.000155109
1.214	0.000213331
1.2143322265999998	0.000232749
1.215	0.000275343
1.216	0.000338972
1.2163328125	0.00036016
1.217	0.00047676
1.218	0.000651637
1.2183333008	0.000710152
1.219	0.000845175
1.22	0.00104723
1.2203337891	0.00111468
1.221	0.00127055
1.222	0.00150589
1.222334375	0.00158426
1.223	0.00198809
1.224	0.00259509
1.2243348633	0.00279843
1.225	0.0034073
1.226	0.00432678
1.2263355469	0.00463447
1.227	0.00583793
1.228	0.00765002
1.2283360352	0.00825918
1.229	0.0106148
1.23	0.0141763
1.2303366211	0.0153726
1.231	0.0200563
1.232	0.0271201
1.2323371094	0.0295023
1.233	0.0388893
1.234	0.0531015
1.2343375977	0.0578903
1.235	0.0757441
1.236	0.10271
1.2363381836	0.111833
1.237	0.142695
1.238	0.189509
1.2383386719	0.205329
1.239	0.246332
1.24	0.308364
1.2403392578	0.32943
1.241	0.365071
1.242	0.419399
1.2423398438	0.437768
1.243	0.458089
1.244	0.488891
1.2443404296999998	0.499383
1.245	0.506099
1.246	0.51672
1.246340918	0.520198
1.247	0.521192
1.248	0.5227
1.2483414062	0.523215
1.249	0.522097
1.25	0.520833
1.2503419921999999	0.520211
1.251	0.518392
1.252	0.515627
1.2523424805	0.514679
1.253	0.512967
1.254	0.510788
1.2543430664	0.509893
1.255	0.508038
1.256	0.505212
1.2563435547	0.504385
1.257	0.503213
1.258	0.501005
1.2583442382999999	0.500245
1.259	0.499099
1.26	0.49735
1.2603447265999999	0.496882
1.261	0.496312
1.262	0.495027
1.2623452148	0.494584
1.263	0.49463
1.264	0.494701
1.2643458008	0.494868
1.265	0.4957
1.266	0.496558
1.2663462891	0.496855
1.267	0.498056
1.268	0.499892
1.268346875	0.500674
1.269	0.50252
1.27	0.504931
1.2703473633	0.505768
1.271	0.507626
1.272	0.510472
1.2723480469	0.511611
1.273	0.513551
1.274	0.516103
1.2743485352	0.516992
1.275	0.518264
1.276	0.520217
1.2763490234000001	0.520899
1.277	0.522012
1.278	0.524156
1.2783496094	0.524754
1.279	0.524962
1.28	0.525282
1.2803500977	0.525364
1.281	0.525444
1.282	0.526005
1.2823506836	0.526049
1.283	0.526058
1.284	0.526073
1.2843511719	0.526079
1.285	0.525964
1.286	0.526224
1.2863517578	0.526162
1.287	0.526172
1.288	0.526187
1.2883523438	0.526192
1.289	0.526255
1.29	0.526788
1.290352832	0.526822
1.291	0.527203
1.292	0.527792
1.292353418	0.528
1.293	0.528098
1.294	0.528687
1.2943539062	0.52874
1.295	0.529227
1.296	0.52998
1.2963544921999999	0.530247
1.297	0.530627
1.298	0.531216
1.2983549805	0.531581
1.299	0.531186
1.3	0.530132
1.3003555664	0.529822
1.301	0.525483
1.302	0.518745
1.3023560547	0.516497
1.303	0.503174
1.304	0.482047
1.3043567382999999	0.474506
1.305	0.447117
1.306	0.404516
1.3063572265999999	0.389292
1.307	0.352604
1.308	0.295742
1.3083577148	0.275289
1.309	0.241804
1.31	0.189644
1.3103583008	0.170947
1.311	0.147584
1.312	0.111159
1.3123587891	0.0981128
1.313	0.0843088
1.314	0.0626886
1.314359375	0.0549154
1.315	0.047304
1.316	0.0354165
1.3163598633	0.031146
1.317	0.026976
1.318	0.0204328
1.3183605469	0.0180726
1.319	0.0157597
1.32	0.0121409
1.3203610352	0.010833
1.321	0.00947186
1.322	0.00734731
1.3223615234000001	0.0065763
1.323	0.00583081
1.324	0.00466301
1.3243621094	0.00424008
1.325	0.00374264
1.326	0.00296268
1.3263625977	0.00267983
1.327	0.0024118
1.328	0.00199286
1.3283631836	0.00183996
1.329	0.00164243
1.33	0.00133217
1.3303636719	0.00121933
1.331	0.00111711
1.332	0.000956446
1.3323642578000001	0.000898184
1.333	0.000778833
1.334	0.000590327
1.3343648438	0.000521542
1.335	0.000489881
1.336	0.000440026
1.336365332	0.00042181
1.337	0.000390144
1.338	0.000340242
1.338365918	0.000322076
1.339	0.000325773
1.34	0.000331338
1.3403664062	0.000333311
1.341	0.000343762
1.342	0.000360244
1.3423669921999999	0.000366289
1.343	0.00035916
1.344	0.000347905
1.3443674805	0.000343876
1.345	0.000331098
1.346	0.000310628
1.347	0.000290177
1.348	0.000269743
1.349	0.000249327
1.35	0.000228928
1.3503692382999999	0.000221457
1.351	0.000220717
1.352	0.000219364
1.353	0.000218011
1.354	0.000216661
1.355	0.000215311
1.356	0.000213963
1.357	0.000212617
1.358	0.000211445
1.359	0.0002101
1.36	0.000208757
1.361	0.000207024
1.362	0.000205297
1.363	0.000203577
1.364	0.000201863
1.365	0.000200156
1.366	0.000198618
1.367	0.000196923
1.368	0.000195234
1.369	0.000193551
1.37	0.000191875
1.371	0.000190206
1.372	0.000188542
1.373	0.000186886
1.374	0.000185236
1.375	0.000183742
1.376	0.000182103
1.377	0.000180471
1.378	0.000178845
1.379	0.000177226
1.38	0.000175613
1.381	0.000174107
1.382	0.000172606
1.383	0.00017111
1.384	0.000170293
1.385	0.000169473
1.386	0.000168785
1.387	0.000167955
1.388	0.00016712
1.389	0.000166281
1.39	0.000165438
1.391	0.00016459
1.392	0.000163737
1.393	0.00016288
1.394	0.000162019
1.395	0.000161153
1.3953814453000002	0.000160821
1.396	0.000154382
1.397	0.000143936
1.398	0.000133448
1.399	0.000122918
1.4	0.000112345
