#LAM	TRANSMISSION
0.725	0.0001
0.73	0.0009
0.735	0.0057
0.74	0.0282
0.745	0.1058
0.75	0.3024
0.755	0.6726
0.76	1.1868
0.765	1.7157
0.77	2.1195
0.775	2.3496
0.78	2.443
0.785	2.4721
0.79	2.4787
0.795	2.4807
0.8	2.484
0.805	2.4948
0.81	2.5075
0.815	2.5209
0.82	2.5345
0.825	2.5484
0.83	2.5569
0.835	2.5638
0.84	2.5721
0.845	2.5809
0.85	2.5932
0.855	2.6103
0.86	2.6284
0.865	2.6491
0.87	2.6675
0.875	2.6873
0.88	2.7067
0.885	2.7256
0.89	2.7435
0.895	2.7585
0.9	2.7714
0.905	2.7844
0.91	2.7957
0.915	2.8053
0.92	2.8127
0.925	2.8162
0.93	2.8178
0.935	2.8184
0.94	2.8143
0.945	2.8058
0.95	2.7839
0.955	2.7306
0.96	2.6134
0.965	2.3904
0.97	2.0438
0.975	1.5926
0.98	1.1083
0.985	0.6759
0.99	0.3564
0.995	0.1609
1.0	0.0617
1.005	0.02
1.01	0.0054
1.015	0.0012
1.02	0.0002
