#wave	trans
0.387	5.008330923712307e-05
0.388	7.05437741757732e-05
0.389	0.00012544778032985438
0.39	0.0003139840583110102
0.391	0.0011532545159935186
0.392	0.0038754235022614067
0.393	0.01097313798126497
0.394	0.03188717539676911
0.395	0.10936765081045102
0.396	0.21338136393642965
0.397	0.3597568392682754
0.398	0.516129724102939
0.399	0.6650177020399033
0.4	0.7975109006890606
0.401	0.8860971231852826
0.402	0.9265606960440388
0.403	0.9387459724048381
0.404	0.948057237210368
0.405	0.9521855811187553
0.406	0.9547081674695704
0.407	0.9569501027316918
0.408	0.9587059498180509
0.409	0.959509487105345
0.41	0.9598510919675055
0.411	0.9601505559950462
0.412	0.9593741846115236
0.413	0.957662096315735
0.414	0.9567707403992515
0.415	0.958733002787886
0.416	0.9617838934383746
0.417	0.9647904983823714
0.418	0.9681397995559022
0.419	0.970970729596875
0.42	0.9713846889952154
0.421	0.9694490279497853
0.422	0.9679356793767355
0.423	0.9671283794798492
0.424	0.9671708591162783
0.425	0.9684959280496255
0.426	0.9713129740906636
0.427	0.9737007471098187
0.428	0.9752125906608545
0.429	0.9768259487269018
0.43	0.9787131852280229
0.431	0.9796853238257871
0.432	0.9789729540135194
0.433	0.978357395317879
0.434	0.9781446588794989
0.435	0.9779811746220533
0.436	0.9779446400026187
0.437	0.9792265897770236
0.438	0.9820094715019122
0.439	0.9848517269071922
0.44	0.9873323980730306
0.441	0.9897438753252988
0.442	0.9922313191447573
0.443	0.9939058943876743
0.444	0.9943251590622664
0.445	0.9941717585505174
0.446	0.9939308779931585
0.447	0.9934987076429542
0.448	0.9926306420867136
0.449	0.9918070125973169
0.45	0.991493852793069
0.451	0.9917932415313188
0.452	0.9925372171332238
0.453	0.9934956223096354
0.454	0.9944312262879651
0.455	0.994681325200635
0.456	0.9939580814324606
0.457	0.9926844846229806
0.458	0.9917076803805929
0.459	0.9914041904491716
0.46	0.9919108598800827
0.461	0.993109731740983
0.462	0.9947093188501469
0.463	0.9962868571085638
0.464	0.9973419983305417
0.465	0.9976611782228454
0.466	0.9971936772271717
0.467	0.9958768484339281
0.468	0.993739588200313
0.469	0.991059650723159
0.47	0.9885174989770477
0.471	0.9869840580927804
0.472	0.986724214127108
0.473	0.987694433829988
0.474	0.9896255797002613
0.475	0.9918223263299744
0.476	0.9937555039199533
0.477	0.9947006271925277
0.478	0.9944770921966469
0.479	0.9935210574326352
0.48	0.9925343575586628
0.481	0.9917844746935235
0.482	0.9912151205992591
0.483	0.9905019982214268
0.484	0.9893772492130086
0.485	0.9878900882194082
0.486	0.9863404682120975
0.487	0.9854080248563775
0.488	0.9857734469947024
0.489	0.9876271964559475
0.49	0.9903548059118461
0.491	0.9925074927029401
0.492	0.9927511951902146
0.493	0.9909473375415317
0.494	0.9878606647280583
0.495	0.9847573237384951
0.496	0.9829329223701941
0.497	0.9832318972355736
0.498	0.9853088055735897
0.499	0.9881911324491388
0.5	0.9907555963402856
0.501	0.9922233047634116
0.502	0.992698895320607
0.503	0.9928032317655339
0.504	0.9929361262023099
0.505	0.993250979142684
0.506	0.9937093370723378
0.507	0.9941364279050482
0.508	0.9943561627558062
0.509	0.9941323267118766
0.51	0.9931492388689147
0.511	0.9911895726514378
0.512	0.988411845624219
0.513	0.9855817433289868
0.514	0.983857953440666
0.515	0.9839500238416087
0.516	0.9857448513582078
0.517	0.9883372711451065
0.518	0.9905490304594283
0.519	0.991803137162903
0.52	0.9922121299776859
0.521	0.9923502919369533
0.522	0.9928795369163033
0.523	0.9942006927705914
0.524	0.9960812695520287
0.525	0.9980363077695276
0.526	0.9994858806391951
0.527	1.0
0.528	0.999614937177088
0.529	0.9986335050438369
0.53	0.9974245494372398
0.531	0.9963204569732613
0.532	0.9955094697560736
0.533	0.9949707054824789
0.534	0.9948869879373462
0.535	0.9952500396632713
0.536	0.9953659272312635
0.537	0.9939297115547238
0.538	0.9895441573873525
0.539	0.9824698612603863
0.54	0.9747446381476652
0.541	0.9686868415051311
0.542	0.9657531176858909
0.543	0.9648218031239599
0.544	0.9579053849301391
0.545	0.9188083071366608
0.546	0.8301947306225551
0.547	0.6947025649642921
0.548	0.5339325748391919
0.549	0.36628973730584363
0.55	0.21795053220799485
0.551	0.11348113261281118
0.552	0.05763247729045844
0.553	0.03327611321763515
0.554	0.021759572051305832
0.555	0.016067758070411855
0.556	0.0006707570938333706
0.557	0.0003774809730868063
0.558	0.00023552236037382768
0.559	0.00016142384051764114
0.56	0.0001176566480989454
0.561	8.735750956119436e-05
