#WAVE	TRANSMISSION
1.3064850000000001	0.00041799999999999997
1.306591	0.000503
1.306697	0.000588
1.3068030000000002	0.000648
1.306909	0.000676
1.307015	0.0007509999999999999
1.307121	0.000865
1.3072270000000001	0.0010539999999999998
1.307333	0.001284
1.307439	0.001491
1.3075450000000002	0.0016920000000000001
1.3076510000000001	0.001943
1.307757	0.002202
1.307863	0.002489
1.30797	0.00279
1.308076	0.003192
1.308182	0.0036340000000000005
1.308288	0.00421
1.308394	0.004845
1.3085	0.005594
1.308606	0.006488
1.308712	0.007555
1.308819	0.008805
1.308925	0.010189
1.309031	0.011991
1.309137	0.013981
1.309243	0.016438
1.30935	0.019009
1.309456	0.022375
1.3095620000000001	0.025870999999999998
1.309668	0.030869999999999998
1.309775	0.03608
1.3098809999999999	0.042436
1.309987	0.049382
1.310093	0.057908
1.3102	0.06747
1.310306	0.078666
1.3104120000000001	0.09145199999999999
1.310519	0.105806
1.310625	0.122352
1.3107309999999999	0.140231
1.310838	0.159281
1.310944	0.178734
1.31105	0.19988
1.311157	0.221295
1.3112629999999998	0.244469
1.311369	0.267584
1.311476	0.289877
1.311582	0.31201999999999996
1.311688	0.333723
1.311795	0.354191
1.311901	0.372316
1.312008	0.388627
1.312114	0.402843
1.3122209999999999	0.415366
1.312327	0.42666800000000005
1.312433	0.43611700000000003
1.31254	0.444779
1.312646	0.450708
1.312753	0.45605100000000004
1.312859	0.459279
1.312966	0.46227700000000005
1.313072	0.46367299999999995
1.313179	0.46491400000000005
1.313285	0.46554300000000004
1.3133920000000001	0.466052
1.313499	0.466297
1.313605	0.46649300000000005
1.313712	0.46662200000000004
1.313818	0.466912
1.313925	0.46733100000000005
1.314031	0.467948
1.314138	0.468658
1.314245	0.46948500000000004
1.314351	0.470341
1.314458	0.47143599999999997
1.3145639999999998	0.472555
1.314671	0.47376
1.314778	0.47495
1.314884	0.47607
1.314991	0.47730900000000004
1.3150979999999999	0.47883400000000004
1.315204	0.48037399999999997
1.3153110000000001	0.481929
1.315418	0.48329399999999995
1.315525	0.4845
1.315631	0.48568500000000003
1.3157379999999999	0.48686
1.3158450000000002	0.488038
1.315951	0.489217
1.316058	0.49044499999999996
1.316165	0.49167700000000003
1.3162719999999999	0.492521
1.3163790000000002	0.49334399999999995
1.3164850000000001	0.494072
1.316592	0.49480799999999997
1.316699	0.495566
1.316806	0.496198
1.316913	0.49666400000000005
1.3170190000000002	0.49710600000000005
1.317126	0.49749899999999997
1.317233	0.49779300000000004
1.31734	0.49804
1.317447	0.49831099999999995
1.3175540000000001	0.49858800000000003
1.317661	0.498697
1.317767	0.49878999999999996
1.317874	0.49880399999999997
1.3179809999999998	0.49881800000000004
1.318088	0.498832
1.318195	0.498808
1.318302	0.498705
1.318409	0.49858
1.318516	0.49842700000000006
1.3186229999999999	0.498341
1.31873	0.498302
1.318837	0.498346
1.3189440000000001	0.498425
1.319051	0.498478
1.319158	0.49852700000000005
1.319265	0.498633
1.319372	0.498716
1.319479	0.49859
1.3195860000000001	0.49844399999999994
1.319693	0.49823199999999995
1.3198	0.498137
1.319907	0.498245
1.320014	0.49829300000000004
1.3201209999999999	0.49827200000000005
1.320228	0.49827
1.320335	0.49827899999999997
