#wave	trans
0.70012663	0.0096749484
0.7021532699999999	0.021847291
0.7041799	0.034651345
0.70620653	0.047027463
0.70823317	0.058871282000000004
0.7102598000000001	0.070729923
0.71228643	0.082648075
0.71431307	0.09518304699999999
0.7163397	0.10777447
0.71836633	0.12387677
0.7203929600000001	0.15935915
0.7224195999999999	0.21002787
0.72444623	0.25970979
0.72647286	0.31141315
0.7284995	0.36361409999999994
0.73052613	0.41313640000000007
0.73255276	0.4653067
0.7345794	0.51697255
0.73660603	0.56663077
0.73863266	0.61338923
0.7406593	0.6367622
0.74268593	0.64272379
0.7447125600000001	0.64652118
0.7467391999999999	0.64948041
0.74876583	0.65248362
0.75079246	0.6547321999999999
0.7528191	0.64811746
0.75484573	0.59141217
0.75687236	0.51096905
0.7588989899999999	0.45783359
0.76092563	0.45119139
0.76295226	0.45865074
0.76497889	0.49838805
0.76700553	0.57662278
0.7690321600000001	0.63342373
0.77105879	0.6510613000000001
0.77308543	0.65389689
0.77511206	0.65252737
0.77713869	0.65081731
0.77916533	0.64848721
0.78119196	0.64655657
0.78321859	0.64564591
0.78524523	0.64530451
0.78727186	0.64432408
0.7892984900000001	0.64410009
0.79132513	0.64409962
0.79335176	0.64380433
0.79537839	0.642754
0.79740503	0.64243027
0.79943166	0.64096424
0.80145829	0.63764856
0.8034849199999999	0.63429388
0.80551156	0.62835499
0.80753819	0.62064892
0.80956482	0.61205733
0.81159146	0.603833
0.8136180900000001	0.59593701
0.81564472	0.58989433
0.81767136	0.58564975
0.81969799	0.58609357
0.8217246199999999	0.58772299
0.82375126	0.58919841
0.8257778899999999	0.59043208
0.82780452	0.59236756
0.8298311600000001	0.59429862
0.83185779	0.5965203
0.83388442	0.59910489
0.83591106	0.60174009
0.83793769	0.60478829
0.8399643200000001	0.60765228
0.84199095	0.60931621
0.84401759	0.60883829
0.8460442199999999	0.60804445
0.84807085	0.60770106
0.8500974899999999	0.60671831
0.85212412	0.60642622
0.85415075	0.60553616
0.85617739	0.60491013
0.85820402	0.60441436
0.8602306500000001	0.60343025
0.86225729	0.60315971
0.86428392	0.60221538
0.86631055	0.60132173
0.86833719	0.59960471
0.8703638199999999	0.59734864
0.87239045	0.59476521
0.8744170899999999	0.59229455
0.87644372	0.59008063
0.87847035	0.58752072
0.8804969800000001	0.58495139
0.88252362	0.58277392
0.8845502500000001	0.57956972
0.88657688	0.5749576
0.88860352	0.57066576
0.89063015	0.56613314
0.89265678	0.55926705
0.8946834199999999	0.54678238
0.89671005	0.53345451
0.89873668	0.52711922
0.90076332	0.52647513
0.90278995	0.52482366
0.9048165800000001	0.51880444
0.90684322	0.51226366
0.9088698500000001	0.5046107
0.91089648	0.49823893
0.91292312	0.49448986
0.9149497499999999	0.49184766
0.91697638	0.48926202
0.9190030199999999	0.48687391
0.92102965	0.4843415
0.92305628	0.47526244
0.9250829100000001	0.45210684
0.92710955	0.42489747
0.9291361800000001	0.3918963
0.93116281	0.35504256
0.9331894500000001	0.33112031
0.93521608	0.33691609
0.93724271	0.35306554
0.9392693499999999	0.36547642
0.94129598	0.36607552
0.94332261	0.35139532
0.94534925	0.34268026
0.94737588	0.34160483
0.9494025100000001	0.3416
0.95142915	0.3416
0.9534557800000001	0.3416
0.95548241	0.3416
0.95750905	0.3416
0.95953568	0.34148276
0.96156231	0.33973752
0.96358894	0.33606611
0.96561558	0.33222125
0.96764221	0.32910684
0.9696688399999999	0.32429107
0.97169548	0.31507148
0.9737221100000001	0.30587817
0.97574874	0.29713644
0.9777753800000001	0.2895848
0.97980201	0.28439174
0.9818286400000001	0.27893005
0.98385528	0.27464586
0.98588191	0.2681562
0.98790854	0.26017579
0.98993518	0.25237323
0.9919618099999999	0.24458111
0.9939884400000001	0.23698824
0.9960150799999999	0.22930042
0.9980417100000001	0.22237716
1.0000683000000001	0.21590766
1.0020950000000002	0.20900707
1.0041216	0.20232428
1.0061482	0.19537699
1.0081749	0.18910589
1.0102015	0.18254920000000002
1.0122281	0.17555329
1.0142548	0.16905588
1.0162814	0.16237212
1.018308	0.15561085
1.0203347	0.14892955
1.0223613	0.14230422
1.0243879	0.13582793
1.0264146	0.1288133
1.0284412	0.12222485
1.0304678	0.11574178
1.0324944999999999	0.10955903
1.0345210999999999	0.10328892
1.0365476999999998	0.09682488
1.0385744000000001	0.09082545
1.040601	0.084980795
1.0426275999999999	0.079141682
1.0446543	0.073490888
1.0466809000000001	0.068579225
1.0487075000000001	0.06301517
1.0507342	0.057126437
1.0527608	0.051127077
1.0547874	0.04476739
1.0568141000000002	0.039382691000000004
1.0588407	0.033757651
1.0608673	0.02814092
1.062894	0.022875076
1.0649206	0.019902644
1.0669472	0.018737751
1.0689739	0.017637301
1.0710005	0.016366724
1.0730271	0.015090095
1.0750538	0.014058258999999998
1.0770803999999998	0.012969561000000001
1.079107	0.011698756999999999
1.0811336999999999	0.010424136
1.0831603	0.0093821723
1.0851868999999998	0.0083258057
1.0872136000000001	0.0070314266000000005
1.0892402	0.0057375563
1.0912667999999999	0.0046989856
1.0932935	0.00365682
1.0953201000000001	0.0023625125
1.0973467	0.0010681424000000001
