#LAM	TRANS
0.4578	5.89322e-05
0.4579	6.2086e-05
0.458	6.52401e-05
0.4581	6.83946e-05
0.4581283691	6.92896e-05
0.4582	7.23572e-05
0.4583	7.66402e-05
0.4584	8.09238e-05
0.4585	8.52079e-05
0.4586	8.95001e-05
0.4587	9.37856e-05
0.4588	9.80717e-05
0.4589	0.000102358
0.459	0.000106645
0.4591	0.000110933
0.4591286133	0.00011216
0.4592	0.000112729
0.4593	0.000113536
0.4594	0.000114334
0.4595	0.000115132
0.4596	0.000115929
0.4597	0.000116727
0.4598	0.000117525
0.4599	0.000118323
0.46	0.000119132
0.4601	0.00011993
0.46012885740000004	0.000120161
0.4602	0.000120324
0.4603	0.000120554
0.4604	0.000120784
0.4605	0.000121014
0.4606	0.000121244
0.4607	0.000121474
0.4608	0.000121715
0.4609	0.000121945
0.461	0.000122175
0.4611	0.000122405
0.46112915039999997	0.000122472
0.4612	0.000123325
0.4613	0.00012453
0.4614	0.000125734
0.4615	0.000126949
0.4616	0.000128154
0.4617	0.000129358
0.4618	0.000130563
0.4619	0.000131768
0.462	0.000132973
0.4621	0.000134179
0.4621293945	0.000134533
0.4622	0.000137795
0.4623	0.000142428
0.4624	0.00014705
0.4625	0.000151672
0.4626	0.000156295
0.4627	0.000160919
0.4628	0.000165543
0.4629	0.000170167
0.463	0.000174793
0.4631	0.00017943
0.4631296875	0.000180802
0.4632	0.000191221
0.4633	0.000206041
0.4634	0.000220862
0.4635	0.000235684
0.4636	0.000250507
0.4637	0.000265332
0.4638	0.000280157
0.4639	0.000295009
0.464	0.000309838
0.4641	0.000324669
0.4641299316	0.000329108
0.4642	0.00034903
0.4643	0.000377464
0.4644	0.000405901
0.4645	0.00043434
0.4646	0.000462781
0.4647	0.000491266
0.4648	0.000519714
0.4649	0.000548165
0.465	0.000576617
0.4651	0.000605072
0.46513017579999993	0.000613659
0.4652	0.000630555
0.4653	0.000654755
0.4654	0.000679015
0.4655	0.000703221
0.4656	0.000727429
0.4657	0.000751639
0.4658	0.000775851
0.4659	0.000800064
0.466	0.00082428
0.4661	0.000848497
