#LAM	TRANSMISSION
0.46	0.0003
0.465	0.0052
0.47	0.052
0.475	0.2583
0.48	0.6892
0.485	1.108
0.49	1.2956
0.495	1.3277
0.5	1.3243
0.505	1.3273
0.51	1.3386
0.515	1.3572
0.52	1.3827
0.525	1.4144
0.53	1.4506
0.535	1.4918
0.54	1.5366
0.545	1.5831
0.55	1.6326
0.555	1.684
0.56	1.7396
0.565	1.7976
0.57	1.8571
0.575	1.9168
0.58	1.9751
0.585	2.0308
0.59	2.0826
0.595	2.1289
0.6	2.1685
0.605	2.1981
0.61	2.2237
0.615	2.2439
0.62	2.2607
0.625	2.2756
0.63	2.2924
0.635	2.3062
0.64	2.3169
0.645	2.3247
0.65	2.3291
0.655	2.33
0.66	2.3263
0.665	2.3226
0.67	2.317
0.675	2.3124
0.68	2.3136
0.685	2.315
0.69	2.3167
0.695	2.3175
0.7	2.3169
0.705	2.3121
0.71	2.306
0.715	2.2999
0.72	2.295
0.725	2.2927
0.73	2.2912
0.735	2.2861
0.74	2.2666
0.745	2.1979
0.75	2.0147
0.755	1.6705
0.76	1.1868
0.765	0.6909
0.77	0.3182
0.775	0.1131
0.78	0.0304
0.785	0.0061
0.79	0.0009
0.795	0.0001
