#LAM	TRANSMISSION
0.537	4.41911e-13
0.5371	0.000820127
0.5372	0.00164039
0.5373	0.00246078
0.5374	0.0032813
0.5375	0.00410196
0.5376	0.00492386
0.5377	0.00576787
0.5378	0.0066124
0.5379	0.00743583
0.538	0.00825976
0.5381	0.00908141
0.5382	0.00990306
0.5383	0.0107247
0.5384	0.0115464
0.5385	0.012368
0.5386	0.0131897
0.5387	0.0140114
0.5388	0.014833
0.5389	0.0156763
0.539	0.0165197
0.5391	0.0173421
0.5392	0.0181645
0.5393	0.018987
0.5394	0.0198095
0.5395	0.0206321
0.5396	0.0214547
0.5397	0.0222773
0.5398	0.0230999
0.5399	0.0239225
0.54	0.0247452
0.5401	0.0255883
0.5402	0.0264314
0.5403	0.0272527
0.5404	0.028074
0.5405	0.0288951
0.5406	0.0297094
0.5407	0.0305231
0.5408	0.0313364
0.5409	0.0321492
0.541	0.0329615
0.5411	0.0337825
0.5412	0.0346034
0.5413	0.035446
0.5414	0.0362885
0.5415	0.0371095
0.5416	0.0379306
0.5417	0.0387516
0.5418	0.0395727
0.5419	0.0403939
0.542	0.041215
0.5421	0.0428565
0.5422	0.044498
0.5423	0.0461611
0.5424	0.0478242
0.5425	0.0494658
0.5426	0.0511188
0.5427	0.0527726
0.5428	0.054427
0.5429	0.0561038
0.543	0.0577813
0.5431	0.059425
0.5432	0.0610686
0.5433	0.0627123
0.5434	0.064356
0.5435	0.0660214
0.5436	0.0676867
0.5437	0.0693305
0.5438	0.0709742
0.5439	0.0726181
0.544	0.0742621
0.5441	0.0759297
0.5442	0.0775975
0.5443	0.079244
0.5444	0.0808909
0.5445	0.082538
0.5446	0.0841856
0.5447	0.0858335
0.5448	0.0874817
0.5449	0.0891519
0.545	0.0908225
0.5451	0.0924651
0.5452	0.0941077
0.5453	0.0957504
0.5454	0.0973932
0.5455	0.0990577
0.5456	0.100722
0.5457	0.102365
0.5458	0.104008
0.5459	0.105651
0.546	0.107294
0.5461	0.108969
0.5462	0.110644
0.5463	0.112297
0.5464	0.113951
0.5465	0.115605
0.5466	0.117259
0.5467	0.118935
0.5468	0.120612
0.5469	0.122267
0.547	0.123922
0.5471	0.125607
0.5472	0.127292
0.5473	0.129
0.5474	0.13071
0.5475	0.132398
0.5476	0.134058
0.5477	0.135717
0.5478	0.137377
0.5479	0.139059
0.548	0.140741
0.5481	0.142393
0.5482	0.144046
0.5483	0.145698
0.5484	0.14735
0.5485	0.149024
0.5486	0.150699
0.5487	0.152351
0.5488	0.154004
0.5489	0.155657
0.549	0.157309
0.5491	0.158984
0.5492	0.160659
0.5493	0.162312
0.5494	0.163966
0.5495	0.165619
0.5496	0.16731
0.5497	0.169002
0.5498	0.170695
0.5499	0.172411
0.55	0.174127
0.5501	0.175788
0.5502	0.177449
0.5503	0.179111
0.5504	0.180773
0.5505	0.182456
0.5506	0.18414
0.5507	0.185802
