#LAM	FLX
1.14200	0.00424700
1.14300	0.00477900
1.14400	0.00534100
1.14500	0.00601700
1.14600	0.00674500
1.14700	0.00761500
1.14800	0.00866700
1.14900	0.00983500
1.15000	0.0111710
1.15100	0.0127100
1.15200	0.0145000
1.15300	0.0166600
1.15400	0.0191550
1.15500	0.0221640
1.15600	0.0255020
1.15700	0.0295500
1.15800	0.0343570
1.15900	0.0398900
1.16000	0.0468070
1.16100	0.0548060
1.16200	0.0644390
1.16300	0.0755480
1.16400	0.0889640
1.16500	0.105183
1.16600	0.123609
1.16700	0.146987
1.16800	0.173135
1.16900	0.203224
1.17000	0.237462
1.17100	0.276787
1.17200	0.319734
1.17300	0.366435
1.17400	0.417762
1.17500	0.465447
1.17600	0.514173
1.17700	0.559979
1.17800	0.600076
1.17900	0.636799
1.18000	0.666848
1.18100	0.691109
1.18200	0.708944
1.18300	0.722728
1.18400	0.732786
1.18500	0.739723
1.18600	0.744896
1.18700	0.748494
1.18800	0.751121
1.18900	0.753238
1.19000	0.755078
1.19100	0.756816
1.19200	0.758425
1.19300	0.759999
1.19400	0.761311
1.19500	0.762495
1.19600	0.763452
1.19700	0.764038
1.19800	0.764274
1.19900	0.764148
1.20000	0.763573
1.20100	0.762756
1.20200	0.761705
1.20300	0.760547
1.20400	0.759321
1.20500	0.757969
1.20600	0.756848
1.20700	0.756233
1.20800	0.755952
1.20900	0.756231
1.21000	0.757100
1.21100	0.758580
1.21200	0.760919
1.21300	0.763710
1.21400	0.767377
1.21500	0.771736
1.21600	0.776529
1.21700	0.782050
1.21800	0.787821
1.21900	0.793910
1.22000	0.799639
1.22100	0.805418
1.22200	0.810882
1.22300	0.815693
1.22400	0.819994
1.22500	0.823461
1.22600	0.826001
1.22700	0.827557
1.22800	0.828080
1.22900	0.827713
1.23000	0.826549
1.23100	0.824381
1.23200	0.821848
1.23300	0.818872
1.23400	0.815579
1.23500	0.812383
1.23600	0.809024
1.23700	0.806044
1.23800	0.803519
1.23900	0.801583
1.24000	0.800265
1.24100	0.799675
1.24200	0.799833
1.24300	0.800813
1.24400	0.802553
1.24500	0.804995
1.24600	0.808098
1.24700	0.811780
1.24800	0.815923
1.24900	0.820478
1.25000	0.825349
1.25100	0.829891
1.25200	0.834517
1.25300	0.838922
1.25400	0.842708
1.25500	0.846216
1.25600	0.848966
1.25700	0.850998
1.25800	0.852231
1.25900	0.852793
1.26000	0.852586
1.26100	0.851815
1.26200	0.850426
1.26300	0.848547
1.26400	0.846389
1.26500	0.844044
1.26600	0.841616
1.26700	0.839340
1.26800	0.837206
1.26900	0.835338
1.27000	0.834041
1.27100	0.833161
1.27200	0.832821
1.27300	0.833124
1.27400	0.834034
1.27500	0.835581
1.27600	0.837655
1.27700	0.840227
1.27800	0.843247
1.27900	0.846685
1.28000	0.850300
1.28100	0.854242
1.28200	0.858121
1.28300	0.861796
1.28400	0.865254
1.28500	0.868431
1.28600	0.871124
1.28700	0.873151
1.28800	0.874686
1.28900	0.875330
1.29000	0.875346
1.29100	0.874507
1.29200	0.873035
1.29300	0.870761
1.29400	0.867888
1.29500	0.864537
1.29600	0.860809
1.29700	0.856785
1.29800	0.852554
1.29900	0.848360
1.30000	0.844031
1.30100	0.840031
1.30200	0.836520
1.30300	0.833327
1.30400	0.830629
1.30500	0.828579
1.30600	0.827121
1.30700	0.826404
1.30800	0.826300
1.30900	0.826896
1.31000	0.828152
1.31100	0.829789
1.31200	0.831888
1.31300	0.834153
1.31400	0.836353
1.31500	0.838137
1.31600	0.839199
1.31700	0.839084
1.31800	0.837357
1.31900	0.833172
1.32000	0.826447
1.32100	0.816498
1.32200	0.802698
1.32300	0.784696
1.32400	0.762214
1.32500	0.735024
1.32600	0.702279
1.32700	0.668572
1.32800	0.630021
1.32900	0.588616
1.33000	0.547722
1.33100	0.503288
1.33200	0.460411
1.33300	0.418878
1.33400	0.380125
1.33500	0.342981
1.33600	0.307876
1.33700	0.276432
1.33800	0.246058
1.33900	0.219729
1.34000	0.196162
1.34100	0.175056
1.34200	0.156041
1.34300	0.139209
1.34400	0.124132
1.34500	0.110234
1.34600	0.0991890
1.34700	0.0887020
1.34800	0.0792010
1.34900	0.0711730
1.35000	0.0638060
1.35100	0.0573960
1.35200	0.0516090
1.35300	0.0467670
1.35400	0.0422750
1.35500	0.0380780
1.35600	0.0344660
1.35700	0.0312500
1.35800	0.0284180
1.35900	0.0259500
1.36000	0.0238240
1.36100	0.0216250
1.36200	0.0196300
1.36300	0.0179540
1.36400	0.0164570
1.36500	0.0151610
1.36600	0.0139030
1.36700	0.0128750
1.36800	0.0118510
1.36900	0.0108870
1.37000	0.0100980
1.37100	0.00930700
1.37200	0.00861100
1.37300	0.00799300
1.37400	0.00743800
1.37500	0.00693700
1.37600	0.00643000
1.37700	0.00600200
1.37800	0.00560500
1.37900	0.00523800
1.38000	0.00490100
1.38100	0.00458400
1.38200	0.00423900
