# Data obtained 1999 July 16  Kirkpatrick, Reid, Burgasser
# lamdbda (A) F_lam (erg/cm2/s/A)
6300.  7.447602E-19
6301.90095047524  -8.494574E-19
6303.80190095048  3.177053E-18
6305.70285142571  2.365839E-18
6307.60380190095  8.441984E-20
6309.50475237619  6.249179E-19
6311.40570285143  5.381627E-19
6313.30665332666  -3.374556E-19
6315.2076038019  -4.043637E-20
6317.10855427714  -4.794295E-20
6319.00950475238  -5.866245E-19
6320.91045522761  -5.632221E-19
6322.81140570285  4.423920E-19
6324.71235617809  1.043790E-19
6326.61330665333  -4.133686E-19
6328.51425712857  -1.315954E-19
6330.4152076038  5.207296E-19
6332.31615807904  5.032431E-19
6334.21710855428  6.103663E-19
6336.11805902951  3.975744E-19
6338.01900950475  4.877345E-19
6339.91995997999  2.149713E-20
6341.82091045523  2.487826E-19
6343.72186093047  -6.000336E-19
6345.6228114057  8.137855E-21
6347.52376188094  3.918549E-19
6349.42471235618  1.662306E-18
6351.32566283142  1.470486E-19
6353.22661330665  -8.411617E-19
6355.12756378189  1.859569E-18
6357.02851425713  9.761162E-19
6358.92946473237  -1.699000E-19
6360.8304152076  4.241308E-19
6362.73136568284  5.164206E-19
6364.63231615808  -2.956999E-19
6366.53326663332  1.131445E-18
6368.43421710855  2.568121E-18
6370.33516758379  9.735110E-19
6372.23611805903  2.214808E-20
6374.13706853427  1.032877E-19
6376.0380190095  6.179181E-20
6377.93896948474  4.108571E-20
6379.83991995998  3.022943E-19
6381.74087043522  3.060137E-19
6383.64182091045  1.063305E-18
6385.54277138569  -2.754888E-19
6387.44372186093  8.353524E-19
6389.34467233617  5.213056E-19
6391.24562281141  2.111485E-19
6393.14657328664  1.417172E-19
6395.04752376188  1.268118E-19
6396.94847423712  7.162145E-20
6398.84942471235  6.273292E-20
6400.75037518759  -2.300165E-19
6402.65132566283  -4.063876E-19
6404.55227613807  9.975746E-21
6406.45322661331  -5.823518E-20
6408.35417708854  -1.181553E-19
6410.25512756378  9.014056E-19
6412.15607803902  1.217462E-19
6414.05702851426  8.548610E-20
6415.95797898949  1.070516E-18
6417.85892946473  9.204035E-21
6419.75987993997  3.273914E-19
6421.66083041521  8.902880E-19
6423.56178089044  4.577900E-19
6425.46273136568  5.909986E-19
6427.36368184092  6.075028E-19
6429.26463231616  6.641232E-20
6431.16558279139  8.698178E-19
6433.06653326663  -1.262980E-19
6434.96748374187  3.158225E-19
6436.86843421711  4.427790E-19
6438.76938469234  1.489282E-18
6440.67033516758  8.253466E-19
6442.57128564282  6.538009E-20
6444.47223611806  3.885814E-19
6446.37318659329  -2.069996E-19
6448.27413706853  1.385899E-19
6450.17508754377  4.144622E-19
6452.07603801901  -7.040987E-19
6453.97698849424  -2.055662E-19
6455.87793896948  3.248640E-19
6457.77888944472  7.856933E-19
6459.67983991996  1.636573E-19
6461.5807903952  -9.614324E-19
6463.48174087043  -6.965346E-20
6465.38269134567  1.412942E-18
6467.28364182091  1.230074E-18
6469.18459229615  3.717340E-19
6471.08554277139  4.363882E-19
6472.98649324662  5.418928E-19
6474.88744372186  4.002198E-19
6476.7883941971  4.630163E-19
6478.68934467234  3.087666E-19
6480.59029514757  -3.709079E-19
6482.49124562281  -7.259999E-20
6484.39219609805  -2.572672E-19
6486.29314657329  -1.946195E-19
6488.19409704852  7.380754E-19
6490.09504752376  1.527491E-19
6491.995997999  1.716804E-19
6493.89694847424  -1.655010E-19
6495.79789894947  -2.456878E-19
6497.69884942471  2.725849E-19
6499.59979989995  -1.903315E-19
6501.50075037519  1.177266E-18
6503.40170085042  5.367831E-19
6505.30265132566  1.074147E-18
6507.2036018009  9.678446E-19
6509.10455227614  3.977190E-19
6511.00550275137  -3.319823E-19
6512.90645322661  -3.519498E-19
6514.80740370185  4.366931E-19
6516.70835417709  8.247009E-20
6518.60930465232  -1.087640E-18
6520.51025512756  -6.807737E-19
6522.4112056028  -4.105843E-19
6524.31215607804  -2.826731E-19
6526.21310655328  -1.436324E-20
6528.11405702851  3.352544E-19
6530.01500750375  1.032133E-19
6531.91595797899  -2.794789E-19
6533.81690845423  -1.089191E-18
6535.71785892946  -8.790842E-19
6537.6188094047  4.611974E-19
6539.51975987994  2.196094E-19
6541.42071035518  2.911487E-19
6543.32166083041  4.422156E-19
6545.22261130565  4.938153E-19
6547.12356178089  9.932941E-19
6549.02451225613  3.675833E-19
6550.92546273136  -5.474784E-19
6552.8264132066  -7.121669E-19
6554.72736368184  1.752977E-19
6556.62831415708  5.496855E-19
6558.52926463231  1.970364E-18
6560.43021510755  5.253497E-18
6562.33116558279  9.954791E-18
6564.23211605803  1.104585E-17
6566.13306653326  7.414267E-18
6568.0340170085  2.454777E-18
6569.93496748374  -6.154573E-19
6571.83591795898  -4.412418E-19
6573.73686843421  -3.614570E-19
6575.63781890945  5.223673E-19
6577.53876938469  1.101079E-18
6579.43971985993  4.396213E-19
6581.34067033516  1.168247E-19
6583.2416208104  4.109161E-19
6585.14257128564  6.599704E-19
6587.04352176088  5.174898E-19
6588.94447223612  -3.023923E-19
6590.84542271135  -6.789864E-19
6592.74637318659  -7.430448E-19
6594.64732366183  4.406891E-19
6596.54827413707  -1.201809E-19
6598.4492246123  -9.482044E-19
6600.35017508754  2.353934E-19
6602.25112556278  7.332028E-20
6604.15207603802  5.956657E-19
6606.05302651326  8.943656E-19
6607.95397698849  6.491845E-19
6609.85492746373  8.330281E-19
6611.75587793897  -1.333881E-19
6613.65682841421  -2.284343E-19
6615.55777888944  -1.443296E-19
6617.45872936468  1.499502E-20
