# Data obtained 1999 July 16  Kirkpatrick, Reid, Burgasser
# lamdbda (A) F_lam (erg/cm2/s/A)
6300.  -1.379391E-19
6301.90095047524  3.665375E-19
6303.80190095048  -3.023089E-19
6305.70285142571  -9.043369E-19
6307.60380190095  -8.940193E-20
6309.50475237619  -1.110813E-19
6311.40570285143  -8.577776E-19
6313.30665332666  4.245665E-19
6315.2076038019  9.028194E-20
6317.10855427714  7.996339E-20
6319.00950475238  2.153464E-20
6320.91045522761  -6.581770E-20
6322.81140570285  3.166842E-19
6324.71235617809  -2.115130E-19
6326.61330665333  6.215168E-20
6328.51425712857  1.403967E-19
6330.4152076038  3.790595E-19
6332.31615807904  -2.719566E-19
6334.21710855428  -1.411670E-19
6336.11805902951  9.427444E-20
6338.01900950475  -4.346521E-19
6339.91995997999  -2.484220E-19
6341.82091045523  5.990379E-19
6343.72186093047  7.569579E-18
6345.6228114057  4.577717E-18
6347.52376188094  3.523555E-19
6349.42471235618  3.820543E-20
6351.32566283142  -3.025521E-19
6353.22661330665  -7.332870E-20
6355.12756378189  7.911939E-20
6357.02851425713  5.278171E-19
6358.92946473237  2.154130E-19
6360.8304152076  2.516973E-19
6362.73136568284  -1.121092E-18
6364.63231615808  -2.790281E-19
6366.53326663332  1.629654E-18
6368.43421710855  1.825028E-19
6370.33516758379  -6.742695E-19
6372.23611805903  -1.906941E-19
6374.13706853427  9.349959E-20
6376.0380190095  -1.508002E-19
6377.93896948474  -1.747248E-19
6379.83991995998  -2.270980E-20
6381.74087043522  -6.633052E-19
6383.64182091045  -2.183368E-19
6385.54277138569  4.767782E-19
6387.44372186093  9.555510E-19
6389.34467233617  -1.707102E-19
6391.24562281141  -2.688078E-20
6393.14657328664  1.138600E-19
6395.04752376188  1.433683E-19
6396.94847423712  5.925406E-19
6398.84942471235  4.675376E-19
6400.75037518759  4.455193E-19
6402.65132566283  -2.988304E-19
6404.55227613807  6.863738E-21
6406.45322661331  4.465211E-19
6408.35417708854  -1.565150E-19
6410.25512756378  -3.619316E-19
6412.15607803902  6.003664E-20
