# Data obtained 2000 March 5  Burgasser, Kirkpatrick
# lamdbda (A) F_lam (erg/cm2/s/A)
6534.72162938113  5.138197E-19
6536.58592844005  1.394467E-19
6538.45022749896  1.974600E-19
6540.31452655788  -2.008008E-19
6542.17882561679  -3.474311E-19
6544.0431246757  -1.154693E-19
6545.90742373462  -2.821817E-19
6547.77172279353  -6.333703E-19
6549.63602185245  3.120231E-19
6551.50032091136  6.433926E-19
6553.36461997027  3.625831E-19
6555.22891902919  3.249525E-19
6557.0932180881  -3.636529E-19
;6558.95751714702  2.204423E-18
;6560.82181620593  1.270750E-17
;6562.68611526484  4.225235E-18
6564.55041432376  -7.407271E-19
6566.41471338267  3.682616E-19
6568.27901244159  8.499639E-20
6570.1433115005  2.944949E-19
6572.00761055942  5.059501E-20
6573.87190961833  -4.675241E-19
6575.73620867724  2.731081E-19
6577.60050773616  3.255982E-19
6579.46480679507  -2.735132E-19
6581.32910585399  -3.185224E-19
6583.1934049129  -2.417969E-19
6585.05770397182  1.394026E-19
6586.92200303073  6.814491E-19
6588.78630208964  -6.409183E-20
6590.65060114856  -2.745488E-19
6592.51490020747  -1.210494E-19
6594.37919926639  5.903703E-20
6596.2434983253  -1.162663E-19
6598.10779738421  -6.498447E-19
6599.97209644313  -4.027342E-20
6601.83639550204  2.645156E-20
6603.70069456096  3.811629E-21
6605.56499361987  2.380263E-19
6607.42929267879  3.329401E-19
6609.2935917377  -3.384303E-20
6611.15789079662  -3.534743E-19
6613.02218985553  -1.219766E-19
6614.88648891444  7.810583E-20
6616.75078797336  2.263691E-19
6618.61508703227  1.600756E-19
6620.47938609119  8.222152E-20
6622.3436851501  2.050634E-19
6624.20798420901  1.357997E-19
6626.07228326793  1.302537E-19
6627.93658232684  2.976770E-20
6629.80088138576  3.931913E-19
6631.66518044467  3.748054E-19
6633.52947950358  2.854127E-19
6635.3937785625  -1.078975E-20
6637.25807762141  -1.260852E-19
6639.12237668033  2.172802E-19
6640.98667573924  3.775847E-20
6642.85097479816  2.315707E-19
6644.71527385707  1.537210E-20
6646.57957291598  5.666213E-21
6648.4438719749  5.879035E-20
6650.30817103381  1.808447E-19
6652.17247009273  5.136869E-21
6654.03676915164  -4.353128E-21
6655.90106821055  3.874421E-19
6657.76536726947  4.739920E-19
6659.62966632838  2.894544E-20
6661.4939653873  -2.847733E-19
6663.35826444621  3.738818E-21
6665.22256350513  -5.903010E-20
6667.08686256404  -4.632005E-21
6668.95116162295  -1.740486E-19
6670.81546068187  1.191878E-19
6672.67975974078  6.488742E-20
6674.5440587997  -1.855922E-19
6676.40835785861  8.595725E-20
6678.27265691753  -9.382364E-20
6680.13695597644  -9.846184E-20
6682.00125503536  4.790500E-21
6683.86555409427  1.061802E-20
6685.72985315318  9.888878E-20
6687.5941522121  9.860971E-20
6689.45845127101  7.929754E-21
6691.32275032993  2.151351E-19
6693.18704938884  -3.298236E-20
6695.05134844775  1.013155E-19
6696.91564750667  8.764644E-21
6698.77994656558  -6.273099E-20
6700.6442456245  1.716224E-20
6702.50854468341  8.017665E-20
6704.37284374233  1.939863E-19
6706.23714280124  6.381474E-20
6708.10144186015  2.249761E-19
6709.96574091907  6.480220E-19
6711.83003997798  2.890693E-19
6713.6943390369  1.378074E-19
6715.55863809581  3.404025E-19
6717.42293715472  -2.279870E-19
6719.28723621364  1.382166E-19
6721.15153527255  4.062780E-19
6723.01583433147  3.124331E-19
6724.88013339038  2.245375E-19
6726.74443244929  4.013546E-19
6728.60873150821  1.992696E-19
6730.47303056712  5.583246E-19
6732.33732962604  5.376173E-19
6734.20162868495  2.329861E-19
6736.06592774387  -2.870813E-19
6737.93022680278  2.630293E-19
6739.79452586169  4.122215E-19
6741.65882492061  -7.917505E-20
6743.52312397952  3.524160E-19
6745.38742303844  5.146274E-19
6747.25172209735  1.878589E-19
6749.11602115626  4.023241E-19
6750.98032021518  3.287783E-19
6752.84461927409  3.547354E-19
6754.70891833301  1.754106E-19
6756.57321739192  5.339658E-19
6758.43751645084  4.894952E-19
6760.30181550975  2.209618E-19
6762.16611456866  -1.075249E-19
6764.03041362758  -3.734717E-20
6765.89471268649  -1.284944E-19
6767.75901174541  2.128418E-20
6769.62331080432  5.274810E-19
6771.48760986323  1.940804E-19
6773.35190892215  6.506578E-19
6775.21620798106  6.933711E-19
6777.08050703998  1.410527E-19
6778.94480609889  4.456723E-19
6780.80910515781  3.186540E-19
6782.67340421672  3.558821E-19
6784.53770327564  2.648094E-19
6786.40200233455  -6.429878E-20
6788.26630139346  1.163773E-19
6790.13060045238  3.316007E-19
6791.99489951129  -3.987086E-19
6793.85919857021  -5.597469E-19
6795.72349762912  -2.603203E-19
6797.58779668804  -2.976513E-20
6799.45209574695  8.099162E-20
6801.31639480586  -8.021098E-20
6803.18069386478  2.521162E-19
6805.04499292369  5.255696E-19
6806.9092919826  2.078750E-19
6808.77359104152  2.762918E-19
6810.63789010043  4.899719E-19
6812.50218915935  4.465545E-19
6814.36648821826  3.269431E-19
6816.23078727718  1.758931E-19
6818.09508633609  2.998514E-20
6819.95938539501  2.901753E-19
;6821.82368445392  4.648512E-18
;6823.68798351283  3.083469E-18
6825.55228257175  6.188298E-19
6827.41658163066  6.046783E-20
6829.28088068958  -3.673241E-19
6831.14517974849  1.656261E-19
6833.0094788074  8.263447E-19
6834.87377786632  7.426880E-19
6836.73807692523  5.320917E-19
6838.60237598415  1.340537E-19
6840.46667504306  -5.046248E-21
6842.33097410197  -1.833725E-19
6844.19527316089  2.992726E-19
6846.0595722198  -1.919662E-19
6847.92387127872  1.455363E-19
6849.78817033763  6.365965E-19
6851.65246939655  6.611945E-19
6853.51676845546  9.695362E-19
6855.38106751438  1.833592E-19
6857.24536657329  1.300477E-19
6859.1096656322  3.953593E-19
6860.97396469112  4.300395E-19
6862.83826375003  8.562961E-19
6864.70256280895  1.014830E-18
6866.56686186786  5.367582E-19
6868.43116092677  -7.894075E-20
6870.29545998569  3.402150E-20
6872.1597590446  4.641244E-19
6874.02405810352  7.794001E-19
6875.88835716243  4.130614E-19
6877.75265622135  3.216720E-19
6879.61695528026  4.449909E-20
6881.48125433917  1.840240E-19
6883.34555339809  4.483118E-19
6885.209852457  8.040527E-19
6887.07415151592  8.795695E-19
6888.93845057483  3.553187E-19
6890.80274963374  2.294532E-19
6892.66704869266  2.788439E-19
6894.53134775157  5.022495E-19
6896.39564681049  8.486889E-19
6898.2599458694  6.146748E-19
6900.12424492832  -1.738137E-19
6901.98854398723  -4.856923E-20
6903.85284304614  1.327692E-19
6905.71714210506  -3.774081E-20
6907.58144116397  1.318018E-19
6909.44574022289  4.960615E-19
6911.3100392818  4.125650E-19
6913.17433834072  5.620695E-19
6915.03863739963  3.811482E-19
6916.90293645855  3.851097E-19
6918.76723551746  2.012099E-19
6920.63153457637  1.256648E-19
6922.49583363529  3.750435E-19
6924.3601326942  -6.858786E-20
6926.22443175311  8.251918E-20
6928.08873081203  4.459560E-19
6929.95302987094  2.806019E-19
6931.81732892986  2.199954E-19
6933.68162798877  1.560670E-19
6935.54592704769  -7.243155E-20
6937.4102261066  1.131641E-19
6939.27452516551  7.123546E-20
6941.13882422443  4.847815E-20
6943.00312328334  9.890939E-20
6944.86742234226  1.042335E-19
6946.73172140117  -4.897637E-20
6948.59602046009  4.406688E-19
6950.460319519  2.132976E-19
6952.32461857791  8.267513E-19
6954.18891763683  5.207580E-19
6956.05321669574  -8.514291E-20
6957.91751575466  6.708669E-20
6959.78181481357  2.724781E-19
6961.64611387248  -5.212513E-20
6963.5104129314  -1.986102E-19
6965.37471199031  2.464566E-19
6967.23901104923  6.562634E-20
6969.10331010814  1.230003E-19
6970.96760916705  3.952093E-19
6972.83190822597  6.169201E-19
6974.69620728488  7.969024E-19
6976.5605063438  5.076331E-19
6978.42480540271  1.447326E-19
6980.28910446162  2.734683E-19
6982.15340352054  4.309781E-19
6984.01770257945  7.218042E-19
6985.88200163837  2.909651E-19
6987.74630069728  -1.024295E-20
6989.6105997562  4.663473E-20
6991.47489881511  1.144711E-19
6993.33919787402  -4.873812E-20
6995.20349693294  -8.727018E-20
6997.06779599186  4.844926E-19
6998.93209505077  5.501429E-19
7000.79639410968  1.690738E-20
7002.6606931686  7.785761E-19
7004.52499222751  4.369398E-19
7006.38929128643  -1.747455E-19
7008.25359034534  -1.754570E-20
7010.11788940425  -3.087292E-19
7011.98218846317  9.076160E-20
7013.84648752208  4.614560E-20
7015.710786581  -1.022857E-20
7017.57508563991  1.178518E-19
7019.43938469882  3.381751E-19
7021.30368375774  1.043498E-19
7023.16798281665  3.429196E-19
7025.03228187557  1.685019E-19
7026.89658093448  3.460396E-19
7028.7608799934  3.575617E-19
7030.62517905231  4.849432E-20
7032.48947811122  4.789830E-20
7034.35377717014  1.103640E-19
7036.21807622905  1.018485E-19
7038.08237528797  2.130634E-20
7039.94667434688  2.579205E-19
7041.81097340579  3.518809E-19
7043.67527246471  -3.501224E-20
7045.53957152362  -4.679663E-19
7047.40387058254  1.776179E-19
7049.26816964145  3.859355E-19
7051.13246870037  -8.511193E-21
7052.99676775928  9.481753E-20
7054.86106681819  3.093317E-19
7056.72536587711  3.156096E-19
7058.58966493602  3.385169E-19
7060.45396399494  3.916896E-19
7062.31826305385  4.045483E-19
7064.18256211277  2.362504E-19
7066.04686117168  1.376229E-19
7067.91116023059  6.236664E-19
7069.77545928951  1.568543E-19
7071.63975834842  -4.069334E-19
7073.50405740734  -1.799496E-20
7075.36835646625  -4.033866E-20
7077.23265552516  -6.435042E-20
7079.09695458408  1.089869E-19
7080.96125364299  2.164827E-19
7082.82555270191  -3.449489E-20
7084.68985176082  -2.839518E-19
7086.55415081974  2.060657E-19
7088.41844987865  6.603992E-19
7090.28274893756  3.105466E-19
7092.14704799648  -3.527815E-20
7094.01134705539  5.392404E-19
7095.87564611431  1.934723E-19
7097.73994517322  4.193348E-20
7099.60424423213  2.616467E-19
7101.46854329105  8.259364E-19
7103.33284234996  6.760644E-19
7105.19714140888  3.041121E-19
7107.06144046779  3.624741E-19
7108.92573952671  1.416103E-19
7110.79003858562  1.870453E-19
7112.65433764453  4.164838E-19
7114.51863670345  3.744642E-19
7116.38293576236  4.053446E-19
7118.24723482128  2.905553E-19
7120.11153388019  1.679208E-19
7121.97583293911  2.582856E-19
7123.84013199802  4.888538E-19
7125.70443105693  1.698821E-19
7127.56873011585  3.825066E-19
7129.43302917476  4.769793E-19
7131.29732823368  2.880898E-19
7133.16162729259  1.684696E-19
7135.0259263515  3.161676E-19
7136.89022541042  -2.242977E-19
7138.75452446933  -1.985536E-19
7140.61882352825  3.545863E-20
7142.48312258716  2.257378E-19
7144.34742164608  -2.383017E-19
7146.21172070499  4.843073E-19
7148.0760197639  3.093485E-19
7149.94031882282  2.828712E-19
7151.80461788173  4.956961E-19
7153.66891694065  5.775982E-19
7155.53321599956  4.598884E-19
7157.39751505847  5.777220E-19
7159.26181411739  9.739214E-20
7161.1261131763  2.627827E-19
7162.99041223522  5.436711E-19
7164.85471129413  1.961824E-19
7166.71901035305  8.201715E-20
7168.58330941196  4.569659E-19
7170.44760847088  -3.877444E-20
7172.31190752979  -1.531896E-19
7174.1762065887  5.635218E-19
7176.04050564762  6.322739E-19
7177.90480470653  3.264678E-19
7179.76910376545  4.841798E-20
7181.63340282436  -4.786496E-19
;7183.49770188327  6.029984E-18
;7185.36200094219  1.362298E-17
;7187.2263000011  1.853584E-18
7189.09059906002  1.190210E-19
7190.95489811893  6.654342E-20
7192.81919717784  -3.113408E-19
7194.68349623676  -4.286680E-20
7196.54779529567  1.903423E-19
7198.41209435459  2.888596E-19
7200.2763934135  1.577196E-19
7202.14069247241  1.452818E-20
7204.00499153133  2.887909E-20
7205.86929059024  1.637120E-19
7207.73358964916  4.299863E-19
7209.59788870807  6.031315E-19
7211.46218776699  4.606983E-19
7213.3264868259  1.112368E-19
7215.19078588482  6.306832E-21
7217.05508494373  1.695282E-19
7218.91938400264  5.156261E-19
7220.78368306156  5.136939E-19
7222.64798212047  5.956736E-19
7224.51228117939  7.364368E-19
7226.3765802383  3.452842E-19
7228.24087929722  1.928292E-19
7230.10517835613  6.670452E-20
7231.96947741504  -1.541338E-19
7233.83377647396  4.612821E-19
7235.69807553287  4.648509E-19
7237.56237459179  -1.215600E-19
7239.4266736507  3.064231E-20
7241.29097270962  3.999183E-19
7243.15527176853  1.267657E-19
7245.01957082744  5.198332E-19
7246.88386988636  5.580618E-19
7248.74816894527  4.907349E-19
7250.61246800419  9.650659E-19
7252.4767670631  5.591330E-19
7254.34106612201  1.987247E-19
7256.20536518093  1.308705E-19
7258.06966423984  -2.503075E-19
7259.93396329876  -6.521035E-20
7261.79826235767  4.479248E-21
7263.66256141658  7.283366E-20
7265.5268604755  1.261957E-19
7267.39115953441  2.485940E-19
7269.25545859333  3.323571E-19
7271.11975765224  5.600701E-19
7272.98405671116  1.122323E-19
7274.84835577007  7.067163E-19
7276.71265482898  1.227210E-18
7278.5769538879  3.956620E-19
7280.44125294681  7.120943E-20
7282.30555200573  1.319475E-19
7284.16985106464  -3.495373E-19
7286.03415012355  -6.969715E-19
7287.89844918247  1.601190E-19
7289.76274824138  -1.894310E-20
7291.6270473003  3.755230E-19
7293.49134635921  2.382629E-19
7295.35564541813  -9.389732E-20
7297.21994447704  7.367953E-20
7299.08424353595  4.844306E-19
7300.94854259487  6.925252E-19
7302.81284165378  5.740675E-19
7304.6771407127  1.972315E-19
7306.54143977161  3.964418E-21
7308.40573883052  -6.299416E-20
7310.27003788944  7.284294E-19
7312.13433694835  7.024393E-19
7313.99863600727  1.223610E-18
7315.86293506618  1.018542E-18
7317.7272341251  5.947184E-19
7319.59153318401  1.134425E-18
7321.45583224292  6.517313E-19
7323.32013130184  4.601352E-19
7325.18443036075  4.515052E-19
7327.04872941967  1.020849E-18
7328.91302847858  4.545002E-19
7330.7773275375  4.149581E-19
7332.64162659641  2.923172E-19
7334.50592565532  2.342631E-19
7336.37022471424  1.112010E-19
7338.23452377315  7.448333E-19
7340.09882283207  4.034668E-19
7341.96312189098  -8.386535E-19
7343.82742094989  9.090404E-20
7345.69172000881  1.299079E-19
7347.55601906772  2.470084E-19
7349.42031812664  6.881449E-19
7351.28461718555  2.142663E-19
7353.14891624447  -1.256463E-19
7355.01321530338  3.982650E-19
7356.8775143623  6.660792E-19
7358.74181342121  3.113601E-19
7360.60611248012  4.158601E-20
7362.47041153904  2.701847E-20
7364.33471059795  2.106221E-19
7366.19900965686  -3.831618E-19
7368.06330871578  3.716990E-19
7369.92760777469  -3.805308E-19
7371.79190683361  8.924377E-20
7373.65620589252  1.160016E-19
7375.52050495144  5.416648E-19
7377.38480401035  6.894777E-22
7379.24910306927  5.946136E-19
7381.11340212818  6.406369E-19
7382.97770118709  -2.201180E-19
7384.84200024601  4.312448E-20
7386.70629930492  -2.627183E-19
7388.57059836384  1.823987E-19
7390.43489742275  4.725733E-19
7392.29919648166  5.776429E-19
7394.16349554058  1.680918E-19
7396.02779459949  2.073272E-19
7397.89209365841  4.737934E-19
7399.75639271732  7.582009E-19
7401.62069177624  3.737138E-19
7403.48499083515  7.382522E-22
7405.34928989406  2.235995E-19
7407.21358895298  3.885954E-20
7409.07788801189  2.737894E-19
7410.94218707081  2.831806E-19
7412.80648612972  1.036097E-19
7414.67078518864  9.660780E-20
7416.53508424755  3.076601E-19
7418.39938330646  4.975676E-19
7420.26368236538  5.282537E-19
7422.12798142429  3.102456E-19
7423.99228048321  -6.768323E-20
7425.85657954212  -1.288332E-19
7427.72087860103  1.748425E-19
7429.58517765995  6.832164E-19
7431.44947671886  1.034083E-19
7433.31377577778  6.996357E-19
7435.17807483669  1.890182E-18
7437.04237389561  7.730237E-19
7438.90667295452  8.170288E-20
7440.77097201343  5.765467E-19
7442.63527107235  5.654059E-19
7444.49957013126  5.088961E-19
7446.36386919018  2.110952E-19
7448.22816824909  2.016126E-19
7450.09246730801  2.230822E-19
7451.95676636692  -1.769675E-20
7453.82106542583  -4.729229E-20
7455.68536448475  2.841712E-19
7457.54966354366  1.532782E-19
7459.41396260258  -1.054705E-19
7461.27826166149  4.939173E-19
7463.1425607204  3.507861E-19
7465.00685977932  5.240208E-20
7466.87115883823  -4.256697E-19
7468.73545789715  -1.439773E-19
7470.59975695606  6.136449E-19
7472.46405601498  1.677444E-19
7474.32835507389  1.664409E-19
7476.1926541328  1.833871E-19
7478.05695319172  2.399104E-19
7479.92125225063  5.105564E-19
7481.78555130955  5.201036E-20
7483.64985036846  4.301926E-19
7485.51414942737  2.708245E-19
7487.37844848629  -2.478034E-19
7489.2427475452  -8.054891E-20
7491.10704660412  -6.418204E-21
7492.97134566303  -4.927068E-19
7494.83564472195  2.407901E-19
7496.69994378086  2.761896E-19
7498.56424283977  1.553519E-19
7500.42854189869  -1.301375E-19
7502.2928409576  3.384905E-20
7504.15714001652  7.154700E-19
7506.02143907543  6.288628E-19
7507.88573813434  1.391441E-20
7509.75003719326  1.744786E-19
7511.61433625217  -3.001569E-19
7513.47863531109  -8.579429E-20
7515.34293437  4.441513E-19
7517.20723342891  2.491453E-19
7519.07153248783  1.165538E-19
7520.93583154674  1.320653E-19
7522.80013060566  4.392952E-20
7524.66442966457  -2.895855E-19
7526.52872872349  2.018827E-19
7528.3930277824  -6.833713E-20
7530.25732684131  -5.027046E-19
7532.12162590023  6.679235E-20
7533.98592495914  1.774700E-19
7535.85022401806  -2.644980E-19
7537.71452307697  -2.154655E-19
7539.57882213589  1.980555E-19
7541.4431211948  1.946121E-19
7543.30742025372  2.700738E-19
7545.17171931263  3.399046E-19
7547.03601837154  4.592435E-19
7548.90031743046  2.603148E-19
7550.76461648937  4.182409E-20
7552.62891554829  9.703258E-20
7554.4932146072  4.509269E-19
7556.35751366611  5.419385E-19
7558.22181272503  1.610048E-19
7560.08611178394  2.201498E-19
7561.95041084286  2.987375E-19
7563.81470990177  3.828837E-19
7565.67900896069  3.035078E-19
7567.5433080196  3.210565E-19
7569.40760707851  2.622175E-19
7571.27190613743  2.393121E-19
7573.13620519634  3.464951E-19
7575.00050425526  -6.843528E-19
;7576.86480331417  1.395700E-18
;7578.72910237308  3.058314E-17
;7580.593401432  2.504000E-17
7582.45770049091  -4.758275E-21
7584.32199954983  -2.959873E-19
7586.18629860874  1.872152E-19
7588.05059766766  -1.069951E-19
7589.91489672657  -1.520380E-19
7591.77919578548  3.867705E-20
7593.6434948444  3.274567E-19
7595.50779390331  -5.953592E-19
7597.37209296223  1.513788E-19
7599.23639202114  3.406203E-20
7601.10069108005  2.090466E-19
7602.96499013897  1.169215E-18
7604.82928919788  8.582426E-19
7606.6935882568  1.309647E-18
7608.55788731571  2.708767E-19
7610.42218637463  5.579081E-19
7612.28648543354  8.906243E-20
7614.15078449245  -5.056819E-19
7616.01508355137  -3.620629E-19
7617.87938261028  -1.654954E-19
7619.7436816692  -4.302476E-19
7621.60798072811  -4.551276E-19
7623.47227978703  -5.802174E-19
7625.33657884594  -5.978501E-19
7627.20087790485  2.523314E-20
7629.06517696377  1.509023E-19
7630.92947602268  8.692255E-19
7632.7937750816  5.976596E-19
7634.65807414051  3.458365E-19
7636.52237319942  6.309756E-19
7638.38667225834  8.070763E-19
7640.25097131725  4.198081E-19
7642.11527037617  -4.736011E-20
7643.97956943508  -2.478845E-20
7645.843868494  7.956279E-20
7647.70816755291  -1.810995E-19
7649.57246661182  3.808822E-19
7651.43676567074  5.537110E-19
7653.30106472965  3.836817E-19
7655.16536378857  -1.047331E-19
7657.02966284748  1.685753E-19
7658.8939619064  5.420449E-19
7660.75826096531  8.328966E-19
7662.62256002422  1.188492E-18
7664.48685908314  4.567899E-19
7666.35115814205  -8.674112E-20
7668.21545720097  4.104953E-19
7670.07975625988  3.398042E-19
7671.94405531879  -2.487804E-19
7673.80835437771  7.644958E-22
7675.67265343662  3.228274E-19
7677.53695249554  3.291094E-20
7679.40125155445  -1.068520E-20
7681.26555061337  2.773326E-20
7683.12984967228  2.137333E-19
7684.9941487312  1.947802E-19
7686.85844779011  6.982142E-19
7688.72274684902  3.745478E-19
7690.58704590794  2.177018E-19
7692.45134496685  3.783709E-19
7694.31564402577  -1.909078E-19
7696.17994308468  3.845562E-20
7698.04424214359  2.096101E-19
7699.90854120251  1.837329E-19
7701.77284026142  -1.662847E-19
7703.63713932034  -8.150107E-20
7705.50143837925  2.714631E-19
7707.36573743817  -3.200556E-21
7709.23003649708  -1.516564E-19
7711.09433555599  -4.416478E-19
7712.95863461491  -1.611553E-18
7714.82293367382  -1.600872E-18
7716.68723273274  -5.400383E-20
7718.55153179165  8.529917E-19
7720.41583085056  9.653985E-19
7722.28012990948  1.769379E-18
7724.14442896839  1.271308E-18
7726.00872802731  -3.239204E-19
7727.87302708622  -4.700709E-19
7729.73732614513  -3.079324E-19
7731.60162520405  -5.130225E-19
7733.46592426296  -7.009869E-19
7735.33022332188  1.114062E-19
7737.19452238079  -1.263243E-19
7739.05882143971  8.343866E-20
7740.92312049862  3.083635E-19
7742.78741955753  6.702884E-19
7744.65171861645  6.269777E-19
7746.51601767536  1.265221E-18
7748.38031673428  1.513181E-18
7750.24461579319  -2.788312E-19
7752.1089148521  2.808570E-19
7753.97321391102  1.366305E-18
7755.83751296993  7.112227E-19
7757.70181202885  1.413499E-18
7759.56611108776  9.577943E-19
7761.43041014668  -2.028693E-19
7763.29470920559  1.073667E-19
7765.1590082645  1.872441E-19
7767.02330732342  -1.480296E-19
7768.88760638233  -3.088630E-19
7770.75190544125  -7.619063E-19
7772.61620450016  -4.618896E-19
7774.48050355907  -6.933459E-20
7776.34480261799  9.134461E-20
7778.2091016769  8.766615E-19
7780.07340073582  6.501269E-19
7781.93769979473  4.329860E-19
7783.80199885365  8.423335E-19
7785.66629791256  7.534163E-19
7787.53059697148  3.584378E-19
7789.39489603039  -5.156289E-19
7791.2591950893  -2.472545E-19
7793.12349414822  -6.569052E-19
7794.98779320713  3.634333E-19
7796.85209226605  5.925288E-19
7798.71639132496  9.434913E-21
7800.58069038387  4.508044E-19
7802.44498944279  9.810219E-19
7804.3092885017  1.011886E-18
7806.17358756062  5.457055E-19
7808.03788661953  5.434564E-19
7809.90218567844  4.069961E-19
7811.76648473736  6.425010E-19
7813.63078379627  9.958329E-19
7815.49508285519  9.255973E-19
7817.3593819141  2.611173E-19
7819.22368097302  7.195112E-19
7821.08798003193  4.284529E-20
7822.95227909084  -1.155612E-18
7824.81657814976  -1.223530E-18
7826.68087720867  3.642578E-19
7828.54517626759  4.996248E-19
7830.4094753265  3.779961E-19
7832.27377438542  8.567994E-19
7834.13807344433  1.134749E-18
7836.00237250324  6.342085E-19
7837.86667156216  1.467796E-18
7839.73097062107  1.863306E-18
7841.59526967999  1.079749E-18
7843.4595687389  1.374852E-18
7845.32386779781  2.693865E-18
7847.18816685673  1.927519E-18
7849.05246591564  1.316244E-18
7850.91676497456  1.579489E-18
7852.78106403347  2.792191E-18
7854.64536309239  3.449673E-18
7856.5096621513  2.235770E-18
7858.37396121022  1.540277E-18
7860.23826026913  6.778716E-19
7862.10255932804  4.485399E-19
7863.96685838696  5.296035E-19
7865.83115744587  -5.913711E-19
7867.69545650479  3.163927E-20
7869.5597555637  8.758789E-19
7871.42405462261  -3.538061E-19
7873.28835368153  -5.887235E-19
7875.15265274044  7.084181E-19
7877.01695179936  5.732630E-19
7878.88125085827  -4.824362E-19
7880.74554991719  -7.157953E-19
7882.6098489761  -1.629474E-19
