# Data obtained 2000 March 5  Burgasser, Kirkpatrick
# lamdbda (A) F_lam (erg/cm2/s/A)
7884.47414803501  -4.423561E-19
7886.33844709393  -1.696937E-18
7888.20274615284  -3.005123E-19
7890.06704521176  -2.687432E-19
7891.93134427067  -2.490248E-19
7893.79564332958  -1.003392E-19
7895.6599423885  1.215757E-19
7897.52424144741  -7.268042E-20
7899.38854050633  -6.680049E-19
7901.25283956524  -2.707502E-19
7903.11713862415  3.117757E-19
7904.98143768307  -2.374018E-19
7906.84573674198  -5.221880E-19
7908.7100358009  -1.338836E-18
7910.57433485981  -3.896114E-18
7912.43863391873  -3.810939E-18
7914.30293297764  -5.525295E-18
7916.16723203655  -5.254336E-18
7918.03153109547  -2.047567E-18
7919.89583015438  -8.775116E-19
7921.7601292133  -7.869226E-19
7923.62442827221  1.789193E-19
7925.48872733113  4.545655E-19
7927.35302639004  -5.823183E-20
7929.21732544895  9.387595E-21
7931.08162450787  -1.756508E-19
7932.94592356678  -2.332702E-19
7934.8102226257  4.851775E-19
7936.67452168461  1.040328E-18
7938.53882074352  1.026863E-18
7940.40311980244  9.876909E-19
7942.26741886135  1.229985E-18
7944.13171792027  1.361057E-18
7945.99601697918  1.399971E-18
7947.8603160381  2.070595E-18
7949.72461509701  2.913630E-18
7951.58891415593  2.028100E-18
7953.45321321484  1.286686E-18
7955.31751227375  1.565224E-18
7957.18181133267  1.341980E-18
7959.04611039158  2.357434E-18
7960.9104094505  2.363919E-18
7962.77470850941  6.958475E-19
7964.63900756832  1.689946E-19
7966.50330662724  1.511534E-18
7968.36760568615  3.032088E-18
7970.23190474507  2.325178E-18
7972.09620380398  1.926191E-18
7973.96050286289  1.480765E-18
7975.82480192181  1.579950E-18
7977.68910098072  2.050574E-18
7979.55340003964  1.325034E-18
7981.41769909855  6.865195E-19
7983.28199815747  5.398184E-19
7985.14629721638  1.637867E-18
7987.01059627529  3.286576E-18
7988.87489533421  3.265078E-18
7990.73919439312  2.285135E-18
7992.60349345204  -2.405387E-19
7994.46779251095  -3.479409E-18
7996.33209156986  -2.199288E-18
7998.19639062878  -3.982782E-20
8000.06068968769  1.238041E-18
8001.92498874661  2.241616E-18
8003.78928780552  1.967137E-18
8005.65358686444  2.075303E-18
8007.51788592335  1.924787E-18
8009.38218498226  1.354753E-18
8011.24648404118  2.017893E-18
8013.11078310009  2.770919E-18
8014.97508215901  2.246171E-18
8016.83938121792  1.638924E-18
8018.70368027683  1.001577E-18
8020.56797933575  2.504204E-19
8022.43227839466  4.754976E-19
8024.29657745358  9.532711E-19
8026.16087651249  1.422586E-18
8028.02517557141  1.345408E-18
8029.88947463032  1.632243E-18
8031.75377368924  1.589058E-18
8033.61807274815  1.386171E-18
8035.48237180706  1.676343E-18
8037.34667086598  2.096684E-18
8039.21096992489  1.904839E-18
8041.07526898381  2.376281E-18
8042.93956804272  2.407059E-18
8044.80386710164  2.295706E-18
8046.66816616055  1.124836E-18
8048.53246521946  9.160560E-19
8050.39676427838  1.315588E-18
8052.26106333729  1.416541E-18
8054.1253623962  1.002159E-18
8055.98966145512  7.734843E-19
8057.85396051403  1.002452E-18
8059.71825957295  1.750539E-18
8061.58255863186  2.318977E-18
8063.44685769078  2.209469E-18
8065.31115674969  2.583230E-18
8067.1754558086  1.715592E-18
8069.03975486752  1.666927E-18
8070.90405392643  2.166957E-18
8072.76835298535  1.523817E-18
8074.63265204426  1.155724E-18
8076.49695110318  1.563502E-18
8078.36125016209  1.790381E-18
8080.225549221  1.532199E-18
8082.08984827992  1.564885E-18
8083.95414733883  1.353584E-18
8085.81844639775  1.268481E-18
8087.68274545666  1.702565E-18
8089.54704451558  2.037123E-18
8091.41134357449  1.506657E-18
8093.2756426334  8.356819E-19
8095.13994169232  1.524236E-18
8097.00424075123  2.317342E-18
8098.86853981015  2.598875E-18
8100.73283886906  3.009145E-18
8102.59713792798  3.883091E-18
8104.46143698689  2.719808E-18
8106.3257360458  2.810273E-18
8108.19003510472  2.675063E-18
8110.05433416363  2.263080E-18
8111.91863322255  1.840451E-18
8113.78293228146  2.026552E-18
8115.64723134037  1.603207E-18
8117.51153039929  1.679556E-18
8119.3758294582  1.562915E-18
8121.24012851712  2.061717E-18
8123.10442757603  3.346197E-18
8124.96872663495  2.835262E-18
8126.83302569386  3.007669E-18
8128.69732475277  3.347934E-18
8130.56162381169  3.093574E-18
8132.4259228706  2.761222E-18
8134.29022192952  3.033348E-18
8136.15452098843  2.893551E-18
8138.01882004734  2.200112E-18
8139.88311910626  2.615679E-18
8141.74741816517  2.803923E-18
8143.61171722409  2.225996E-18
8145.476016283  1.842348E-18
8147.34031534191  2.147487E-18
8149.20461440083  3.087920E-18
8151.06891345974  2.991075E-18
8152.93321251866  2.582753E-18
8154.79751157757  3.238371E-18
8156.66181063649  3.058973E-18
8158.5261096954  3.003552E-18
8160.39040875431  3.232958E-18
8162.25470781323  3.095650E-18
8164.11900687214  2.111024E-18
8165.98330593106  1.917044E-18
8167.84760498997  2.508181E-18
8169.71190404889  2.676318E-18
8171.5762031078  2.514614E-18
8173.44050216671  1.391273E-18
8175.30480122563  2.550236E-18
8177.16910028454  3.350862E-18
8179.03339934346  2.696210E-18
8180.89769840237  2.150963E-18
8182.76199746128  2.713998E-18
8184.6262965202  2.347530E-18
8186.49059557911  1.853073E-18
8188.35489463803  1.973690E-18
8190.21919369694  2.468244E-18
8192.08349275586  3.029527E-18
8193.94779181477  2.587195E-18
8195.81209087368  2.663770E-18
8197.6763899326  2.706267E-18
8199.54068899151  2.991678E-18
8201.40498805043  3.064901E-18
8203.26928710934  2.826758E-18
8205.13358616826  3.432531E-18
8206.99788522717  3.370526E-18
8208.86218428608  3.227671E-18
8210.726483345  3.042454E-18
8212.59078240391  2.507460E-18
8214.45508146283  3.307324E-18
8216.31938052174  3.370286E-18
8218.18367958065  3.167181E-18
8220.04797863957  2.814767E-18
8221.91227769848  3.162526E-18
8223.7765767574  3.693962E-18
8225.64087581631  3.193040E-18
8227.50517487522  3.532725E-18
8229.36947393414  3.516045E-18
8231.23377299305  2.963008E-18
8233.09807205197  3.090677E-18
8234.96237111088  2.626563E-18
8236.8266701698  2.393186E-18
8238.69096922871  2.797783E-18
8240.55526828762  2.955912E-18
8242.41956734654  2.370098E-18
8244.28386640546  2.475815E-18
8246.14816546437  3.407679E-18
8248.01246452328  3.704738E-18
8249.8767635822  3.089953E-18
8251.74106264111  3.618368E-18
8253.60536170003  4.025931E-18
8255.46966075894  3.892057E-18
8257.33395981785  3.933181E-18
8259.19825887677  3.922911E-18
8261.06255793568  4.239076E-18
8262.9268569946  4.304970E-18
8264.79115605351  4.275909E-18
8266.65545511242  3.943161E-18
8268.51975417134  4.091151E-18
8270.38405323025  4.517575E-18
8272.24835228917  4.829765E-18
8274.11265134808  4.213818E-18
8275.976950407  3.852554E-18
8277.84124946591  3.198185E-18
8279.70554852482  3.092668E-18
8281.56984758374  3.381886E-18
8283.43414664265  2.629526E-18
8285.29844570157  1.182314E-18
8287.16274476048  1.163464E-18
8289.02704381939  -1.126934E-19
8290.89134287831  -1.651562E-19
8292.75564193722  2.172872E-18
8294.61994099614  4.072839E-18
8296.48424005505  5.918442E-18
8298.34853911397  7.561472E-18
8300.21283817288  7.266123E-18
8302.07713723179  5.635436E-18
8303.94143629071  5.162718E-18
8305.80573534962  5.348446E-18
8307.67003440854  5.253609E-18
8309.53433346745  5.382313E-18
8311.39863252637  5.598745E-18
8313.26293158528  5.681653E-18
8315.12723064419  4.924398E-18
8316.99152970311  4.251846E-18
8318.85582876202  4.824039E-18
8320.72012782094  4.954199E-18
8322.58442687985  4.840443E-18
8324.44872593876  4.341268E-18
8326.31302499768  4.233238E-18
8328.17732405659  4.260173E-18
8330.04162311551  4.528935E-18
8331.90592217442  4.989802E-18
8333.77022123334  4.963131E-18
8335.63452029225  5.361034E-18
8337.49881935117  6.930245E-18
8339.36311841008  1.112198E-17
8341.22741746899  1.610717E-17
8343.09171652791  1.675928E-17
8344.95601558682  1.256057E-17
8346.82031464573  8.388162E-18
8348.68461370465  7.588699E-18
8350.54891276356  7.479229E-18
8352.41321182248  8.246506E-18
8354.27751088139  7.644830E-18
8356.14180994031  6.318130E-18
8358.00610899922  4.254778E-18
8359.87040805813  3.280702E-18
8361.73470711705  3.166308E-18
8363.59900617596  3.802684E-18
8365.46330523488  3.430129E-18
8367.32760429379  4.423670E-18
8369.19190335271  5.115644E-18
8371.05620241162  5.777265E-18
8372.92050147053  5.222073E-18
8374.78480052945  6.637061E-18
8376.64909958836  7.811574E-18
8378.51339864728  8.733581E-18
8380.37769770619  9.578598E-18
8382.2419967651  8.288528E-18
8384.10629582402  8.210285E-18
8385.97059488293  8.732460E-18
8387.83489394185  7.032036E-18
8389.69919300076  6.748043E-18
8391.56349205967  7.001104E-18
8393.42779111859  6.173892E-18
8395.2920901775  6.668734E-18
8397.15638923642  1.114257E-17
8399.02068829533  1.140120E-17
8400.88498735425  9.296363E-18
8402.74928641316  8.158970E-18
8404.61358547207  5.702847E-18
8406.47788453099  5.080964E-18
8408.3421835899  5.207903E-18
8410.20648264882  4.081721E-18
8412.07078170773  2.884756E-18
8413.93508076665  3.056986E-18
8415.79937982556  4.709856E-18
8417.66367888447  3.592695E-18
8419.52797794339  5.103895E-18
8421.3922770023  5.925527E-18
8423.25657606122  6.309850E-18
8425.12087512013  7.417178E-18
8426.98517417905  9.533002E-18
8428.84947323796  1.183650E-17
8430.71377229687  9.579608E-18
8432.57807135579  7.425882E-18
8434.4423704147  5.980780E-18
8436.30666947361  6.189402E-18
8438.17096853253  5.758138E-18
8440.03526759144  5.723749E-18
8441.89956665036  6.427936E-18
8443.76386570927  6.344698E-18
8445.62816476819  6.298230E-18
8447.4924638271  6.128766E-18
8449.35676288602  5.625959E-18
8451.22106194493  6.552610E-18
8453.08536100384  6.805713E-18
8454.94966006276  8.147459E-18
8456.81395912167  8.901569E-18
8458.67825818059  8.715282E-18
8460.5425572395  8.537736E-18
8462.40685629842  9.288184E-18
8464.27115535733  1.141370E-17
8466.13545441624  1.039777E-17
8467.99975347516  9.569800E-18
8469.86405253407  8.049702E-18
8471.72835159298  7.560786E-18
8473.5926506519  7.420581E-18
8475.45694971081  6.764828E-18
8477.32124876973  7.083979E-18
8479.18554782864  7.926399E-18
8481.04984688756  7.831903E-18
8482.91414594647  7.412660E-18
8484.77844500538  7.072482E-18
8486.6427440643  6.726102E-18
8488.50704312321  6.673414E-18
8490.37134218213  6.885714E-18
8492.23564124104  6.834342E-18
8494.09994029996  6.950639E-18
8495.96423935887  8.009802E-18
8497.82853841778  8.926825E-18
8499.6928374767  1.091092E-17
8501.55713653561  1.159264E-17
8503.42143559453  8.415948E-18
8505.28573465344  7.195323E-18
8507.15003371236  6.153003E-18
8509.01433277127  5.777598E-18
8510.87863183018  7.632884E-18
8512.7429308891  8.180126E-18
8514.60722994801  7.528714E-18
8516.47152900693  5.797555E-18
8518.33582806584  3.925635E-18
8520.20012712476  4.512227E-18
8522.06442618367  6.295665E-18
8523.92872524258  7.364669E-18
8525.7930243015  9.281583E-18
8527.65732336041  9.347505E-18
8529.52162241933  8.564416E-18
8531.38592147824  9.730074E-18
8533.25022053715  1.055230E-17
8535.11451959607  1.053429E-17
8536.97881865498  9.055654E-18
8538.8431177139  8.184148E-18
8540.70741677281  8.023013E-18
8542.57171583173  7.466090E-18
8544.43601489064  6.959777E-18
8546.30031394956  6.680920E-18
8548.16461300847  6.841535E-18
8550.02891206738  7.227795E-18
8551.8932111263  8.493302E-18
8553.75751018521  8.758883E-18
8555.62180924412  8.387623E-18
8557.48610830304  8.974216E-18
8559.35040736195  8.851279E-18
8561.21470642087  8.590173E-18
8563.07900547978  8.869303E-18
8564.9433045387  8.774070E-18
8566.80760359761  9.311484E-18
8568.67190265652  9.771265E-18
8570.53620171544  9.664977E-18
8572.40050077435  9.898752E-18
8574.26479983327  1.071703E-17
8576.12909889218  1.072443E-17
8577.9933979511  1.064431E-17
8579.85769701001  1.084211E-17
8581.72199606893  1.095893E-17
8583.58629512784  1.031865E-17
8585.45059418675  1.070810E-17
8587.31489324567  1.167954E-17
8589.17919230458  1.147412E-17
8591.0434913635  1.149992E-17
8592.90779042241  1.091816E-17
8594.77208948132  1.203768E-17
8596.63638854024  1.124547E-17
8598.50068759915  1.021085E-17
8600.36498665807  9.452811E-18
8602.22928571698  9.255086E-18
8604.09358477589  1.009698E-17
8605.95788383481  1.036684E-17
8607.82218289372  1.103478E-17
8609.68648195264  1.192582E-17
8611.55078101155  1.208674E-17
8613.41508007046  1.229665E-17
8615.27937912938  1.089756E-17
8617.14367818829  1.094402E-17
8619.00797724721  8.548159E-18
8620.87227630612  8.268271E-18
8622.73657536504  9.627606E-18
8624.60087442395  1.145283E-17
8626.46517348286  1.378531E-17
8628.32947254178  1.264962E-17
8630.19377160069  1.184071E-17
8632.05807065961  9.263063E-18
8633.92236971852  6.788372E-18
8635.78666877744  7.049889E-18
8637.65096783635  7.180288E-18
8639.51526689526  8.826474E-18
8641.37956595418  9.853202E-18
8643.24386501309  1.059614E-17
8645.108164072  1.135053E-17
8646.97246313092  1.303077E-17
8648.83676218983  1.446200E-17
8650.70106124875  1.596093E-17
8652.56536030766  1.650224E-17
8654.42965936658  1.471974E-17
8656.29395842549  1.456635E-17
8658.15825748441  1.328694E-17
8660.02255654332  1.364594E-17
8661.88685560223  1.231522E-17
8663.75115466115  8.438085E-18
8665.61545372006  7.441268E-18
8667.47975277898  9.452007E-18
8669.34405183789  1.177735E-17
8671.20835089681  1.274940E-17
8673.07264995572  1.262053E-17
8674.93694901463  1.308920E-17
8676.80124807355  1.369819E-17
8678.66554713246  1.438946E-17
8680.52984619138  1.630321E-17
8682.39414525029  1.691685E-17
8684.2584443092  1.518809E-17
8686.12274336812  1.455895E-17
8687.98704242703  1.467421E-17
8689.85134148595  1.402781E-17
8691.71564054486  1.256645E-17
8693.57993960378  1.203127E-17
8695.44423866269  1.139642E-17
8697.30853772161  1.139171E-17
8699.17283678052  1.159735E-17
8701.03713583943  1.215031E-17
8702.90143489835  1.280982E-17
8704.76573395726  1.282882E-17
8706.63003301618  1.334913E-17
8708.49433207509  1.367734E-17
8710.358631134  1.305959E-17
8712.22293019292  1.224885E-17
8714.08722925183  1.230781E-17
8715.95152831075  1.301200E-17
8717.81582736966  1.328101E-17
8719.68012642857  1.352953E-17
8721.54442548749  1.402176E-17
8723.4087245464  1.432704E-17
8725.27302360532  1.447231E-17
8727.13732266423  1.441048E-17
8729.00162172315  1.507939E-17
8730.86592078206  1.542668E-17
8732.73021984097  1.396222E-17
8734.59451889989  1.335479E-17
8736.4588179588  1.432469E-17
8738.32311701772  1.384297E-17
8740.18741607663  1.359006E-17
8742.05171513555  1.438601E-17
8743.91601419446  1.504296E-17
8745.78031325337  1.457948E-17
8747.64461231229  1.450530E-17
8749.5089113712  1.395103E-17
8751.37321043012  1.515222E-17
8753.23750948903  1.474683E-17
8755.10180854795  1.492901E-17
8756.96610760686  1.624917E-17
8758.83040666577  1.806793E-17
8760.69470572469  1.866390E-17
8762.5590047836  1.897353E-17
8764.42330384252  2.082832E-17
8766.28760290143  1.977955E-17
8768.15190196034  1.829409E-17
8770.01620101926  1.731018E-17
8771.88050007817  1.653051E-17
8773.74479913709  1.425696E-17
8775.609098196  1.224116E-17
8777.47339725491  1.166787E-17
8779.33769631383  1.015024E-17
8781.20199537274  1.106096E-17
8783.06629443166  1.363717E-17
8784.93059349057  1.413432E-17
8786.79489254949  1.246671E-17
8788.6591916084  1.251449E-17
8790.52349066732  1.352316E-17
8792.38778972623  1.240229E-17
8794.25208878514  1.226793E-17
8796.11638784406  1.457609E-17
8797.98068690297  1.471043E-17
8799.84498596189  1.496023E-17
8801.7092850208  1.527519E-17
8803.57358407971  1.477041E-17
8805.43788313863  1.392165E-17
8807.30218219754  1.420182E-17
8809.16648125646  1.446413E-17
8811.03078031537  1.424106E-17
8812.89507937428  1.508302E-17
8814.7593784332  1.464623E-17
8816.62367749211  1.566764E-17
8818.48797655103  1.609954E-17
8820.35227560994  1.767329E-17
8822.21657466885  1.897309E-17
8824.08087372777  2.113898E-17
8825.94517278668  2.162558E-17
8827.8094718456  2.193926E-17
8829.67377090451  2.016059E-17
8831.53806996343  2.061889E-17
8833.40236902234  2.429822E-17
8835.26666808126  2.322426E-17
8837.13096714017  2.115435E-17
8838.99526619908  2.067414E-17
8840.859565258  1.942658E-17
8842.72386431691  1.897921E-17
8844.58816337583  1.952400E-17
8846.45246243474  2.089165E-17
8848.31676149365  2.000548E-17
8850.18106055257  1.754693E-17
8852.04535961148  1.736192E-17
8853.9096586704  1.642994E-17
8855.77395772931  1.588119E-17
8857.63825678822  1.606113E-17
8859.50255584714  1.644629E-17
8861.36685490605  1.807887E-17
8863.23115396497  1.925525E-17
8865.09545302388  1.903112E-17
8866.9597520828  1.874281E-17
8868.82405114171  1.847247E-17
8870.68835020062  1.865776E-17
8872.55264925954  1.807776E-17
8874.41694831845  1.820892E-17
8876.28124737737  1.902556E-17
8878.14554643628  1.882209E-17
8880.0098454952  1.880734E-17
8881.87414455411  1.901562E-17
8883.73844361302  1.828417E-17
8885.60274267194  1.942180E-17
8887.46704173085  2.045357E-17
8889.33134078977  2.017425E-17
8891.19563984868  1.985352E-17
8893.05993890759  1.944926E-17
8894.92423796651  1.978268E-17
8896.78853702542  1.969760E-17
8898.65283608434  1.981958E-17
8900.51713514325  1.870868E-17
8902.38143420217  1.834991E-17
8904.24573326108  1.822069E-17
8906.11003231999  1.784281E-17
8907.97433137891  1.720604E-17
8909.83863043782  1.760130E-17
8911.70292949674  1.807812E-17
8913.56722855565  1.745388E-17
8915.43152761456  1.568194E-17
8917.29582667348  1.268001E-17
8919.16012573239  1.229139E-17
8921.02442479131  1.553714E-17
8922.88872385022  1.584892E-17
8924.75302290914  1.543383E-17
8926.61732196805  1.470014E-17
8928.48162102696  1.537283E-17
8930.34592008588  1.722300E-17
8932.21021914479  1.725817E-17
8934.07451820371  1.743116E-17
8935.93881726262  1.515397E-17
8937.80311632154  1.342685E-17
8939.66741538045  1.308669E-17
8941.53171443936  1.185163E-17
8943.39601349828  1.235950E-17
8945.26031255719  1.535873E-17
8947.12461161611  1.550125E-17
8948.98891067502  1.686128E-17
8950.85320973394  1.850180E-17
8952.71750879285  1.973054E-17
8954.58180785176  2.107330E-17
8956.44610691068  2.135087E-17
8958.31040596959  2.062481E-17
8960.17470502851  2.017373E-17
8962.03900408742  2.075160E-17
8963.90330314634  1.942320E-17
8965.76760220525  1.971276E-17
8967.63190126416  1.839986E-17
8969.49620032308  1.833119E-17
8971.36049938199  1.871773E-17
8973.22479844091  2.023611E-17
8975.08909749982  2.046957E-17
8976.95339655873  2.166125E-17
8978.81769561765  2.172881E-17
8980.68199467656  2.078753E-17
8982.54629373548  1.938062E-17
8984.41059279439  1.892324E-17
8986.27489185331  1.758932E-17
8988.13919091222  1.880216E-17
8990.00348997113  1.963459E-17
8991.86778903005  2.205462E-17
8993.73208808896  2.382553E-17
8995.59638714788  2.297032E-17
8997.46068620679  2.193674E-17
8999.32498526571  2.134030E-17
9001.18928432462  2.184012E-17
9003.05358338353  2.231927E-17
9004.91788244245  2.142400E-17
9006.78218150136  2.207467E-17
9008.64648056028  2.304638E-17
9010.51077961919  2.328552E-17
9012.3750786781  2.255678E-17
9014.23937773702  2.181427E-17
9016.10367679593  2.360007E-17
9017.96797585485  2.439808E-17
9019.83227491376  2.409041E-17
9021.69657397267  2.427459E-17
9023.56087303159  2.468732E-17
9025.4251720905  2.532410E-17
9027.28947114942  2.570194E-17
9029.15377020833  2.471064E-17
9031.01806926724  2.466573E-17
9032.88236832616  2.445805E-17
9034.74666738507  2.433130E-17
9036.61096644399  2.464901E-17
9038.4752655029  2.476254E-17
9040.33956456182  2.499397E-17
9042.20386362073  2.600198E-17
9044.06816267965  2.702080E-17
9045.93246173856  2.651012E-17
9047.79676079747  2.710485E-17
9049.66105985639  2.705861E-17
9051.5253589153  2.718729E-17
9053.38965797422  2.761690E-17
9055.25395703313  2.722926E-17
9057.11825609204  2.652293E-17
9058.98255515096  2.573550E-17
9060.84685420987  2.674691E-17
9062.71115326879  2.679396E-17
9064.5754523277  2.633787E-17
9066.43975138661  2.555746E-17
9068.30405044553  2.518368E-17
9070.16834950444  2.602106E-17
9072.03264856336  2.605350E-17
9073.89694762227  2.582844E-17
9075.76124668119  2.542882E-17
9077.6255457401  2.607775E-17
9079.48984479902  2.725719E-17
9081.35414385793  2.670575E-17
9083.21844291684  2.686139E-17
9085.08274197576  2.710740E-17
9086.94704103467  2.680569E-17
9088.81134009359  2.785770E-17
9090.6756391525  2.862683E-17
9092.53993821141  2.844417E-17
9094.40423727033  2.719460E-17
9096.26853632924  2.686254E-17
9098.13283538816  2.738092E-17
9099.99713444707  2.732552E-17
9101.86143350599  2.581582E-17
9103.7257325649  2.554483E-17
9105.59003162382  2.761673E-17
9107.45433068273  2.812312E-17
9109.31862974164  2.865036E-17
9111.18292880056  2.974759E-17
9113.04722785947  2.930314E-17
9114.91152691839  2.793818E-17
9116.7758259773  2.836018E-17
9118.64012503621  2.960902E-17
9120.50442409513  2.946049E-17
9122.36872315404  2.925629E-17
9124.23302221296  2.852138E-17
9126.09732127187  2.702107E-17
9127.96162033079  2.695240E-17
9129.8259193897  2.625153E-17
9131.69021844861  2.604444E-17
9133.55451750753  2.676407E-17
9135.41881656644  2.808972E-17
9137.28311562536  3.011879E-17
9139.14741468427  3.081089E-17
9141.01171374319  3.186618E-17
9142.8760128021  3.181816E-17
9144.74031186101  3.135197E-17
9146.60461091993  2.886649E-17
9148.46890997884  2.753126E-17
9150.33320903776  2.539617E-17
9152.19750809667  2.532925E-17
9154.06180715558  2.633190E-17
9155.9261062145  2.773464E-17
9157.79040527341  2.982524E-17
9159.65470433233  2.990834E-17
9161.51900339124  2.992521E-17
9163.38330245015  2.947612E-17
9165.24760150907  2.895411E-17
9167.11190056798  2.780241E-17
9168.9761996269  2.766906E-17
9170.84049868581  2.696971E-17
9172.70479774473  2.719882E-17
9174.56909680364  2.886389E-17
9176.43339586255  3.060764E-17
9178.29769492147  3.157343E-17
9180.16199398038  3.016606E-17
9182.0262930393  2.966724E-17
9183.89059209821  3.031179E-17
9185.75489115712  3.154960E-17
9187.61919021604  3.279708E-17
9189.48348927495  3.192087E-17
9191.34778833387  2.948743E-17
9193.21208739278  2.918237E-17
9195.0763864517  3.094286E-17
9196.94068551061  3.342147E-17
9198.80498456952  3.457162E-17
9200.66928362844  3.453201E-17
9202.53358268735  3.370477E-17
9204.39788174627  3.256610E-17
9206.26218080518  3.338821E-17
9208.1264798641  3.404308E-17
9209.99077892301  3.409562E-17
9211.85507798192  3.280261E-17
9213.71937704084  3.314912E-17
9215.58367609975  3.572035E-17
9217.44797515867  3.565058E-17
9219.31227421758  3.554663E-17
9221.17657327649  3.689757E-17
9223.04087233541  3.727852E-17
9224.90517139432  3.614911E-17
9226.76947045324  3.530176E-17
9228.63376951215  3.488972E-17
9230.49806857107  3.329522E-17
9232.36236762998  3.188500E-17
9234.22666668889  3.101951E-17
9236.09096574781  3.091508E-17
9237.95526480672  3.090823E-17
9239.81956386564  3.083735E-17
9241.68386292455  3.179801E-17
9243.54816198347  3.177717E-17
9245.41246104238  3.167769E-17
9247.27676010129  3.230844E-17
9249.14105916021  3.280899E-17
9251.00535821912  3.297013E-17
9252.86965727804  3.267307E-17
9254.73395633695  3.234468E-17
9256.59825539586  2.977382E-17
9258.46255445478  2.727029E-17
9260.32685351369  2.658116E-17
9262.19115257261  2.537658E-17
9264.05545163152  2.442533E-17
9265.91975069043  2.388946E-17
9267.78404974935  2.240967E-17
9269.64834880826  1.910328E-17
9271.51264786718  1.537259E-17
9273.37694692609  1.212913E-17
9275.241245985  1.044669E-17
9277.10554504392  9.875354E-18
9278.96984410283  9.429045E-18
9280.83414316175  9.601042E-18
9282.69844222066  1.131323E-17
9284.56274127958  1.151732E-17
9286.42704033849  1.152767E-17
9288.29133939741  1.184871E-17
9290.15563845632  1.342868E-17
9292.01993751523  1.337023E-17
9293.88423657415  1.444057E-17
9295.74853563306  1.267785E-17
9297.61283469198  1.205284E-17
9299.47713375089  1.423001E-17
9301.3414328098  1.627362E-17
9303.20573186872  1.644035E-17
9305.07003092763  1.626499E-17
9306.93432998655  1.997916E-17
9308.79862904546  2.112925E-17
9310.66292810437  2.191103E-17
9312.52722716329  1.513300E-17
9314.3915262222  1.609454E-17
9316.25582528112  1.890448E-17
9318.12012434003  1.516583E-17
9319.98442339895  1.507357E-17
9321.84872245786  2.116418E-17
9323.71302151678  2.308632E-17
9325.57732057569  2.333673E-17
9327.4416196346  2.073647E-17
9329.30591869352  1.725558E-17
9331.17021775243  1.565941E-17
9333.03451681135  1.442115E-17
9334.89881587026  1.912062E-17
9336.76311492917  1.898701E-17
9338.62741398809  1.616105E-17
9340.491713047  1.686574E-17
9342.35601210592  1.955790E-17
9344.22031116483  2.359548E-17
9346.08461022375  2.323723E-17
9347.94890928266  1.992536E-17
9349.81320834157  1.738283E-17
9351.67750740049  1.809956E-17
9353.5418064594  1.884401E-17
9355.40610551832  2.142825E-17
9357.27040457723  2.440451E-17
9359.13470363614  2.412678E-17
9360.99900269506  2.256064E-17
9362.86330175397  2.378829E-17
9364.72760081289  2.321904E-17
9366.5918998718  2.303878E-17
9368.45619893071  2.614801E-17
9370.32049798963  3.138670E-17
9372.18479704854  3.513670E-17
9374.04909610746  3.039175E-17
9375.91339516638  2.887485E-17
9377.77769422529  3.055740E-17
9379.6419932842  3.174044E-17
9381.50629234312  2.919671E-17
9383.37059140203  2.823504E-17
9385.23489046094  2.946465E-17
9387.09918951986  3.306904E-17
9388.96348857877  3.538335E-17
9390.82778763769  3.614950E-17
9392.6920866966  3.574725E-17
9394.55638575552  3.274222E-17
9396.42068481443  3.359177E-17
9398.28498387334  3.588639E-17
9400.14928293226  3.388531E-17
9402.01358199117  3.369346E-17
9403.87788105009  3.347057E-17
9405.742180109  3.366164E-17
9407.60647916791  3.238828E-17
9409.47077822683  3.138121E-17
9411.33507728574  3.280728E-17
9413.19937634466  3.310194E-17
9415.06367540357  3.420598E-17
9416.92797446249  3.361664E-17
9418.7922735214  2.933396E-17
9420.65657258031  2.757890E-17
9422.52087163923  2.797713E-17
9424.38517069814  2.789942E-17
9426.24946975706  3.223465E-17
9428.11376881597  3.467991E-17
9429.97806787488  3.718302E-17
9431.8423669338  3.806292E-17
9433.70666599271  3.702473E-17
9435.57096505163  3.343070E-17
9437.43526411054  2.430376E-17
9439.29956316946  1.925997E-17
9441.16386222837  2.011591E-17
9443.02816128728  3.027866E-17
9444.8924603462  3.813448E-17
9446.75675940511  4.147351E-17
9448.62105846403  4.264350E-17
9450.48535752294  3.833698E-17
9452.34965658186  3.527456E-17
9454.21395564077  3.456063E-17
9456.07825469968  3.108148E-17
9457.9425537586  3.002723E-17
9459.80685281751  3.035155E-17
9461.67115187643  2.978638E-17
9463.53545093534  2.697358E-17
9465.39974999426  2.957204E-17
9467.26404905317  3.116715E-17
9469.12834811208  2.944425E-17
9470.992647171  2.501616E-17
9472.85694622991  2.305620E-17
9474.72124528882  3.034193E-17
9476.58554434774  4.461021E-17
9478.44984340665  4.880104E-17
9480.31414246557  4.078292E-17
9482.17844152448  3.619029E-17
9484.0427405834  3.646519E-17
9485.90703964231  3.835210E-17
9487.77133870123  3.518094E-17
9489.63563776014  3.045535E-17
9491.49993681905  2.686443E-17
9493.36423587797  2.462113E-17
9495.22853493688  2.226755E-17
9497.0928339958  2.178391E-17
9498.95713305471  2.452583E-17
9500.82143211362  3.215919E-17
9502.68573117254  3.808732E-17
9504.55003023145  4.138420E-17
