# Data obtained 1999 July 16  Kirkpatrick, Reid, Burgasser
# lamdbda (A) F_lam (erg/cm2/s/A)
6300.  -1.536603E-19
6301.90095047524  7.353490E-19
6303.80190095048  -8.764106E-19
6305.70285142571  6.241341E-19
6307.60380190095  7.288887E-19
6309.50475237619  -3.824663E-19
6311.40570285143  -2.882935E-19
6313.30665332666  2.097994E-19
6315.2076038019  1.797252E-19
6317.10855427714  3.740140E-19
6319.00950475238  6.322730E-21
6320.91045522761  -1.834424E-19
6322.81140570285  -3.712537E-19
6324.71235617809  -4.515146E-19
6326.61330665333  -4.840007E-19
6328.51425712857  2.397458E-19
6330.4152076038  -2.886441E-19
6332.31615807904  -2.655455E-19
6334.21710855428  2.199374E-19
6336.11805902951  -1.842261E-19
6338.01900950475  -1.015322E-19
6339.91995997999  -4.582029E-19
6341.82091045523  8.217387E-20
6343.72186093047  2.246584E-19
6345.6228114057  3.808971E-19
6347.52376188094  8.962022E-19
6349.42471235618  -4.624154E-19
6351.32566283142  3.053789E-19
6353.22661330665  2.113315E-19
6355.12756378189  2.713554E-19
6357.02851425713  6.188409E-19
6358.92946473237  9.641338E-19
6360.8304152076  1.420587E-19
6362.73136568284  -1.454258E-18
6364.63231615808  -1.007496E-18
6366.53326663332  -2.858529E-19
6368.43421710855  -2.833438E-19
6370.33516758379  -1.091686E-18
6372.23611805903  -3.562525E-19
6374.13706853427  1.863811E-19
6376.0380190095  -3.135020E-19
6377.93896948474  -4.145175E-20
6379.83991995998  5.239894E-19
6381.74087043522  3.372620E-20
6383.64182091045  5.980759E-19
6385.54277138569  3.702727E-20
6387.44372186093  -6.580420E-19
6389.34467233617  -3.229957E-19
6391.24562281141  -8.432106E-20
6393.14657328664  6.423634E-20
6395.04752376188  1.226623E-19
6396.94847423712  4.791196E-19
6398.84942471235  4.597507E-19
6400.75037518759  1.083305E-20
6402.65132566283  1.557875E-19
6404.55227613807  4.795946E-19
6406.45322661331  -1.812765E-19
6408.35417708854  -2.235245E-19
6410.25512756378  5.306642E-20
6412.15607803902  -7.233580E-20
6414.05702851426  -2.522843E-19
6415.95797898949  2.338108E-19
6417.85892946473  2.616687E-19
6419.75987993997  -4.977865E-19
6421.66083041521  -1.641048E-19
6423.56178089044  -6.066079E-20
6425.46273136568  7.537170E-21
6427.36368184092  4.696800E-19
6429.26463231616  -2.887574E-20
6431.16558279139  -2.469235E-19
6433.06653326663  2.483443E-20
6434.96748374187  5.840750E-19
6436.86843421711  7.507651E-19
6438.76938469234  2.607781E-19
6440.67033516758  -1.186137E-19
6442.57128564282  1.467989E-20
6444.47223611806  -1.234681E-19
6446.37318659329  -2.866833E-20
6448.27413706853  2.291686E-19
6450.17508754377  -9.760148E-20
6452.07603801901  2.483328E-19
6453.97698849424  2.345469E-19
6455.87793896948  -3.526496E-19
6457.77888944472  -3.675301E-19
6459.67983991996  -1.612986E-19
6461.5807903952  3.341534E-19
6463.48174087043  4.113719E-19
6465.38269134567  -2.010905E-19
6467.28364182091  -3.596930E-20
6469.18459229615  -1.450891E-19
6471.08554277139  5.725741E-19
6472.98649324662  8.848054E-19
6474.88744372186  5.320869E-19
6476.7883941971  4.177640E-19
6478.68934467234  -2.965133E-19
6480.59029514757  -3.114256E-19
6482.49124562281  -5.672910E-20
6484.39219609805  4.588534E-19
6486.29314657329  1.271623E-19
6488.19409704852  1.708345E-19
6490.09504752376  1.662087E-19
6491.995997999  1.249408E-19
6493.89694847424  7.042919E-20
6495.79789894947  2.069624E-19
6497.69884942471  -7.185109E-20
6499.59979989995  9.107602E-19
6501.50075037519  3.432953E-20
6503.40170085042  -3.259359E-19
6505.30265132566  2.838269E-19
6507.2036018009  3.745482E-19
6509.10455227614  -2.120528E-19
6511.00550275137  -7.031936E-19
6512.90645322661  -4.143235E-19
6514.80740370185  -1.368442E-20
6516.70835417709  -5.450787E-20
6518.60930465232  1.985118E-19
6520.51025512756  -3.310677E-19
6522.4112056028  -1.754958E-20
6524.31215607804  7.728676E-19
6526.21310655328  7.314950E-19
6528.11405702851  5.683495E-19
6530.01500750375  4.404770E-19
6531.91595797899  -2.397265E-19
6533.81690845423  -3.661489E-19
6535.71785892946  6.946135E-22
6537.6188094047  1.539701E-20
6539.51975987994  4.934556E-19
6541.42071035518  3.637340E-19
6543.32166083041  -5.235159E-20
6545.22261130565  -8.637133E-19
6547.12356178089  -1.338949E-19
6549.02451225613  4.055181E-19
6550.92546273136  -9.640490E-20
6552.8264132066  2.835387E-19
6554.72736368184  -1.475840E-19
6556.62831415708  1.252089E-18
6558.52926463231  2.845491E-18
6560.43021510755  5.703930E-18
6562.33116558279  9.230652E-18
6564.23211605803  9.843588E-18
6566.13306653326  6.863525E-18
6568.0340170085  1.823712E-18
6569.93496748374  3.758036E-19
6571.83591795898  3.590816E-19
6573.73686843421  5.690855E-20
6575.63781890945  5.729890E-19
6577.53876938469  4.257537E-19
6579.43971985993  -9.450299E-20
