#wavelength (micron)	surface_flux (erg / (cm2 micron s))
0.7	2310991574.6773443
0.7008749999999999	3437442736.3388343
0.70175109375	4041245809.589193
0.7026282826171873	4111179655.0003777
0.7035065679704589	4168183117.256505
0.7043859511804219	4239662124.275511
0.7052664336193974	4273767033.708604
0.7061480166614217	4263218837.487585
0.7070307016822485	4274122861.2985606
0.7079144900593511	4300662409.165915
0.7087993831719255	4308917275.244809
0.7096853824008903	4325520224.491348
0.7105724891288914	4330647324.190393
0.7114607047403024	4312913459.351707
0.7123500306212278	4332472353.4624405
0.7132404681595043	4349609592.488451
0.7141320187447037	4311580076.123056
0.7150246837681346	4283757970.902812
0.7159184646228446	4322110229.426155
0.7168133627036232	4365306275.606332
0.7177093794070027	4372751343.099171
0.7186065161312616	4396984077.600466
0.7195047742764256	4413951489.001341
0.7204041552442711	4374316700.775735
0.7213046604383263	4357768351.447895
0.7222062912638743	4412351371.073354
0.723109049127954	4444818038.0889225
0.7240129354393641	4423059014.3383465
0.7249179516086632	4407424115.471735
0.725824099048174	4426545627.576377
0.7267313791719842	4440226852.561179
0.7276397933959492	4425119084.453018
0.728549343137694	4437436195.71858
0.7294600298166162	4477452039.940463
0.730371854853887	4484092879.927765
0.7312848196724542	4465590803.126277
0.7321989256970448	4459516360.82859
0.7331141743541661	4476293390.452316
0.7340305670721088	4487481634.472885
0.7349481052809489	4469142643.467571
0.7358667904125501	4445499582.701644
0.7367866239005658	4449232191.983938
0.7377076071804415	4473510830.040631
0.738629741689417	4482488552.030057
0.7395530288665286	4481374080.445101
0.7404774701526119	4494659483.789377
0.7414030669903027	4511088014.2358885
0.7423298208240404	4515482280.507208
0.7432577331000705	4512473208.749305
0.7441868052664457	4518774530.856751
0.7451170387730286	4533870291.136126
0.7460484350714948	4544981421.510389
0.7469809956153342	4553449036.310117
0.7479147218598534	4564565635.3181715
0.7488496152621781	4577971889.281651
0.7497856772812559	4588260706.715381
0.7507229093778575	4596619449.985001
0.7516613130145797	4602978024.915626
0.7526008896558479	4610784502.961485
0.7535416407679177	4615024000.167356
0.7544835678188776	4622313482.790489
0.7554266722786511	4632090856.995297
