teff	logg	z	fsed	cld	MKO_J	NICMOS_F090M	WIRC_BRGAMMA	HAWK_J	IRAC_CH4	FOURSTAR_H	MKO_K_ATM	NICMOS_F165M	WFCAM_K	FOURSTAR_J1	WISE_W2	NICMOS_F095N	NICMOS_F170M	IRAC_CH3	NICMOS_F097N	FOURSTAR_J3	WIRC_CH4L	SDSS_Z	HAWK_CH4	NIRC2_LP	WFCAM_Y	WIRC_J	WIRCAM_H	PANSTARRS_Z	WIRC_H	WFCAM_H	NIRC2_H	NIRC2_FE2	FOURSTAR_K	WFCAM_BRG	NICMOS_F166N	WIRCAM_KS	HAWK_H2	VISTA_J	IRAC_CH2	HAWK_BRG	IRAC_CH1	NIRC2_K	WIRC_K	NICMOS_F160W	WFC3_F164N	WISE_W3	WFC3_F127M	UKIDSS_K	NICMOS_F113N	WIRCAM_KCONT	MKO_J_ATM	WFC3_F139M	WFCAM_Z	MKO_LP	WIRCAM_Y	FOURSTAR_J	MKO_H	2MASS_Ks	HAWK_NB2090	NICMOS_F110M	NICMOS_F140W	HAWK_H	WISE_W4	MKO_MP	NIRC2_J	NICMOS_F110W	SDSS_R	HAWK_Y	WFC3_F167N	NIRC2_HCONT	NICMOS_F190N	HAWK_KS	NIRC2_KCONT	WIRCAM_CH4_ON	UKIDSS_H	WIRC_PABETA	NICMOS_F145M	VISTA_H	PANSTARRS_R	NICMOS_F187N	WIRC_CH4S	WIRC_CO	VISTA_Z	FOURSTAR_J2	WFCAM_H2	VISTA_Y	SDSS_I	UKIDSS_Z	SDSS_G	PANSTARRS_I	2MASS_H	FOURSTAR_H_LONG	VISTA_KS	UKIDSS_J	MKO_H_ATM	2MASS_J	WIRC_FE2	WFCAM_J	HAWK_NB1060	FOURSTAR_KS	WIRCAM_J	BESSEL_I	WISE_W1	NIRC2_KS	MKO_K	PANSTARRS_Y	UKIDSS_Y	HAWK_NB1190	PANSTARRS_G	NIRC2_KP	MKO_KP	NICMOS_F164N	FOURSTAR_H_SHORT	2MASS_KS	PANSTARRS_W	NIRC2_M	SDSS_U	NICMOS_F108N	2MASS_K	WIRCAM_CH4_OFF
1200.0	4.0	1.0	eq	a60	-32.53151621058852	-30.17481772361666	-35.240797213719055	-32.576463837301574	-37.213352082577536	-33.9218310169273	-35.151520225885456	-34.045925411057254	-35.17972156935536	-31.39969006002002	-36.326805510162345	-30.69603745012238	-34.11524998007635	-36.77199810540436	-30.697877844995823	-32.64472001331702	-34.15918186586524	-30.182767827407552	-33.83640561710617	-36.442513394497546	-31.26395022635191	-32.373027537422146	-33.949525780547496	-29.94477091567127	-33.88075944478413	-33.9780494592	-33.9412616651259	-34.097307039223914	-32.41674784940484	-35.242211537945145	-34.08395356766056	-35.070534364796366	-35.11654363308263	-32.532818695037065	-36.31084028854884	-35.23774643522917	-36.3562481450515	-35.141017714521155	-35.25692278369769	-33.721822309816375	-34.102380084960075	-37.70805909639167	-32.699905220128656	-35.146954110704	-31.784077871412887	-35.28653315552016	-32.519323701161376	-32.58167749461764	-30.066297549405334	-36.44193321148913	-31.176401881017636	-32.41674784940484	-33.94013157435603	-35.094215559033486	-35.04185397026258	-31.64378082869558	-32.80294705174229	-33.922009538492986	-37.79208962192647	-35.788712336253305	-32.529983358906655	-31.487378853186087	-26.436479172897428	-31.132652495348818	-34.1297593007996	-33.89624022841892	-34.196431309250926	-35.06929317823883	-35.26706260491119	-34.181341439565934	-33.956469983796765	-32.79408329045943	-33.09596263600265	-33.9776646163852	-26.527789510924222	-34.18685286770032	-33.95905397563122	-35.061334096173326	-30.034459470516012	-31.92213386111623	-35.15395890758694	-31.142388728360682	-28.551487898900852	-30.07687679816741	-22.979424341594047	-28.609343999438565	-34.005306273400365	-34.16097200213673	-35.080505866593725	-32.542083689254696	-33.958291824262524	-32.376244699532506	-34.0937266716541	-32.55897983504126	-31.44002700555752	-32.41674784940484	-32.55841757521151		-36.1543584675585	-35.080484770135435	-35.14353554772881	-30.683742524720834	-31.225470355940132	-32.18815825337499	-23.438821368964042	-34.98396722963064	-34.960660508876835	-34.108642509942506	-33.72288108388296	-35.094215559033486	-27.079581168032444	-35.7621373691032		-31.583340412023503	-35.094215559033486	-33.89771176717111
1200.0	4.0	0.0	eq	a60	-32.52480917526752	-30.165288592270045	-35.22775198561014	-32.569953354389206	-37.21989949256273	-33.913667844383454	-35.14176747387595	-34.03622865172271	-35.172066355078556	-31.390213156755415	-36.334965743429684	-30.692660508374168	-34.11068362634328	-36.79903335904527	-30.694470984138114	-32.640995298744414	-34.15222300498373	-30.171781036873895	-33.82461707441861	-36.44102841346122	-31.252963261106274	-32.366742143882085	-33.941669380243276	-29.93317130117671	-33.86717737905875	-33.97118493217418	-33.93370174101775	-34.08962619833926	-32.41181737721661	-35.229879176907794	-34.076606429610116	-35.060893763820275	-35.10590678653776	-32.52685198170149	-36.3133483073889	-35.22660403776332	-36.328989565059004	-35.132280861834616	-35.24494164233839	-33.7177074726715	-34.094439457608026	-37.71172030551163	-32.69249090616877	-35.138651652737856	-31.777901269092986	-35.271243809577705	-32.512866868720295	-32.600869168538644	-30.05483367379118	-36.44018397254721	-31.16563953543739	-32.41181737721661	-33.93244846621463	-35.08352381839832	-35.03243887636834	-31.635873445010148	-32.798977210447724	-33.9140180017777	-37.80972527622373	-35.86829743089937	-32.52327733875783	-31.482322161205552	-26.30692378746965	-31.121485314507535	-34.122369810338	-33.882603481085354	-34.212745379649085	-35.059388150407706	-35.25394790830751	-34.17416427694161	-33.949088718683484	-32.78773382090656	-33.10027751133157	-33.970533098294624	-26.42071415106865	-34.20608237786051	-33.94779574527756	-35.07520948021112	-30.023132802561516	-31.91593005639311	-35.14332781613846	-31.130827196337442	-28.471555976969757	-30.065427605595886	-22.928646614710754	-28.52689480592526	-33.9979964871338	-34.15550514238435	-35.07011553343284	-32.53547497283181	-33.95051893345392	-32.374505190487966	-34.086159516147106	-32.552599317253566	-31.432634295185046	-32.41181737721661	-32.55187601008505		-36.129297487095336	-35.0698662974327	-35.134876939709386	-30.676481792539523	-31.214385884869348	-32.18243941291368	-23.39424343217935	-34.975798733774816	-34.952939709969236	-34.100696960492186	-33.71341131178582	-35.08352381839832	-26.989672211466424	-35.84255474249396		-31.57673773994528	-35.08352381839832	-33.88509804175455
1200.0	4.0	0.5	eq	a60	-32.51676853272532	-30.154704872469797	-35.23051341906581	-32.56201707084538	-37.22453197805714	-33.90945939440622	-35.14426252503101	-34.03154989673327	-35.174073169921634	-31.380973913299268	-36.31008342511827	-30.679803220981825	-34.10687775940546	-36.790405853212704	-30.682148941207394	-32.63377409413658	-34.14826774212962	-30.161585280735522	-33.819398788037226	-36.43885464781792	-31.24426582779521	-32.357943612810914	-33.93753096905803	-29.922372724981464	-33.86084478700201	-33.966971235197654	-33.929599799527544	-34.08443236665973	-32.404365545678864	-35.23203552217181	-34.0717782311898	-35.062740393636595	-35.10634515180047	-32.519082072715946	-36.28807444236389	-35.22775601466561	-36.352355133782446	-35.13408701602666	-35.24956135798647	-33.71386319430052	-34.08920999946056	-37.71175585156249	-32.68444013315222	-35.140546083372314	-31.769835307328492	-35.27649297782466	-32.50478058941835	-32.59767993066213	-30.044124028474375	-36.43826630239039	-31.156825086575623	-32.404365545678864	-33.928316845207064	-35.085723128424455	-35.032484364579624	-31.627584020503154	-32.79380636505299	-33.90984114592545	-37.80277674158897	-35.816973089105545	-32.51527114853803	-31.474355968399166	-26.372472726044126	-31.112808494790805	-34.11772219815655	-33.87619772681677	-34.20928431861205	-35.06135470922467	-35.259019276623825	-34.1702142545384	-33.94490565743872	-32.77932434418363	-33.0972694404269	-33.96639248525822	-26.47210326019576	-34.202696620877234	-33.94237955369075	-35.07094861140642	-30.012284610045764	-31.907736827634036	-35.14403249624112	-31.122365751201336	-28.502225715301968	-30.054722790938616	-22.937577351583368	-28.559780169354532	-33.99372421854551	-34.15192790933371	-35.0721706605089	-32.527472656225235	-33.946431206213354	-32.36766739040028	-34.08102943734661	-32.54463842352945	-31.422101223419418	-32.404365545678864	-32.54387921986347		-36.15389992910197	-35.07197319895748	-35.13669147877067	-30.66580919387764	-31.205701589342652	-32.17419828025555	-23.401072758864167	-34.97741091576925	-34.95441322408847	-34.095450091881965	-33.7087939517121	-35.085723128424455	-27.0278547539481	-35.79058347714729		-31.56599818731437	-35.085723128424455	-33.879583476192586
1200.0	4.25	0.0	eq	a60	-32.534594002205026	-30.172416982206315	-35.22942304797669	-32.579802765909484	-37.21274953315107	-33.923190106578666	-35.14347188687467	-34.04506433645005	-35.173586073087264	-31.39946861269062	-36.35568083904947	-30.70289620794908	-34.11933845501418	-36.80281240658768	-30.705076759529774	-32.65128207174016	-34.16051982104371	-30.17842522758663	-33.83473477145697	-36.43552081664323	-31.261975915057217	-32.37672733774674	-33.95113067884262	-29.938371951971277	-33.87738975494541	-33.98048991610547	-33.94320830898072	-34.09797500531771	-32.422115273862666	-35.23228752047774	-34.08462008375786	-35.064305299368364	-35.11080917072809	-32.53681832596191	-36.333935917197905	-35.23024217968778	-36.301043908705	-35.1346537697652	-35.24246681544328	-33.72774669504108	-34.10280876954236	-37.71197813225824	-32.70189486997637	-35.14081820379589	-31.789536600862082	-35.26985831284109	-32.52278601164668	-32.6139935356329	-30.06072189900362	-36.434452123820876	-31.17476552590453	-32.422115273862666	-33.941947386047126	-35.08650126784347	-35.0387554420613	-31.6459228965204	-32.80914549323754	-33.92355168130913	-37.81267970892725	-35.906055032021555	-32.53306606873247	-31.492179981899856	-26.263200103032325	-31.13055871502894	-34.13016491772686	-33.89270838215395	-34.22204992712389	-35.0626823043592	-35.251132700397264	-34.18225627606235	-33.958494526652814	-32.79767211970451	-33.112756127083706	-33.9798688052276	-26.386455099825792	-34.215529135405134	-33.957083471727366	-35.07884645619754	-30.02892076218606	-31.926476864686588	-35.147601360177994	-31.13984658768254	-28.443216080355743	-30.0713722606854	-22.924531338159284	-28.49667682250896	-34.00722589574373	-34.16400424579925	-35.07336121025511	-32.54527456852169	-33.96003851960299	-32.38514012036231	-34.094454315726395	-32.56245990198647	-31.441840145449977	-32.422115273862666	-32.56171077839101		-36.100824930189724	-35.073164120044986	-35.13719598285728	-30.68619488967553	-31.223406547496204	-32.19281689017919	-23.38707054319762	-34.97960226606307	-34.95694626261648	-34.109084049631974	-33.72408687603586	-35.08650126784347	-26.957631888960677	-35.88066868354674		-31.586196953473564	-35.08650126784347	-33.89487699987721
1300.0	3.75	0.0	eq	a60	-32.855498275333005	-30.586051002358296	-35.453372915220925	-32.90221232107217	-37.520160859718665	-34.212927690078445	-35.41103689849449	-34.31413692922361	-35.458678762701254	-31.757903441186194	-36.68821235955496	-31.106562795562912	-34.426346872998586	-37.17477563489662	-31.10647682886991	-33.011975242675035	-34.43198583296216	-30.59001942389915	-34.119591057449014	-36.476071867413815	-31.624415067643632	-32.69829197439112	-34.24278168440766	-30.356803539822156	-34.155218473968915	-34.28195099897837	-34.23836416274587	-34.35351500997299	-32.77855277332974	-35.454958350343134	-34.341025392154435	-35.33085156082557	-35.3373921885104	-32.86926215119801	-36.631447962689066	-35.45228659532937	-36.46604935072751	-35.40841658663625	-35.54461611260233	-34.069754377779475	-34.358395801225726	-37.868664247193195	-33.00995618402548	-35.41890482503055	-32.192650428093586	-35.49794753848036	-32.84523860659482	-33.24989354931125	-30.47535633150406	-36.47627533853351	-31.542430884586157	-32.77855277332974	-34.236219168628395	-35.34662388557229	-35.27741236919208	-32.01589083117171	-33.168815361640725	-34.2150784978968	-38.03509801366269	-36.497709153687495	-32.854497110162356	-31.879695995131357	-26.977743707283462	-31.50048008728019	-34.38546351638292	-34.168071452149576	-34.738514606439146	-35.32870060289281	-35.547571553671034	-34.44625746264742	-34.25516685024061	-33.10513414593079	-33.57934035099413	-34.27756245313844	-27.05890439095844	-34.73942608241436	-34.22710226030639	-35.501113036213404	-30.444164375501185	-32.29564392142464	-35.37097382343365	-31.509578344293946	-29.021684464316962	-30.48557836189923	-23.62118894722782	-29.07714375582078	-34.30018795861677	-34.45152536824085	-35.33462040601351	-32.86734757157985	-34.252791831014974	-32.788616228639725	-34.35006330628844	-32.886729734297745	-31.790778807093602	-32.77855277332974	-32.883654671231525		-36.35179616483401	-35.33235584063349	-35.41169347833238	-31.08493449953898	-31.587722811895173	-32.53666873444084	-24.064758181461812	-35.26500176808013	-35.24675008687862	-34.364500954839684	-34.03193358263932	-35.34662388557229	-27.565107363217844	-36.478415290770904		-31.929734036985042	-35.34662388557229	-34.170964920908155
1300.0	4.0	1.0	eq	a60	-33.10522722332759	-30.935020724229897	-35.59555658287468	-33.146731624401895	-37.37119158090329	-34.37623649776135	-35.50669439010027	-34.49687315292837	-35.53396519902371	-32.06271157754522	-36.55294137907091	-31.42596319000864	-34.556899696894085	-36.9774139038947	-31.41375902205274	-33.20884270321764	-34.60094944903818	-30.94391625420505	-34.30081969845919	-36.67572355921446	-31.935867351704246	-32.95936864487163	-34.40176757645749	-30.733258532756132	-34.34534947443658	-34.428945394667956	-34.39365059843056	-34.54972450086301	-32.99546424837787	-35.597783502383784	-34.53428675175314	-35.42693925048337	-35.476863413643926	-33.10516849352857	-36.54233179480065	-35.595515840658585	-36.59556564621106	-35.496740224437545	-35.601868650062166	-34.1839780980596	-34.55546894651122	-37.82685122640392	-33.26578189534707	-35.502218995677424	-32.41583141548486	-35.63681741987686	-33.093293807376575	-33.1458192234031	-30.84390476392774	-36.675182762875565	-31.854070541691822	-32.99546424837787	-34.39279745603059	-35.44984021196999	-35.40126640450603	-32.282656680873785	-33.31854026533702	-34.376126235385705	-37.893460137670786	-36.07986359583718	-33.10368148127148	-32.112609764751035	-27.46155012029366	-31.813602386655297	-34.578531105371674	-34.36005117980184	-34.62872181220257	-35.42580929622746	-35.61121357246128	-34.622429751740725	-34.40847789228709	-33.352518413873774	-33.60178815797408	-34.428205705115204	-27.54266189412054	-34.614526994777684	-34.4183643421438	-35.424755016439484	-30.815137732167024	-32.541218172982454	-35.513722615953	-31.82270340854931	-29.44621704097955	-30.853440436442657	-24.24127045296916	-29.499317304803796	-34.45503838593895	-34.599644875511146	-35.43672878687176	-33.11500452679305	-34.41064990124998	-32.957424613274526	-34.54567629732378	-33.13047903925777	-32.101870755272245	-32.99546424837787	-33.13004356764969		-36.4017711595865	-35.43642591803939	-35.499198513137	-31.401606875045253	-31.899983972678747	-32.78567966831091	-24.66972833326091	-35.34399026975866	-35.322239162283815	-34.561858684781086	-34.19107538422824	-35.44984021196999	-28.005698514872662	-36.0561671534712		-32.23527516939279	-35.44984021196999	-34.360398101566275
1300.0	4.0	0.0	eq	a60	-33.09727973096395	-30.919923064943553	-35.582444234643724	-33.13883679463268	-37.38313425603809	-34.36623043987618	-35.49659151569208	-34.48611940344824	-35.52598654302494	-32.05003447360607	-36.54909754750929	-31.419720624640348	-34.549442206424914	-36.99769484624084	-31.408421531642865	-33.20230436262316	-34.592266171101755	-30.92726210361791	-34.2881460393487	-36.67982110045833	-31.92089344556348	-32.95239482771675	-34.3919313454996	-30.714837162478332	-34.331471066978914	-34.41979385947596	-34.38397497805112	-34.54080483620791	-32.9883248745071	-35.58489945269632	-34.52573097094551	-35.415879812464055	-35.4645201704608	-33.09757978601329	-36.534276388126834	-35.5831458167295	-36.59234972692846	-35.48735513514891	-35.59281223528386	-34.176390070758316	-34.54635020254499	-37.82986152254253	-33.25693372009553	-35.49328981972975	-32.40782600946643	-35.623128612639555	-33.08563776310942	-33.15212741231513	-30.826366801548645	-36.679200747962255	-31.83933197728363	-32.9883248745071	-34.38304964843606	-35.438129548524266	-35.389398483811746	-32.27219170730084	-33.31108112682659	-34.3662140650935	-37.90702097873418	-36.11826860695241	-33.095712858254444	-32.10377565799055	-27.31035070632293	-31.798308112016606	-34.56997914093188	-34.34617229926693	-34.633290795568634	-35.41455206054372	-35.601327802825516	-34.61376109530741	-34.39896271864181	-33.344945744460496	-33.59894541899779	-34.418856991633035	-27.41240015553808	-34.621351098384054	-34.4063901095174	-35.43522804841102	-30.797421616412073	-32.53339202959629	-35.501609030371824	-31.80685121302193	-29.359765703530634	-30.83599932154838	-24.12200813822407	-29.411500523753226	-34.445599856419676	-34.59171818719018	-35.42510311918385	-33.10708018500825	-34.40075097013911	-32.951916424759	-34.53686751618147	-33.122693904557295	-32.091923458354586	-32.9883248745071	-33.12217588618067		-36.400200583165365	-35.4245700701865	-35.48991990503217	-31.39072874849315	-31.8848470240807	-32.779211355073905	-24.566092498738556	-35.333727389632976	-35.31217241880175	-34.55273991812671	-34.17975022732317	-35.438129548524266	-27.905384276236994	-36.094914769431554		-32.226602615339125	-35.438129548524266	-34.34724271201708
1300.0	4.0	0.5	eq	a60	-33.094348918903755	-30.91615122833015	-35.5875284376205	-33.136028488856354	-37.38231384245465	-34.36703947785556	-35.50100915726127	-34.48613229146057	-35.529701873401144	-32.04783788680154	-36.53341159235681	-31.41262595984895	-34.550550358670364	-36.993760418145634	-31.401627235355782	-33.200581899698655	-34.592736515668975	-30.924076542406212	-34.28827886258247	-36.673567812008116	-31.919863225095533	-32.94864803788705	-34.392821758687674	-30.710932764558734	-34.33052101563192	-34.42067409989121	-34.384946620059466	-34.540034265904055	-32.9863303393138	-35.58983082993207	-34.52508933154137	-35.42070048400304	-35.469012498887736	-33.09503026837139	-36.517181246405	-35.58773505138741	-36.59398060990527	-35.4913694222977	-35.59585344396798	-34.17812796526661	-34.545564410560445	-37.830312484158775	-33.25395028366864	-35.497284525247025	-32.40554211717745	-35.62894874824265	-33.08264590728867	-33.157395250630614	-30.822654241651747	-36.67302545329779	-31.838151266187896	-32.9863303393138	-34.38398286526216	-35.443028034583286	-35.39406339021282	-32.27029208155946	-33.31158102329139	-34.367073264650124	-37.903707918314396	-36.10092507664237	-33.092826530608974	-32.10191816126898	-27.394998224434623	-31.797418288663856	-34.56939056577199	-34.34509455730377	-34.63795356279026	-35.41943557058313	-35.60459116192578	-34.61408403555363	-34.39984831971468	-33.34133964674837	-33.60300193536593	-34.41977913242108	-27.48424924381299	-34.626066084338746	-34.40592817483095	-35.433776975729934	-30.79350035711399	-32.53082856696962	-35.5060249385431	-31.806317050408598	-29.39423241555931	-30.832312347652994	-24.15587591695389	-29.44776618413748	-34.44635066912468	-34.592785596354865	-35.430033381443884	-33.10420117468454	-34.40182104951845	-32.95100498557603	-34.536116550112055	-33.119869566547386	-32.08774094863975	-32.9863303393138	-33.1192959923476		-36.4034661254319	-35.42957478325871	-35.49390572093632	-31.38696198897646	-31.883879441620206	-32.7760683816653	-24.59764501370385	-35.33871150314582	-35.317201743567786	-34.55194958298633	-34.18072135702509	-35.443028034583286	-27.9511224042195	-36.07736466609981		-32.22176090392864	-35.443028034583286	-34.346953976557636
1300.0	4.25	0.0	eq	a60	-33.09861389270805	-30.917612153056048	-35.58000515416235	-33.14028993036434	-37.381940597717346	-34.368714353192125	-35.494917484978984	-34.48791802934623	-35.52430973254563	-32.04940919080093	-36.55328279419425	-31.421126081415416	-34.55168987367881	-36.999784949564585	-31.410333660182467	-33.20457108870227	-34.5938670006063	-30.924309984887923	-34.29080177598778	-36.678506826119744	-31.91957076100455	-32.953928938757876	-34.394424180002574	-30.710738437777906	-34.33407226265559	-34.42229290247084	-34.38653901664703	-34.542033160563875	-32.99037307373078	-35.5826399912019	-34.526862256389975	-35.41509870990558	-35.463550087898405	-33.0991856842539	-36.53802988971079	-35.581325071271756	-36.58537957259328	-35.48595754548694	-35.58924238525447	-34.17975432366359	-34.547593837434455	-37.83048671201241	-33.25784281367417	-35.49188385877209	-32.4111326114368	-35.61984615638063	-33.087131252806955	-33.16001180472388	-30.822823316840054	-36.677834905860564	-31.83815556501635	-32.99037307373078	-34.385594113558206	-35.43707294124336	-35.38975328195442	-32.27299860524829	-33.31389237409364	-34.368731092538106	-37.908437036192915	-36.12892177883411	-33.0970473972834	-32.10495344126607	-27.259386294263365	-31.796962152405655	-34.57098188868706	-34.34867205882253	-34.63870060176322	-35.41372714800953	-35.597602703176506	-34.61514917298303	-34.40147142796498	-33.346659136193445	-33.60495140672579	-34.42134849543939	-27.37001318105917	-34.62704701292245	-34.40836991575316	-35.434812687057935	-30.793830581828892	-32.535330653314915	-35.50012298540503	-31.805350462806153	-29.325569227150865	-30.832497799929644	-24.10644306194891	-29.375413959642323	-34.44795915949876	-34.59369575315765	-35.42419845609152	-33.10844682864853	-34.40329121412124	-32.954664548125365	-34.538074511069	-33.12416276180581	-32.09173018682345	-32.99037307373078	-33.123598385728755		-36.39323448460749	-35.423691549180795	-35.488502205034855	-31.390774749349326	-31.88349753654009	-32.781155292681	-24.549540675276184	-35.33344789103449	-35.31205424132462	-34.553984169792685	-34.18302852862659	-35.43707294124336	-27.867207922419325	-36.1056637030918		-32.22696579429869	-35.43707294124336	-34.3495738483995
1400.0	4.0	1.0	eq	a60	-33.605379481506425	-31.59446009483731	-35.904674203877164	-33.64379402793533	-37.51108621724615	-34.77175701207936	-35.81505549535259	-34.889683265853925	-35.84182138916349	-32.64008972752359	-36.75268204928201	-32.05945299742593	-34.9412129019048	-37.15695112869905	-32.035902332915576	-33.700000895086916	-34.98576490911309	-31.604304941645516	-34.704850352236626	-36.88292511464068	-32.520989217121326	-33.47014573829824	-34.795397704263124	-31.414974589222698	-34.749617680529546	-34.82129481227388	-34.78737285889374	-34.944072026858215	-33.49994109277237	-35.90759207198657	-34.92687180717299	-35.73646545344491	-35.78991922853458	-33.60405773836121	-36.74679902033073	-35.90714356293646	-36.80631192539238	-35.805738651801924	-35.90289692552189	-34.586097431303564	-34.950389878813766	-37.93202483139457	-33.75890951918356	-35.81081660053655	-32.96612747236287	-35.94212544368136	-33.59370040638733	-33.631934301635965	-31.51694784722335	-36.88240328220752	-32.44420686646205	-33.49994109277237	-34.78676541235666	-35.75875155406973	-35.712336775695675	-32.83975258027941	-33.77112910539411	-34.77138074907976	-37.98578754718028	-36.332894689650075	-33.603826344835056	-32.66009600494178	-28.334538298307667	-32.406555757443925	-34.969789455719706	-34.7637460637651	-34.99814591891917	-35.73544183752772	-35.91152150282111	-35.00671849851251	-34.80185508356596	-33.83919168495884	-34.040508623864355	-34.82029780397825	-28.408044383641645	-34.981704460833086	-34.81838491723346	-35.74148422839731	-31.49055083372632	-33.080911932883765	-35.82674329388961	-32.41512724305937	-30.211743916819678	-31.52565456471942	-25.268376427046956	-30.261416912679525	-34.846478843249706	-34.981528653425386	-35.74610066979566	-33.6144389677029	-34.80434988423017	-33.46339337188669	-34.9396248308415	-33.628622690696886	-32.67777020524153	-33.49994109277237	-33.62831672890148		-36.619507970362044	-35.74552631371883	-35.80814667640776	-32.02591080335375	-32.48735272257743	-33.306550807381086	-25.681069969096477	-35.65665083156942	-35.63621521705326	-34.956882041097764	-34.598069210639416	-35.75875155406973	-28.79974547115995	-36.31158915958348		-32.80255760739939	-35.75875155406973	-34.76315442164859
1400.0	4.0	0.0	eq	a60	-33.602402684174486	-31.58555110873255	-35.895760466907404	-33.640830327225544	-37.522867423689036	-34.766116069927875	-35.80883580791343	-34.883552208851924	-35.83749195415382	-32.62937593415809	-36.74668332015499	-32.0600650434507	-34.937062968249855	-37.173849748236215	-32.037765564766765	-33.69762288077437	-34.98120303763112	-31.59380844786083	-34.6972049753464	-36.88785606922671	-32.50711800536639	-33.46812820785859	-34.78981069953345	-31.404235626966624	-34.74077839370036	-34.81604981039539	-34.78186245618366	-34.93968213155555	-33.49709114949859	-35.8988232965386	-34.92277806556385	-35.72900525716421	-35.781718213483884	-33.60119486998437	-36.73699758568613	-35.898763320200516	-36.807892108727266	-35.800170277110794	-35.89820184633278	-34.58177611416894	-34.94584441630173	-37.93465277747446	-33.755236623165274	-35.805604443346944	-32.962626835040176	-35.93288157799468	-33.59104161208215	-33.63545381328865	-31.506266785227783	-36.887295390300764	-32.43093170876825	-33.49709114949859	-34.781213844053894	-35.750793161617445	-35.7046566152253	-32.83222868715625	-33.76683108853297	-34.76578150427813	-37.99833415267503	-36.36155864156471	-33.600806045983916	-32.654831788905646	-28.18830862515046	-32.39258229935952	-34.965689652865436	-34.75490105391929	-34.999610286040806	-35.72777664888036	-35.90610333965755	-35.00227417295448	-34.79642657419326	-33.83739720486587	-34.03901496018336	-34.8149503070453	-28.280262515745388	-34.98449673445236	-34.81133648542874	-35.753839990573475	-31.480088716900894	-33.07728578803897	-35.81862646760991	-32.40030267427231	-30.14129688088415	-31.514935014095165	-25.172975988413064	-30.189734853963937	-34.841074287554996	-34.977293931446944	-35.73816630978887	-33.61146588089767	-34.79871010743496	-33.46106895546493	-34.9353241907601	-33.62575190702928	-32.67075487372934	-33.49709114949859	-33.625400820830826		-36.62226821872934	-35.73739071095162	-35.80268133508578	-32.01908356548445	-32.47335644071407	-33.3049145736297	-25.594194032806502	-35.64940220124592	-35.62899796048986	-34.95233999246375	-34.591365170328146	-35.750793161617445	-28.712240650131143	-36.340520547133195		-32.79753884090387	-35.750793161617445	-34.75511620412023
1400.0	4.0	0.5	eq	a60	-33.59946977230001	-31.58563192267749	-35.89885345367148	-33.637957123474976	-37.52095310611034	-34.76547590154265	-35.81114479876622	-34.8823552576351	-35.8391647795261	-32.63027975526077	-36.74107778380966	-32.054640819867736	-34.93684733620549	-37.17082724506382	-32.031736220875864	-33.695509698994954	-34.9804738936693	-31.59469529772764	-34.69591294770798	-36.88209909258858	-32.50988157545609	-33.4644519736242	-34.78924365535574	-31.40516858289852	-34.738675403986875	-34.815531323491385	-34.781359578270596	-34.938051457889486	-33.49485105228371	-35.901853646411595	-34.921290166704985	-35.73177146163198	-35.78433606140929	-33.59852406768359	-36.730988731126224	-35.901573952060545	-36.80553690069161	-35.80214736908418	-35.899075014327764	-34.58192571855382	-34.944182966445176	-37.934690531337246	-33.75245418280485	-35.80754551128186	-32.95987099417068	-35.93640526046658	-33.58799494039525	-33.638525742414835	-31.507047863814847	-36.88157170843292	-32.43339525128998	-33.49485105228371	-34.780682059309115	-35.753622132098144	-35.7072368878439	-32.83183303300924	-33.76649529056258	-34.76518198544104	-37.99563765860103	-36.35369017375901	-33.597917316911456	-32.653967083797056	-28.284342670787268	-32.39545637595508	-34.964339168895314	-34.752700216227545	-35.002760056769844	-35.73060498101968	-35.90715650631822	-35.00145987737553	-34.795881961290675	-33.8335267124566	-34.04087869341511	-34.81444790897466	-28.364775426315898	-34.987925814839734	-34.80971144827982	-35.75090419094968	-31.480770897802643	-33.074915638198355	-35.82126655058727	-32.40368614318336	-30.179098463682802	-31.51572267295289	-25.22727980347304	-30.228749738929757	-34.840452709905286	-34.97702938580352	-35.74103228409157	-33.608570110239675	-34.79829902472293	-33.45973476748953	-34.93371616881787	-33.62286377881145	-32.66939493125762	-33.49485105228371	-33.62247598464138		-36.62121147075982	-35.740316694980415	-35.8046280755289	-32.01803262607777	-32.47620180491349	-33.301532141494846	-25.645489829699496	-35.65239899922538	-35.632070925789314	-34.95066886442948	-34.59069398782537	-35.753622132098144	-28.763748742652112	-36.332562406383644		-32.79495211039876	-35.753622132098144	-34.75352250678269
