age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.079432823	0.75	4624	4.663	-0.74	7.04	6.36	5.85	5.08	4.55	4.48	4.46	4.62	0	nc	0.282	1.9
0.079432823	0.8	4818	4.64	-0.62	6.61	6	5.53	4.83	4.35	4.3	4.29	4.43	0	nc	0.282	1.9
0.079432823	0.85	5029	4.615	-0.5	6.19	5.64	5.22	4.58	4.16	4.11	4.1	4.23	0	nc	0.282	1.9
0.079432823	0.9	5229	4.589	-0.38	5.81	5.32	4.92	4.35	3.98	3.93	3.93	4.04	0	nc	0.282	1.9
0.079432823	0.95	5413	4.563	-0.27	5.48	5.03	4.66	4.14	3.8	3.76	3.77	3.86	0	nc	0.282	1.9
0.079432823	1	5586	4.538	-0.16	5.19	4.77	4.42	3.95	3.64	3.6	3.61	3.69	0	nc	0.282	1.9
0.079432823	1.05	5772	4.51	-0.06	4.9	4.51	4.18	3.75	3.47	3.44	3.45	3.52	0	nc	0.282	1.9
0.079432823	1.1	5950	4.481	0.04	4.62	4.25	3.95	3.55	3.3	3.27	3.29	3.35	0	nc	0.282	1.9
0.079432823	1.15	6108	4.449	0.14	4.36	4.02	3.74	3.37	3.14	3.11	3.13	3.19	0	nc	0.282	1.9
0.079432823	1.2	6269	4.417	0.24	4.11	3.79	3.53	3.19	2.98	2.95	2.98	3.02	0	nc	0.282	1.9
0.1	0.7	4393	4.684	-0.88	7.58	6.84	6.22	5.34	4.75	4.67	4.65	4.82	0	nc	0.282	1.9
0.1	0.75	4609	4.662	-0.75	7.06	6.38	5.86	5.08	4.55	4.48	4.46	4.62	0	nc	0.282	1.9
0.1	0.8	4819	4.638	-0.62	6.6	5.99	5.53	4.83	4.35	4.29	4.28	4.43	0	nc	0.282	1.9
0.1	0.85	5033	4.614	-0.49	6.18	5.63	5.21	4.58	4.16	4.1	4.1	4.22	0	nc	0.282	1.9
0.1	0.9	5234	4.588	-0.37	5.81	5.31	4.92	4.35	3.97	3.93	3.92	4.03	0	nc	0.282	1.9
0.1	0.95	5411	4.562	-0.27	5.48	5.03	4.66	4.14	3.8	3.76	3.76	3.86	0	nc	0.282	1.9
0.1	1	5596	4.536	-0.16	5.18	4.76	4.41	3.94	3.63	3.59	3.6	3.69	0	nc	0.282	1.9
0.1	1.05	5792	4.509	-0.05	4.87	4.49	4.17	3.73	3.46	3.43	3.44	3.51	0	nc	0.282	1.9
0.1	1.1	5965	4.48	0.05	4.6	4.24	3.94	3.54	3.3	3.27	3.28	3.34	0	nc	0.282	1.9
0.1	1.15	6124	4.449	0.14	4.35	4.01	3.73	3.36	3.13	3.11	3.13	3.18	0	nc	0.282	1.9
0.1	1.2	6275	4.417	0.24	4.11	3.79	3.52	3.18	2.98	2.95	2.98	3.02	0	nc	0.282	1.9
0.125892541	0.7	4379	4.681	-0.89	7.6	6.86	6.23	5.35	4.75	4.67	4.64	4.82	0	nc	0.282	1.9
0.125892541	0.75	4607	4.66	-0.75	7.06	6.38	5.86	5.08	4.54	4.47	4.46	4.62	0	nc	0.282	1.9
0.125892541	0.8	4821	4.637	-0.62	6.59	5.98	5.52	4.82	4.35	4.29	4.28	4.42	0	nc	0.282	1.9
0.125892541	0.85	5036	4.613	-0.49	6.17	5.63	5.2	4.57	4.15	4.1	4.09	4.22	0	nc	0.282	1.9
0.125892541	0.9	5235	4.587	-0.37	5.8	5.31	4.91	4.34	3.97	3.92	3.92	4.03	0	nc	0.282	1.9
0.125892541	0.95	5413	4.561	-0.27	5.48	5.02	4.66	4.14	3.8	3.76	3.76	3.86	0	nc	0.282	1.9
0.125892541	1	5604	4.535	-0.16	5.17	4.75	4.4	3.93	3.63	3.59	3.6	3.68	0	nc	0.282	1.9
0.125892541	1.05	5800	4.508	-0.05	4.86	4.48	4.16	3.73	3.46	3.43	3.44	3.51	0	nc	0.282	1.9
0.125892541	1.1	5970	4.479	0.05	4.6	4.24	3.94	3.54	3.29	3.26	3.28	3.34	0	nc	0.282	1.9
0.125892541	1.15	6132	4.448	0.15	4.34	4	3.72	3.36	3.13	3.1	3.12	3.18	0	nc	0.282	1.9
0.125892541	1.2	6281	4.416	0.24	4.1	3.78	3.52	3.18	2.97	2.95	2.97	3.01	0	nc	0.282	1.9
0.158489319	0.7	4374	4.679	-0.89	7.61	6.86	6.23	5.34	4.75	4.66	4.64	4.82	0	nc	0.282	1.9
0.158489319	0.75	4606	4.658	-0.75	7.06	6.37	5.86	5.08	4.54	4.47	4.45	4.62	0	nc	0.282	1.9
0.158489319	0.8	4823	4.635	-0.61	6.59	5.98	5.52	4.82	4.34	4.28	4.27	4.42	0	nc	0.282	1.9
0.158489319	0.85	5038	4.611	-0.49	6.17	5.62	5.2	4.57	4.15	4.1	4.09	4.21	0	nc	0.282	1.9
0.158489319	0.9	5234	4.586	-0.37	5.8	5.3	4.91	4.34	3.97	3.92	3.92	4.03	0	nc	0.282	1.9
0.158489319	0.95	5419	4.559	-0.26	5.47	5.01	4.65	4.13	3.79	3.75	3.75	3.85	0	nc	0.282	1.9
0.158489319	1	5620	4.534	-0.15	5.15	4.73	4.39	3.92	3.62	3.58	3.59	3.68	0	nc	0.282	1.9
0.158489319	1.05	5806	4.507	-0.05	4.86	4.47	4.15	3.73	3.45	3.42	3.44	3.51	0	nc	0.282	1.9
0.158489319	1.1	5977	4.478	0.05	4.59	4.23	3.93	3.54	3.29	3.26	3.28	3.34	0	nc	0.282	1.9
0.158489319	1.15	6133	4.447	0.15	4.34	4	3.72	3.35	3.13	3.1	3.12	3.17	0	nc	0.282	1.9
0.158489319	1.2	6282	4.415	0.24	4.1	3.78	3.51	3.18	2.97	2.95	2.97	3.01	0	nc	0.282	1.9
0.199526231	0.7	4373	4.677	-0.88	7.6	6.86	6.23	5.34	4.75	4.66	4.63	4.81	0	nc	0.282	1.9
0.199526231	0.75	4606	4.656	-0.74	7.05	6.37	5.85	5.07	4.54	4.46	4.45	4.61	0	nc	0.282	1.9
0.199526231	0.8	4824	4.633	-0.61	6.58	5.97	5.51	4.81	4.34	4.28	4.27	4.41	0	nc	0.282	1.9
0.199526231	0.85	5038	4.61	-0.49	6.16	5.62	5.19	4.56	4.15	4.09	4.09	4.21	0	nc	0.282	1.9
0.199526231	0.9	5235	4.584	-0.37	5.79	5.3	4.91	4.34	3.96	3.92	3.92	4.02	0	nc	0.282	1.9
0.199526231	0.95	5429	4.557	-0.26	5.45	5	4.64	4.12	3.78	3.74	3.75	3.84	0	nc	0.282	1.9
0.199526231	1	5622	4.533	-0.15	5.14	4.73	4.39	3.92	3.62	3.58	3.59	3.67	0	nc	0.282	1.9
0.199526231	1.05	5809	4.506	-0.04	4.85	4.47	4.15	3.72	3.45	3.42	3.43	3.5	0	nc	0.282	1.9
0.199526231	1.1	5979	4.477	0.06	4.58	4.22	3.93	3.53	3.28	3.26	3.27	3.33	0	nc	0.282	1.9
0.199526231	1.15	6138	4.445	0.15	4.33	3.99	3.71	3.35	3.12	3.1	3.12	3.17	0	nc	0.282	1.9
0.199526231	1.2	6286	4.413	0.24	4.09	3.77	3.51	3.17	2.96	2.94	2.96	3.01	0	nc	0.282	1.9
0.251188643	0.7	4373	4.675	-0.88	7.6	6.86	6.23	5.34	4.74	4.65	4.63	4.81	0	nc	0.282	1.9
0.251188643	0.75	4607	4.655	-0.74	7.05	6.36	5.85	5.07	4.53	4.46	4.45	4.61	0	nc	0.282	1.9
0.251188643	0.8	4825	4.633	-0.61	6.58	5.97	5.51	4.81	4.34	4.28	4.27	4.41	0	nc	0.282	1.9
0.251188643	0.85	5040	4.609	-0.49	6.16	5.61	5.19	4.56	4.14	4.09	4.08	4.21	0	nc	0.282	1.9
0.251188643	0.9	5237	4.583	-0.37	5.79	5.29	4.9	4.33	3.96	3.91	3.91	4.02	0	nc	0.282	1.9
0.251188643	0.95	5433	4.557	-0.25	5.45	5	4.63	4.12	3.78	3.74	3.75	3.84	0	nc	0.282	1.9
0.251188643	1	5626	4.532	-0.15	5.14	4.72	4.38	3.91	3.61	3.58	3.59	3.67	0	nc	0.282	1.9
0.251188643	1.05	5813	4.505	-0.04	4.84	4.46	4.14	3.72	3.45	3.41	3.43	3.5	0	nc	0.282	1.9
0.251188643	1.1	5981	4.475	0.06	4.57	4.22	3.92	3.53	3.28	3.25	3.27	3.33	0	nc	0.282	1.9
0.251188643	1.15	6139	4.443	0.15	4.32	3.99	3.71	3.34	3.12	3.09	3.11	3.16	0	nc	0.282	1.9
0.251188643	1.2	6288	4.412	0.25	4.08	3.77	3.5	3.17	2.96	2.94	2.96	3	0	nc	0.282	1.9
0.316227766	0.7	4373	4.674	-0.88	7.6	6.85	6.22	5.33	4.74	4.65	4.63	4.81	0	nc	0.282	1.9
0.316227766	0.75	4607	4.654	-0.74	7.04	6.36	5.84	5.06	4.53	4.46	4.44	4.6	0	nc	0.282	1.9
0.316227766	0.8	4825	4.631	-0.61	6.57	5.97	5.5	4.81	4.33	4.27	4.26	4.41	0	nc	0.282	1.9
0.316227766	0.85	5040	4.608	-0.48	6.16	5.61	5.19	4.56	4.14	4.09	4.08	4.2	0	nc	0.282	1.9
0.316227766	0.9	5238	4.581	-0.37	5.78	5.29	4.9	4.33	3.95	3.91	3.91	4.02	0	nc	0.282	1.9
0.316227766	0.95	5435	4.556	-0.25	5.44	4.99	4.63	4.11	3.78	3.74	3.74	3.84	0	nc	0.282	1.9
0.316227766	1	5629	4.53	-0.14	5.13	4.72	4.38	3.91	3.61	3.57	3.58	3.66	0	nc	0.282	1.9
0.316227766	1.05	5816	4.503	-0.04	4.84	4.45	4.14	3.71	3.44	3.41	3.42	3.49	0	nc	0.282	1.9
0.316227766	1.1	5984	4.473	0.06	4.57	4.21	3.91	3.52	3.27	3.25	3.26	3.32	0	nc	0.282	1.9
0.316227766	1.15	6142	4.441	0.16	4.31	3.98	3.7	3.34	3.11	3.09	3.11	3.16	0	nc	0.282	1.9
0.316227766	1.2	6289	4.409	0.25	4.07	3.76	3.49	3.16	2.95	2.93	2.95	2.99	0	nc	0.282	1.9
0.398107171	0.7	4372	4.672	-0.88	7.59	6.85	6.22	5.33	4.73	4.65	4.62	4.8	0	nc	0.282	1.9
0.398107171	0.75	4606	4.652	-0.74	7.04	6.36	5.84	5.06	4.53	4.45	4.44	4.6	0	nc	0.282	1.9
0.398107171	0.8	4824	4.63	-0.61	6.57	5.96	5.5	4.8	4.33	4.27	4.26	4.4	0	nc	0.282	1.9
0.398107171	0.85	5040	4.606	-0.48	6.15	5.61	5.18	4.55	4.14	4.08	4.08	4.2	0	nc	0.282	1.9
0.398107171	0.9	5240	4.58	-0.36	5.78	5.29	4.89	4.32	3.95	3.91	3.9	4.01	0	nc	0.282	1.9
0.398107171	0.95	5438	4.554	-0.25	5.44	4.99	4.62	4.11	3.77	3.73	3.74	3.83	0	nc	0.282	1.9
0.398107171	1	5631	4.528	-0.14	5.12	4.71	4.37	3.9	3.6	3.57	3.58	3.66	0	nc	0.282	1.9
0.398107171	1.05	5818	4.502	-0.04	4.83	4.45	4.13	3.71	3.44	3.41	3.42	3.49	0	nc	0.282	1.9
0.398107171	1.1	5987	4.471	0.06	4.56	4.2	3.91	3.51	3.27	3.24	3.26	3.32	0	nc	0.282	1.9
0.398107171	1.15	6145	4.438	0.16	4.3	3.97	3.69	3.33	3.1	3.08	3.1	3.15	0	nc	0.282	1.9
0.398107171	1.2	6291	4.405	0.25	4.06	3.75	3.48	3.15	2.94	2.92	2.94	2.98	0	nc	0.282	1.9
0.501187234	0.7	4371	4.671	-0.88	7.59	6.85	6.22	5.33	4.73	4.64	4.62	4.8	0	nc	0.282	1.9
0.501187234	0.75	4606	4.651	-0.74	7.04	6.36	5.84	5.06	4.52	4.45	4.44	4.6	0	nc	0.282	1.9
0.501187234	0.8	4824	4.628	-0.61	6.57	5.96	5.5	4.8	4.32	4.27	4.26	4.4	0	nc	0.282	1.9
0.501187234	0.85	5041	4.605	-0.48	6.15	5.6	5.18	4.55	4.13	4.08	4.07	4.2	0	nc	0.282	1.9
0.501187234	0.9	5240	4.579	-0.36	5.78	5.28	4.89	4.32	3.95	3.9	3.9	4.01	0	nc	0.282	1.9
0.501187234	0.95	5439	4.552	-0.25	5.43	4.98	4.62	4.1	3.77	3.73	3.73	3.83	0	nc	0.282	1.9
0.501187234	1	5634	4.526	-0.14	5.12	4.7	4.36	3.9	3.6	3.56	3.57	3.65	0	nc	0.282	1.9
0.501187234	1.05	5822	4.499	-0.03	4.82	4.44	4.12	3.7	3.43	3.4	3.41	3.48	0	nc	0.282	1.9
0.501187234	1.1	5991	4.467	0.07	4.55	4.19	3.9	3.5	3.26	3.23	3.25	3.31	0	nc	0.282	1.9
0.501187234	1.15	6148	4.435	0.17	4.29	3.96	3.68	3.32	3.09	3.07	3.09	3.14	0	nc	0.282	1.9
0.501187234	1.2	6292	4.401	0.26	4.05	3.74	3.47	3.14	2.93	2.91	2.93	2.97	0	nc	0.282	1.9
0.630957344	0.7	4370	4.67	-0.88	7.59	6.85	6.21	5.32	4.73	4.64	4.62	4.8	0	nc	0.282	1.9
0.630957344	0.75	4606	4.65	-0.74	7.03	6.35	5.84	5.05	4.52	4.45	4.43	4.59	0	nc	0.282	1.9
0.630957344	0.8	4825	4.627	-0.61	6.56	5.96	5.5	4.8	4.32	4.26	4.25	4.4	0	nc	0.282	1.9
0.630957344	0.85	5042	4.603	-0.48	6.14	5.6	5.17	4.55	4.13	4.08	4.07	4.19	0	nc	0.282	1.9
0.630957344	0.9	5242	4.577	-0.36	5.77	5.28	4.88	4.31	3.94	3.9	3.9	4	0	nc	0.282	1.9
0.630957344	0.95	5443	4.55	-0.25	5.42	4.97	4.61	4.1	3.76	3.72	3.73	3.82	0	nc	0.282	1.9
0.630957344	1	5639	4.524	-0.14	5.11	4.69	4.36	3.89	3.59	3.56	3.57	3.65	0	nc	0.282	1.9
0.630957344	1.05	5826	4.496	-0.03	4.81	4.43	4.11	3.69	3.42	3.39	3.4	3.47	0	nc	0.282	1.9
0.630957344	1.1	5995	4.464	0.07	4.54	4.18	3.88	3.49	3.25	3.22	3.24	3.3	0	nc	0.282	1.9
0.630957344	1.15	6150	4.43	0.17	4.28	3.95	3.67	3.31	3.08	3.06	3.08	3.13	0	nc	0.282	1.9
0.630957344	1.2	6294	4.396	0.26	4.04	3.72	3.46	3.12	2.92	2.9	2.92	2.96	0	nc	0.282	1.9
0.794328235	0.7	4370	4.668	-0.88	7.59	6.84	6.21	5.32	4.73	4.64	4.61	4.79	0	nc	0.282	1.9
0.794328235	0.75	4607	4.648	-0.74	7.03	6.35	5.83	5.05	4.51	4.44	4.43	4.59	0	nc	0.282	1.9
0.794328235	0.8	4827	4.625	-0.6	6.56	5.95	5.49	4.79	4.32	4.26	4.25	4.39	0	nc	0.282	1.9
0.794328235	0.85	5044	4.602	-0.48	6.13	5.59	5.17	4.54	4.12	4.07	4.06	4.19	0	nc	0.282	1.9
0.794328235	0.9	5247	4.575	-0.36	5.76	5.27	4.87	4.31	3.94	3.89	3.89	4	0	nc	0.282	1.9
0.794328235	0.95	5446	4.548	-0.24	5.41	4.96	4.6	4.09	3.76	3.72	3.72	3.81	0	nc	0.282	1.9
0.794328235	1	5644	4.521	-0.13	5.09	4.68	4.35	3.88	3.58	3.55	3.56	3.64	0	nc	0.282	1.9
0.794328235	1.05	5832	4.492	-0.02	4.8	4.42	4.1	3.68	3.41	3.38	3.39	3.46	0	nc	0.282	1.9
0.794328235	1.1	5999	4.459	0.08	4.52	4.17	3.87	3.48	3.24	3.21	3.23	3.29	0	nc	0.282	1.9
0.794328235	1.15	6153	4.425	0.18	4.26	3.93	3.65	3.29	3.07	3.04	3.06	3.11	0	nc	0.282	1.9
0.794328235	1.2	6295	4.389	0.27	4.02	3.7	3.44	3.11	2.9	2.88	2.9	2.94	0	nc	0.282	1.9
1	0.7	4371	4.667	-0.87	7.58	6.84	6.21	5.32	4.72	4.63	4.61	4.79	0	nc	0.282	1.9
1	0.75	4609	4.647	-0.73	7.02	6.34	5.83	5.05	4.51	4.44	4.43	4.59	0	nc	0.282	1.9
1	0.8	4831	4.624	-0.6	6.55	5.94	5.48	4.78	4.31	4.25	4.24	4.39	0	nc	0.282	1.9
1	0.85	5049	4.6	-0.47	6.12	5.58	5.16	4.53	4.12	4.06	4.06	4.18	0	nc	0.282	1.9
1	0.9	5250	4.572	-0.35	5.75	5.26	4.87	4.3	3.93	3.88	3.88	3.99	0	nc	0.282	1.9
1	0.95	5454	4.545	-0.24	5.4	4.95	4.59	4.08	3.75	3.71	3.71	3.81	0	nc	0.282	1.9
1	1	5652	4.517	-0.12	5.08	4.67	4.33	3.87	3.57	3.54	3.55	3.63	0	nc	0.282	1.9
1	1.05	5838	4.488	-0.02	4.78	4.4	4.09	3.66	3.4	3.37	3.38	3.45	0	nc	0.282	1.9
1	1.1	6005	4.454	0.09	4.5	4.15	3.85	3.46	3.22	3.19	3.21	3.27	0	nc	0.282	1.9
1	1.15	6159	4.417	0.19	4.24	3.91	3.63	3.27	3.05	3.02	3.04	3.09	0	nc	0.282	1.9
1	1.2	6299	4.379	0.28	3.99	3.68	3.42	3.08	2.87	2.85	2.88	2.92	0	nc	0.282	1.9
1.258925412	0.7	4373	4.665	-0.87	7.57	6.83	6.2	5.31	4.72	4.63	4.61	4.78	0	nc	0.282	1.9
1.258925412	0.75	4612	4.645	-0.73	7.01	6.33	5.82	5.04	4.51	4.44	4.42	4.58	0	nc	0.282	1.9
1.258925412	0.8	4835	4.622	-0.6	6.54	5.93	5.47	4.78	4.31	4.25	4.24	4.38	0	nc	0.282	1.9
1.258925412	0.85	5055	4.597	-0.47	6.11	5.57	5.15	4.52	4.11	4.06	4.05	4.17	0	nc	0.282	1.9
1.258925412	0.9	5258	4.57	-0.35	5.73	5.24	4.85	4.29	3.92	3.87	3.87	3.98	0	nc	0.282	1.9
1.258925412	0.95	5461	4.541	-0.23	5.38	4.94	4.57	4.06	3.73	3.7	3.7	3.79	0	nc	0.282	1.9
1.258925412	1	5661	4.513	-0.12	5.06	4.65	4.31	3.85	3.56	3.52	3.53	3.61	0	nc	0.282	1.9
1.258925412	1.05	5849	4.481	-0.01	4.75	4.38	4.06	3.64	3.38	3.35	3.36	3.43	0	nc	0.282	1.9
1.258925412	1.1	6015	4.445	0.1	4.47	4.12	3.83	3.44	3.2	3.17	3.19	3.25	0	nc	0.282	1.9
1.258925412	1.15	6166	4.407	0.2	4.21	3.88	3.6	3.24	3.02	3	3.02	3.07	0	nc	0.282	1.9
1.258925412	1.2	6304	4.368	0.29	3.96	3.65	3.38	3.05	2.85	2.82	2.85	2.89	0	nc	0.282	1.9
1.584893192	0.7	4376	4.664	-0.87	7.56	6.82	6.19	5.31	4.71	4.62	4.6	4.78	0	nc	0.282	1.9
1.584893192	0.75	4616	4.643	-0.73	7	6.32	5.81	5.03	4.5	4.43	4.41	4.57	0	nc	0.282	1.9
1.584893192	0.8	4841	4.62	-0.59	6.52	5.92	5.46	4.77	4.3	4.24	4.23	4.37	0	nc	0.282	1.9
1.584893192	0.85	5062	4.595	-0.46	6.1	5.56	5.14	4.51	4.1	4.05	4.04	4.16	0	nc	0.282	1.9
1.584893192	0.9	5267	4.566	-0.34	5.71	5.22	4.84	4.28	3.91	3.86	3.86	3.97	0	nc	0.282	1.9
1.584893192	0.95	5473	4.537	-0.22	5.36	4.92	4.56	4.05	3.72	3.68	3.69	3.78	0	nc	0.282	1.9
1.584893192	1	5674	4.507	-0.11	5.03	4.62	4.29	3.83	3.54	3.51	3.52	3.6	0	nc	0.282	1.9
1.584893192	1.05	5861	4.474	0	4.73	4.35	4.04	3.62	3.36	3.33	3.34	3.41	0	nc	0.282	1.9
1.584893192	1.1	6026	4.435	0.11	4.44	4.09	3.8	3.41	3.17	3.14	3.16	3.22	0	nc	0.282	1.9
1.584893192	1.15	6176	4.395	0.21	4.17	3.84	3.57	3.21	2.99	2.96	2.98	3.03	0	nc	0.282	1.9
1.584893192	1.2	6310	4.353	0.31	3.92	3.61	3.34	3.01	2.81	2.79	2.81	2.85	0	nc	0.282	1.9
1.995262315	0.7	4380	4.662	-0.87	7.55	6.81	6.18	5.3	4.71	4.62	4.59	4.77	0	nc	0.282	1.9
1.995262315	0.75	4623	4.641	-0.72	6.99	6.31	5.8	5.02	4.49	4.42	4.41	4.57	0	nc	0.282	1.9
1.995262315	0.8	4848	4.617	-0.59	6.51	5.91	5.45	4.76	4.29	4.23	4.22	4.36	0	nc	0.282	1.9
1.995262315	0.85	5071	4.591	-0.46	6.07	5.54	5.12	4.5	4.09	4.04	4.03	4.15	0	nc	0.282	1.9
1.995262315	0.9	5278	4.561	-0.33	5.69	5.2	4.82	4.26	3.89	3.85	3.85	3.95	0	nc	0.282	1.9
1.995262315	0.95	5487	4.531	-0.21	5.33	4.89	4.53	4.03	3.7	3.66	3.67	3.76	0	nc	0.282	1.9
1.995262315	1	5690	4.5	-0.09	5	4.59	4.26	3.81	3.52	3.48	3.49	3.57	0	nc	0.282	1.9
1.995262315	1.05	5878	4.463	0.02	4.69	4.31	4	3.59	3.33	3.3	3.31	3.38	0	nc	0.282	1.9
1.995262315	1.1	6041	4.422	0.13	4.39	4.05	3.75	3.37	3.13	3.11	3.13	3.18	0	nc	0.282	1.9
1.995262315	1.15	6189	4.378	0.23	4.12	3.79	3.52	3.16	2.94	2.92	2.94	2.99	0	nc	0.282	1.9
1.995262315	1.2	6315	4.332	0.33	3.86	3.55	3.29	2.96	2.75	2.73	2.75	2.8	0	nc	0.282	1.9
2.511886432	0.7	4386	4.66	-0.86	7.53	6.79	6.17	5.29	4.7	4.61	4.59	4.77	0	nc	0.282	1.9
2.511886432	0.75	4630	4.639	-0.72	6.97	6.3	5.78	5.01	4.48	4.41	4.4	4.56	0	nc	0.282	1.9
2.511886432	0.8	4858	4.614	-0.58	6.48	5.89	5.43	4.74	4.28	4.22	4.21	4.35	0	nc	0.282	1.9
2.511886432	0.85	5082	4.587	-0.45	6.05	5.52	5.1	4.48	4.07	4.02	4.02	4.14	0	nc	0.282	1.9
2.511886432	0.9	5293	4.556	-0.32	5.66	5.18	4.79	4.24	3.87	3.83	3.83	3.94	0	nc	0.282	1.9
2.511886432	0.95	5506	4.523	-0.2	5.29	4.85	4.5	4	3.68	3.64	3.65	3.74	0	nc	0.282	1.9
2.511886432	1	5711	4.49	-0.08	4.95	4.55	4.22	3.77	3.49	3.45	3.47	3.54	0	nc	0.282	1.9
2.511886432	1.05	5898	4.45	0.04	4.63	4.26	3.96	3.55	3.29	3.26	3.27	3.34	0	nc	0.282	1.9
2.511886432	1.1	6059	4.404	0.15	4.34	3.99	3.7	3.32	3.08	3.06	3.08	3.13	0	nc	0.282	1.9
2.511886432	1.15	6202	4.355	0.26	4.05	3.72	3.45	3.1	2.88	2.86	2.88	2.93	0	nc	0.282	1.9
2.511886432	1.2	6320	4.301	0.37	3.78	3.47	3.21	2.88	2.68	2.65	2.68	2.72	0	nc	0.282	1.9
3.16227766	0.7	4394	4.658	-0.86	7.51	6.77	6.16	5.28	4.69	4.6	4.58	4.76	0	nc	0.282	1.9
3.16227766	0.75	4641	4.636	-0.71	6.94	6.27	5.77	5	4.47	4.4	4.39	4.55	0	nc	0.282	1.9
3.16227766	0.8	4871	4.61	-0.57	6.46	5.86	5.41	4.73	4.26	4.21	4.2	4.34	0	nc	0.282	1.9
3.16227766	0.85	5098	4.581	-0.44	6.02	5.49	5.07	4.46	4.06	4.01	4	4.12	0	nc	0.282	1.9
3.16227766	0.9	5311	4.548	-0.31	5.62	5.14	4.76	4.21	3.85	3.81	3.81	3.91	0	nc	0.282	1.9
3.16227766	0.95	5530	4.514	-0.18	5.24	4.81	4.46	3.97	3.65	3.61	3.62	3.71	0	nc	0.282	1.9
3.16227766	1	5739	4.476	-0.06	4.89	4.5	4.17	3.73	3.45	3.41	3.43	3.5	0	nc	0.282	1.9
3.16227766	1.05	5924	4.43	0.07	4.56	4.2	3.89	3.49	3.23	3.2	3.22	3.28	0	nc	0.282	1.9
3.16227766	1.1	6081	4.377	0.18	4.25	3.91	3.62	3.25	3.01	2.99	3.01	3.06	0	nc	0.282	1.9
3.16227766	1.15	6213	4.321	0.3	3.96	3.63	3.36	3.01	2.79	2.77	2.79	2.84	0	nc	0.282	1.9
3.16227766	1.2	6292	4.261	0.4	3.7	3.39	3.12	2.79	2.58	2.56	2.58	2.62	0	nc	0.282	1.9
3.981071706	0.7	4405	4.655	-0.85	7.49	6.75	6.14	5.27	4.68	4.59	4.57	4.75	0	nc	0.282	1.9
3.981071706	0.75	4654	4.632	-0.7	6.91	6.25	5.75	4.98	4.46	4.39	4.38	4.54	0	nc	0.282	1.9
3.981071706	0.8	4888	4.605	-0.56	6.42	5.83	5.38	4.7	4.25	4.19	4.18	4.32	0	nc	0.282	1.9
3.981071706	0.85	5118	4.574	-0.42	5.97	5.45	5.04	4.43	4.03	3.98	3.98	4.09	0	nc	0.282	1.9
3.981071706	0.9	5336	4.538	-0.29	5.57	5.09	4.72	4.17	3.82	3.78	3.78	3.88	0	nc	0.282	1.9
3.981071706	0.95	5560	4.5	-0.16	5.18	4.75	4.4	3.92	3.61	3.57	3.58	3.66	0	nc	0.282	1.9
3.981071706	1	5773	4.457	-0.03	4.81	4.42	4.1	3.67	3.39	3.36	3.37	3.44	0	nc	0.282	1.9
3.981071706	1.05	5955	4.402	0.1	4.47	4.11	3.81	3.41	3.16	3.13	3.14	3.21	0	nc	0.282	1.9
3.981071706	1.1	6102	4.339	0.23	4.14	3.8	3.51	3.14	2.91	2.89	2.91	2.96	0	nc	0.282	1.9
3.981071706	1.15	6182	4.273	0.34	3.86	3.53	3.26	2.9	2.68	2.66	2.68	2.73	0	nc	0.282	1.9
3.981071706	1.2	6165	4.194	0.43	3.63	3.3	3.03	2.67	2.44	2.42	2.44	2.49	0	nc	0.282	1.9
5.011872336	0.7	4418	4.652	-0.84	7.45	6.72	6.12	5.25	4.66	4.58	4.56	4.74	0	nc	0.282	1.9
5.011872336	0.7	4435	4.648	-0.83	7.41	6.68	6.09	5.23	4.65	4.57	4.55	4.72	0	nc	0.282	1.9
5.011872336	0.75	4670	4.627	-0.69	6.88	6.22	5.72	4.96	4.44	4.38	4.36	4.52	0	nc	0.282	1.9
5.011872336	0.8	4910	4.598	-0.55	6.37	5.79	5.35	4.67	4.22	4.17	4.16	4.29	0	nc	0.282	1.9
5.011872336	0.85	5143	4.564	-0.41	5.92	5.4	4.99	4.39	4	3.95	3.95	4.06	0	nc	0.282	1.9
5.011872336	0.9	5370	4.525	-0.27	5.49	5.03	4.66	4.12	3.78	3.74	3.74	3.84	0	nc	0.282	1.9
5.011872336	0.95	5600	4.482	-0.13	5.09	4.67	4.33	3.85	3.55	3.51	3.52	3.61	0	nc	0.282	1.9
5.011872336	1	5814	4.429	0.01	4.71	4.32	4.01	3.58	3.31	3.28	3.29	3.36	0	nc	0.282	1.9
5.011872336	1.05	5987	4.36	0.15	4.33	3.98	3.68	3.29	3.04	3.02	3.03	3.09	0	nc	0.282	1.9
5.011872336	1.1	6070	4.286	0.27	4.03	3.69	3.4	3.02	2.79	2.76	2.78	2.84	0	nc	0.282	1.9
5.011872336	1.15	6042	4.196	0.37	3.78	3.43	3.14	2.76	2.52	2.5	2.51	2.57	0	nc	0.282	1.9
6.309573445	0.7	4458	4.642	-0.82	7.36	6.63	6.05	5.2	4.63	4.55	4.53	4.7	0	nc	0.282	1.9
6.309573445	0.75	4691	4.621	-0.68	6.83	6.17	5.68	4.93	4.42	4.35	4.34	4.5	0	nc	0.282	1.9
