mass	age	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.8	0.29571	4727	4.619	-0.63	6.69	6.06	5.57	4.83	4.33	4.27	4.26	4.41	0	nc	0.275	1.5
0.8	0.3274	4727	4.619	-0.63	6.69	6.05	5.57	4.83	4.33	4.27	4.26	4.41	0	nc	0.275	1.5
0.8	0.35908	4727	4.618	-0.63	6.69	6.05	5.57	4.83	4.33	4.27	4.26	4.41	0	nc	0.275	1.5
0.8	0.39077	4727	4.618	-0.63	6.69	6.05	5.57	4.83	4.33	4.27	4.25	4.41	0	nc	0.275	1.5
0.8	0.42246	4727	4.617	-0.63	6.69	6.05	5.57	4.83	4.33	4.27	4.25	4.4	0	nc	0.275	1.5
0.8	0.45415	4726	4.617	-0.63	6.69	6.05	5.56	4.83	4.33	4.26	4.25	4.4	0	nc	0.275	1.5
0.8	0.51753	4726	4.616	-0.63	6.69	6.05	5.56	4.83	4.32	4.26	4.25	4.4	0	nc	0.275	1.5
0.8	0.5809	4726	4.615	-0.63	6.68	6.05	5.56	4.82	4.32	4.26	4.25	4.4	0	nc	0.275	1.5
0.8	0.64428	4727	4.615	-0.63	6.68	6.04	5.56	4.82	4.32	4.26	4.25	4.4	0	nc	0.275	1.5
0.8	0.73934	4727	4.613	-0.63	6.68	6.04	5.56	4.82	4.32	4.26	4.24	4.39	0	nc	0.275	1.5
0.8	0.80272	4728	4.613	-0.63	6.68	6.04	5.55	4.82	4.32	4.25	4.24	4.39	0	nc	0.275	1.5
0.8	0.89778	4729	4.612	-0.63	6.67	6.03	5.55	4.82	4.32	4.25	4.24	4.39	0	nc	0.275	1.5
0.8	1.02453	4730	4.611	-0.62	6.67	6.03	5.55	4.81	4.31	4.25	4.24	4.39	0	nc	0.275	1.5
0.8	1.15129	4733	4.61	-0.62	6.66	6.03	5.54	4.81	4.31	4.25	4.23	4.39	0	nc	0.275	1.5
0.8	1.27804	4734	4.609	-0.62	6.66	6.02	5.54	4.81	4.31	4.24	4.23	4.38	0	nc	0.275	1.5
0.8	1.43648	4736	4.608	-0.62	6.65	6.02	5.53	4.8	4.3	4.24	4.23	4.38	0	nc	0.275	1.5
0.8	1.59492	4739	4.607	-0.62	6.64	6.01	5.53	4.8	4.3	4.24	4.23	4.38	0	nc	0.275	1.5
0.8	1.78505	4741	4.606	-0.61	6.64	6	5.52	4.79	4.29	4.23	4.22	4.37	0	nc	0.275	1.5
0.8	2.00687	4745	4.604	-0.61	6.63	6	5.52	4.79	4.29	4.23	4.22	4.37	0	nc	0.275	1.5
0.8	2.26037	4749	4.603	-0.61	6.62	5.99	5.51	4.78	4.28	4.22	4.21	4.36	0	nc	0.275	1.5
0.8	2.51388	4753	4.601	-0.61	6.61	5.98	5.5	4.77	4.28	4.22	4.21	4.36	0	nc	0.275	1.5
0.8	2.83076	4758	4.599	-0.6	6.59	5.97	5.49	4.77	4.27	4.21	4.2	4.35	0	nc	0.275	1.5
0.8	3.17932	4764	4.597	-0.6	6.58	5.95	5.48	4.76	4.27	4.2	4.19	4.34	0	nc	0.275	1.5
0.8	3.55958	4770	4.594	-0.59	6.56	5.94	5.47	4.75	4.26	4.2	4.19	4.33	0	nc	0.275	1.5
0.8	4.00322	4777	4.591	-0.59	6.54	5.92	5.45	4.74	4.25	4.19	4.18	4.32	0	nc	0.275	1.5
0.8	4.47854	4785	4.588	-0.58	6.52	5.91	5.44	4.72	4.24	4.18	4.17	4.31	0	nc	0.275	1.5
0.8	5.01723	4795	4.585	-0.57	6.5	5.88	5.42	4.71	4.23	4.17	4.16	4.3	0	nc	0.275	1.5
0.8	5.651	4806	4.581	-0.57	6.47	5.86	5.4	4.69	4.21	4.15	4.14	4.29	0	nc	0.275	1.5
0.8	6.31645	4818	4.576	-0.56	6.44	5.84	5.37	4.67	4.2	4.14	4.13	4.27	0	nc	0.275	1.5
0.8	7.10865	4834	4.571	-0.55	6.41	5.81	5.35	4.65	4.18	4.12	4.11	4.25	0	nc	0.275	1.5
0.8	7.96423	4850	4.564	-0.53	6.37	5.77	5.32	4.62	4.16	4.1	4.09	4.23	0	nc	0.275	1.5
0.8	8.91487	4869	4.557	-0.52	6.32	5.73	5.28	4.59	4.13	4.07	4.07	4.2	0	nc	0.275	1.5
0.8	10.024	4891	4.548	-0.5	6.27	5.69	5.24	4.56	4.1	4.05	4.04	4.17	0	nc	0.275	1.5
0.85	0.001	3936	3.627	0.07	5.9	5.18	4.06	2.77	2.09	1.98	1.93	2.17	0	nc	0.275	1.5
0.85	0.00113	3940	3.656	0.04	5.94	5.21	4.11	2.84	2.17	2.05	2.01	2.24	0	nc	0.275	1.5
0.85	0.00126	3946	3.685	0.01	5.96	5.23	4.16	2.92	2.24	2.13	2.08	2.31	0	nc	0.275	1.5
0.85	0.00141	3952	3.714	-0.01	6	5.26	4.22	2.99	2.32	2.2	2.15	2.38	0	nc	0.275	1.5
0.85	0.00161	3958	3.747	-0.04	6.05	5.3	4.28	3.08	2.4	2.29	2.24	2.46	0	nc	0.275	1.5
0.85	0.00179	3963	3.776	-0.07	6.1	5.35	4.34	3.15	2.47	2.36	2.31	2.52	0	nc	0.275	1.5
0.85	0.00203	3966	3.809	-0.1	6.17	5.41	4.42	3.23	2.55	2.44	2.39	2.6	0	nc	0.275	1.5
0.85	0.00225	3968	3.837	-0.13	6.23	5.48	4.48	3.3	2.62	2.5	2.46	2.67	0	nc	0.275	1.5
0.85	0.00254	3968	3.871	-0.16	6.33	5.57	4.57	3.38	2.7	2.58	2.53	2.75	0	nc	0.275	1.5
0.85	0.00286	3966	3.904	-0.2	6.43	5.67	4.66	3.46	2.78	2.66	2.61	2.82	0	nc	0.275	1.5
0.85	0.00317	3962	3.932	-0.23	6.52	5.76	4.74	3.53	2.84	2.73	2.68	2.89	0	nc	0.275	1.5
0.85	0.00357	3956	3.965	-0.26	6.64	5.87	4.83	3.62	2.92	2.8	2.75	2.97	0	nc	0.275	1.5
0.85	0.00402	3950	3.997	-0.3	6.75	5.98	4.93	3.7	3	2.88	2.83	3.05	0	nc	0.275	1.5
0.85	0.00454	3948	4.03	-0.33	6.83	6.06	5.01	3.78	3.09	2.97	2.92	3.13	0	nc	0.275	1.5
0.85	0.00503	3947	4.058	-0.36	6.9	6.13	5.08	3.86	3.16	3.04	2.99	3.2	0	nc	0.275	1.5
0.85	0.00568	3947	4.091	-0.39	6.98	6.2	5.15	3.94	3.25	3.12	3.07	3.28	0	nc	0.275	1.5
0.85	0.00631	3946	4.119	-0.42	7.04	6.26	5.22	4.01	3.32	3.2	3.14	3.35	0	nc	0.275	1.5
0.85	0.00712	3947	4.151	-0.45	7.11	6.33	5.3	4.09	3.4	3.28	3.22	3.43	0	nc	0.275	1.5
0.85	0.00801	3948	4.182	-0.48	7.18	6.4	5.37	4.17	3.48	3.36	3.3	3.51	0	nc	0.275	1.5
0.85	0.00898	3950	4.211	-0.51	7.24	6.46	5.44	4.24	3.56	3.43	3.37	3.58	0	nc	0.275	1.5
0.85	0.01003	3954	4.239	-0.54	7.29	6.51	5.5	4.31	3.63	3.5	3.44	3.65	0	nc	0.275	1.5
0.85	0.01133	3961	4.269	-0.56	7.34	6.55	5.56	4.39	3.7	3.58	3.52	3.72	0	nc	0.275	1.5
0.85	0.01275	3971	4.297	-0.59	7.38	6.59	5.61	4.45	3.77	3.64	3.59	3.78	0	nc	0.275	1.5
0.85	0.01427	3984	4.322	-0.61	7.4	6.61	5.65	4.51	3.83	3.7	3.65	3.84	0	nc	0.275	1.5
0.85	0.01591	4000	4.346	-0.62	7.41	6.62	5.68	4.56	3.88	3.76	3.7	3.89	0	nc	0.275	1.5
0.85	0.01787	4030	4.37	-0.64	7.4	6.61	5.7	4.59	3.93	3.8	3.75	3.94	0	nc	0.275	1.5
0.85	0.01996	4067	4.391	-0.64	7.36	6.58	5.7	4.62	3.96	3.84	3.79	3.99	0	nc	0.275	1.5
0.85	0.02241	4118	4.411	-0.64	7.29	6.51	5.68	4.64	3.98	3.87	3.83	4.02	0	nc	0.275	1.5
0.85	0.02525	4187	4.43	-0.63	7.17	6.41	5.63	4.63	4	3.89	3.85	4.05	0	nc	0.275	1.5
0.85	0.02824	4287	4.445	-0.6	6.99	6.24	5.55	4.61	3.99	3.9	3.87	4.05	0	nc	0.275	1.5
0.85	0.03166	4413	4.459	-0.57	6.76	6.03	5.43	4.56	3.98	3.89	3.87	4.05	0	nc	0.275	1.5
0.85	0.03551	4559	4.47	-0.52	6.52	5.84	5.3	4.5	3.95	3.88	3.86	4.03	0	nc	0.275	1.5
0.85	0.03983	4733	4.478	-0.46	6.26	5.63	5.15	4.41	3.91	3.85	3.84	3.99	0	nc	0.275	1.5
0.85	0.04513	4941	4.491	-0.4	5.99	5.42	4.98	4.32	3.88	3.82	3.82	3.95	0	nc	0.275	1.5
0.85	0.05117	5044	4.53	-0.41	5.95	5.41	4.99	4.36	3.95	3.89	3.89	4.01	0	nc	0.275	1.5
0.85	0.05779	4976	4.582	-0.48	6.17	5.61	5.18	4.53	4.09	4.04	4.03	4.16	0	nc	0.275	1.5
0.85	0.06471	4927	4.6	-0.52	6.29	5.71	5.27	4.6	4.16	4.1	4.09	4.22	0	nc	0.275	1.5
0.85	0.07466	4918	4.602	-0.52	6.3	5.72	5.28	4.61	4.16	4.11	4.1	4.23	0	nc	0.275	1.5
0.85	0.08118	4919	4.601	-0.52	6.3	5.72	5.28	4.61	4.16	4.1	4.1	4.23	0	nc	0.275	1.5
0.85	0.09838	4922	4.6	-0.52	6.29	5.72	5.27	4.6	4.16	4.1	4.09	4.23	0	nc	0.275	1.5
0.85	0.10964	4923	4.599	-0.52	6.29	5.71	5.27	4.6	4.15	4.1	4.09	4.22	0	nc	0.275	1.5
0.85	0.12316	4924	4.598	-0.52	6.29	5.71	5.27	4.6	4.15	4.1	4.09	4.22	0	nc	0.275	1.5
0.85	0.13937	4925	4.597	-0.51	6.28	5.71	5.26	4.6	4.15	4.09	4.09	4.22	0	nc	0.275	1.5
0.85	0.15883	4926	4.596	-0.51	6.28	5.7	5.26	4.59	4.15	4.09	4.08	4.22	0	nc	0.275	1.5
0.85	0.18218	4926	4.595	-0.51	6.28	5.7	5.26	4.59	4.14	4.09	4.08	4.21	0	nc	0.275	1.5
0.85	0.2102	4927	4.595	-0.51	6.27	5.7	5.26	4.59	4.14	4.09	4.08	4.21	0	nc	0.275	1.5
0.85	0.24188	4927	4.594	-0.51	6.27	5.7	5.25	4.59	4.14	4.08	4.08	4.21	0	nc	0.275	1.5
0.85	0.27357	4927	4.593	-0.51	6.27	5.69	5.25	4.59	4.14	4.08	4.07	4.21	0	nc	0.275	1.5
0.85	0.30526	4927	4.593	-0.51	6.27	5.69	5.25	4.58	4.14	4.08	4.07	4.21	0	nc	0.275	1.5
0.85	0.33695	4927	4.592	-0.51	6.27	5.69	5.25	4.58	4.14	4.08	4.07	4.2	0	nc	0.275	1.5
0.85	0.36864	4926	4.591	-0.51	6.27	5.69	5.25	4.58	4.13	4.08	4.07	4.2	0	nc	0.275	1.5
0.85	0.40032	4926	4.591	-0.51	6.27	5.69	5.25	4.58	4.13	4.08	4.07	4.2	0	nc	0.275	1.5
0.85	0.43201	4926	4.59	-0.51	6.26	5.69	5.24	4.58	4.13	4.08	4.07	4.2	0	nc	0.275	1.5
0.85	0.4637	4927	4.59	-0.51	6.26	5.69	5.24	4.58	4.13	4.07	4.07	4.2	0	nc	0.275	1.5
0.85	0.52708	4927	4.589	-0.51	6.26	5.68	5.24	4.58	4.13	4.07	4.06	4.2	0	nc	0.275	1.5
0.85	0.59045	4927	4.588	-0.5	6.26	5.68	5.24	4.57	4.13	4.07	4.06	4.19	0	nc	0.275	1.5
0.85	0.65383	4928	4.588	-0.5	6.25	5.68	5.24	4.57	4.12	4.07	4.06	4.19	0	nc	0.275	1.5
0.85	0.71721	4928	4.587	-0.5	6.25	5.68	5.23	4.57	4.12	4.07	4.06	4.19	0	nc	0.275	1.5
0.85	0.81227	4931	4.586	-0.5	6.25	5.67	5.23	4.57	4.12	4.06	4.06	4.19	0	nc	0.275	1.5
0.85	0.90733	4932	4.585	-0.5	6.24	5.67	5.23	4.56	4.12	4.06	4.05	4.18	0	nc	0.275	1.5
0.85	1.0024	4933	4.584	-0.5	6.24	5.66	5.22	4.56	4.11	4.06	4.05	4.18	0	nc	0.275	1.5
0.85	1.12915	4935	4.583	-0.5	6.23	5.66	5.22	4.55	4.11	4.05	4.05	4.18	0	nc	0.275	1.5
0.85	1.28759	4939	4.582	-0.49	6.22	5.65	5.21	4.55	4.11	4.05	4.04	4.17	0	nc	0.275	1.5
0.85	1.41434	4941	4.58	-0.49	6.22	5.65	5.21	4.55	4.1	4.05	4.04	4.17	0	nc	0.275	1.5
0.85	1.60447	4944	4.579	-0.49	6.21	5.64	5.2	4.54	4.1	4.04	4.03	4.16	0	nc	0.275	1.5
0.85	1.7946	4948	4.577	-0.49	6.2	5.63	5.19	4.53	4.09	4.04	4.03	4.16	0	nc	0.275	1.5
0.85	2.01642	4952	4.575	-0.48	6.19	5.62	5.18	4.53	4.09	4.03	4.02	4.15	0	nc	0.275	1.5
0.85	2.26992	4957	4.573	-0.48	6.18	5.61	5.17	4.52	4.08	4.02	4.02	4.15	0	nc	0.275	1.5
0.85	2.52343	4962	4.571	-0.47	6.16	5.6	5.16	4.51	4.07	4.02	4.01	4.14	0	nc	0.275	1.5
0.85	2.84031	4968	4.568	-0.47	6.15	5.59	5.15	4.5	4.06	4.01	4	4.13	0	nc	0.275	1.5
0.85	3.18888	4976	4.565	-0.46	6.13	5.57	5.14	4.49	4.05	4	3.99	4.12	0	nc	0.275	1.5
0.85	3.56913	4983	4.562	-0.46	6.11	5.55	5.12	4.47	4.04	3.99	3.98	4.11	0	nc	0.275	1.5
0.85	4.00749	4992	4.558	-0.45	6.09	5.54	5.1	4.46	4.03	3.98	3.97	4.1	0	nc	0.275	1.5
0.85	4.48281	5003	4.554	-0.44	6.07	5.51	5.08	4.44	4.02	3.96	3.96	4.08	0	nc	0.275	1.5
0.85	5.0215	5014	4.549	-0.43	6.04	5.49	5.06	4.42	4	3.95	3.94	4.06	0	nc	0.275	1.5
0.85	5.62358	5028	4.543	-0.42	6.01	5.46	5.04	4.4	3.98	3.93	3.92	4.05	0	nc	0.275	1.5
0.85	6.32072	5043	4.536	-0.41	5.97	5.43	5.01	4.38	3.96	3.91	3.9	4.02	0	nc	0.275	1.5
0.85	7.08123	5061	4.528	-0.4	5.93	5.39	4.97	4.35	3.94	3.88	3.88	4	0	nc	0.275	1.5
0.85	7.9685	5082	4.518	-0.38	5.88	5.35	4.93	4.31	3.91	3.85	3.85	3.97	0	nc	0.275	1.5
0.85	8.91914	5105	4.506	-0.36	5.82	5.29	4.88	4.27	3.87	3.82	3.81	3.93	0	nc	0.275	1.5
0.85	10.0282	5135	4.492	-0.34	5.74	5.23	4.82	4.22	3.82	3.77	3.77	3.89	0	nc	0.275	1.5
0.9	0.00101	4055	3.645	0.13	5.27	4.52	3.77	2.76	2.12	2.01	1.96	2.14	0	nc	0.275	1.5
0.9	0.00113	4056	3.674	0.1	5.36	4.6	3.84	2.83	2.18	2.07	2.02	2.2	0	nc	0.275	1.5
0.9	0.00126	4056	3.703	0.07	5.45	4.69	3.91	2.89	2.24	2.14	2.09	2.27	0	nc	0.275	1.5
0.9	0.00144	4057	3.737	0.04	5.55	4.79	4	2.97	2.32	2.21	2.16	2.35	0	nc	0.275	1.5
0.9	0.0016	4057	3.765	0.01	5.64	4.87	4.08	3.04	2.38	2.28	2.23	2.41	0	nc	0.275	1.5
0.9	0.00179	4057	3.794	-0.02	5.72	4.96	4.15	3.1	2.45	2.34	2.29	2.48	0	nc	0.275	1.5
0.9	0.00202	4056	3.827	-0.06	5.83	5.06	4.24	3.18	2.52	2.41	2.37	2.56	0	nc	0.275	1.5
0.9	0.00225	4055	3.856	-0.09	5.92	5.15	4.31	3.25	2.59	2.48	2.43	2.62	0	nc	0.275	1.5
0.9	0.00254	4053	3.889	-0.12	6.02	5.26	4.4	3.33	2.66	2.55	2.51	2.7	0	nc	0.275	1.5
0.9	0.00286	4050	3.922	-0.15	6.13	5.36	4.49	3.41	2.74	2.63	2.58	2.78	0	nc	0.275	1.5
0.9	0.00317	4049	3.95	-0.18	6.22	5.45	4.57	3.48	2.8	2.69	2.64	2.84	0	nc	0.275	1.5
0.9	0.00358	4046	3.983	-0.22	6.33	5.56	4.66	3.56	2.88	2.77	2.72	2.92	0	nc	0.275	1.5
0.9	0.00404	4041	4.016	-0.25	6.43	5.66	4.75	3.64	2.96	2.85	2.8	3	0	nc	0.275	1.5
0.9	0.00448	4037	4.044	-0.28	6.51	5.74	4.82	3.71	3.03	2.92	2.87	3.07	0	nc	0.275	1.5
0.9	0.00507	4034	4.077	-0.32	6.6	5.83	4.91	3.8	3.12	3	2.95	3.15	0	nc	0.275	1.5
0.9	0.00564	4031	4.105	-0.34	6.68	5.9	4.98	3.87	3.19	3.07	3.02	3.22	0	nc	0.275	1.5
0.9	0.00636	4028	4.136	-0.38	6.76	5.98	5.06	3.95	3.27	3.15	3.1	3.3	0	nc	0.275	1.5
0.9	0.00715	4027	4.166	-0.41	6.84	6.06	5.14	4.02	3.35	3.23	3.18	3.38	0	nc	0.275	1.5
0.9	0.00801	4028	4.194	-0.44	6.9	6.13	5.21	4.09	3.42	3.3	3.25	3.45	0	nc	0.275	1.5
0.9	0.00894	4032	4.222	-0.46	6.96	6.18	5.27	4.16	3.49	3.37	3.32	3.51	0	nc	0.275	1.5
0.9	0.0101	4038	4.25	-0.49	7.02	6.24	5.33	4.23	3.56	3.44	3.39	3.58	0	nc	0.275	1.5
0.9	0.01136	4049	4.277	-0.51	7.06	6.28	5.38	4.29	3.62	3.5	3.45	3.65	0	nc	0.275	1.5
0.9	0.0127	4065	4.302	-0.53	7.08	6.3	5.42	4.34	3.67	3.56	3.51	3.7	0	nc	0.275	1.5
0.9	0.01415	4087	4.325	-0.54	7.08	6.31	5.45	4.38	3.72	3.61	3.56	3.75	0	nc	0.275	1.5
0.9	0.01587	4117	4.348	-0.55	7.07	6.3	5.46	4.41	3.76	3.65	3.61	3.8	0	nc	0.275	1.5
0.9	0.0179	4161	4.37	-0.55	7.02	6.25	5.46	4.44	3.8	3.69	3.65	3.84	0	nc	0.275	1.5
0.9	0.02005	4218	4.388	-0.55	6.93	6.18	5.43	4.45	3.82	3.71	3.68	3.87	0	nc	0.275	1.5
0.9	0.02252	4305	4.405	-0.53	6.79	6.04	5.36	4.44	3.82	3.73	3.7	3.89	0	nc	0.275	1.5
0.9	0.02533	4416	4.421	-0.5	6.59	5.87	5.27	4.41	3.82	3.74	3.71	3.89	0	nc	0.275	1.5
0.9	0.02826	4539	4.431	-0.46	6.4	5.71	5.17	4.35	3.8	3.73	3.71	3.88	0	nc	0.275	1.5
0.9	0.0317	4700	4.439	-0.41	6.15	5.51	5.02	4.27	3.77	3.7	3.69	3.84	0	nc	0.275	1.5
0.9	0.03565	4900	4.443	-0.34	5.87	5.29	4.84	4.16	3.71	3.65	3.64	3.78	0	nc	0.275	1.5
0.9	0.03988	5107	4.453	-0.28	5.62	5.1	4.68	4.08	3.67	3.62	3.62	3.74	0	nc	0.275	1.5
0.9	0.0456	5210	4.504	-0.3	5.62	5.12	4.73	4.15	3.77	3.72	3.72	3.83	0	nc	0.275	1.5
0.9	0.05178	5131	4.559	-0.38	5.86	5.34	4.93	4.33	3.93	3.88	3.88	3.99	0	nc	0.275	1.5
0.9	0.05811	5100	4.573	-0.4	5.93	5.4	4.99	4.38	3.97	3.92	3.92	4.04	0	nc	0.275	1.5
0.9	0.06723	5103	4.573	-0.4	5.93	5.4	4.99	4.38	3.97	3.92	3.92	4.04	0	nc	0.275	1.5
0.9	0.0732	5106	4.573	-0.4	5.92	5.4	4.98	4.37	3.97	3.92	3.92	4.03	0	nc	0.275	1.5
0.9	0.08037	5109	4.572	-0.4	5.92	5.39	4.98	4.37	3.97	3.92	3.91	4.03	0	nc	0.275	1.5
0.9	0.09928	5112	4.571	-0.4	5.91	5.38	4.97	4.36	3.96	3.91	3.91	4.03	0	nc	0.275	1.5
0.9	0.11166	5114	4.57	-0.4	5.91	5.38	4.97	4.36	3.96	3.91	3.91	4.02	0	nc	0.275	1.5
0.9	0.12652	5116	4.569	-0.39	5.9	5.38	4.97	4.36	3.96	3.91	3.91	4.02	0	nc	0.275	1.5
0.9	0.14435	5117	4.568	-0.39	5.9	5.37	4.96	4.36	3.96	3.91	3.9	4.02	0	nc	0.275	1.5
0.9	0.16574	5117	4.568	-0.39	5.9	5.37	4.96	4.36	3.96	3.91	3.9	4.02	0	nc	0.275	1.5
0.9	0.19141	5116	4.567	-0.39	5.9	5.37	4.96	4.35	3.95	3.9	3.9	4.02	0	nc	0.275	1.5
0.9	0.22222	5116	4.566	-0.39	5.89	5.37	4.96	4.35	3.95	3.9	3.9	4.02	0	nc	0.275	1.5
0.9	0.25391	5116	4.565	-0.39	5.89	5.37	4.96	4.35	3.95	3.9	3.9	4.01	0	nc	0.275	1.5
0.9	0.2856	5116	4.565	-0.39	5.89	5.37	4.95	4.35	3.95	3.9	3.89	4.01	0	nc	0.275	1.5
0.9	0.31729	5116	4.564	-0.39	5.89	5.36	4.95	4.35	3.95	3.9	3.89	4.01	0	nc	0.275	1.5
0.9	0.34897	5116	4.563	-0.39	5.89	5.36	4.95	4.34	3.94	3.89	3.89	4.01	0	nc	0.275	1.5
0.9	0.38066	5117	4.563	-0.39	5.88	5.36	4.95	4.34	3.94	3.89	3.89	4.01	0	nc	0.275	1.5
0.9	0.41235	5117	4.562	-0.39	5.88	5.36	4.95	4.34	3.94	3.89	3.89	4	0	nc	0.275	1.5
0.9	0.44404	5117	4.562	-0.39	5.88	5.36	4.95	4.34	3.94	3.89	3.89	4	0	nc	0.275	1.5
0.9	0.47573	5117	4.561	-0.39	5.88	5.36	4.95	4.34	3.94	3.89	3.89	4	0	nc	0.275	1.5
0.9	0.50741	5117	4.561	-0.39	5.88	5.36	4.94	4.34	3.94	3.89	3.88	4	0	nc	0.275	1.5
0.9	0.57079	5118	4.56	-0.38	5.88	5.35	4.94	4.34	3.94	3.89	3.88	4	0	nc	0.275	1.5
0.9	0.63417	5119	4.559	-0.38	5.87	5.35	4.94	4.33	3.93	3.88	3.88	4	0	nc	0.275	1.5
0.9	0.72923	5120	4.558	-0.38	5.87	5.34	4.93	4.33	3.93	3.88	3.88	3.99	0	nc	0.275	1.5
0.9	0.82429	5122	4.556	-0.38	5.86	5.34	4.93	4.32	3.93	3.88	3.87	3.99	0	nc	0.275	1.5
0.9	0.91936	5124	4.555	-0.38	5.86	5.34	4.93	4.32	3.92	3.87	3.87	3.99	0	nc	0.275	1.5
0.9	1.01442	5126	4.554	-0.38	5.85	5.33	4.92	4.32	3.92	3.87	3.87	3.98	0	nc	0.275	1.5
0.9	1.14118	5129	4.553	-0.37	5.84	5.32	4.92	4.31	3.92	3.87	3.86	3.98	0	nc	0.275	1.5
0.9	1.26793	5131	4.551	-0.37	5.84	5.32	4.91	4.31	3.91	3.86	3.86	3.97	0	nc	0.275	1.5
0.9	1.42637	5135	4.55	-0.37	5.83	5.31	4.9	4.3	3.91	3.86	3.85	3.97	0	nc	0.275	1.5
0.9	1.6165	5139	4.548	-0.37	5.82	5.3	4.89	4.29	3.9	3.85	3.85	3.96	0	nc	0.275	1.5
0.9	1.80663	5144	4.546	-0.36	5.81	5.29	4.88	4.29	3.89	3.84	3.84	3.96	0	nc	0.275	1.5
0.9	1.99675	5149	4.544	-0.36	5.8	5.28	4.88	4.28	3.89	3.84	3.83	3.95	0	nc	0.275	1.5
0.9	2.25026	5155	4.541	-0.35	5.78	5.27	4.86	4.27	3.88	3.83	3.83	3.94	0	nc	0.275	1.5
0.9	2.53545	5162	4.538	-0.35	5.76	5.25	4.85	4.26	3.87	3.82	3.82	3.93	0	nc	0.275	1.5
0.9	2.82064	5169	4.535	-0.34	5.75	5.24	4.84	4.25	3.86	3.81	3.81	3.92	0	nc	0.275	1.5
0.9	3.16921	5177	4.53	-0.34	5.73	5.22	4.82	4.23	3.84	3.8	3.79	3.91	0	nc	0.275	1.5
0.9	3.54947	5187	4.526	-0.33	5.7	5.2	4.8	4.21	3.83	3.78	3.78	3.89	0	nc	0.275	1.5
0.9	3.9931	5199	4.521	-0.32	5.68	5.17	4.78	4.2	3.81	3.77	3.76	3.88	0	nc	0.275	1.5
0.9	4.46843	5212	4.515	-0.31	5.65	5.15	4.75	4.17	3.8	3.75	3.75	3.86	0	nc	0.275	1.5
0.9	5.03881	5228	4.508	-0.3	5.61	5.12	4.72	4.15	3.77	3.73	3.73	3.84	0	nc	0.275	1.5
0.9	5.64088	5244	4.5	-0.28	5.57	5.08	4.69	4.12	3.75	3.7	3.7	3.81	0	nc	0.275	1.5
0.9	6.33802	5265	4.49	-0.27	5.52	5.04	4.65	4.09	3.72	3.67	3.67	3.78	0	nc	0.275	1.5
0.9	7.09854	5288	4.478	-0.25	5.47	4.99	4.6	4.05	3.68	3.64	3.64	3.74	0	nc	0.275	1.5
0.9	7.95412	5316	4.464	-0.22	5.4	4.93	4.55	4	3.64	3.6	3.6	3.7	0	nc	0.275	1.5
0.9	8.93645	5349	4.445	-0.19	5.32	4.85	4.47	3.94	3.58	3.54	3.54	3.65	0	nc	0.275	1.5
0.9	10.0138	5389	4.421	-0.16	5.21	4.76	4.38	3.86	3.51	3.47	3.47	3.57	0	nc	0.275	1.5
0.95	0.00102	4142	3.659	0.17	5.05	4.31	3.63	2.68	2.06	1.96	1.91	2.08	0	nc	0.275	1.5
0.95	0.00114	4138	3.688	0.14	5.15	4.4	3.71	2.75	2.12	2.02	1.98	2.15	0	nc	0.275	1.5
0.95	0.00127	4133	3.716	0.11	5.24	4.5	3.79	2.82	2.19	2.09	2.04	2.22	0	nc	0.275	1.5
0.95	0.00142	4130	3.745	0.08	5.34	4.59	3.87	2.88	2.25	2.15	2.11	2.29	0	nc	0.275	1.5
0.95	0.00161	4126	3.779	0.05	5.45	4.7	3.96	2.97	2.33	2.23	2.18	2.37	0	nc	0.275	1.5
0.95	0.00179	4123	3.807	0.02	5.54	4.79	4.04	3.03	2.4	2.29	2.25	2.43	0	nc	0.275	1.5
0.95	0.002	4120	3.836	-0.01	5.63	4.88	4.12	3.1	2.46	2.36	2.31	2.5	0	nc	0.275	1.5
0.95	0.00226	4116	3.869	-0.05	5.74	4.99	4.21	3.18	2.54	2.43	2.39	2.58	0	nc	0.275	1.5
0.95	0.00251	4113	3.898	-0.08	5.84	5.08	4.29	3.25	2.6	2.5	2.45	2.65	0	nc	0.275	1.5
0.95	0.00284	4109	3.931	-0.11	5.95	5.19	4.38	3.33	2.68	2.57	2.53	2.72	0	nc	0.275	1.5
0.95	0.00321	4105	3.964	-0.15	6.06	5.3	4.47	3.41	2.75	2.65	2.6	2.8	0	nc	0.275	1.5
0.95	0.00357	4101	3.992	-0.18	6.15	5.39	4.55	3.48	2.82	2.71	2.67	2.87	0	nc	0.275	1.5
0.95	0.00404	4097	4.025	-0.21	6.25	5.49	4.63	3.57	2.9	2.79	2.75	2.95	0	nc	0.275	1.5
0.95	0.00449	4094	4.054	-0.24	6.33	5.56	4.71	3.64	2.97	2.86	2.82	3.02	0	nc	0.275	1.5
0.95	0.00508	4092	4.086	-0.28	6.42	5.65	4.79	3.72	3.06	2.95	2.9	3.1	0	nc	0.275	1.5
0.95	0.00564	4091	4.112	-0.3	6.48	5.72	4.86	3.79	3.12	3.01	2.97	3.17	0	nc	0.275	1.5
