age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.079432823	0.7	4445	4.648	-0.83	7.39	6.67	6.08	5.22	4.65	4.56	4.54	4.72	0	nc	0.275	1.5
0.079432823	0.75	4571	4.647	-0.75	7.09	6.4	5.87	5.07	4.52	4.45	4.44	4.6	0	nc	0.275	1.5
0.079432823	0.8	4724	4.628	-0.64	6.72	6.08	5.6	4.86	4.36	4.29	4.28	4.43	0	nc	0.275	1.5
0.079432823	0.85	4919	4.601	-0.52	6.3	5.72	5.28	4.61	4.16	4.1	4.1	4.23	0	nc	0.275	1.5
0.079432823	0.9	5109	4.572	-0.4	5.92	5.39	4.98	4.37	3.97	3.92	3.91	4.03	0	nc	0.275	1.5
0.079432823	0.95	5288	4.543	-0.29	5.57	5.09	4.71	4.15	3.79	3.74	3.74	3.85	0	nc	0.275	1.5
0.079432823	1	5449	4.517	-0.19	5.28	4.83	4.47	3.95	3.62	3.58	3.59	3.68	0	nc	0.275	1.5
0.079432823	1.05	5618	4.488	-0.08	4.98	4.57	4.23	3.75	3.45	3.42	3.43	3.51	0	nc	0.275	1.5
0.079432823	1.1	5782	4.456	0.02	4.7	4.31	3.99	3.56	3.28	3.25	3.26	3.33	0	nc	0.275	1.5
0.079432823	1.15	5944	4.422	0.12	4.43	4.06	3.76	3.36	3.11	3.08	3.1	3.16	0	nc	0.275	1.5
0.079432823	1.2	6095	4.391	0.21	4.18	3.84	3.55	3.18	2.95	2.93	2.94	3	0	nc	0.275	1.5
0.1	0.7	4327	4.677	-0.9	7.7	6.95	6.28	5.37	4.77	4.68	4.65	4.83	0	nc	0.275	1.5
0.1	0.75	4527	4.654	-0.77	7.18	6.48	5.93	5.11	4.56	4.48	4.46	4.63	0	nc	0.275	1.5
0.1	0.8	4725	4.626	-0.64	6.71	6.07	5.59	4.85	4.35	4.29	4.27	4.43	0	nc	0.275	1.5
0.1	0.85	4923	4.599	-0.52	6.29	5.71	5.27	4.6	4.15	4.1	4.09	4.22	0	nc	0.275	1.5
0.1	0.9	5114	4.57	-0.4	5.91	5.38	4.97	4.36	3.96	3.91	3.91	4.02	0	nc	0.275	1.5
0.1	0.95	5287	4.542	-0.29	5.57	5.09	4.7	4.15	3.78	3.74	3.74	3.85	0	nc	0.275	1.5
0.1	1	5454	4.515	-0.18	5.27	4.82	4.46	3.95	3.62	3.58	3.58	3.68	0	nc	0.275	1.5
0.1	1.05	5636	4.486	-0.08	4.96	4.55	4.21	3.74	3.44	3.41	3.42	3.5	0	nc	0.275	1.5
0.1	1.1	5801	4.454	0.03	4.68	4.29	3.98	3.55	3.27	3.24	3.25	3.33	0	nc	0.275	1.5
0.1	1.15	5957	4.421	0.12	4.41	4.05	3.75	3.35	3.1	3.07	3.09	3.15	0	nc	0.275	1.5
0.1	1.2	6107	4.39	0.22	4.17	3.83	3.54	3.18	2.95	2.92	2.94	2.99	0	nc	0.275	1.5
0.125892541	0.7	4312	4.674	-0.91	7.72	6.97	6.29	5.37	4.77	4.67	4.64	4.82	0	nc	0.275	1.5
0.125892541	0.75	4523	4.65	-0.77	7.18	6.48	5.93	5.11	4.55	4.47	4.46	4.62	0	nc	0.275	1.5
0.125892541	0.8	4725	4.624	-0.64	6.71	6.07	5.58	4.85	4.35	4.28	4.27	4.42	0	nc	0.275	1.5
0.125892541	0.85	4925	4.597	-0.51	6.28	5.71	5.26	4.6	4.15	4.09	4.09	4.22	0	nc	0.275	1.5
0.125892541	0.9	5116	4.569	-0.39	5.9	5.38	4.97	4.36	3.96	3.91	3.91	4.02	0	nc	0.275	1.5
0.125892541	0.95	5288	4.541	-0.29	5.57	5.09	4.7	4.14	3.78	3.74	3.74	3.84	0	nc	0.275	1.5
0.125892541	1	5463	4.514	-0.18	5.25	4.81	4.45	3.94	3.61	3.57	3.58	3.67	0	nc	0.275	1.5
0.125892541	1.05	5651	4.484	-0.07	4.94	4.53	4.2	3.73	3.44	3.4	3.41	3.49	0	nc	0.275	1.5
0.125892541	1.1	5810	4.453	0.03	4.67	4.28	3.97	3.54	3.27	3.23	3.25	3.32	0	nc	0.275	1.5
0.125892541	1.15	5962	4.42	0.13	4.41	4.05	3.75	3.35	3.1	3.07	3.09	3.15	0	nc	0.275	1.5
0.125892541	1.2	6109	4.39	0.22	4.16	3.83	3.54	3.17	2.94	2.92	2.94	2.99	0	nc	0.275	1.5
0.158489319	0.7	4307	4.672	-0.91	7.73	6.97	6.29	5.37	4.77	4.67	4.64	4.82	0	nc	0.275	1.5
0.158489319	0.75	4522	4.648	-0.77	7.18	6.48	5.92	5.1	4.54	4.47	4.45	4.62	0	nc	0.275	1.5
0.158489319	0.8	4726	4.622	-0.64	6.7	6.06	5.58	4.84	4.34	4.28	4.27	4.42	0	nc	0.275	1.5
0.158489319	0.85	4926	4.596	-0.51	6.28	5.7	5.26	4.59	4.15	4.09	4.08	4.22	0	nc	0.275	1.5
0.158489319	0.9	5117	4.568	-0.39	5.9	5.37	4.96	4.36	3.96	3.91	3.9	4.02	0	nc	0.275	1.5
0.158489319	0.95	5288	4.54	-0.28	5.56	5.08	4.7	4.14	3.78	3.73	3.73	3.84	0	nc	0.275	1.5
0.158489319	1	5476	4.512	-0.17	5.24	4.79	4.43	3.93	3.6	3.56	3.57	3.66	0	nc	0.275	1.5
0.158489319	1.05	5655	4.484	-0.07	4.94	4.53	4.19	3.73	3.43	3.4	3.41	3.49	0	nc	0.275	1.5
0.158489319	1.1	5814	4.452	0.03	4.66	4.28	3.96	3.53	3.26	3.23	3.25	3.32	0	nc	0.275	1.5
0.158489319	1.15	5966	4.419	0.13	4.4	4.04	3.74	3.34	3.1	3.07	3.08	3.15	0	nc	0.275	1.5
0.158489319	1.2	6115	4.388	0.22	4.16	3.82	3.53	3.17	2.94	2.91	2.93	2.98	0	nc	0.275	1.5
0.199526231	0.7	4303	4.67	-0.91	7.73	6.98	6.29	5.37	4.76	4.67	4.64	4.82	0	nc	0.275	1.5
0.199526231	0.75	4522	4.647	-0.77	7.18	6.47	5.92	5.1	4.54	4.46	4.45	4.61	0	nc	0.275	1.5
0.199526231	0.8	4727	4.622	-0.64	6.7	6.06	5.58	4.84	4.34	4.28	4.26	4.41	0	nc	0.275	1.5
0.199526231	0.85	4927	4.595	-0.51	6.27	5.7	5.26	4.59	4.14	4.09	4.08	4.21	0	nc	0.275	1.5
0.199526231	0.9	5116	4.566	-0.39	5.89	5.37	4.96	4.35	3.95	3.9	3.9	4.02	0	nc	0.275	1.5
0.199526231	0.95	5295	4.538	-0.28	5.55	5.07	4.69	4.13	3.77	3.73	3.73	3.83	0	nc	0.275	1.5
0.199526231	1	5480	4.511	-0.17	5.23	4.79	4.43	3.93	3.6	3.56	3.57	3.66	0	nc	0.275	1.5
0.199526231	1.05	5658	4.482	-0.07	4.93	4.52	4.19	3.72	3.43	3.39	3.4	3.48	0	nc	0.275	1.5
0.199526231	1.1	5818	4.45	0.03	4.65	4.27	3.95	3.53	3.26	3.23	3.24	3.31	0	nc	0.275	1.5
0.199526231	1.15	5968	4.418	0.13	4.4	4.04	3.74	3.34	3.09	3.06	3.08	3.14	0	nc	0.275	1.5
0.199526231	1.2	6118	4.387	0.22	4.15	3.81	3.53	3.16	2.93	2.91	2.93	2.98	0	nc	0.275	1.5
0.251188643	0.7	4302	4.669	-0.9	7.73	6.98	6.29	5.37	4.76	4.66	4.63	4.81	0	nc	0.275	1.5
0.251188643	0.75	4523	4.646	-0.77	7.17	6.47	5.92	5.1	4.54	4.46	4.44	4.61	0	nc	0.275	1.5
0.251188643	0.8	4727	4.62	-0.63	6.7	6.06	5.57	4.84	4.33	4.27	4.26	4.41	0	nc	0.275	1.5
0.251188643	0.85	4927	4.593	-0.51	6.27	5.69	5.25	4.59	4.14	4.08	4.07	4.21	0	nc	0.275	1.5
0.251188643	0.9	5116	4.565	-0.39	5.89	5.37	4.96	4.35	3.95	3.9	3.9	4.01	0	nc	0.275	1.5
0.251188643	0.95	5299	4.537	-0.28	5.55	5.07	4.68	4.13	3.77	3.72	3.72	3.83	0	nc	0.275	1.5
0.251188643	1	5484	4.509	-0.17	5.22	4.78	4.42	3.92	3.59	3.56	3.56	3.65	0	nc	0.275	1.5
0.251188643	1.05	5660	4.481	-0.06	4.93	4.52	4.18	3.72	3.43	3.39	3.4	3.48	0	nc	0.275	1.5
0.251188643	1.1	5820	4.449	0.04	4.65	4.27	3.95	3.53	3.26	3.22	3.24	3.31	0	nc	0.275	1.5
0.251188643	1.15	5970	4.415	0.13	4.39	4.03	3.73	3.33	3.09	3.06	3.07	3.14	0	nc	0.275	1.5
0.251188643	1.2	6121	4.384	0.23	4.14	3.8	3.52	3.16	2.93	2.9	2.92	2.97	0	nc	0.275	1.5
0.316227766	0.7	4302	4.667	-0.9	7.72	6.97	6.29	5.36	4.76	4.66	4.63	4.81	0	nc	0.275	1.5
0.316227766	0.75	4522	4.644	-0.76	7.17	6.47	5.91	5.09	4.53	4.46	4.44	4.61	0	nc	0.275	1.5
0.316227766	0.8	4727	4.619	-0.63	6.69	6.05	5.57	4.83	4.33	4.27	4.26	4.41	0	nc	0.275	1.5
0.316227766	0.85	4927	4.592	-0.51	6.27	5.69	5.25	4.58	4.14	4.08	4.07	4.2	0	nc	0.275	1.5
0.316227766	0.9	5116	4.564	-0.39	5.89	5.36	4.95	4.35	3.95	3.9	3.89	4.01	0	nc	0.275	1.5
0.316227766	0.95	5302	4.535	-0.28	5.54	5.06	4.68	4.12	3.76	3.72	3.72	3.82	0	nc	0.275	1.5
0.316227766	1	5487	4.508	-0.17	5.22	4.78	4.42	3.92	3.59	3.55	3.56	3.65	0	nc	0.275	1.5
0.316227766	1.05	5664	4.48	-0.06	4.92	4.51	4.18	3.72	3.42	3.39	3.4	3.48	0	nc	0.275	1.5
0.316227766	1.1	5822	4.447	0.04	4.64	4.26	3.95	3.52	3.25	3.22	3.23	3.3	0	nc	0.275	1.5
0.316227766	1.15	5973	4.413	0.14	4.38	4.02	3.72	3.33	3.08	3.05	3.07	3.13	0	nc	0.275	1.5
0.316227766	1.2	6122	4.382	0.23	4.14	3.8	3.52	3.15	2.92	2.9	2.92	2.97	0	nc	0.275	1.5
0.398107171	0.7	4303	4.666	-0.9	7.72	6.97	6.28	5.36	4.75	4.66	4.63	4.81	0	nc	0.275	1.5
0.398107171	0.75	4521	4.643	-0.76	7.17	6.46	5.91	5.09	4.53	4.45	4.44	4.6	0	nc	0.275	1.5
0.398107171	0.8	4727	4.617	-0.63	6.69	6.05	5.57	4.83	4.33	4.27	4.25	4.4	0	nc	0.275	1.5
0.398107171	0.85	4926	4.591	-0.51	6.27	5.69	5.25	4.58	4.13	4.08	4.07	4.2	0	nc	0.275	1.5
0.398107171	0.9	5117	4.562	-0.39	5.88	5.36	4.95	4.34	3.94	3.89	3.89	4	0	nc	0.275	1.5
0.398107171	0.95	5304	4.534	-0.27	5.53	5.05	4.67	4.12	3.76	3.72	3.72	3.82	0	nc	0.275	1.5
0.398107171	1	5489	4.506	-0.16	5.21	4.77	4.41	3.91	3.58	3.55	3.55	3.64	0	nc	0.275	1.5
0.398107171	1.05	5666	4.478	-0.06	4.91	4.5	4.17	3.71	3.41	3.38	3.39	3.47	0	nc	0.275	1.5
0.398107171	1.1	5825	4.445	0.04	4.63	4.25	3.94	3.51	3.24	3.21	3.22	3.3	0	nc	0.275	1.5
0.398107171	1.15	5974	4.411	0.14	4.37	4.01	3.72	3.32	3.07	3.05	3.06	3.12	0	nc	0.275	1.5
0.398107171	1.2	6124	4.379	0.23	4.13	3.79	3.51	3.14	2.91	2.89	2.91	2.96	0	nc	0.275	1.5
0.501187234	0.7	4302	4.665	-0.9	7.72	6.97	6.28	5.36	4.75	4.65	4.62	4.8	0	nc	0.275	1.5
0.501187234	0.75	4521	4.642	-0.76	7.17	6.46	5.91	5.09	4.53	4.45	4.43	4.6	0	nc	0.275	1.5
0.501187234	0.8	4726	4.616	-0.63	6.69	6.05	5.56	4.83	4.32	4.26	4.25	4.4	0	nc	0.275	1.5
0.501187234	0.85	4927	4.589	-0.51	6.26	5.68	5.24	4.58	4.13	4.07	4.06	4.2	0	nc	0.275	1.5
0.501187234	0.9	5117	4.561	-0.39	5.88	5.36	4.94	4.34	3.94	3.89	3.88	4	0	nc	0.275	1.5
0.501187234	0.95	5305	4.532	-0.27	5.53	5.05	4.67	4.11	3.75	3.71	3.71	3.82	0	nc	0.275	1.5
0.501187234	1	5492	4.504	-0.16	5.2	4.76	4.41	3.9	3.58	3.54	3.55	3.64	0	nc	0.275	1.5
0.501187234	1.05	5668	4.475	-0.06	4.9	4.5	4.16	3.7	3.41	3.37	3.38	3.46	0	nc	0.275	1.5
0.501187234	1.1	5828	4.442	0.05	4.62	4.24	3.93	3.5	3.23	3.2	3.22	3.29	0	nc	0.275	1.5
0.501187234	1.15	5977	4.407	0.14	4.36	4	3.7	3.31	3.06	3.03	3.05	3.11	0	nc	0.275	1.5
0.501187234	1.2	6125	4.374	0.24	4.11	3.78	3.5	3.13	2.9	2.88	2.9	2.95	0	nc	0.275	1.5
0.630957344	0.7	4301	4.663	-0.9	7.72	6.96	6.28	5.35	4.75	4.65	4.62	4.8	0	nc	0.275	1.5
0.630957344	0.75	4520	4.64	-0.76	7.16	6.46	5.9	5.08	4.52	4.45	4.43	4.6	0	nc	0.275	1.5
0.630957344	0.8	4727	4.615	-0.63	6.68	6.04	5.56	4.82	4.32	4.26	4.25	4.4	0	nc	0.275	1.5
0.630957344	0.85	4928	4.588	-0.5	6.25	5.68	5.24	4.57	4.12	4.07	4.06	4.19	0	nc	0.275	1.5
0.630957344	0.9	5119	4.559	-0.38	5.87	5.35	4.94	4.33	3.93	3.88	3.88	4	0	nc	0.275	1.5
0.630957344	0.95	5308	4.53	-0.27	5.52	5.04	4.66	4.11	3.75	3.71	3.71	3.81	0	nc	0.275	1.5
0.630957344	1	5495	4.502	-0.16	5.19	4.75	4.4	3.9	3.57	3.53	3.54	3.63	0	nc	0.275	1.5
0.630957344	1.05	5672	4.472	-0.05	4.89	4.49	4.15	3.69	3.4	3.37	3.38	3.46	0	nc	0.275	1.5
0.630957344	1.1	5830	4.438	0.05	4.61	4.23	3.92	3.49	3.22	3.19	3.21	3.28	0	nc	0.275	1.5
0.630957344	1.15	5980	4.402	0.15	4.35	3.99	3.69	3.3	3.05	3.02	3.04	3.1	0	nc	0.275	1.5
0.630957344	1.2	6126	4.369	0.24	4.1	3.76	3.48	3.12	2.89	2.86	2.88	2.93	0	nc	0.275	1.5
0.794328235	0.7	4300	4.662	-0.9	7.72	6.96	6.28	5.35	4.74	4.65	4.62	4.8	0	nc	0.275	1.5
0.794328235	0.75	4521	4.639	-0.76	7.16	6.45	5.9	5.08	4.52	4.44	4.43	4.59	0	nc	0.275	1.5
0.794328235	0.8	4728	4.613	-0.63	6.68	6.04	5.55	4.82	4.32	4.25	4.24	4.39	0	nc	0.275	1.5
0.794328235	0.85	4931	4.586	-0.5	6.25	5.67	5.23	4.57	4.12	4.06	4.06	4.19	0	nc	0.275	1.5
0.794328235	0.9	5122	4.556	-0.38	5.86	5.34	4.93	4.32	3.93	3.88	3.87	3.99	0	nc	0.275	1.5
0.794328235	0.95	5313	4.528	-0.26	5.51	5.03	4.65	4.1	3.74	3.7	3.7	3.8	0	nc	0.275	1.5
0.794328235	1	5500	4.499	-0.15	5.18	4.74	4.39	3.89	3.56	3.53	3.53	3.62	0	nc	0.275	1.5
0.794328235	1.05	5678	4.468	-0.05	4.88	4.47	4.14	3.68	3.39	3.35	3.36	3.44	0	nc	0.275	1.5
0.794328235	1.1	5834	4.433	0.06	4.6	4.22	3.9	3.48	3.21	3.18	3.19	3.26	0	nc	0.275	1.5
0.794328235	1.15	5983	4.397	0.16	4.33	3.97	3.68	3.28	3.04	3.01	3.03	3.09	0	nc	0.275	1.5
0.794328235	1.2	6129	4.363	0.25	4.08	3.75	3.46	3.1	2.87	2.85	2.87	2.92	0	nc	0.275	1.5
1	0.7	4301	4.66	-0.9	7.71	6.96	6.27	5.35	4.74	4.64	4.61	4.79	0	nc	0.275	1.5
1	0.75	4522	4.637	-0.76	7.15	6.45	5.89	5.07	4.52	4.44	4.42	4.59	0	nc	0.275	1.5
1	0.8	4730	4.611	-0.62	6.67	6.03	5.55	4.81	4.31	4.25	4.24	4.39	0	nc	0.275	1.5
1	0.85	4933	4.584	-0.5	6.24	5.66	5.22	4.56	4.11	4.06	4.05	4.18	0	nc	0.275	1.5
1	0.9	5126	4.554	-0.38	5.85	5.33	4.92	4.32	3.92	3.87	3.87	3.98	0	nc	0.275	1.5
1	0.95	5317	4.525	-0.26	5.49	5.02	4.64	4.09	3.73	3.69	3.69	3.79	0	nc	0.275	1.5
1	1	5507	4.495	-0.15	5.16	4.73	4.37	3.88	3.55	3.51	3.52	3.61	0	nc	0.275	1.5
1	1.05	5683	4.464	-0.04	4.86	4.46	4.12	3.67	3.38	3.34	3.35	3.43	0	nc	0.275	1.5
1	1.1	5840	4.427	0.06	4.58	4.2	3.88	3.46	3.2	3.16	3.18	3.25	0	nc	0.275	1.5
1	1.15	5987	4.39	0.16	4.31	3.95	3.66	3.27	3.02	2.99	3.01	3.07	0	nc	0.275	1.5
1	1.2	6132	4.355	0.26	4.06	3.72	3.44	3.08	2.85	2.83	2.85	2.9	0	nc	0.275	1.5
1.258925412	0.7	4302	4.659	-0.89	7.7	6.95	6.27	5.34	4.73	4.64	4.61	4.79	0	nc	0.275	1.5
1.258925412	0.75	4525	4.636	-0.75	7.14	6.44	5.89	5.07	4.51	4.44	4.42	4.59	0	nc	0.275	1.5
1.258925412	0.8	4734	4.609	-0.62	6.66	6.02	5.54	4.81	4.31	4.24	4.23	4.38	0	nc	0.275	1.5
1.258925412	0.85	4939	4.582	-0.49	6.22	5.65	5.21	4.55	4.11	4.05	4.04	4.17	0	nc	0.275	1.5
1.258925412	0.9	5131	4.551	-0.37	5.84	5.32	4.91	4.31	3.91	3.86	3.86	3.97	0	nc	0.275	1.5
1.258925412	0.95	5325	4.522	-0.25	5.48	5	4.63	4.08	3.72	3.68	3.68	3.78	0	nc	0.275	1.5
1.258925412	1	5516	4.491	-0.14	5.15	4.71	4.36	3.86	3.54	3.5	3.51	3.6	0	nc	0.275	1.5
1.258925412	1.05	5691	4.458	-0.03	4.84	4.44	4.1	3.65	3.36	3.33	3.34	3.41	0	nc	0.275	1.5
1.258925412	1.1	5848	4.42	0.07	4.55	4.17	3.86	3.44	3.18	3.14	3.16	3.23	0	nc	0.275	1.5
1.258925412	1.15	5995	4.38	0.18	4.28	3.92	3.63	3.24	2.99	2.97	2.98	3.04	0	nc	0.275	1.5
1.258925412	1.2	6138	4.343	0.27	4.02	3.69	3.41	3.05	2.82	2.79	2.81	2.87	0	nc	0.275	1.5
1.584893192	0.7	4305	4.657	-0.89	7.69	6.94	6.26	5.34	4.73	4.63	4.6	4.78	0	nc	0.275	1.5
1.584893192	0.75	4529	4.634	-0.75	7.13	6.43	5.88	5.06	4.51	4.43	4.41	4.58	0	nc	0.275	1.5
1.584893192	0.8	4739	4.607	-0.62	6.64	6.01	5.53	4.8	4.3	4.24	4.23	4.38	0	nc	0.275	1.5
1.584893192	0.85	4944	4.579	-0.49	6.21	5.64	5.2	4.54	4.1	4.04	4.03	4.16	0	nc	0.275	1.5
1.584893192	0.9	5139	4.548	-0.37	5.82	5.3	4.89	4.29	3.9	3.85	3.85	3.96	0	nc	0.275	1.5
1.584893192	0.95	5333	4.517	-0.25	5.46	4.99	4.61	4.06	3.71	3.67	3.67	3.77	0	nc	0.275	1.5
1.584893192	1	5526	4.486	-0.13	5.12	4.69	4.34	3.84	3.52	3.49	3.49	3.58	0	nc	0.275	1.5
1.584893192	1.05	5703	4.45	-0.02	4.81	4.41	4.08	3.62	3.34	3.3	3.31	3.39	0	nc	0.275	1.5
1.584893192	1.1	5857	4.41	0.09	4.52	4.14	3.83	3.41	3.15	3.12	3.13	3.2	0	nc	0.275	1.5
1.584893192	1.15	6003	4.368	0.19	4.24	3.89	3.59	3.2	2.96	2.93	2.95	3.01	0	nc	0.275	1.5
1.584893192	1.2	6145	4.329	0.29	3.98	3.65	3.37	3.01	2.78	2.76	2.78	2.83	0	nc	0.275	1.5
1.995262315	0.7	4309	4.656	-0.89	7.68	6.93	6.25	5.33	4.72	4.63	4.6	4.78	0	nc	0.275	1.5
1.995262315	0.75	4533	4.632	-0.75	7.12	6.42	5.87	5.05	4.5	4.42	4.41	4.57	0	nc	0.275	1.5
1.995262315	0.8	4745	4.604	-0.61	6.63	6	5.52	4.79	4.29	4.23	4.22	4.37	0	nc	0.275	1.5
1.995262315	0.85	4952	4.575	-0.48	6.19	5.62	5.18	4.53	4.09	4.03	4.02	4.15	0	nc	0.275	1.5
1.995262315	0.9	5149	4.544	-0.36	5.8	5.28	4.88	4.28	3.89	3.84	3.83	3.95	0	nc	0.275	1.5
1.995262315	0.95	5346	4.512	-0.24	5.43	4.96	4.58	4.04	3.69	3.65	3.65	3.75	0	nc	0.275	1.5
1.995262315	1	5540	4.478	-0.12	5.09	4.66	4.31	3.82	3.5	3.46	3.47	3.56	0	nc	0.275	1.5
1.995262315	1.05	5716	4.44	-0.01	4.77	4.37	4.04	3.59	3.31	3.27	3.29	3.36	0	nc	0.275	1.5
1.995262315	1.1	5869	4.397	0.1	4.48	4.1	3.79	3.38	3.11	3.08	3.1	3.17	0	nc	0.275	1.5
1.995262315	1.15	6015	4.352	0.21	4.19	3.84	3.55	3.16	2.92	2.89	2.91	2.97	0	nc	0.275	1.5
1.995262315	1.2	6152	4.309	0.31	3.93	3.59	3.32	2.96	2.73	2.71	2.73	2.78	0	nc	0.275	1.5
2.511886432	0.7	4314	4.654	-0.88	7.67	6.92	6.24	5.32	4.72	4.62	4.59	4.77	0	nc	0.275	1.5
2.511886432	0.75	4540	4.629	-0.74	7.1	6.4	5.85	5.04	4.49	4.42	4.4	4.56	0	nc	0.275	1.5
2.511886432	0.8	4753	4.601	-0.61	6.61	5.98	5.5	4.77	4.28	4.22	4.21	4.36	0	nc	0.275	1.5
2.511886432	0.85	4962	4.571	-0.47	6.16	5.6	5.16	4.51	4.07	4.02	4.01	4.14	0	nc	0.275	1.5
2.511886432	0.9	5162	4.538	-0.35	5.76	5.25	4.85	4.26	3.87	3.82	3.82	3.93	0	nc	0.275	1.5
2.511886432	0.95	5363	4.504	-0.22	5.39	4.93	4.55	4.02	3.67	3.63	3.63	3.73	0	nc	0.275	1.5
2.511886432	1	5558	4.469	-0.1	5.05	4.62	4.27	3.79	3.47	3.44	3.44	3.53	0	nc	0.275	1.5
2.511886432	1.05	5733	4.426	0.01	4.72	4.33	4	3.55	3.27	3.24	3.25	3.33	0	nc	0.275	1.5
2.511886432	1.1	5887	4.379	0.13	4.42	4.04	3.74	3.32	3.06	3.03	3.05	3.12	0	nc	0.275	1.5
2.511886432	1.15	6028	4.331	0.24	4.13	3.78	3.49	3.1	2.86	2.83	2.85	2.91	0	nc	0.275	1.5
2.511886432	1.2	6157	4.282	0.34	3.86	3.52	3.25	2.89	2.66	2.64	2.66	2.71	0	nc	0.275	1.5
3.16227766	0.7	4320	4.651	-0.88	7.65	6.9	6.23	5.31	4.71	4.61	4.58	4.76	0	nc	0.275	1.5
3.16227766	0.75	4549	4.626	-0.74	7.08	6.38	5.84	5.03	4.48	4.41	4.39	4.55	0	nc	0.275	1.5
3.16227766	0.8	4764	4.597	-0.6	6.58	5.95	5.48	4.76	4.27	4.2	4.19	4.34	0	nc	0.275	1.5
3.16227766	0.85	4976	4.565	-0.46	6.13	5.57	5.14	4.49	4.05	4	3.99	4.12	0	nc	0.275	1.5
3.16227766	0.9	5177	4.53	-0.34	5.73	5.22	4.82	4.23	3.84	3.8	3.79	3.91	0	nc	0.275	1.5
3.16227766	0.95	5381	4.494	-0.21	5.35	4.89	4.51	3.98	3.64	3.6	3.6	3.7	0	nc	0.275	1.5
3.16227766	1	5581	4.455	-0.08	4.99	4.57	4.22	3.74	3.43	3.4	3.4	3.49	0	nc	0.275	1.5
3.16227766	1.05	5753	4.408	0.04	4.66	4.26	3.94	3.5	3.22	3.19	3.2	3.27	0	nc	0.275	1.5
3.16227766	1.1	5905	4.355	0.16	4.34	3.97	3.67	3.26	3	2.97	2.98	3.05	0	nc	0.275	1.5
3.16227766	1.15	6041	4.298	0.27	4.04	3.69	3.4	3.01	2.78	2.75	2.77	2.82	0	nc	0.275	1.5
3.16227766	1.2	6145	4.241	0.38	3.76	3.43	3.15	2.79	2.56	2.54	2.56	2.61	0	nc	0.275	1.5
3.981071706	0.7	4329	4.648	-0.87	7.62	6.87	6.21	5.3	4.7	4.6	4.57	4.75	0	nc	0.275	1.5
3.981071706	0.75	4560	4.623	-0.73	7.05	6.35	5.82	5.01	4.47	4.39	4.38	4.54	0	nc	0.275	1.5
3.981071706	0.8	4777	4.591	-0.59	6.54	5.92	5.45	4.74	4.25	4.19	4.18	4.32	0	nc	0.275	1.5
3.981071706	0.85	4992	4.558	-0.45	6.09	5.54	5.1	4.46	4.03	3.98	3.97	4.1	0	nc	0.275	1.5
3.981071706	0.9	5199	4.521	-0.32	5.68	5.17	4.78	4.2	3.81	3.77	3.76	3.88	0	nc	0.275	1.5
3.981071706	0.95	5409	4.481	-0.19	5.28	4.83	4.46	3.94	3.6	3.56	3.56	3.66	0	nc	0.275	1.5
3.981071706	1	5609	4.436	-0.06	4.91	4.5	4.16	3.68	3.38	3.34	3.35	3.44	0	nc	0.275	1.5
3.981071706	1.05	5780	4.381	0.07	4.57	4.18	3.86	3.42	3.15	3.11	3.13	3.2	0	nc	0.275	1.5
3.981071706	1.1	5927	4.318	0.2	4.23	3.87	3.56	3.16	2.9	2.87	2.89	2.95	0	nc	0.275	1.5
3.981071706	1.15	6033	4.251	0.32	3.93	3.58	3.29	2.9	2.66	2.64	2.65	2.71	0	nc	0.275	1.5
3.981071706	1.2	6048	4.179	0.41	3.69	3.34	3.05	2.67	2.43	2.41	2.42	2.48	0	nc	0.275	1.5
5.011872336	0.7	4340	4.645	-0.87	7.59	6.84	6.19	5.28	4.68	4.59	4.56	4.74	0	nc	0.275	1.5
5.011872336	0.7	4355	4.641	-0.85	7.55	6.8	6.16	5.26	4.66	4.57	4.55	4.73	0	nc	0.275	1.5
5.011872336	0.75	4574	4.617	-0.72	7.01	6.32	5.79	4.99	4.45	4.38	4.36	4.52	0	nc	0.275	1.5
5.011872336	0.8	4795	4.585	-0.57	6.5	5.88	5.42	4.71	4.23	4.17	4.16	4.3	0	nc	0.275	1.5
5.011872336	0.85	5014	4.549	-0.43	6.04	5.49	5.06	4.42	4	3.95	3.94	4.06	0	nc	0.275	1.5
5.011872336	0.9	5228	4.508	-0.3	5.61	5.12	4.72	4.15	3.77	3.73	3.73	3.84	0	nc	0.275	1.5
5.011872336	0.95	5444	4.463	-0.16	5.2	4.76	4.39	3.88	3.55	3.51	3.51	3.6	0	nc	0.275	1.5
5.011872336	1	5644	4.41	-0.02	4.82	4.4	4.07	3.6	3.3	3.27	3.28	3.36	0	nc	0.275	1.5
5.011872336	1.05	5810	4.341	0.12	4.44	4.05	3.74	3.31	3.04	3.01	3.02	3.09	0	nc	0.275	1.5
5.011872336	1.1	5924	4.264	0.25	4.1	3.73	3.43	3.02	2.77	2.74	2.75	2.82	0	nc	0.275	1.5
5.011872336	1.15	5899	4.183	0.35	3.87	3.5	3.19	2.78	2.52	2.49	2.51	2.58	0	nc	0.275	1.5
6.309573445	0.7	4373	4.635	-0.84	7.5	6.75	6.13	5.24	4.64	4.55	4.53	4.71	0	nc	0.275	1.5
