age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.003162278	0.95	3831	3.868	-0.17	6.76	5.99	4.72	3.32	2.6	2.47	2.42	2.66	0	nc	0.275	1
0.003162278	1	3865	3.877	-0.14	6.62	5.87	4.63	3.26	2.54	2.42	2.37	2.62	0	nc	0.275	1
0.003162278	1.05	3896	3.877	-0.11	6.47	5.73	4.52	3.17	2.47	2.35	2.31	2.55	0	nc	0.275	1
0.003162278	1.1	3984	3.882	-0.06	6	5.23	4.28	3.13	2.45	2.33	2.28	2.49	0	nc	0.275	1
0.003162278	1.15	4036	3.889	-0.02	5.8	5.03	4.16	3.07	2.4	2.29	2.24	2.44	0	nc	0.275	1
0.003162278	1.2	4079	3.898	0.01	5.67	4.91	4.08	3.02	2.36	2.25	2.21	2.4	0	nc	0.275	1
0.003981072	0.02	2506	3.917	-2.64	16.03	14.58	12.32	9.13	8.53	8.11	7.5	7.78	0	nc	0.275	1
0.003981072	0.03	2701	3.813	-2.23	14.12	12.79	10.82	8.17	7.58	7.19	6.66	6.86	0	nc	0.275	1
0.003981072	0.04	2789	3.77	-2	13.25	11.97	10.1	7.64	7.04	6.67	6.18	6.36	0	nc	0.275	1
0.003981072	0.05	2846	3.78	-1.88	12.77	11.52	9.7	7.35	6.75	6.39	5.92	6.1	0	nc	0.275	1
0.003981072	0.055	2869	3.803	-1.85	12.62	11.38	9.58	7.27	6.67	6.32	5.86	6.04	0	nc	0.275	1
0.003981072	0.06	2889	3.824	-1.82	12.48	11.26	9.47	7.2	6.6	6.25	5.8	5.98	0	nc	0.275	1
0.003981072	0.07	2938	3.848	-1.75	12.15	10.95	9.22	7.04	6.44	6.09	5.67	5.83	0	nc	0.275	1
0.003981072	0.072	2948	3.853	-1.73	12.09	10.89	9.17	7.01	6.41	6.07	5.64	5.81	0	nc	0.275	1
0.003981072	0.075	2965	3.86	-1.71	11.98	10.79	9.09	6.97	6.36	6.02	5.61	5.77	0	nc	0.275	1
0.003981072	0.08	2992	3.865	-1.67	11.8	10.62	8.96	6.88	6.28	5.94	5.53	5.69	0	nc	0.275	1
0.003981072	0.09	3021	3.878	-1.62	11.59	10.42	8.79	6.75	6.15	5.81	5.42	5.57	0	nc	0.275	1
0.003981072	0.1	3044	3.885	-1.57	11.41	10.25	8.63	6.63	6.02	5.69	5.31	5.46	0	nc	0.275	1
0.003981072	0.11	3065	3.886	-1.51	11.23	10.09	8.48	6.5	5.89	5.57	5.19	5.35	0	nc	0.275	1
0.003981072	0.13	3103	3.891	-1.42	10.93	9.8	8.22	6.29	5.67	5.36	5	5.15	0	nc	0.275	1
0.003981072	0.15	3130	3.897	-1.35	10.7	9.59	8.02	6.12	5.5	5.19	4.84	5	0	nc	0.275	1
0.003981072	0.175	3161	3.896	-1.27	10.44	9.35	7.79	5.91	5.29	4.99	4.66	4.81	0	nc	0.275	1
0.003981072	0.2	3197	3.901	-1.2	10.2	9.12	7.58	5.74	5.11	4.82	4.5	4.66	0	nc	0.275	1
0.003981072	0.25	3270	3.904	-1.06	9.76	8.72	7.21	5.42	4.78	4.51	4.23	4.39	0	nc	0.275	1
0.003981072	0.3	3340	3.911	-0.95	9.4	8.39	6.9	5.17	4.5	4.25	4.01	4.18	0	nc	0.275	1
0.003981072	0.35	3400	3.912	-0.86	9.08	8.1	6.63	4.94	4.26	4.03	3.81	3.99	0	nc	0.275	1
0.003981072	0.4	3452	3.911	-0.77	8.81	7.85	6.39	4.74	4.04	3.83	3.63	3.82	0	nc	0.275	1
0.003981072	0.45	3492	3.914	-0.7	8.59	7.65	6.21	4.58	3.87	3.67	3.49	3.69	0	nc	0.275	1
0.003981072	0.5	3533	3.916	-0.64	8.38	7.46	6.03	4.42	3.71	3.52	3.36	3.57	0	nc	0.275	1
0.003981072	0.57	3584	3.915	-0.56	8.1	7.21	5.8	4.23	3.5	3.32	3.19	3.41	0	nc	0.275	1
0.003981072	0.6	3603	3.915	-0.53	8	7.12	5.72	4.15	3.42	3.25	3.13	3.35	0	nc	0.275	1
0.003981072	0.62	3619	3.919	-0.51	7.93	7.05	5.66	4.11	3.38	3.21	3.1	3.31	0	nc	0.275	1
0.003981072	0.7	3674	3.923	-0.43	7.66	6.81	5.45	3.94	3.2	3.05	2.95	3.17	0	nc	0.275	1
0.003981072	0.75	3703	3.925	-0.39	7.51	6.67	5.33	3.84	3.1	2.95	2.87	3.09	0	nc	0.275	1
0.003981072	0.8	3739	3.927	-0.35	7.34	6.52	5.2	3.74	3.01	2.86	2.79	3.02	0	nc	0.275	1
0.003981072	0.85	3773	3.931	-0.31	7.18	6.38	5.09	3.66	2.92	2.79	2.72	2.95	0	nc	0.275	1
0.003981072	0.9	3806	3.943	-0.28	7.04	6.25	5	3.59	2.86	2.73	2.68	2.91	0	nc	0.275	1
0.003981072	0.95	3841	3.934	-0.23	6.86	6.09	4.86	3.48	2.76	2.64	2.58	2.82	0	nc	0.275	1
0.003981072	1	3877	3.939	-0.2	6.71	5.95	4.75	3.41	2.7	2.58	2.53	2.76	0	nc	0.275	1
0.003981072	1.05	3928	3.939	-0.16	6.47	5.71	4.6	3.33	2.63	2.51	2.46	2.69	0	nc	0.275	1
0.003981072	1.1	4014	3.949	-0.11	6.09	5.32	4.4	3.28	2.6	2.48	2.43	2.63	0	nc	0.275	1
0.003981072	1.15	4056	3.952	-0.07	5.94	5.18	4.3	3.21	2.54	2.43	2.38	2.58	0	nc	0.275	1
0.003981072	1.2	4098	3.959	-0.04	5.81	5.05	4.21	3.15	2.49	2.38	2.34	2.54	0	nc	0.275	1
0.005011872	0.02	2503	3.925	-2.65	16.07	14.61	12.35	9.16	8.56	8.14	7.52	7.8	0	nc	0.275	1
0.005011872	0.03	2698	3.838	-2.25	14.2	12.87	10.89	8.24	7.64	7.25	6.72	6.93	0	nc	0.275	1
0.005011872	0.04	2783	3.843	-2.08	13.46	12.18	10.29	7.83	7.23	6.86	6.36	6.55	0	nc	0.275	1
0.005011872	0.05	2841	3.901	-2	13.09	11.84	10.01	7.66	7.06	6.7	6.23	6.41	0	nc	0.275	1
0.005011872	0.055	2865	3.918	-1.96	12.91	11.68	9.87	7.57	6.97	6.61	6.15	6.33	0	nc	0.275	1
0.005011872	0.06	2889	3.93	-1.92	12.74	11.52	9.73	7.47	6.87	6.52	6.07	6.25	0	nc	0.275	1
0.005011872	0.07	2960	3.95	-1.83	12.27	11.08	9.39	7.27	6.67	6.33	5.91	6.07	0	nc	0.275	1
0.005011872	0.072	2977	3.955	-1.82	12.17	10.99	9.32	7.24	6.64	6.3	5.89	6.04	0	nc	0.275	1
0.005011872	0.075	3000	3.957	-1.79	12.02	10.85	9.21	7.18	6.58	6.24	5.83	5.98	0	nc	0.275	1
0.005011872	0.08	3014	3.962	-1.76	11.91	10.74	9.11	7.1	6.5	6.17	5.77	5.91	0	nc	0.275	1
0.005011872	0.09	3042	3.97	-1.7	11.7	10.55	8.94	6.96	6.36	6.03	5.64	5.79	0	nc	0.275	1
0.005011872	0.1	3068	3.973	-1.64	11.5	10.36	8.77	6.83	6.22	5.9	5.52	5.66	0	nc	0.275	1
0.005011872	0.11	3094	3.975	-1.59	11.31	10.18	8.61	6.7	6.09	5.77	5.4	5.55	0	nc	0.275	1
0.005011872	0.13	3130	3.975	-1.49	11.01	9.9	8.35	6.47	5.86	5.55	5.2	5.35	0	nc	0.275	1
0.005011872	0.15	3163	3.977	-1.42	10.75	9.66	8.12	6.29	5.67	5.37	5.03	5.18	0	nc	0.275	1
0.005011872	0.175	3198	3.976	-1.33	10.47	9.4	7.88	6.08	5.46	5.17	4.84	4.99	0	nc	0.275	1
0.005011872	0.2	3225	3.977	-1.26	10.26	9.2	7.69	5.9	5.28	4.99	4.68	4.83	0	nc	0.275	1
0.005011872	0.25	3287	3.979	-1.13	9.85	8.81	7.33	5.6	4.97	4.7	4.41	4.57	0	nc	0.275	1
0.005011872	0.3	3345	3.98	-1.02	9.5	8.49	7.03	5.34	4.7	4.44	4.18	4.35	0	nc	0.275	1
0.005011872	0.35	3402	3.982	-0.93	9.19	8.21	6.76	5.12	4.46	4.22	3.99	4.16	0	nc	0.275	1
0.005011872	0.4	3455	3.98	-0.84	8.92	7.96	6.53	4.91	4.24	4.01	3.81	3.99	0	nc	0.275	1
0.005011872	0.45	3495	3.984	-0.77	8.7	7.76	6.34	4.75	4.06	3.85	3.67	3.86	0	nc	0.275	1
0.005011872	0.5	3538	3.986	-0.71	8.49	7.57	6.17	4.6	3.9	3.7	3.54	3.74	0	nc	0.275	1
0.005011872	0.57	3588	3.985	-0.62	8.22	7.32	5.94	4.41	3.69	3.5	3.37	3.57	0	nc	0.275	1
0.005011872	0.6	3608	3.985	-0.59	8.12	7.23	5.86	4.33	3.61	3.43	3.31	3.51	0	nc	0.275	1
0.005011872	0.62	3623	3.984	-0.57	8.04	7.16	5.8	4.28	3.55	3.38	3.26	3.47	0	nc	0.275	1
0.005011872	0.7	3678	3.988	-0.5	7.77	6.92	5.59	4.1	3.37	3.21	3.12	3.33	0	nc	0.275	1
0.005011872	0.75	3709	3.99	-0.45	7.62	6.78	5.47	4	3.27	3.12	3.03	3.25	0	nc	0.275	1
0.005011872	0.8	3745	3.992	-0.41	7.45	6.62	5.34	3.91	3.17	3.03	2.95	3.18	0	nc	0.275	1
0.005011872	0.85	3779	3.997	-0.37	7.3	6.48	5.23	3.82	3.09	2.95	2.89	3.11	0	nc	0.275	1
0.005011872	0.9	3815	4.004	-0.34	7.14	6.35	5.12	3.75	3.02	2.89	2.83	3.06	0	nc	0.275	1
0.005011872	0.95	3852	4.001	-0.3	6.97	6.19	4.99	3.65	2.93	2.8	2.75	2.98	0	nc	0.275	1
0.005011872	1	3890	4.005	-0.26	6.81	6.04	4.88	3.57	2.86	2.74	2.69	2.92	0	nc	0.275	1
0.005011872	1.05	3977	4.004	-0.2	6.43	5.66	4.66	3.48	2.78	2.66	2.62	2.83	0	nc	0.275	1
0.005011872	1.1	4035	4.011	-0.16	6.22	5.45	4.53	3.41	2.73	2.62	2.57	2.77	0	nc	0.275	1
0.005011872	1.15	4078	4.015	-0.13	6.06	5.3	4.43	3.34	2.68	2.56	2.52	2.72	0	nc	0.275	1
0.005011872	1.2	4122	4.018	-0.09	5.91	5.15	4.33	3.28	2.62	2.51	2.47	2.67	0	nc	0.275	1
0.006309573	0.02	2500	3.935	-2.66	16.11	14.65	12.38	9.19	8.58	8.17	7.55	7.83	0	nc	0.275	1
0.006309573	0.03	2691	3.883	-2.3	14.36	13.02	11.03	8.36	7.76	7.38	6.84	7.05	0	nc	0.275	1
0.006309573	0.04	2772	3.966	-2.21	13.82	12.54	10.63	8.15	7.55	7.18	6.68	6.88	0	nc	0.275	1
0.006309573	0.05	2833	4.006	-2.11	13.38	12.13	10.28	7.93	7.33	6.97	6.5	6.68	0	nc	0.275	1
0.006309573	0.055	2860	4.019	-2.07	13.18	11.94	10.12	7.82	7.23	6.87	6.41	6.59	0	nc	0.275	1
0.006309573	0.06	2885	4.026	-2.02	12.98	11.76	9.97	7.72	7.12	6.77	6.32	6.5	0	nc	0.275	1
0.006309573	0.07	2979	4.043	-1.92	12.39	11.21	9.54	7.49	6.89	6.55	6.14	6.29	0	nc	0.275	1
0.006309573	0.072	2998	4.048	-1.9	12.27	11.1	9.46	7.45	6.85	6.52	6.11	6.25	0	nc	0.275	1
0.006309573	0.075	3010	4.05	-1.88	12.19	11.02	9.4	7.4	6.8	6.47	6.06	6.21	0	nc	0.275	1
0.006309573	0.08	3026	4.055	-1.84	12.07	10.91	9.3	7.32	6.72	6.39	5.99	6.14	0	nc	0.275	1
0.006309573	0.09	3055	4.058	-1.78	11.85	10.71	9.11	7.17	6.57	6.25	5.86	6	0	nc	0.275	1
0.006309573	0.1	3080	4.061	-1.72	11.65	10.52	8.94	7.03	6.43	6.11	5.73	5.88	0	nc	0.275	1
0.006309573	0.11	3105	4.058	-1.66	11.45	10.33	8.77	6.89	6.29	5.98	5.61	5.75	0	nc	0.275	1
0.006309573	0.13	3143	4.059	-1.57	11.15	10.05	8.51	6.67	6.07	5.76	5.41	5.55	0	nc	0.275	1
0.006309573	0.15	3178	4.056	-1.49	10.87	9.79	8.27	6.47	5.86	5.56	5.22	5.37	0	nc	0.275	1
0.006309573	0.175	3212	4.052	-1.4	10.59	9.53	8.02	6.25	5.64	5.35	5.02	5.17	0	nc	0.275	1
0.006309573	0.2	3237	4.052	-1.33	10.38	9.32	7.83	6.08	5.47	5.18	4.87	5.02	0	nc	0.275	1
0.006309573	0.25	3292	4.05	-1.2	9.97	8.94	7.47	5.77	5.15	4.88	4.59	4.74	0	nc	0.275	1
0.006309573	0.3	3344	4.05	-1.09	9.64	8.64	7.18	5.52	4.89	4.63	4.36	4.52	0	nc	0.275	1
0.006309573	0.35	3399	4.051	-1	9.33	8.35	6.92	5.3	4.65	4.41	4.16	4.33	0	nc	0.275	1
0.006309573	0.4	3454	4.054	-0.91	9.06	8.1	6.69	5.1	4.44	4.21	4	4.17	0	nc	0.275	1
0.006309573	0.45	3500	4.053	-0.84	8.82	7.88	6.49	4.93	4.25	4.03	3.85	4.03	0	nc	0.275	1
0.006309573	0.5	3547	4.051	-0.77	8.59	7.67	6.29	4.76	4.07	3.87	3.7	3.89	0	nc	0.275	1
0.006309573	0.57	3598	4.054	-0.69	8.33	7.43	6.08	4.57	3.86	3.68	3.54	3.74	0	nc	0.275	1
0.006309573	0.6	3622	4.055	-0.66	8.21	7.33	5.99	4.5	3.78	3.61	3.48	3.68	0	nc	0.275	1
0.006309573	0.62	3637	4.054	-0.63	8.14	7.26	5.93	4.44	3.73	3.56	3.43	3.64	0	nc	0.275	1
0.006309573	0.7	3692	4.058	-0.56	7.87	7.02	5.72	4.27	3.55	3.39	3.29	3.5	0	nc	0.275	1
0.006309573	0.75	3729	4.06	-0.51	7.7	6.86	5.59	4.17	3.44	3.29	3.2	3.42	0	nc	0.275	1
0.006309573	0.8	3765	4.062	-0.47	7.53	6.71	5.46	4.07	3.35	3.2	3.13	3.34	0	nc	0.275	1
0.006309573	0.85	3798	4.063	-0.43	7.38	6.57	5.35	3.98	3.25	3.12	3.05	3.27	0	nc	0.275	1
0.006309573	0.9	3839	4.07	-0.39	7.21	6.42	5.23	3.9	3.18	3.05	2.99	3.21	0	nc	0.275	1
0.006309573	0.95	3875	4.065	-0.35	7.04	6.26	5.1	3.79	3.08	2.96	2.9	3.13	0	nc	0.275	1
0.006309573	1	3930	4.066	-0.3	6.81	6.03	4.95	3.71	3.01	2.89	2.84	3.05	0	nc	0.275	1
0.006309573	1.05	4009	4.068	-0.25	6.48	5.7	4.76	3.62	2.94	2.82	2.77	2.97	0	nc	0.275	1
0.006309573	1.1	4058	4.074	-0.21	6.31	5.54	4.65	3.55	2.88	2.77	2.72	2.92	0	nc	0.275	1
0.006309573	1.15	4108	4.078	-0.18	6.15	5.38	4.54	3.48	2.82	2.71	2.67	2.87	0	nc	0.275	1
0.006309573	1.2	4156	4.076	-0.14	5.97	5.21	4.42	3.4	2.75	2.65	2.61	2.81	0	nc	0.275	1
0.007943282	0.02	2496	3.947	-2.67	16.17	14.7	12.43	9.22	8.62	8.2	7.58	7.86	0	nc	0.275	1
0.007943282	0.03	2672	3.982	-2.41	14.72	13.37	11.34	8.63	8.03	7.64	7.1	7.32	0	nc	0.275	1
0.007943282	0.04	2761	4.07	-2.32	14.14	12.84	10.91	8.42	7.83	7.46	6.95	7.15	0	nc	0.275	1
0.007943282	0.05	2831	4.098	-2.21	13.61	12.35	10.5	8.16	7.56	7.21	6.73	6.92	0	nc	0.275	1
0.007943282	0.055	2859	4.106	-2.16	13.39	12.15	10.33	8.04	7.45	7.1	6.63	6.82	0	nc	0.275	1
0.007943282	0.06	2885	4.114	-2.11	13.19	11.97	10.17	7.94	7.34	6.99	6.54	6.72	0	nc	0.275	1
0.007943282	0.07	2973	4.129	-2.01	12.62	11.44	9.77	7.71	7.12	6.78	6.36	6.51	0	nc	0.275	1
0.007943282	0.072	2993	4.135	-1.99	12.51	11.33	9.69	7.68	7.08	6.75	6.33	6.48	0	nc	0.275	1
0.007943282	0.075	3008	4.137	-1.96	12.4	11.23	9.61	7.62	7.02	6.69	6.28	6.43	0	nc	0.275	1
0.007943282	0.08	3026	4.138	-1.93	12.27	11.11	9.49	7.53	6.93	6.61	6.2	6.35	0	nc	0.275	1
0.007943282	0.09	3058	4.142	-1.86	12.03	10.89	9.3	7.38	6.78	6.46	6.07	6.21	0	nc	0.275	1
0.007943282	0.1	3085	4.139	-1.8	11.81	10.68	9.11	7.22	6.63	6.31	5.93	6.07	0	nc	0.275	1
0.007943282	0.11	3108	4.141	-1.75	11.63	10.51	8.96	7.1	6.5	6.19	5.81	5.96	0	nc	0.275	1
0.007943282	0.13	3146	4.138	-1.65	11.32	10.22	8.69	6.87	6.26	5.96	5.6	5.75	0	nc	0.275	1
0.007943282	0.15	3183	4.136	-1.56	11.03	9.96	8.45	6.67	6.06	5.76	5.42	5.57	0	nc	0.275	1
0.007943282	0.175	3217	4.131	-1.47	10.75	9.69	8.2	6.45	5.84	5.55	5.22	5.37	0	nc	0.275	1
0.007943282	0.2	3244	4.128	-1.4	10.52	9.47	7.99	6.26	5.65	5.37	5.05	5.2	0	nc	0.275	1
0.007943282	0.25	3296	4.121	-1.27	10.11	9.09	7.63	5.95	5.33	5.06	4.77	4.91	0	nc	0.275	1
0.007943282	0.3	3343	4.121	-1.16	9.79	8.79	7.35	5.7	5.07	4.81	4.54	4.69	0	nc	0.275	1
0.007943282	0.35	3396	4.121	-1.07	9.48	8.5	7.08	5.48	4.84	4.59	4.34	4.5	0	nc	0.275	1
0.007943282	0.4	3451	4.123	-0.98	9.2	8.25	6.85	5.28	4.63	4.4	4.18	4.34	0	nc	0.275	1
0.007943282	0.45	3503	4.122	-0.91	8.95	8.01	6.64	5.1	4.43	4.22	4.02	4.2	0	nc	0.275	1
0.007943282	0.5	3554	4.12	-0.83	8.7	7.79	6.44	4.93	4.25	4.05	3.88	4.06	0	nc	0.275	1
0.007943282	0.57	3612	4.124	-0.75	8.43	7.54	6.21	4.74	4.04	3.86	3.72	3.91	0	nc	0.275	1
0.007943282	0.6	3636	4.124	-0.72	8.31	7.43	6.12	4.66	3.96	3.78	3.65	3.85	0	nc	0.275	1
0.007943282	0.62	3651	4.124	-0.7	8.24	7.36	6.06	4.61	3.91	3.73	3.61	3.8	0	nc	0.275	1
0.007943282	0.7	3707	4.128	-0.62	7.97	7.12	5.85	4.44	3.73	3.57	3.46	3.66	0	nc	0.275	1
0.007943282	0.75	3745	4.125	-0.57	7.78	6.95	5.71	4.32	3.61	3.46	3.36	3.57	0	nc	0.275	1
0.007943282	0.8	3782	4.128	-0.53	7.62	6.8	5.58	4.23	3.51	3.37	3.29	3.5	0	nc	0.275	1
0.007943282	0.85	3819	4.127	-0.49	7.45	6.64	5.46	4.13	3.42	3.28	3.2	3.42	0	nc	0.275	1
0.007943282	0.9	3860	4.131	-0.45	7.28	6.49	5.34	4.04	3.33	3.2	3.14	3.35	0	nc	0.275	1
0.007943282	0.95	3897	4.128	-0.4	7.11	6.33	5.21	3.94	3.24	3.11	3.05	3.27	0	nc	0.275	1
0.007943282	1	3971	4.127	-0.35	6.8	6.02	5.02	3.84	3.15	3.03	2.98	3.19	0	nc	0.275	1
0.007943282	1.05	4036	4.132	-0.3	6.57	5.79	4.88	3.77	3.09	2.97	2.92	3.12	0	nc	0.275	1
0.007943282	1.1	4092	4.133	-0.26	6.37	5.61	4.75	3.68	3.02	2.9	2.86	3.06	0	nc	0.275	1
0.007943282	1.15	4149	4.131	-0.21	6.18	5.42	4.62	3.59	2.94	2.83	2.79	2.99	0	nc	0.275	1
0.007943282	1.2	4206	4.127	-0.17	5.98	5.22	4.48	3.49	2.86	2.75	2.72	2.92	0	nc	0.275	1
0.01	0.02	2489	3.968	-2.7	16.26	14.79	12.5	9.29	8.68	8.26	7.64	7.93	0	nc	0.275	1
0.01	0.03	2641	4.1	-2.55	15.19	13.82	11.75	8.97	8.37	7.98	7.42	7.66	0	nc	0.275	1
0.01	0.04	2749	4.161	-2.42	14.42	13.11	11.17	8.66	8.07	7.7	7.19	7.4	0	nc	0.275	1
0.01	0.05	2826	4.184	-2.3	13.84	12.58	10.72	8.38	7.79	7.43	6.95	7.14	0	nc	0.275	1
0.01	0.055	2856	4.193	-2.24	13.61	12.37	10.54	8.27	7.67	7.32	6.85	7.04	0	nc	0.275	1
0.01	0.06	2883	4.196	-2.19	13.39	12.16	10.37	8.14	7.55	7.2	6.75	6.93	0	nc	0.275	1
0.01	0.07	2968	4.212	-2.09	12.84	11.66	9.98	7.93	7.33	6.99	6.57	6.73	0	nc	0.275	1
0.01	0.072	2987	4.218	-2.08	12.73	11.55	9.9	7.89	7.3	6.96	6.54	6.69	0	nc	0.275	1
0.01	0.075	3006	4.22	-2.05	12.6	11.43	9.81	7.83	7.24	6.9	6.49	6.64	0	nc	0.275	1
0.01	0.08	3025	4.22	-2.01	12.46	11.31	9.69	7.74	7.15	6.82	6.41	6.56	0	nc	0.275	1
0.01	0.09	3059	4.22	-1.94	12.21	11.07	9.48	7.57	6.98	6.65	6.26	6.41	0	nc	0.275	1
0.01	0.1	3090	4.218	-1.87	11.97	10.85	9.29	7.42	6.82	6.5	6.12	6.27	0	nc	0.275	1
0.01	0.11	3112	4.219	-1.82	11.79	10.68	9.13	7.29	6.69	6.38	6.01	6.15	0	nc	0.275	1
0.01	0.13	3149	4.211	-1.72	11.47	10.38	8.85	7.05	6.45	6.14	5.79	5.93	0	nc	0.275	1
0.01	0.15	3186	4.21	-1.64	11.19	10.11	8.61	6.85	6.25	5.95	5.61	5.75	0	nc	0.275	1
0.01	0.175	3222	4.206	-1.55	10.9	9.84	8.36	6.63	6.03	5.74	5.41	5.55	0	nc	0.275	1
0.01	0.2	3251	4.198	-1.46	10.65	9.61	8.14	6.44	5.83	5.54	5.23	5.37	0	nc	0.275	1
0.01	0.25	3303	4.196	-1.34	10.25	9.23	7.79	6.13	5.52	5.25	4.95	5.1	0	nc	0.275	1
0.01	0.3	3345	4.192	-1.23	9.93	8.93	7.5	5.88	5.26	5	4.72	4.87	0	nc	0.275	1
0.01	0.35	3396	4.191	-1.14	9.62	8.65	7.24	5.66	5.03	4.78	4.52	4.68	0	nc	0.275	1
0.01	0.4	3451	4.189	-1.05	9.34	8.38	7	5.45	4.81	4.57	4.34	4.51	0	nc	0.275	1
0.01	0.45	3503	4.192	-0.98	9.08	8.15	6.79	5.28	4.62	4.4	4.2	4.37	0	nc	0.275	1
0.01	0.5	3555	4.19	-0.9	8.84	7.92	6.59	5.11	4.44	4.23	4.05	4.23	0	nc	0.275	1
0.01	0.57	3619	4.193	-0.82	8.54	7.66	6.35	4.91	4.23	4.04	3.89	4.07	0	nc	0.275	1
0.01	0.6	3645	4.194	-0.78	8.42	7.55	6.26	4.83	4.15	3.97	3.83	4.01	0	nc	0.275	1
0.01	0.62	3660	4.193	-0.76	8.35	7.48	6.2	4.78	4.09	3.92	3.78	3.97	0	nc	0.275	1
0.01	0.7	3719	4.193	-0.68	8.06	7.22	5.97	4.59	3.9	3.73	3.62	3.82	0	nc	0.275	1
0.01	0.75	3758	4.195	-0.64	7.89	7.05	5.84	4.49	3.79	3.64	3.54	3.74	0	nc	0.275	1
0.01	0.8	3795	4.192	-0.59	7.71	6.89	5.71	4.38	3.68	3.53	3.44	3.65	0	nc	0.275	1
0.01	0.85	3839	4.192	-0.54	7.53	6.72	5.57	4.28	3.58	3.44	3.36	3.57	0	nc	0.275	1
0.01	0.9	3882	4.191	-0.5	7.35	6.56	5.44	4.18	3.48	3.35	3.28	3.49	0	nc	0.275	1
0.01	0.95	3939	4.188	-0.44	7.1	6.32	5.28	4.07	3.38	3.26	3.2	3.4	0	nc	0.275	1
0.01	1	4011	4.187	-0.39	6.82	6.04	5.1	3.97	3.29	3.17	3.12	3.32	0	nc	0.275	1
0.01	1.05	4075	4.187	-0.34	6.6	5.83	4.96	3.87	3.21	3.1	3.05	3.25	0	nc	0.275	1
0.01	1.1	4142	4.184	-0.29	6.37	5.61	4.8	3.77	3.12	3.01	2.97	3.17	0	nc	0.275	1
0.01	1.15	4212	4.178	-0.23	6.14	5.39	4.65	3.66	3.03	2.93	2.89	3.09	0	nc	0.275	1
0.01	1.2	4291	4.169	-0.18	5.9	5.16	4.48	3.54	2.93	2.83	2.8	3	0	nc	0.275	1
0.012589254	0.02	2476	4.001	-2.74	16.43	14.94	12.64	9.39	8.78	8.36	7.73	8.03	0	nc	0.275	1
0.012589254	0.03	2607	4.199	-2.67	15.63	14.24	12.11	9.26	8.65	8.26	7.69	7.95	0	nc	0.275	1
0.012589254	0.04	2733	4.247	-2.51	14.71	13.39	11.43	8.9	8.3	7.93	7.41	7.63	0	nc	0.275	1
0.012589254	0.05	2819	4.265	-2.38	14.06	12.8	10.94	8.6	8	7.64	7.16	7.36	0	nc	0.275	1
0.012589254	0.055	2852	4.271	-2.32	13.81	12.56	10.74	8.46	7.87	7.52	7.05	7.24	0	nc	0.275	1
0.012589254	0.06	2881	4.273	-2.27	13.58	12.35	10.56	8.34	7.75	7.4	6.94	7.13	0	nc	0.275	1
0.012589254	0.07	2964	4.29	-2.17	13.04	11.85	10.17	8.13	7.53	7.2	6.77	6.93	0	nc	0.275	1
0.012589254	0.072	2982	4.296	-2.16	12.94	11.76	10.1	8.09	7.5	7.16	6.74	6.9	0	nc	0.275	1
0.012589254	0.075	3003	4.298	-2.13	12.79	11.63	10	8.03	7.44	7.1	6.69	6.84	0	nc	0.275	1
0.012589254	0.08	3023	4.298	-2.09	12.65	11.49	9.88	7.94	7.34	7.02	6.61	6.76	0	nc	0.275	1
0.012589254	0.09	3058	4.298	-2.02	12.39	11.25	9.66	7.77	7.18	6.85	6.46	6.6	0	nc	0.275	1
0.012589254	0.1	3092	4.297	-1.95	12.14	11.02	9.46	7.61	7.02	6.7	6.32	6.46	0	nc	0.275	1
0.012589254	0.11	3117	4.294	-1.89	11.94	10.84	9.3	7.48	6.88	6.57	6.2	6.34	0	nc	0.275	1
0.012589254	0.13	3156	4.29	-1.79	11.62	10.53	9.02	7.24	6.64	6.34	5.98	6.12	0	nc	0.275	1
0.012589254	0.15	3192	4.284	-1.71	11.33	10.26	8.77	7.03	6.43	6.13	5.79	5.93	0	nc	0.275	1
0.012589254	0.175	3227	4.276	-1.61	11.04	9.98	8.51	6.8	6.2	5.91	5.58	5.72	0	nc	0.275	1
0.012589254	0.2	3259	4.273	-1.54	10.79	9.75	8.29	6.62	6.01	5.73	5.41	5.56	0	nc	0.275	1
0.012589254	0.25	3312	4.267	-1.4	10.38	9.37	7.94	6.3	5.69	5.42	5.13	5.27	0	nc	0.275	1
0.012589254	0.3	3352	4.262	-1.3	10.06	9.06	7.65	6.05	5.44	5.17	4.9	5.04	0	nc	0.275	1
0.012589254	0.35	3399	4.257	-1.2	9.75	8.78	7.39	5.82	5.2	4.95	4.69	4.84	0	nc	0.275	1
0.012589254	0.4	3451	4.259	-1.12	9.48	8.52	7.16	5.63	5	4.76	4.52	4.68	0	nc	0.275	1
0.012589254	0.45	3503	4.261	-1.05	9.22	8.29	6.95	5.45	4.81	4.59	4.38	4.54	0	nc	0.275	1
0.012589254	0.5	3554	4.259	-0.97	8.97	8.06	6.74	5.28	4.63	4.42	4.23	4.4	0	nc	0.275	1
0.012589254	0.57	3621	4.263	-0.89	8.67	7.78	6.5	5.09	4.42	4.23	4.07	4.24	0	nc	0.275	1
0.012589254	0.6	3648	4.259	-0.85	8.54	7.66	6.4	5	4.33	4.14	3.99	4.17	0	nc	0.275	1
