SOURCE_KEY	NAME	DESIGNATION	RA	DEC	OPT_TYPE	OPTICAL_REFERENCE	NIR_TYPE	NIR_REFERENCE	LIT_SPT	GRAVITY_CLASS	LUMINOSITY_CLASS	METALLICITY_CLASS	NON_VLM	JMAG	JMAG_ERROR	HMAG	HMAG_ERROR	KMAG	KMAG_ERROR	DISCOVERY_REFERENCE	NOTE	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	SBINARY	COMPANION	COMPANION_NAME
10142	2MASSW J0141032+180450	J01410321+1804502	25.263376	18.080612	L1	2007AJ....133..439C	L4.5	2003IAUS..211..197W	L1					13.875	0.025	13.034	0.026	12.492	0.028	2003IAUS..211..197W								
10143	2MASS J01414839-1601196	J01414839-1601196	25.451626	-16.02211			L7:	2010ApJS..190..100K	L7:					16.209	0.091	15.161	0.065	14.344	0.067	2010ApJS..190..100K								
10144	2MASS J01415823-4633574	J01415823-4633574	25.492626	-46.565945	L0gamma	2009AJ....137.3345C	L0pec	2006ApJ...639.1120K	L0gamma	LG				14.832	0.043	13.875	0.026	13.097	0.032	2006ApJ...639.1120K				young				
10145	2MASS J01423153+0523285	J01423153+0523285	25.631374	5.3912497	sdM8.5	2007ApJ...657..494B	sdM8.5	2004AJ....127.2856B	sdM8.5			sd		15.909	0.081	15.593	0.131	15.6	0.226	2004AJ....127.2856B				subdwarf				
10146	2MASS J01443536-0716142	J01443536-0716142	26.147333	-7.2706113	L5	LIE03A			L5					14.191	0.026	13.008	0.029	12.268	0.023	LIE03A								
10147	2MASS J01460119-4545263	J01460119-4545263	26.504959	-45.757305	M9	2008AJ....136.1290R			M9					14.395	0.036	13.541	0.03	13.033	0.033	2008AJ....136.1290R								
10148	LHS 1295	J01462262-1953411	26.59425	-19.894751	M:				M:					14.64	0.029	14.163	0.044	13.893	0.038									
10149	2MASS J01470204+2120242	J01470204+2120242	26.758501	21.340055			M6	2004AJ....127.2856B	M6					15.993	0.082	15.028	0.195	15.036	0.124	2004AJ....127.2856B								
10150	2MASS J01472702+4731142	J01472702+4731142	26.862583	47.520611			L1.5	2010ApJS..190..100K	L1.5					15.843	0.089	14.847	0.077	14.282	0.065	2010ApJS..190..100K								
10151	2MASSW J0147334+345311	J01473344+3453112	26.889334	34.886448	L0.5	1999ApJ...519..802K			L0.5					14.946	0.039	14.162	0.041	13.574	0.038	1999ApJ...519..802K								
10152	0148-4225	J0148-4225	27	-42.416668			sdM7		sdM7			sd												subdwarf				
10153	WISE J01480249+2311310	J01480249+2311310	27.010374	23.191944			M5	FAH-NP	M5					15.647	0.065	15.075	0.074	14.546										
10155	NLTT 6012a	J01481478+1202447	27.061583	12.045751			M3	2010ApJS..190..100K	M3					10.077	0.021	9.752	0.035	9.436	0.027	2010ApJS..190..100K				binary				
10154	NLTT 6012b	J01481478+1202447	27.061583	12.045751			WD	2010ApJS..190..100K	WD				WD	15.507	0.054	14.693	0.05	14.611	0.09					binary wd				
10156	2MASS J0148386-302439	J0148386-302439	27.160833	-30.410833	M7.5	2003AJ....126.2421C			M7.5					12.302	0.024	11.648	0.022	11.227	0.024	2003AJ....126.2421C								
10157	2MASS J01490895+2956131	J01490895+2956131	27.287291	29.936972	M9.5				M9.5					13.449	0.023	12.584	0.026	11.975	0.022									
10158	WISE J015010.89+382724.1	J01501089+3827241	27.545374	38.456696			T0	2011ApJS..197...19K	T0					16.111	0.077	15.018	0.08	14.477	0.071	2011ApJS..197...19K								
10159	SDSS J015141.69+124429.6	J01514155+1244300	27.923126	12.741667			T1	2006ApJ...637.1067B	T1					16.566	0.129	15.603	0.112	15.183	0.189	2002ApJ...564..466G				tstd				
10160	2MASS J01532750+3631482	J01532750+3631482	28.364584	36.530056			M5	2004AJ....127.2856B	M5					15.68	0.08	15.45	0.16	14.64	0.08	2004AJ....127.2856B								
10161	SDSS J01535423+1404528	J01535423+1404528	28.475958	14.081333	L0	2010AJ....139.1808S			L0					15.21	0.04	14.48	0.05	13.96	0.06	2010AJ....139.1808S								
10162	2MASS J01550354+0950003	J01550354+0950003	28.764751	9.833416			L4 beta	BANYAN7	L4 beta	IG				14.825	0.036	13.763	0.034	13.139	0.037	2008AJ....136.1290R		Argus	BANYAN7	young				
10163	LP 589-7	J01572792+0116433	29.366333	1.2786944	esdM5				esdM5			esd		14.497	0.033	14.091	0.048	13.866	0.039					subdwarf				
10164	2MASS J01574939-1146113	J01574939-1146113	29.455791	-11.769805			M9:	2010ApJS..190..100K	M9:					15.522	0.061	14.828	0.066	14.343	0.08	2010ApJS..190..100K								
10166	0158+3232 Background Source	J01581172+3232013	29.548834	32.533695	galaxy		galaxy		galaxy				GAL															
10165	2MASS J01581172+3232013	J01581172+3232013	29.548834	32.533695	L5				L5					16.042	0.074	14.886	0.067	14.158	0.051	CRU-NP								
10168	SDSS J020333.26-010812.5	J02033318-0108119	30.88825	-1.1366389			L9.5	2004AJ....127.3553K	L9.5					16.858		16.516	0.243	16.076	0.323	2004AJ....127.3553K								
10167	0203-0108 Background Source	J02033318-0108119	30.88825	-1.1366389										14.509	0.036	13.801	0.042	13.618	0.043									
10169	LEHPM 2153	J02042212-3632308	31.092167	-36.541889	M8:	2008AJ....136.1290R			M8:					13.265	0.025	12.601	0.026	12.189	0.029	2008AJ....136.1290R								
10170	2MASSW J0205034+125142	J02050344+1251422	31.264332	12.861723	L5	2000AJ....120..447K			L5					15.679	0.056	14.449	0.047	13.671	0.036	2000AJ....120..447K								
10171	DENIS-P J0205.4-1159	J02052940-1159296	31.372498	-11.991556	L7	1999ApJ...519..802K	L5.5+/-2	2004AJ....127.3553K	L7					14.587	0.03	13.568	0.037	12.998	0.03	1997A&A...327L..25D	"binary (possible triple, Bouy et al. 2005): a=0.287+/-0.005 at 246+/-1deg (12/1/2003) (Bouy et al. 2004)"			binary lstd				
10172	2MASS J02055138-0759253	J02055138-0759253	31.464083	-7.9903612			L2	2010ApJS..190..100K	L2					16.031	0.08	15.169	0.062	14.358	0.078	2010ApJS..190..100K								
10173	SDSS J020608.97+223559.2	J02060880+2235593	31.536623	22.599806			L5.5	2006AJ....131.2722C	L5.5					16.556	0.111	15.538	0.089	15.162	0.133	2006AJ....131.2722C								
10174	WISE J020625.27+264023.6	J02062527+2640236	31.605291	26.673222			L9 pec (red)	2011ApJS..197...19K	L9 pec (red)					16.53	0.114	15.096	0.077	14.523	0.076	2011ApJS..197...19K				red				
10175	LEHPM 1-2189	J02064420-2428267	31.684166	-24.474083			sdM6	BUR-NP	sdM6			sd		15.455	0.057	15.034	0.086	14.907	0.153	2004A&A...421..763P				subdwarf				
10176	DENIS J02065660-0735190	J02065660-0735190	31.735832	-7.5886111	M8.5	2010A&A...517A..53M			M8.5					14.34				12.99		2010A&A...517A..53M								
10177	G 73-26B	J02073557+1355564	31.898207	13.932334	L3	2002AJ....123.3409H	L3+/-1.5	2004AJ....127.3553K	L3					15.462	0.049	14.474	0.043	13.808	0.046	2002AJ....123.3409H				companion				
10178	SDSS J020742.48+000056.2	J02074284+0000564	31.928497	0.015666667			T4.5	2006ApJ...637.1067B	T4.5					16.799	0.156	16.396		15.412		2002ApJ...564..466G								
10179	2MASS J0208022+364546	J0208022+364546	32.009167	36.762779			WD?	BUR-NP	WD?				WD	15.489	0.097	16.575	0.311	14.351		BUR-NP				wd				
10180	2MASSW J0208183+254253	J02081833+2542533	32.076378	25.714806	L1	2000AJ....120..447K			L1					13.989	0.026	13.107	0.03	12.588	0.027	2000AJ....120..447K								
10181	2MASSW J0208236+273740	J02082363+2737400	32.098461	27.627777	L5	2000AJ....120..447K			L5					15.714	0.06	14.56	0.059	13.872	0.051	2000AJ....120..447K								
10182	2MASSW J0208549+250048	J02085498+25004880	32.229084	25.013556	L5	2000AJ....120..447K			L5					16.206	0.093	14.974	0.08	14.405	0.069	2000AJ....120..447K								
10183	WISE J021010.25+400829.6	J02101025+4008296	32.542709	40.141556			T4.5	2013ApJS..205....6M	T4.5					16.77	0.19	16.06	0.18	15.88		2013ApJS..205....6M								
10184	2MASS J02103857-3015313	J02103857-3015313	32.660709	-30.258694	L0		L0 beta	BANYAN7	L0	IG				15.066	0.048	14.161	0.045	13.5	0.043	CRU-NP		Tucana Horologium	BANYAN7	young				
10185	2MASS J02124236+0341004	J02124236+0341004	33.176502	3.6834445										14.701	0.03	13.906	0.035	13.384	0.044	PIN06A								
10186	2MASSI J0213288+444445	J02132880+4444453	33.369999	44.745918	L1.5	2003AJ....126.2421C			L1.5					13.494	0.025	12.757	0.024	12.213	0.023	2003AJ....126.2421C								
10187	Gliese 91	J02135359-3202282	33.473293	-32.041164	M2	2010ApJS..190..100K			M2					6.961	0.02	6.327	0.026	6.093	0.016	JCK52A								
10188	LHS1375	J02162977+1335136	34.124043	13.587111	M6	2010ApJS..190..100K			M6					9.871	0.021	9.314	0.022	8.981	0.017	DAH88A								
10189	2MASSI J0218291-313322	J02182913-3133230	34.621376	-31.556389	L3	2003AJ....126.2421C			L3					14.728	0.04	13.808	0.037	13.154	0.035	2003AJ....126.2421C								
10190	2MASS J02192196+0506306	J02192196+0506306	34.841499	5.1085	L1:		L1	2009AJ....137....1F	L1:					14.971	0.035	14.051	0.044	13.48	0.039	CRU-NP								
10191	SSSPM J0219-1939	J02192807-1938416	34.866959	-19.644888	L1	2005A&A...440.1061L	L2.5	2005A&A...440.1061L	L1					14.11	0.027	13.339	0.028	12.91	0.034	LOD02A								
10192	CTI 021845.9+280047	J02192935+2804126	34.872292	28.070168	M7 III				M7 III		III			6.338	0.011	5.423	0.019	5.04	0.011					giant				
10193	LEHPM 1-2373	J02193629-2639526	34.901207	-26.66461			sdM6	BUR-NP	sdM6			sd		15.431	0.059	14.979	0.097	14.865	0.121	2004A&A...421..763P				subdwarf				
10194	WISE J022322.36-293257.2	J02232236-2932572	35.843163	-29.549221			T7	2011ApJS..197...19K	T7					17.341	0.153	16.85	0.163	16.94		2011ApJS..197...19K								
10195	WISE J02233658+5240060	J02233658+5240060	35.902416	52.668335			L1	FAH-NP	L1					16.636	0.161	15.77	0.173	15.392	0.195		candidate companion to HD 14647 F5V			companion				
10196	LSPM J0224+1730	J02243259+1730043	36.135792	17.501194			esdM5	BUR-NP	esdM5			esd		15.929	0.114	15.528	0.145	15.369						subdwarf				
10197	2MASSI J0224367+253704	J02243669+25370419	36.152878	25.617805	L2	2000AJ....120..447K			L2					16.584	0.104	15.411	0.073	14.694	0.082	2000AJ....120..447K								
10198	2MASS J0226417+264732	J0226417+264732	36.673752	26.792221			M7	BUR-NP	M7					15.978	0.07	15.127	0.068	15.128	0.123	BUR-NP								
10199	2MASS J02271036-1624479	J02271036-1624479	36.793167	-16.413305										13.573	0.023	12.63	0.024	12.143	0.03	2008AJ....136.1290R								
10200	2MASS J02272104-0112450	J02272104-0112450	36.837666	-1.2125001										13.054	0.028	12.488	0.022	12.386	0.026									
10201	2MASSW J0228110+253738	J02281101+2537380	37.045876	25.627222	L0:	2003AJ....126.2421C	L0	2003IAUS..211..197W	L0:					13.839	0.027	12.993	0.024	12.471	0.025	2003IAUS..211..197W								
10202	2MASS J02284243+1639329	J02284243+16393299	37.176792	16.659138	L0:	2008AJ....136.1290R			L0:					13.166	0.026	12.325	0.03	11.818	0.023	2008AJ....136.1290R								
10203	2MASS J02292794-0053282	J02292794-0053282	37.366417	-0.89116669			L2 vlg	2011ApJ...732...56G	L2 vlg	VLG				16.49	0.1	15.746	0.1	15.182	0.138	2011ApJ...732...56G				young				
10204	2MASS J02293562+1228114	J02293562+1228114	37.398415	12.469832										14.614	0.03	13.884	0.039	13.281	0									
10205	2MASS J02301551+2704061	J02301551+2704061	37.564625	27.068361	L0:	2007AJ....133..439C			L0:					14.294	0.027	13.478	0.029	12.986	0.023	2007AJ....133..439C								
10206	WISE J023038.90-022554.0	J02303885-0225471	37.661877	-2.42975		2013PASP..125..809T	L8:p	2013PASP..125..809T	L8:p					16.68	0.11	15.72	0.11	14.93	0.11	2013PASP..125..809T								
10207	2MASS J02301551+2704061	J02304442-3027275	37.685081	-30.45764			L1	2010ApJS..190..100K	L1					15.822	0.076	15.21	0.078	14.886	0.107	2010ApJS..190..100K								
10208	DENIS J02304500-0953050	J02304500-0953050	37.6875	-9.8847218	L0	2010A&A...517A..53M			L0					14.68				12.99		2010A&A...517A..53M	spectral binary candidate							
10209	2MASS J0230565-314430	J0230565-314430	37.735416	-31.741667			M5	BUR-NP	M5					15.688	0.071	15.241	0.076	15.262	0.156	BUR-NP								
10210	LEHPM 1-2570	J02320825-4437059	38.034374	-44.618305			sdM7:	BUR-NP	sdM7:			sd		14.448	0.036	13.825	0.044	13.745	0.055	2004A&A...421..763P				subdwarf				
10211	WISE J023318.05+303030.5	J02331805+3030305	38.325207	30.508472			T6	2013ApJS..205....6M	T6					16.85	0.14	17.18		17.04		2013ApJS..205....6M								
10212	SDSS J023547.56-084919.8	J02354755-08491980	38.948124	-8.8221664	L2	2002AJ....123.3409H			L2					15.571	0.055	14.812	0.056	14.191	0.067	2002AJ....123.3409H								
10213	GJ 1048B	J02355993-2331205	38.99971	-23.522362	L1	GIZ01A	L1	GIZ01A	L1					12.69		12.725	0.202	12.186	0.081	GIZ01A	located 3.75 S and 11.34 W of GJ 1048A (Gizis et al 2001)			companion				
10214	GJ 1048A	J02360075-2331167	39.003124	-23.521305	K3.5 V				K3.5 V				K	6.45	0.018	5.965	0.04	5.828	0.018									
10215	SDSSp J023617.93+004855.0	J02361793+00485479	39.074707	0.81519443	L6	2002AJ....123.3409H	L6.5	2004AJ....127.3553K	L6					16.098	0.077	15.265	0.066	14.666	0.091	2002ApJ...564..466G	UBL			blue				
10216	LSPM J0236+2143	J02362280+2143328	39.094997	21.725779			sdM4	BUR-NP	sdM4			sd		16.002	0.095	15.433	0.119	15.572	0.22					subdwarf				
10217	0239-1728 Background Source	J0239-1728	39.75	-17.466667																								
10218	2MASSI J0239424-173547	J02394245-1735471	39.926876	-17.596416	L0	2003AJ....126.2421C			L0					14.291	0.029	13.525	0.034	13.039	0.03	2003AJ....126.2421C								
10219	2MASS J02411151-0326587	J02411151-0326587	40.297958	-3.4496388	L0gamma	2009AJ....137.3345C	L2 vlg	2011ApJ...732...56G	L0gamma	LG				15.799	0.065	14.811	0.053	14.035	0.05	2007AJ....133..439C				young				
10220	2MASSI J0241536-124106	J02415367-1241069	40.473625	-12.68525	L2:	2003AJ....126.2421C			L2:					15.605	0.068	14.646	0.062	13.931	0.063	2003AJ....126.2421C								
10221	2MASSW J0242435+160739	J02424354+16073920	40.681419	16.127556	L1.5	1999ApJ...519..802K			L1.5					15.776	0.053	14.998	0.054	14.349	0.058	1999ApJ...519..802K								
10222	SDSS J024256.98+212319.6	J02425693+2123204	40.737209	21.389			L4	2006AJ....131.2722C	L4					16.977	0.195	15.938	0.174	15.474	0.234	2006AJ....131.2722C								
10223	2MASSI J0243137-245329	J02431371-2453298	40.807125	-24.891611			T6	2006ApJ...637.1067B	T6					15.381	0.05	15.137	0.109	15.216	0.168	2002ApJ...564..421B								
10224	LSPM J0244+1442	J02444420+1442376	41.184166	14.710444			sdM4	BUR-NP	sdM4			sd		15.954	0.072	15.339	0.085	15.306	0.153					subdwarf				
10225	WISE J024512.62-345047.8	J02451262-3450478	41.302582	-34.846611			T8	2013ApJS..205....6M	T8											2013ApJS..205....6M								
10226	SDSS J024749.90-163112.6	J02474978-1631132	41.957417	-16.520332			T2+/-1.5	2006AJ....131.2722C	T2+/-1.5					17.186	0.183	16.17	0.139	15.616	0.193	2006AJ....131.2722C				sbinary				
10227	2MASS J02481204+2445141	J02481204+2445141	42.050167	24.753916			M8	2010ApJS..190..100K	M8					16.497	0.138	15.505	0.111	15.094	0.138	2010ApJS..190..100K								
10228	LP 771-21	J0248410-165121	42.17083	-16.855833	M8				M8					12.551	0.022	11.872	0.022	11.422	0.021									
10229	LEHPM 1-2799	J02490156-3639298	42.2565	-36.658279			esdM4:	BUR-NP	esdM4:			esd		16.613	0.148	16.077	0.211	16.013	0.32	2004A&A...421..763P				subdwarf				
10230	SDSS J02511323+00473631	J02511323+00473631	42.805122	0.79341668	M8	2008AJ....135..785W			M8					13.77	0.02	13.1	0.02	12.68	0.03	2008AJ....135..785W								
10231	2MASSI J0251148-035245	J02511490-0352459	42.812084	-3.8794167	L3	2003AJ....126.2421C	L1	2003IAUS..211..197W	L3					13.059	0.027	12.254	0.024	11.662	0.019	2003AJ....126.2421C				blue				
10232	2MASS J02522628+0056220	J02522628+0056220	43.109501	0.93944442	M8				M8					13.126	0.023	12.441	0.024	11.963	0.019									
10233	SO 0253+1625	J02530084+1652532	43.253498	16.881445	M7	HEN06A			M7					8.39	0.03	7.88	0.04	7.59	0.05	TEE03A				blue				
10234	2MASS J0253202+271333	J0253202+271333	43.334167	27.225834	M8	2003AJ....126.2421C			M8					12.496	0.021	11.871	0.02	11.483	0.018	2003AJ....126.2421C								
10235	SDSS J02540582-1934523	J02540582-1934523	43.524254	-19.581196	M9	PHA11A			M9					13.078	0.026	12.359	0.022	11.906	0.023	2008AJ....136.1290R								
10236	WISE J025409.51+022358.6	J02540951+0223586	43.539627	2.399611			T8	2011ApJS..197...19K	T8					16.557	0.156	15.884	0.199	16.006		2011ApJS..197...19K								
10237	DENIS-P J0255-4700	J02550357-4700509	43.764874	-47.014137	L8	2008ApJ...689.1295K	L9	2006ApJ...637.1067B	L8					13.246	0.027	12.204	0.024	11.558	0.024	1999AJ....118.2466M								
10238	WISE J02550758+2136180	J02550758+2136180	43.781582	21.605			M8	FAH-NP	M8					14.928	0.034	14.275	0.037	13.838	0.046		primary is F8			companion				
10239	2MASS J02561474+1935213	J02561474+1935213	44.061417	19.589251	galaxy?	2007AJ....133.2825R	galaxy?		galaxy?				GAL	15.386	0.046	14.207	0.04	13.637	0.041	2007AJ....133.2825R								
10240	2MASS J02562362+2013457	J02562362+2013457	44.098415	20.229362	galaxy?	2007AJ....133.2825R	galaxy?		galaxy?				GAL	15.607	0.055	14.433	0.043	13.786	0.045	2007AJ....133.2825R								
10241	2MASS J02572581-3105523	J02572581-3105523	44.357544	-31.097862	L8	2008ApJ...689.1295K			L8					14.672	0.039	13.518	0.032	12.876	0.032	2008ApJ...689.1295K								
10242	2MASS J02594471+2254443	J02594471+2254443	44.936291	22.912306	M9	2008AJ....136.1290R			M9					14.11	0.031	13.34	0.038	12.861	0.03	2008AJ....136.1290R								
10243	2MASS J03001631+2130205	J03001631+2130205	45.067959	21.505695			L6 pec	2010ApJS..190..100K	L6 pec					15.921	0.076	14.885	0.063	14.258	0.053	2010ApJS..190..100K				blue				
10244	LSPM J0300+0514	J03001718+0514515	45.071583	5.2476387			sdM4	BUR-NP	sdM4			sd		16.093	0.091	15.504	0.113	15.731	0.254					subdwarf				
10245	2MASSI J0302012+135814	J03020121+13581419	45.505043	13.970583	L3	2000AJ....120..447K			L3					16.533	0.118	15.434	0.086	14.632	0.081	2000AJ....120..447K								
10246	2MASS J03023398-1028223	J03023398-1028223	45.641586	-10.47286			M5.5V	2004AJ....127.2856B	M5.5V					16.243	0.116	15.722	0.145	15.123	0.16	2004AJ....127.2856B								
10247	LSPM J0304+1117	J03042125+1117085	46.088539	11.285695			sdM4	BUR-NP	sdM4			sd		16.176	0.079	15.535	0.118	15.447	0.145					subdwarf				
10248	WISE J030601.64-033058.4	J03060166-0330590	46.506916	-3.5163889	sdL0	2014ApJ...783..122K	sdM9	2014ApJ...787..126L	sdL0			sd		14.441	0.026	14.06	0.04	13.978	0.048	2014ApJ...783..122K				subdwarf				
10249	LEHPM 1-3070	J03061185-3647417	46.549374	-36.794918	M8		L0	2005A&A...440.1061L	M8					11.69	0.024	11.068	0.023	10.631	0.024	2004A&A...421..763P								
10250	2MASSW J0306268+154514	J03062684+15451370	46.611832	15.753805	L6:	2000AJ....120..447K			L6:					17.106	0.183	16.243	0.237	15.133	0.139	2000AJ....120..447K								
10251	WISE J030724.59+290447.4	J03072459+2904474	46.852455	29.079834			T6.5	2011ApJS..197...19K	T6.5					17.78	0.11	17.7	0.14	17.78	0.21	2011ApJS..197...19K								
10252	2MASS J0307264+364153	J0307264+364153	46.859997	36.698055			M5	BUR-NP	M5					15.996	0.085	15.375	0.121	15.461	0.192	BUR-NP								
10253	SDSS J03083243-08105138	J03083243-08105138	47.135128	-8.1809168	M8	2008AJ....135..785W			M8					14.98	0.04	14.41	0.05	14.09	0.06	2008AJ....135..785W								
10254	WISE J030845.36+325923.1	J03084536+325923.1	47.188999	32.989723			L1 pec (blue)	2014ApJ...787..126L	L1 pec (blue)					15.8	0.06	15.8	0.06	15.8	0.06	2014ApJ...787..126L				blue				
10255	2MASSW J0309088-194938	J03090888-19493870	47.287003	-19.827417	L4.5	2000AJ....120..447K			L4.5					15.752	0.056	14.656	0.062	14.057	0.065	2000AJ....120..447K								
10256	WISE J03092961-1752504	J03092961-1752504	47.373375	-17.880667			M7	FAH-NP	M7					15.685	0.059	15.024	0.084	14.713	0.103									
10257	2MASS J03101401-2756452	J03101401-2756452	47.558376	-27.945889	L5	2007AJ....133..439C			L5					15.795	0.071	14.662	0.049	13.959	0.061	2007AJ....133..439C								
10258	2MASSW J0310599+164816	J03105986+1648155	47.749416	16.804304	L8	2000AJ....120..447K	L9	2006ApJ...637.1067B	L8					16.025	0.084	14.932	0.07	14.312	0.067	2000AJ....120..447K				binary				
10259	2MASS J03140344+1603056	J03140344+16030560	48.514336	16.051556	L0	2008AJ....136.1290R			L0					12.526	0.024	11.823	0.036	11.238	0.021	2008AJ....136.1290R								
10260	2MASSI J0316451-284852	J03164511-28485209	49.187958	-28.814444	L0:	2003AJ....126.2421C	L2 beta	BANYAN7	L0:	IG				14.57	0.04	13.77	0.03	13.11	0.03	2003AJ....126.2421C		AB Doradus	BANYAN7	young				
10261	AP 301	J03180988+4925222	49.541164	49.422836	M6.5				M6.5					15.251	0.058	14.507	0.072	14.291	0.078					young				
10262	WISE J03184234+0827570	J03184234+0827570	49.676418	8.4658327			M8	FAH-NP	M8					13.791	0.027	13.087	0.031	12.687	0.023	2012ApJ...760..152L	primary is M3			companion				
10263	2MASS J03185403-3421292	J03185403-3421292	49.725124	-34.358109	L7	2008ApJ...689.1295K	L6 beta	BANYAN7	L7	IG				15.569	0.055	14.346	0.044	13.507	0.039	2008ApJ...689.1295K				young				
10264	AP 306	J03194231+5030474	49.926292	50.513168	M8				M8					16.257	0.107	15.704	0.15	15.085						young				
10265	2MASS J0320141+314504	J0320141+314504	50.05875	31.751112			d/sdM7	BUR-NP	d/sdM7			d/sd		15.57	0.064	15.274	0.109	15.031	0.113	BUR-NP				subdwarf				
10266	2MASS J03201710-1026120	J03201710-1026120	50.071251	-10.436666	M8	2007AJ....133..439C			M8					13.87				12.72		2007AJ....133..439C								
10267	2MASSW J0320284-044636	J03202839-0446358	50.11829	-4.7766109	M8	2003AJ....126.2421C	L0.5	2003IAUS..211..197W	M8					13.259	0.024	12.535	0.023	12.134	0.026	2003IAUS..211..197W	spectral binary and RV variable			sbinary binary				
10268	LP 412-31	J0320596+185423	50.248333	18.906389	M8				M8					11.759	0.021	11.066	0.022	10.639	0.018									
10269	WISE J032301.86+562558.0	J03230186+562558.0	50.757748	56.432777			L7	2014ApJ...787..126L	L7					15.62	0.06	14.35	0.05			2014ApJ...781....4L								
10270	2MASS J03231004-4631263	J03231004-4631263	50.791828	-46.523972	L0gamma	2009AJ....137.3345C			L0gamma	LG				15.389	0.07	14.321	0.062	13.702	0.05					young				
