DATA_KEY	SOURCE_KEY	DATA_FILE	OBSERVATION_DATE	OBSERVATION_TIME	JULIAN_DATE	PROGRAM_NUMBER	PROGRAM_PI	OBSERVER	RESOLUTION	AIRMASS	REDUCTION_SPEXTOOL_VERSION	REDUCTION_PERSON	REDUCTION_DATE	QUALITY_FLAG	MEDIAN_SNR	SPEX_TYPE	PUBLISHED	DATA_REFERENCE	NOTE	DATA_KEY	NICMOS_F160W	NICMOS_F160W_UNC	WIRC_CH4S	WIRC_CH4S_UNC	NICMOS_F165M	NICMOS_F165M_UNC	WIRC_BrGamma	WIRC_BrGamma_UNC	NICMOS_F187N	NICMOS_F187N_UNC	NIRC2_Kp	NIRC2_Kp_UNC	NIRC2_Ks	NIRC2_Ks_UNC	NICMOS_F140W	NICMOS_F140W_UNC	NICMOS_F145M	NICMOS_F145M_UNC	NIRC2_J	NIRC2_J_UNC	NICMOS_F190N	NICMOS_F190N_UNC	NIRC2_H	NIRC2_H_UNC	NICMOS_F108N	NICMOS_F108N_UNC	NICMOS_F166N	NICMOS_F166N_UNC	2MASS_H	2MASS_H_UNC	2MASS_J	2MASS_J_UNC	NICMOS_F110M	NICMOS_F110M_UNC	NICMOS_F090M	NICMOS_F090M_UNC	WIRC_Fe2	WIRC_Fe2_UNC	MKO_Kp	MKO_Kp_UNC	MKO_Ks	MKO_Ks_UNC	WIRC_CH4L	WIRC_CH4L_UNC	NICMOS_F170M	NICMOS_F170M_UNC	WIRC_CO	WIRC_CO_UNC	NICMOS_F095N	NICMOS_F095N_UNC	NICMOS_F113N	NICMOS_F113N_UNC	NICMOS_F097N	NICMOS_F097N_UNC	2MASS_Ks	2MASS_Ks_UNC	MKO_K	MKO_K_UNC	MKO_J	MKO_J_UNC	MKO_H	MKO_H_UNC	WIRC_J	WIRC_J_UNC	WIRC_K	WIRC_K_UNC	WIRC_H	WIRC_H_UNC	NICMOS_F164N	NICMOS_F164N_UNC	WIRC_PaBeta	WIRC_PaBeta_UNC	NICMOS_F110W	NICMOS_F110W_UNC	CH4-J	CH4-J_UNC	K-J	K-J_UNC	H2O-K	H2O-K_UNC	CH4-H	CH4-H_UNC	CH4-K	CH4-K_UNC	H2O-H	H2O-H_UNC	H2O-J	H2O-J_UNC	K2	K2_UNC	K1	K1_UNC	H2O-B	H2O-B_UNC	H2O-A	H2O-A_UNC	H2O-1.2	H2O-1.2_UNC	CH4-2.2	CH4-2.2_UNC	H2O-1.5	H2O-1.5_UNC	VO-z	VO-z_UNC	FeH-z	FeH-z_UNC	FeH-J	FeH-J_UNC	H-cont	H-cont_UNC	KI-J	KI-J_UNC	H2O	H2O_UNC	sH2O-H2	sH2O-H2_UNC	sH2O-H1	sH2O-H1_UNC	sH2O-K	sH2O-K_UNC	sH2O-J	sH2O-J_UNC	sHJ	sHJ_UNC	sKJ	sKJ_UNC	FeH	FeH_UNC	H2O-2	H2O-2_UNC	H2O-1	H2O-1_UNC	H2OD	H2OD_UNC	H2O-K2	H2O-K2_UNC
10437	11463	10437_11463.fits	20050907		53620.5				120					BG	33	M5.0:	N	BUR-NP																																																																																																																																										
10438	11499	10438_11499.fits	20050907		53620.5				120					POOR	34	L6.2	Y	2010ApJ...710.1142B																																																																																																																																										
10439	11670	10439_11670.fits	20050907		53620.5				120					OK	97	M5.8	N	BUR-NP																																																																																																																																										
10440	11674	10440_11674.fits	20050907		53620.5				120					OK	75	M7.4	Y	2014ApJ...794..143B																																																																																																																																										
10441	11675	10441_11675.fits	20050907		53620.5				120					OK	206	M4.9	N	BUR-NP																																																																																																																																										
10442	11680	10442_11680.fits	20050907		53620.5				120					OK	99	M5.8	N	BUR-NP																																																																																																																																										
10443	10118	10443_10118.fits	20050908	12 27 12.646653	53622.019			"kirkpatrick, looper"	120	1.002	3.2			OK	306	M8.1	Y	2010ApJS..190..100K																																																																																																																																										
10444	10172	10444_10172.fits	20050908	13 14 54.477593	53622.052			"kirkpatrick, looper"	120	1.133	3.2			OK	80	L2.5::	Y	2010ApJS..190..100K																																																																																																																																										
10445	11348	10445_11348.fits	20050908	05 42 22.370145	53621.738			"kirkpatrick, looper"	120	1.222	3.2			OK	205	M8.5	Y	2010ApJS..190..100K																																																																																																																																										
10446	11397	10446_11397.fits	20050908	08 17 13.076844	53621.845			"kirkpatrick, looper"	120	1.296	3.2			OK	142	M9.2	Y	2010ApJS..190..100K																																																																																																																																										
10447	11556	10447_11556.fits	20050908	08 58 38.8773	53621.874			"kirkpatrick, looper"	120	1.07	3.2			OK	442	L5.5::	Y	2008ApJ...686..528L																																																																																																																																										
10448	11576	10448_11576.fits	20050908	10 19 25.780632	53621.93			"kirkpatrick, looper"	120	1.143	3.2			OK	95	M8.0	Y	2010ApJS..190..100K																																																																																																																																										
10449	11583	10449_11583.fits	20050908	11 39 50.175712	53621.986			"kirkpatrick, looper"	120	1.705	3.2			OK	48	L2.2	Y	2014ApJ...794..143B																																																																																																																																										
10450	11708	10450_11708.fits	20050908	14 11 45.192618	53622.091			"kirkpatrick, looper"	120	1.474	3.2			OK	91	L5.3	Y	2010ApJS..190..100K																																																																																																																																										
10451	10032	10451_10032.fits	20050909	13 48 21.580138	53623.075			"kirkpatrick, looper"	120	1.258	3.2			OK	82	M9.4	Y	2010ApJS..190..100K																																																																																																																																										
10452	10164	10452_10164.fits	20050909	14 40 40.437499	53623.112			"kirkpatrick, looper"	120	1.333	3.2			OK	64	M8.7	Y	2010ApJS..190..100K																																																																																																																																										
10453	11167	10453_11167.fits	20050909	0	53622.5									OK	35	T2.2	Y	2008ApJ...676.1281M																																																																																																																																										
10454	11556	10454_11556.fits	20050909	08 39 12.269370	53622.861			"kirkpatrick, looper"	120	1.067	3.2			OK	295	L5.6::	Y	2014ApJ...794..143B																																																																																																																																										
10455	11622	10455_11622.fits	20050909		53622.5				120					OK	129	L6.7::	Y	2008ApJ...686..528L																																																																																																																																										
10456	11683	10456_11683.fits	20050909	12 03 10.815330	53623.002			"kirkpatrick, looper"	120	1.338	3.2			OK	78	M8.8	Y	2010ApJS..190..100K																																																																																																																																										
10457	10098	10457_10098.fits	20051015		53658.5				120					OK	51	M4.4	N	BUR-NP																																																																																																																																										
10458	10116	10458_10116.fits	20051015		53658.5				120					OK	80	M5.2	N	BUR-NP																																																																																																																																										
10459	10196	10459_10196.fits	20051015		53658.5				120					OK	68	M5.0:	N	BUR-NP																																																																																																																																										
10460	10216	10460_10216.fits	20051015		53658.5				120					OK	66	M5.2	N	BUR-NP																																																																																																																																										
10461	10224	10461_10224.fits	20051015		53658.5				120					OK	77	M5.2	N	BUR-NP																																																																																																																																										
10462	10244	10462_10244.fits	20051015		53658.5				120					OK	82	M5.3	N	BUR-NP																																																																																																																																										
10463	10247	10463_10247.fits	20051015		53658.5				120					OK	94	M5.2	N	BUR-NP																																																																																																																																										
10464	10452	10464_10452.fits	20051015		53658.5				120					POOR	20	M9.2	N	BUR-NP																																																																																																																																										
10465	10451	10465_10451.fits	20051015		53658.5				120					POOR	37	M8.7	N	BUR-NP																																																																																																																																										
10466	11455	10466_11455.fits	20051015		53658.5				120					OK	94	L6.3::	Y	2008ApJ...681..579B																																																																																																																																										
10467	11575	10467_11575.fits	20051015		53658.5				120					POOR	47	M6.0	N	BUR-NP																																																																																																																																										
10468	10198	10468_10198.fits	20051016		53659.5				120					POOR	71	M8.6	N	BUR-NP																																																																																																																																										
10469	11382	10469_11382.fits	20051016		53659.5				120					OK	132	L0.9	Y	2008ApJ...681..579B																																																																																																																																										
10470	11398	10470_11398.fits	20051016		53659.5				120					OK	204	L4.7::	N	BUR-NP																																																																																																																																										
10471	11441	10471_11441.fits	20051016		53659.5				120					OK	119	M5.9	N	BUR-NP																																																																																																																																										
10472	11539	10472_11539.fits	20051016		53659.5				120					OK	167	M5.5	N	BUR-NP																																																																																																																																										
10473	11537	10473_11537.fits	20051016		53659.5				120					BG	38	L3.3::	N	BUR-NP																																																																																																																																										
10474	11538	10474_11538.fits	20051016		53659.5				120					OK	96	L4.1::	N	BUR-NP																																																																																																																																										
10475	11640	10475_11640.fits	20051016		53659.5				120					OK	46	M6.0	N	BUR-NP																																																																																																																																										
10476	11661	10476_11661.fits	20051016		53659.5				120					POOR	37	M6.2	N	BUR-NP																																																																																																																																										
10477	10252	10477_10252.fits	20051017		53660.5				120					POOR	66	M6.6	N	BUR-NP																																																																																																																																										
10478	10284	10478_10284.fits	20051017		53660.5				120					OK	50	M5.0	N	BUR-NP																																																																																																																																										
10479	10285	10479_10285.fits	20051017		53660.5				120					OK	19	M8.6	Y	2014ApJ...794..143B																																																																																																																																										
10480	10300	10480_10300.fits	20051017		53660.5				120					OK	57	M4.8	N	BUR-NP																																																																																																																																										
10481	10303	10481_10303.fits	20051017		53660.5				120					OK	73	M5.3	N	BUR-NP																																																																																																																																										
10482	10335	10482_10335.fits	20051017		53660.5				120					OK	40	M5.2	Y	2014ApJ...794..143B																																																																																																																																										
10483	10418	10483_10418.fits	20051017		53660.5				120					OK	167	T5.6	Y	2008ApJ...681..579B																																																																																																																																										
10484	11428	10484_11428.fits	20051017	08 13 05.846338	53660.842				120	2.031	3.2			BG	87	T4.2::	N	LOO-NP																																																																																																																																										
10485	11443	10485_11443.fits	20051017		53660.5				120					OK	109	M4.4	N	BUR-NP																																																																																																																																										
10486	11509	10486_11509.fits	20051017		53660.5				120					POOR	45	M6.3	N	BUR-NP																																																																																																																																										
10487	11531	10487_11531.fits	20051017		53660.5				120					OK	81	L5.2	Y	2007AJ....133.2320S																																																																																																																																										
10488	11552	10488_11552.fits	20051017		53660.5				120					POOR	54	M6.6:	N	BUR-NP																																																																																																																																										
10489	11586	10489_11586.fits	20051017		53660.5				120					OK	67	L2.1	Y	2014ApJ...794..143B																																																																																																																																										
10490	11597	10490_11597.fits	20051017		53660.5				120					OK	125	M4.8	N	BUR-NP																																																																																																																																										
10491	11709	10491_11709.fits	20051017		53660.5				120					POOR	400	M9.1	Y	2008ApJ...681..579B																																																																																																																																										
10492	10029	10492_10029.fits	20051018	09 54 51.365877	53661.913				120	1.065	3.2			POOR	39	L5.7	Y	2010ApJS..190..100K																																																																																																																																										
10493	10085	10493_10085.fits	20051018	10 14 23.892993	53661.927				120	1.114	3.2			POOR	15	L3.9	N	LOO-NP																																																																																																																																										
10494	10143	10494_10143.fits	20051018	10 37 09.259579	53661.942				120	1.249	3.2			POOR	27	L6.8	Y	2010ApJS..190..100K																																																																																																																																										
10495	10307	10495_10307.fits	20051018	11 36 55.119969	53661.984				120	1.029	3.2			BG	55	L3.3::	Y	2010ApJS..190..100K																																																																																																																																										
10496	10313	10496_10313.fits	20051018	12 26 38.978164	53662.019				120	1.023	3.2			OK	232	L2.4::	Y	2010ApJS..190..100K																																																																																																																																										
10497	11429	10497_11429.fits	20051018	07 03 05.496462	53661.794				120	1.61	3.2			POOR	20	M8.4:	N	LOO-NP																																																																																																																																										
10498	11645	10498_11645.fits	20051018	09 13 25.719389	53661.884				120	1.112	3.2			OK	71	M8.8	Y	2010ApJS..190..100K																																																																																																																																										
10499	10111	10499_10111.fits	20051019	09 49 41.638238	53662.91				120	1.065	3.2			OK	93	L6.3:	Y	2014ApJ...794..143B																																																																																																																																										
10500	10245	10500_10245.fits	20051019	10 29 42.936753	53662.937				120	1.026	3.2			OK	56	L3.1::	Y	2014ApJ...794..143B																																																																																																																																										
10501	10395	10501_10395.fits	20051019	11 57 13.201380	53662.998				120	1.18	3.2			BG	12	M7.8::	Y	2010ApJS..190..100K																																																																																																																																										
10502	11447	10502_11447.fits	20051019	06 13 15.581149	53662.759				120	2.135	3.2			POOR	37	M8.8	Y	2010ApJS..190..100K																																																																																																																																										
10503	11585	10503_11585.fits	20051019	08 57 16.872500	53662.873				120	1.241	3.2			POOR	13	L4.3	Y	2010ApJS..190..100K																																																																																																																																										
10504	10133	10504_10133.fits	20051020	08 57 30.269901	53663.873				120	1.237	3.2			OK	89	M9.1	Y	2010ApJS..190..100K																																																																																																																																										
10505	11353	10505_11353.fits	20051020	05 12 59.571518	53663.717				120	1.43	3.2			POOR	47	L4.4:	Y	2010ApJS..190..100K																																																																																																																																										
10506	11372	10506_11372.fits	20051020	04 36 47.094515	53663.692				120	1.205	3.2			OK	80	L3.6:	Y	2010ApJS..190..100K																																																																																																																																										
10507	11395	10507_11395.fits	20051020	06 02 54.635030	53663.752				120	1.476	3.2			POOR	31	M8.7	Y	2010ApJS..190..100K																																																																																																																																										
10508	11474	10508_11474.fits	20051020	06 42 02.757186	53663.779				120	1.583	3.2			BG	4	L2.1::	Y	2010ApJS..190..100K																																																																																																																																										
10509	11563	10509_11563.fits	20051020	08 04 39.248597	53663.837				120	1.151	3.2			POOR	28	L5.1:	Y	2010ApJS..190..100K																																																																																																																																										
10510	11583	10510_11583.fits	20051020	07 23 03.769169	53663.808				120	1.552	3.2			POOR	34	L1.5	Y	2010ApJS..190..100K																																																																																																																																										
10511	10222	10511_10222.fits	20051105		53679.5				120					POOR	5	L3.2	Y	2006AJ....131.2722C																																																																																																																																										
10512	10146	10512_10146.fits	20051231		53735.5				120					OK	213	L3.9	Y	2008ApJ...681..579B																																																																																																																																										
10513	10148	10513_10148.fits	20051231		53735.5				120					OK	161	M4.8	N	BUR-NP																																																																																																																																										
10514	10258	10514_10258.fits	20051231		53735.5				120					OK	93	L9.2:	Y	2007ApJ...659..655B																																																																																																																																										
10515	10265	10515_10265.fits	20051231		53735.5				120					OK	94	M6.4:	N	BUR-NP																																																																																																																																										
10516	10285	10516_10285.fits	20051231		53735.5				120					OK	29	M8.0	Y	2014ApJ...794..143B																																																																																																																																										
10517	10335	10517_10335.fits	20051231		53735.5				120					OK	142	M5.6	Y	2014ApJ...794..143B																																																																																																																																										
10518	10379	10518_10379.fits	20051231		53735.5				120					BG	65	L2.8::	Y	2010ApJS..190..100K																																																																																																																																										
10519	10384	10519_10384.fits	20051231		53735.5				120					OK	2444	L4.5::	Y	BUR-NP																																																																																																																																										
10520	10395	10520_10395.fits	20051231		53735.5				120					BG	21	L2.8::	Y	2010ApJS..190..100K																																																																																																																																										
10521	10458	10521_10458.fits	20051231		53735.5				120					OK	150	M4.9:	Y	2006ApJ...645.1485B																																																																																																																																										
10522	10468	10522_10468.fits	20051231		53735.5				120					OK	94	M5.3	N	BUR-NP																																																																																																																																										
10523	10501	10523_10501.fits	20051231		53735.5				120					OK	253	M5.4	N	BUR-NP																																																																																																																																										
10524	10508	10524_10508.fits	20051231		53735.5				120					OK	111	M5.6	N	BUR-NP																																																																																																																																										
10525	10534	10525_10534.fits	20051231		53735.5				120					OK	126	M5.9	N	BUR-NP																																																																																																																																										
10526	10600	10526_10600.fits	20051231		53735.5				120					OK	87	M5.1	N	BUR-NP																																																																																																																																										
10527	10648	10527_10648.fits	20051231		53735.5				120					OK	44	M5.4	N	BUR-NP																																																																																																																																										
10528	10673	10528_10673.fits	20051231		53735.5				120					OK	146	M5.4	N	BUR-NP																																																																																																																																										
10529	10675	10529_10675.fits	20051231		53735.5				120					OK	81	L3.0::	N	BUR-NP																																																																																																																																										
10530	10683	10530_10683.fits	20051231		53735.5				120					OK	92	M5.6	N	BUR-NP																																																																																																																																										
10531	10744	10531_10744.fits	20060104	14 35 47.757817	53740.108			"peterson, megeath"	120	1.02	3.2			POOR	50	M7.8	Y	2010ApJS..190..100K																																																																																																																																										
10532	10625	10532_10625.fits	20060312		53806.5				120					OK	959	M4.8:	Y	BUR-NP																																																																																																																																										
10533	10835	10533_10835.fits	20060312		53806.5				120					OK	338	M5.0	N	BUR-NP																																																																																																																																										
10534	10899	10534_10899.fits	20060312		53806.5				120					OK	279	M6.8	N	BUR-NP																																																																																																																																										
10535	10908	10535_10908.fits	20060312		53806.5				120					OK	142	M5.7	N	BUR-NP																																																																																																																																										
10536	10918	10536_10918.fits	20060312		53806.5				120					OK	141	M5.6	N	BUR-NP																																																																																																																																										
10537	11097	10537_11097.fits	20060312		53806.5				120					OK	305	M9.3	Y	2014ApJ...794..143B																																																																																																																																										
10538	11099	10538_11099.fits	20060312		53806.5				120					OK	244	M7.7	Y	2014ApJ...794..143B																																																																																																																																										
10539	11140	10539_11140.fits	20060312		53806.5				120					OK	261	M7.5	N	BUR-NP																																																																																																																																										
10540	11148	10540_11148.fits	20060312		53806.5				120					OK	114	T4.8	Y	2010ApJ...710.1142B																																																																																																																																										
10541	11722	10541_11722.fits	20060312		53806.5				120					OK	2303		Y	BUR-NP																																																																																																																																										
10542	11723	10542_11723.fits	20060312		53806.5				120					OK	2232		Y	BUR-NP																																																																																																																																										
10543	10525	10543_10525.fits	20060408	05 41 07.069718	53833.737			"burgasser, looper"	120	1.057	3.2			OK	98	L1.5	Y	2010ApJS..190..100K																																																																																																																																										
10544	10606	10544_10606.fits	20060408		53833.5				120					OK	38	L7.6:	Y	BUR-NP																																																																																																																																										
10545	10633	10545_10633.fits	20060408		53833.5				120					POOR	42	L7.6:	Y	2010ApJ...710.1142B																																																																																																																																										
10546	10702	10546_10702.fits	20060408		53833.5				120					OK	159	M5.3	N	BUR-NP																																																																																																																																										
10547	10705	10547_10705.fits	20060408		53833.5				120					OK	113	M5.1	N	BUR-NP																																																																																																																																										
10548	10753	10548_10753.fits	20060408		53833.5				120					OK	173	T6.2	Y	2008ApJ...681..579B																																																																																																																																										
10549	10784	10549_10784.fits	20060408		53833.5				120					OK	144	T2.1	Y	2007AJ....134.1162L																																																																																																																																										
10550	10803	10550_10803.fits	20060408		53833.5				120					OK	64	M5.2	N	BUR-NP																																																																																																																																										
10551	10843	10551_10843.fits	20060408		53833.5				120					POOR	18	M5.2::	N	BUR-NP																																																																																																																																										
10552	10855	10552_10855.fits	20060408		53833.5				120					OK	108	L7.5	Y	2010ApJS..190..100K																																																																																																																																										
10553	10873	10553_10873.fits	20060408		53833.5				120					OK	89	M5.4	N	BUR-NP																																																																																																																																										
10554	10922	10554_10922.fits	20060408		53833.5				120					OK	136	T6.3	Y	2007ApJ...655..522L																																																																																																																																										
10555	10956	10555_10956.fits	20060408		53833.5				120					OK	96	M6.3	N	BUR-NP																																																																																																																																										
10556	11012	10556_11012.fits	20060408		53833.5				120					OK	84	M5.3::	N	BUR-NP																																																																																																																																										
10557	11126	10557_11126.fits	20060408		53833.5				200					OK	188	L2.7	Y	2007ApJ...658..557B																																																																																																																																										
10558	11127	10558_11127.fits	20060408		53833.5				200					OK	111	L4.3:	Y	2007ApJ...658..557B																																																																																																																																										
10559	11169	10559_11169.fits	20060408		53833.5				120					OK	104	T5.4	Y	2008ApJ...681..579B																																																																																																																																										
10560	11180	10560_11180.fits	20060408		53833.5				120					OK	1379	L5.0::	Y	BUR-NP																																																																																																																																										
10561	11184	10561_11184.fits	20060408		53833.5				120					OK	156	T6.9	Y	2010ApJ...710.1142B																																																																																																																																										
10562	10572	10562_10572.fits	20060409		53834.5				120					OK	387	L0.7	Y	2007ApJ...658..557B																																																																																																																																										
10563	10635	10563_10635.fits	20060409		53834.5				120					OK	84	L5.9	Y	2007ApJ...659..655B																																																																																																																																										
10564	10639	10564_10639.fits	20060409	07 05 21.9074	53834.795			"burgasser, looper"	120	1.269	3.3			OK	52	M8.0	Y	2010ApJS..190..100K																																																																																																																																										
10565	10773	10565_10773.fits	20060409		53834.5				120					OK	143	M6.6	N	BUR-NP																																																																																																																																										
10566	10833	10566_10833.fits	20060409		53834.5				120					OK	329	M8.8	Y	2014ApJ...794..143B																																																																																																																																										
10567	10861	10567_10861.fits	20060409		53834.5				120					OK	51	M5.1	N	BUR-NP																																																																																																																																										
10568	10889	10568_10889.fits	20060409		53834.5				120					OK	46	M4.9	N	BUR-NP																																																																																																																																										
10569	10926	10569_10926.fits	20060409		53834.5				120					OK	92	M8.9	Y	2010ApJS..190..100K																																																																																																																																										
10570	10955	10570_10955.fits	20060409		53834.5				120					BG	494	L2.0::	Y	2010ApJS..190..100K																																																																																																																																										
10571	10982	10571_10982.fits	20060409		53834.5				120					OK	67	M3.6	N	BUR-NP																																																																																																																																										
10572	11125	10572_11125.fits	20060409		53834.5				120					OK	133	M6.3	N	BUR-NP																																																																																																																																										
10573	11139	10573_11139.fits	20060409		53834.5				120					OK	72	M5.2	N	BUR-NP																																																																																																																																										
10574	11154	10574_11154.fits	20060409		53834.5				120					OK	63	M4.3	N	BUR-NP																																																																																																																																										
10575	11165	10575_11165.fits	20060409		53834.5				120					OK	193	M8.2	Y	2014ApJ...794..143B																																																																																																																																										
10576	11198	10576_11198.fits	20060409		53834.5				120					OK	50	M4.6:	N	BUR-NP																																																																																																																																										
10577	11200	10577_11200.fits	20060409		53834.5				120					OK	255	L4.1::	N	BUR-NP																																																																																																																																										
10578	11224	10578_11224.fits	20060409		53834.5				120					OK	53	M7.0	Y	2014ApJ...794..143B																																																																																																																																										
10579	11258	10579_11258.fits	20060409		53834.5				120					OK	45	M5.5:	N	BUR-NP																																																																																																																																										
10580	10644	10580_10644.fits	20060410		53835.5				120					OK	152	L3.6:	Y	2007ApJ...658..557B																																																																																																																																										
10581	10663	10581_10663.fits	20060410	06 36 52.2637	53835.776			"burgasser, looper"	120	1.487	3.3			OK	105	M7.8	Y	2010ApJS..190..100K																																																																																																																																										
10582	10710	10582_10710.fits	20060410		53835.5				120					POOR	80	M9.1:	N	BUR-NP																																																																																																																																										
10583	10755	10583_10755.fits	20060410		53835.5				120					OK	121	L0.6	Y	2008ApJ...681..579B																																																																																																																																										
10584	10764	10584_10764.fits	20060410		53835.5				120					POOR	46	L2.0	N	BUR-NP																																																																																																																																										
10585	10882	10585_10882.fits	20060410		53835.5				120					POOR	29	M7.0	Y	2010ApJS..190..100K																																																																																																																																										
10586	10911	10586_10911.fits	20060410		53835.5				120					OK	440	M7.0:	Y	BUR-NP																																																																																																																																										
10587	10919	10587_10919.fits	20060410		53835.5				120					OK	65	M7.6	Y	2010ApJS..190..100K																																																																																																																																										
10588	10931	10588_10931.fits	20060410		53835.5				120					OK	447	M5.5	Y	2010ApJS..190..100K																																																																																																																																										
10589	10951	10589_10951.fits	20060410		53835.5				120					OK	138	L2.2:	Y	2014ApJ...794..143B																																																																																																																																										
10590	10953	10590_10953.fits	20060410		53835.5				120					OK	462	M6.8:	Y	BUR-NP																																																																																																																																										
10591	11031	10591_11031.fits	20060410	11 57 0.162997	53835.998			"burgasser, looper"	120	1.013	3.3			OK	176	M5.2	Y	2010ApJS..190..100K																																																																																																																																										
10592	11111	10592_11111.fits	20060410		53835.5				120					OK	137	L3.3:	Y	2007ApJ...659..655B																																																																																																																																										
10593	11120	10593_11120.fits	20060410	12 18 31.3943	53836.013			"burgasser, looper"	120	1.009	3.3			OK	92	M8.9	Y	2010ApJS..190..100K																																																																																																																																										
10594	11128	10594_11128.fits	20060410	12 33 6.19192	53836.023			"burgasser, looper"	120	1.266	3.3			OK	73	M8.5	Y	2010ApJS..190..100K																																																																																																																																										
10595	11384	10595_11384.fits	20060410		53835.5				120					OK	185	L5.9::	N	KIR-NP																																																																																																																																										
10596	10642	10596_10642.fits	20060411		53836.5				120					OK	52	L6.7	Y	2010ApJ...710.1142B																																																																																																																																										
10597	10666	10597_10666.fits	20060411	07 28 27.7169	53836.811			"burgasser, looper"	120	1.951	3.3			POOR	25	M7.6::	Y	2010ApJS..190..100K																																																																																																																																										
10598	10892	10598_10892.fits	20060411		53836.5				120					OK	211	L0.6	Y	2008ApJ...681..579B																																																																																																																																										
10599	10907	10599_10907.fits	20060411		53836.5				120					OK	85	L2.1::	N	BUR-NP																																																																																																																																										
10600	10957	10600_10957.fits	20060411		53836.5				120					OK	228	L2.6:	Y	2007ApJ...658..557B																																																																																																																																										
10601	10968	10601_10968.fits	20060411		53836.5				120					OK	76	M5.3	N	BUR-NP																																																																																																																																										
10602	10981	10602_10981.fits	20060411		53836.5				120					OK	62	T2.2:	Y	2007AJ....134.1162L																																																																																																																																										
10603	11018	10603_11018.fits	20060411		53836.5				120					OK	33	M4.8:	N	BUR-NP																																																																																																																																										
10604	11041	10604_11041.fits	20060411	12 50 26.5286	53837.035			"burgasser, looper"	120	1.972	3.3			OK	73	L2.1	Y	2010ApJS..190..100K																																																																																																																																										
10605	11228	10605_11228.fits	20060411		53836.5				120					OK	177	M8.9	N	BUR-NP																																																																																																																																										
10606	11260	10606_11260.fits	20060411		53836.5				120					OK	150	M9.2:	N	BUR-NP																																																																																																																																										
10607	11275	10607_11275.fits	20060411		53836.5				120					OK	248	L1.0	Y	2008ApJ...681..579B																																																																																																																																										
10608	11276	10608_11276.fits	20060411		53836.5				120					OK	71	M7.6	N	BUR-NP																																																																																																																																										
10609	11291	10609_11291.fits	20060411		53836.5				120					BG	263	M4.2::	N	BUR-NP																																																																																																																																										
10610	11346	10610_11346.fits	20060411		53836.5				120					OK	210	L2.6::	Y	2014ApJ...794..143B																																																																																																																																										
10611	11389	10611_11389.fits	20060411		53836.5				120					OK	1499	L4.1::	N	KIR-NP																																																																																																																																										
10612	11402	10612_11402.fits	20060411		53836.5				120					OK	567	L3.8:	N	KIR-NP																																																																																																																																										
10613	10740	10613_10740.fits	20060531	07 30 27.3258	53886.813				120	1.394	3.3			OK	53	L8.1	Y	2010ApJS..190..100K																																																																																																																																										
10614	10881	10614_10881.fits	20060531		53886.5				120					POOR	32	T4.7	Y	2007AJ....134.1162L																																																																																																																																										
10615	11080	10615_11080.fits	20060531	10 28 30.8183	53886.936				120	1.408	3.3			OK	97	L0.5:	Y	2010ApJS..190..100K																																																																																																																																										
10616	11294	10616_11294.fits	20060531	12 35 32.4090	53887.025				120	1.105	3.3			OK	67	M8.3	Y	2010ApJS..190..100K																																																																																																																																										
10617	11388	10617_11388.fits	20060531	14 29 15.3191	53887.104				120	1.37	3.3			OK	80	L5.4	Y	2010ApJS..190..100K																																																																																																																																										
10618	11421	10618_11421.fits	20060531	13 24 8.31177	53887.058				120	1.842	3.3			POOR	30	L2.0::	Y	2010ApJS..190..100K																																																																																																																																										
10619	11547	10619_11547.fits	20060531	15 05 8.51547	53887.129				120	1.05	3.3			OK	41	M9.0	Y	2010ApJS..190..100K																																																																																																																																										
10620	10649	10620_10649.fits	20060601	05 55 40.6122	53887.747				120	1.297	3.3			POOR	56	M8.2	Y	2010ApJS..190..100K																																																																																																																																										
10621	10724	10621_10724.fits	20060601	06 38 29.6010	53887.777				120	1.221	3.3			OK	58	L2.6	Y	2010ApJS..190..100K																																																																																																																																										
10622	10902	10622_10902.fits	20060601	08 56 21.8591	53887.872				120	1.663	3.3			OK	335	M8.5	Y	2014ApJ...794..143B																																																																																																																																										
10623	10925	10623_10925.fits	20060601	08 20 21.4575	53887.847				120	1.598	3.3			POOR	32	M8.4	Y	2010ApJS..190..100K																																																																																																																																										
10624	11014	10624_11014.fits	20060601	10 58 16.4105	53887.957				120	1.472	3.3			POOR	77	M7.4	Y	2010ApJS..190..100K																																																																																																																																										
10625	11026	10625_11026.fits	20060601		53887.5				120					OK	73	T2.5	Y	2007AJ....134.1162L																																																																																																																																										
10626	11193	10626_11193.fits	20060601	11 37 40.4604	53887.984				120	1.857	3.3			POOR	29	L0.1	Y	2010ApJS..190..100K																																																																																																																																										
10627	11341	10627_11341.fits	20060601	12 50 42.8190	53888.035				120	1.092	3.3			OK	68	L0.7	Y	2010ApJS..190..100K																																																																																																																																										
10628	11370	10628_11370.fits	20060601		53887.5				120					OK	148	T5.3	Y	2008ApJ...681..579B																																																																																																																																										
10629	11440	10629_11440.fits	20060601	13 30 41.3795	53888.063				120	1.514	3.3			POOR	37	L2.5	Y	2010ApJS..190..100K																																																																																																																																										
