teff	logg	z	fsed	cld	WFC3_F127M	WIRC_PABETA	HAWK_BRG	FOURSTAR_K	WISE_W3	UKIDSS_K	PANSTARRS_G	NIRC2_KS	FOURSTAR_H	MKO_MP	PANSTARRS_Y	NICMOS_F095N	UKIDSS_H	NIRC2_J	PANSTARRS_R	VISTA_Y	MKO_J	VISTA_H	SDSS_Z	NICMOS_F165M	PANSTARRS_W	NICMOS_F145M	UKIDSS_Z	WIRC_FE2	MKO_K	NICMOS_F170M	HAWK_CH4	FOURSTAR_J	NIRC2_LP	WFC3_F167N	NICMOS_F113N	FOURSTAR_KS	MKO_K_ATM	SDSS_U	NIRC2_H	WIRCAM_Y	FOURSTAR_H_LONG	IRAC_CH2	VISTA_J	FOURSTAR_J1	WFCAM_H2	2MASS_Ks	SDSS_I	VISTA_Z	NICMOS_F164N	NICMOS_F166N	WFCAM_H	NIRC2_KCONT	HAWK_J	WFCAM_Z	MKO_H_ATM	WIRC_J	WIRCAM_J	WIRCAM_KCONT	NICMOS_F097N	WIRCAM_H	WIRC_CO	WIRC_CH4S	VISTA_KS	WISE_W4	NICMOS_F108N	WFCAM_K	NIRC2_K	IRAC_CH4	NIRC2_M	2MASS_J	PANSTARRS_Z	HAWK_KS	IRAC_CH3	WIRC_BRGAMMA	WISE_W1	NIRC2_FE2	HAWK_Y	UKIDSS_J	MKO_KP	WIRC_H	NICMOS_F190N	NIRC2_KP	NICMOS_F110M	SDSS_G	HAWK_H2	WIRC_K	WIRCAM_CH4_OFF	NICMOS_F160W	HAWK_NB2090	WIRCAM_CH4_ON	2MASS_K	FOURSTAR_J3	HAWK_H	WFCAM_J	MKO_H	WIRC_CH4L	WIRCAM_KS	PANSTARRS_I	MKO_LP	NICMOS_F110W	FOURSTAR_J2	SDSS_R	IRAC_CH1	FOURSTAR_H_SHORT	HAWK_NB1060	2MASS_KS	2MASS_H	WFC3_F139M	NICMOS_F140W	BESSEL_I	UKIDSS_Y	HAWK_NB1190	WFCAM_Y	MKO_J_ATM	WFCAM_BRG	NICMOS_F090M	NIRC2_HCONT	WFC3_F164N	WISE_W2	NICMOS_F187N
1400.0	4.5	0.0	nc	nc	-35.37871852436605	-35.440135829793135	-35.720062505865144	-34.743146472485634	-37.546072623558366	-35.2901462370458	-25.10474062554664	-35.31543959118216	-35.19879957740075	-35.82220897054287	-33.13858297278946	-33.109832207706845	-35.210835879416834	-35.027706367222045	-27.68120491750924	-33.62429198838352	-35.03576567105437	-35.21977130388044	-32.56266849575015	-35.47517942542918	-28.20628011655721	-33.471672202957265	-32.51010785316267	-35.75288355458548	-35.305436635853056	-35.329388117394075	-35.247457361845555	-34.743146472485634	-36.680724241559936	-35.706612398924655	-33.40303508313697	-34.743146472485634	-35.29906618713855		-35.18082987491813	-33.68737785950408	-35.37970491375908	-36.57236614911698	-34.98397180402303	-33.96385263112714	-35.69157401847869	-35.319621218760396	-29.763757912677967	-32.45604012886205	-35.78592925379794	-35.701620240900304	-35.22573569902541	-34.91712399346851	-35.085775502164424	-32.491630121927514	-35.218661555839546	-34.886146295537245	-35.0672292412838	-35.291135985592284	-33.136313364208625	-35.20367873377725	-34.571259467380614	-35.50843921124526	-35.30934618833737	-37.493539365061224	-34.40006093153893	-35.27651003422333	-35.3072003413212	-36.69165992366392	-35.81092653269434	-34.53709186637772	-32.312820693610234	-35.28352300043113	-36.201293709990274	-35.523289692500214	-35.385479587129865	-35.76630102168608	-33.62151849123208	-35.04973133221819	-35.14534628286719	-35.37139608442131	-33.66395558766718	-35.16778538877684	-33.880369964921655	-24.965798344706865	-35.67895657984121	-34.905782769486386	-35.39879448880782	-34.816517945530435	-35.57769760521491	-35.53645872521853	-35.319621218760396	-35.08884950263875	-35.186937814622944	-35.062596295443655	-35.18707109188978	-35.50092255758035	-35.28760285992455	-29.76016376910544	-36.675555807438215	-33.78680482291312	-34.025239758528414	-27.35298995168145	-36.00318093361465	-34.97573794375465	-33.97599630627298	-35.319621218760396	-35.27892489358464	-32.01420339459874	-34.48863739587365		-33.749710564320274	-34.180552130667564	-33.80202251034217	-34.99521050624402	-35.60084016181464	-32.56994098126955	-35.43075203013471	-35.777437963210346	-36.43935259388699	-33.39020380400879
1400.0	4.5	0.5	nc	nc	-35.29475936257236	-35.304158804666265	-36.15017688090363	-34.593348527052264	-37.54096386673533	-35.62544401830976	-25.252944492455182	-35.63658359947504	-35.25163498402532	-35.32831492167177	-32.980681531870346	-32.84541896203999	-35.26432073656585	-34.89910234975217	-27.90692903050005	-33.561944454450995	-34.907367502545085	-35.276392091887004	-32.49350635180403	-35.57096056895085	-28.36472199837853	-33.19523841627164	-32.47943739084019	-35.987528760652296	-35.638301190017	-35.48395510698759	-35.150596219349275	-34.593348527052264	-36.911125713798654	-36.03001948532477	-32.98733655611366	-34.593348527052264	-35.6634672920522		-35.22748593346974	-33.617940866141026	-35.57064762047636	-36.43582777146208	-34.85149959168969	-33.894916414868845	-36.06017900114059	-35.65435367528658	-29.895171097326262	-32.432988791475644	-35.99754273774105	-35.97491859413998	-35.28213731173508	-35.40094172917507	-34.957684112114094	-32.46206610318346	-35.26018945032777	-34.71436714455559	-34.94024266671901	-35.91670908715435	-32.87865861823488	-35.254565715576085	-34.61685196369329	-35.55196256369422	-35.633606271524044	-37.497579795702286	-34.329029895428285	-35.633076615467594	-35.63958848160973	-36.73605345729229	-35.31551424948249	-34.37957053818867	-32.3021109118124	-35.603990423014125	-36.17397991227839	-36.04676587510523	-35.747781335655084	-35.991698676213424	-33.55381526906227	-34.92259187722088	-35.442524739573685	-35.21039856608819	-33.45922571529998	-35.46814913580881	-33.72587200208417	-25.120771981430593	-35.98035775844337	-35.37614224921444	-35.33855546576066	-34.85199076291813	-35.71371719283953	-35.76030630894944	-35.65435367528658	-34.97527179113685	-35.23838676014235	-34.93539532706238	-35.23553423391887	-35.700690116725454	-35.60143819302718	-29.89052568388133	-36.906226839130206	-33.656493130872725	-33.78944623386592	-27.566735434612223	-36.33462489622566	-34.855174313181784	-33.904323324183274	-35.65435367528658	-35.346085294839554	-31.664054473480924	-34.41608963730467		-33.691580663618154	-33.924813637430155	-33.74691246473256	-34.860996596011724	-36.093022027633225	-32.47586236572961	-35.289575096939636	-35.99174138833219	-36.26476667770807	-33.185768208780445
1400.0	4.5	-0.5	nc	f100	-34.57719434226253	-34.645550843586435	-35.83769455178284	-34.22157044117558	-37.635887308563625	-35.54557786388682	-24.99959026312088	-35.55634290495402	-35.2802016130468	-36.25005640302998	-32.817238150929036	-32.82411409374921	-35.28433349277028	-34.39682601241945	-28.24379262601611	-33.2285134130257	-34.39981991847047	-35.293199360245154	-32.32997440440887	-35.44793650935893	-28.704744468375146	-34.16727337728008	-32.25047613216764	-35.54245377398671	-35.557216484385236	-35.32762342852434	-35.31621358019036	-34.22157044117558	-36.86349627574158	-35.52639817149086	-33.569781126123004	-34.22157044117558	-35.5456546397461		-35.26990673029115	-33.26002296494397	-35.39006283262077	-36.86309806789535	-34.374295887472755	-33.463529322058086	-35.80594857045345	-35.55740248128916	-30.217312622652685	-32.21072898741024	-35.5677875007334	-35.508098290187014	-35.29050361202329	-35.31317574590813	-34.435472396045355	-32.23882741843043	-35.30024400729057	-34.29701777980687	-34.4210522325086	-35.52765161734849	-32.82751028522307	-35.28672886637862	-35.15376990155231	-35.435111259062786	-35.55069602239767		-33.664573685716555	-35.53551771817704	-35.55822009160748	-36.93953696761359	-36.238825378815214	-34.09022457016895	-32.11750591546613	-35.53122734411092	-36.54168784264059	-35.68548254132309	-35.73284883848698	-35.55173751155347	-33.22024263408019	-34.40673330238267	-35.41000273439687	-35.399131579949874	-34.44337400250457	-35.43154599829185	-33.59514759034774	-24.659124946827284	-35.8038470405907	-35.30836964370371	-35.39020982692535	-34.97067338962967	-35.761870162548945	-35.499788537802864	-35.55740248128916	-34.40841755426884	-35.271986624084406	-34.41649960588454	-35.27365308122593	-35.465573502090066	-35.5369339084359	-30.243727279395188	-36.85864021680122	-33.36021148693723	-33.809838097445834	-28.05779906604849	-36.24648333989993	-35.14179993174629	-33.46939115855605	-35.55740248128916	-35.3295797872391	-33.220034342338344	-34.29308934162889		-33.30598259989222	-34.054244503060765	-33.34145935896522	-34.38541003797698	-35.74260839467964	-32.32184001302275	-35.417383074093195	-35.560525656933244	-36.75950592220536	-34.20476607496396
1400.0	4.5	0.0	nc	f100	-34.37914544236552	-34.44629178685158	-36.24572389137435	-34.02267870342672	-37.67706021809873	-35.926527211677296	-24.91936946534453	-35.926017324755996	-35.213407294388624	-35.763936791583305	-32.565796108246	-32.5511538534872	-35.22032801146776	-34.19795877943368	-28.23241624196609	-33.00366530687779	-34.200848857285195	-35.232551431628345	-32.09376710106668	-35.39326866984198	-28.641348713923414	-34.03730365744209	-32.01446304612776	-35.49323832534638	-35.93803345189809	-35.304463993621866	-35.200311808433526	-34.02267870342672	-37.01843349971414	-35.51050229126486	-33.348359795834064	-34.02267870342672	-35.95255816624285		-35.204775949661	-33.033510007652836	-35.380689923954094	-36.73481416107145	-34.17648391744391	-33.23945328765901	-36.17990446218011	-35.93773875443153	-30.12535994413951	-31.976181186323878	-35.51134402583769	-35.47533594254307	-35.228865713585755	-35.843879199499746	-34.23688652616306	-32.003490439802704	-35.231823580163265	-34.092825062914606	-34.22234247508575	-36.123829086835876	-32.55642188148874	-35.222228153024055	-35.31533077179598	-35.344889022435375	-35.921961326665965		-33.433886524041704	-35.930765999443466	-35.93863151186436	-37.03636575019145	-35.750609573265564	-33.89316670308041	-31.887237618475524	-35.89863076194711	-36.57884302298384	-36.1781576374355	-36.12239416632953	-35.498888905891704	-32.993641930598294	-34.2079322634371	-35.755319950534385	-35.273137212795675	-34.46733392807566	-35.78079521441264	-33.37803073185759	-24.543277484220297	-36.14671702092107	-35.82456259088603	-35.28011213015559	-34.89927002282197	-36.03847573673393	-35.49627344336055	-35.93773875443153	-34.214071212424486	-35.20536470246004	-34.21794667983016	-35.20805107965484	-35.45286216508304	-35.89899733316794	-30.152580085759038	-37.01427390548018	-33.148178813817225	-33.59649038803925	-28.052471190488177	-36.53874683392269	-35.022572061978366	-33.24191404281079	-35.93773875443153	-35.27092127733287	-33.093434233349	-34.157625613179064		-33.08215652881935	-33.84907358174315	-33.11858246093053	-34.18670463511509	-36.20581086132654	-32.07913370874977	-35.2936352585098	-35.50492306009775	-36.6153568386104	-34.21366623071202
1400.0	4.5	0.5	nc	f100	-34.269800270029066	-34.33620768422267	-36.3277297315838	-33.91652013141859	-37.68544249222557	-36.03254745032656	-24.873221984689877	-36.02945220718423	-35.1562359247927	-35.44537617133228	-32.441286829291556	-32.42221428196061	-35.163384855235705	-34.08975859140239	-28.31985376332275	-32.88628013440465	-34.092495362423726	-35.17633136030674	-31.986633365737973	-35.33484242130516	-28.73631018038751	-33.97665403130719	-31.908363110043926	-35.427957310873644	-36.044363610113	-35.2543806221411	-35.13085629266786	-33.91652013141859	-37.12246525024152	-35.45450414005056	-33.24243540852136	-33.91652013141859	-36.072621449328025		-35.14837833000512	-32.91516304869556	-35.3344259883786	-36.56870397165371	-34.06918464875583	-33.12057586312526	-36.24841936832911	-36.04494247794644	-30.202808137874765	-31.871197184532196	-35.444976827417456	-35.41435712482671	-35.17189121594515	-36.04335412406933	-34.12859207241253	-31.897935774523507	-35.17418117809093	-33.97940320772281	-34.11397441407425	-36.3162565470209	-32.42914388013661	-35.165761268221445	-35.36185945977611	-35.27674365541789	-36.02563099261467		-33.30866394919602	-36.04114831883952	-36.04488414243623	-37.06949480580166	-35.43322084284938	-33.78841163681234	-31.78697950020512	-36.00166399843961	-36.5253841534232	-36.308646246872826	-36.46963370182709	-35.43265847597941	-32.8757132242134	-34.09961271157737	-35.84946146222686	-35.19809697440949	-34.42667969370711	-35.877561363559366	-33.26603585043679	-24.459872522366105	-36.2068446518155	-36.01892759046023	-35.209861536973676	-34.84270126661816	-36.088153207102	-35.44842051685505	-36.04494247794644	-34.10786187030229	-35.148400519611826	-34.109687021449425	-35.151414920052524	-35.403686116170945	-36.000230671626106	-30.24160338580398	-37.11972972461203	-33.0394596239404	-33.487257522504045	-28.17989090819399	-36.808637201983544	-34.95593314175771	-33.12288334386829	-36.04494247794644	-35.213819938510646	-33.021543225860064	-34.07712714305915		-32.96423885899766	-33.743064652411675	-33.00067942176725	-34.07815135149918	-36.31868015851691	-31.969914712517856	-35.21810055264459	-35.438536935255186	-36.440478268927066	-34.15424288299397
1400.0	5.0	-0.5	nc	nc	-35.339398865132644	-35.43701692131049	-35.07996848025553	-34.82959227615425	-37.50291438391861	-34.7767618037638	-25.421585609813103	-34.81241177766714	-34.990602954442224	-36.58095842447156	-33.52179796954505	-33.62815780034964	-34.993534836654575	-35.07280177595892	-27.568752539174028	-33.83792885921955	-35.07922162622065	-34.99645260700078	-32.82860528182188	-35.16877130189046	-28.141391631744032	-33.762174811649224	-32.72197007648194	-35.23856671411391	-34.79155455316668	-34.92752191888974	-35.17789915239842	-34.82959227615425	-36.42456978681602	-35.12612128684721	-33.89736976157762	-34.82959227615425	-34.76599000855748		-34.975768179302605	-33.89558427224301	-34.945621709434974	-36.79703835093969	-35.034746476358656	-34.11698329997081	-35.0751909261621	-34.80587719228131	-29.701196718985017	-32.65336946139824	-35.28670811422802	-35.15807660090444	-34.9990981824755	-34.39012076540251	-35.126998727235744	-32.70100901330992	-35.01531843475808	-34.99265913862192	-35.107927078223184	-34.58688121825416	-33.67960062227369	-34.99416717288118	-34.432184539694774	-35.25272319639792	-34.80446130930843	-37.484987832961146	-34.482619387908045	-34.748617259492754	-34.793686382430614	-36.65004512376146	-36.5789051668089	-34.64585871671816	-32.48509040340252	-34.78587019805052	-36.21317989589491	-34.85080882090513	-35.14802549552017	-35.25829879547529	-33.84361150080749	-35.089838573311695	-34.67249006168975	-35.323516669858016	-33.66999934186503	-34.692706429619626	-34.12152419236607	-25.303397033381366	-35.090487510276084	-34.39724754308175	-35.256010186756676	-34.64497310539266	-35.083233725735894	-35.056260508664245	-34.80587719228131	-35.09401093380285	-34.980632468975394	-35.10244092121711	-34.98186534172648	-35.047260734245654	-34.79566015669067	-29.69761311151983	-36.419409808309744	-33.94242019539445	-34.30388493402286	-27.220645479084673	-35.71125694066043	-34.96245387321516	-34.16355988169872	-34.80587719228131	-35.0351802832412	-32.36479517337186	-34.515043598907425		-33.932064837676144	-34.51417190582464	-33.968785571748704	-35.05034681240702	-34.93906251742364	-32.874202152950595	-35.340574282573755	-35.27639564460203	-36.71822658498719	-33.41447598760974
1400.0	5.0	0.0	nc	nc	-35.414292782422386	-35.50350880881207	-35.539444784768044	-34.81595878411149	-37.53238572196396	-35.1362746246372	-25.784815861780928	-35.1712531518956	-35.15176264645738	-36.14938582632473	-33.21851085842903	-33.205501814698046	-35.16206650421015	-35.08854499311722	-27.278386144882873	-33.70827335294932	-35.096472879566974	-35.16910018747364	-32.52576872224712	-35.39941229906889	-27.87461759619081	-33.59274048312949	-32.42564872776677	-35.59455085930138	-35.15315588751291	-35.21225252864228	-35.271066151992756	-34.81595878411149	-36.53599912461424	-35.50676383276919	-33.624584990586214	-34.81595878411149	-35.132456421485664		-35.13594986077115	-33.769646034572816	-35.24552635020558	-36.65968684247587	-35.04665782960303	-34.04509192751651	-35.53509369271358	-35.168957159769995	-29.391166447860023	-32.3551073727209	-35.63675455079823	-35.52422277021647	-35.17462241974144	-34.66852295604434	-35.14761809667708	-32.40349927214365	-35.1771768311071	-34.97624381898945	-35.12771200566383	-34.98318119320243	-33.24202332362666	-35.157074631410026	-34.554467824591526	-35.45914630780635	-35.16378962061776	-37.482209105311796	-34.4634709227021	-35.11118895935167	-35.1553198988793	-36.659579832721185	-36.14063704850796	-34.61518606619834	-32.18237247273771	-35.13981863840341	-36.192656811655496	-35.28773166735113	-35.209171821058845	-35.61201776845926	-33.704543620305316	-35.10962360141659	-35.011509302361816	-35.423824332305486	-33.69459860298771	-35.03248682658018	-33.99069939299401	-25.688246395616346	-35.54178707018262	-34.66770885568034	-35.399669638106914	-34.77914420598478	-35.48726047069989	-35.38457376510405	-35.168957159769995	-35.14056226823691	-35.14061621687095	-35.123014019780115	-35.14192785475853	-35.36134681172564	-35.14731226618736	-29.39027009139331	-36.530787163960426	-33.852208188721335	-34.15371665709881	-26.899398168545027	-35.816226744672775	-35.013373325764306	-34.035744396471664	-35.168957159769995	-35.22236637514852	-32.125213237689266	-34.528226372361395		-33.828942067176555	-34.30339269256075	-33.880237326981174	-35.06109417365043	-35.385385063696	-32.55287311752972	-35.46749066650528	-35.627143160229956	-36.55118847796599	-33.41242640039149
1400.0	5.0	0.5	nc	nc	-35.3564215108741	-35.406741757811915	-35.96384620576769	-34.68377310384686	-37.55016162000381	-35.47424424870584	-25.3286975158305	-35.49299447269989	-35.25643627573234	-35.64107767285898	-33.037181178082584	-32.91675190200066	-35.26918646240426	-34.97883555402182	-27.23185568263912	-33.61160914382518	-34.987183062437936	-35.279707978798186	-32.394485933875984	-35.556430314467306	-27.79359688537109	-33.365764491474295	-32.33018332112651	-35.910988656441376	-35.488443759121495	-35.44322341906571	-35.231362800816036	-34.68377310384686	-36.77487597218338	-35.90347992644006	-33.23713949133447	-34.68377310384686	-35.49349455256636		-35.235614030294805	-33.666800731295176	-35.51161487159372	-36.53030546805847	-34.93276638514758	-33.94795000991185	-35.914348507775145	-35.50314935997334	-29.32539262641346	-32.26144780634198	-35.93375004090103	-35.87621069496231	-35.28576817606123	-35.14138927382377	-35.03841863379351	-32.30795454681178	-35.27170409532753	-34.81144969923822	-35.01954236246952	-35.59028820132425	-32.94688502707043	-35.260441272573836	-34.605205478510406	-35.56402644171424	-35.488346835238175	-37.501412869996635	-34.36950852299951	-35.470218293332834	-35.489978491869046	-36.71501164856125	-35.62886064355097	-34.4735040432212	-32.090942230249574	-35.460291998238105	-36.20520733725203	-35.79362421466172	-35.51060377247288	-35.92023608914805	-33.60228293891582	-35.00180940480844	-35.31179281686854	-35.32369488581084	-33.61435825414229	-35.33528995980835	-33.818976316347786	-25.23754485638356	-35.87477188912096	-35.123574547107225	-35.40267487449856	-34.865414082071204	-35.69724188333565	-35.68503372619796	-35.50314935997334	-35.05022613651783	-35.24387604177919	-35.01511738580136	-35.24254181008782	-35.63754088535149	-35.461478127641	-29.32499715760525	-36.76977061288595	-33.71713211364249	-33.91988079297457	-26.83444979315617	-36.12842387932059	-34.947344541145625	-33.92236627592986	-35.50314935997334	-35.34454410154565	-31.897484307708034	-34.47387986301806		-33.73688610372781	-34.046841707399636	-33.792075774511666	-34.946490566662014	-35.86238428828296	-32.39845897002673	-35.39399546736868	-35.92624719786313	-36.382187564918226	-33.34213869174794
1400.0	5.0	-0.5	nc	f100	-34.77809430444405	-34.84502714094893	-35.501341293439474	-34.40407156196899	-37.571414057441444	-35.22598026121803	-25.435637406417353	-35.246112538416114	-35.27720638429053	-36.58899552336046	-33.06908650533546	-33.087801860226215	-35.27796206875364	-34.58970996335009	-28.210979181103696	-33.46430504506456	-34.59309352081296	-35.282976055685495	-32.55518992179446	-35.43862660734888	-28.661339208841806	-34.17459376428483	-32.47753785023841	-35.525161572856405	-35.23845460015692	-35.26823061057098	-35.37563805901523	-34.40407156196899	-36.705628409836144	-35.46951933472233	-33.73713141497379	-34.40407156196899	-35.216372566099515		-35.26376093659138	-33.49623870176921	-35.31361684418604	-36.92793601634927	-34.56375907333158	-33.694680572952855	-35.48437535342955	-35.242417030584775	-30.18207287374917	-32.432998226204106	-35.55995117361816	-35.471424491496975	-35.28183587358005	-34.934049704022314	-34.62993487903878	-32.464660757928144	-35.2972547304155	-34.49884184535382	-34.615035473077086	-35.10694539290884	-33.091938688326515	-35.280751984005526	-34.930051928571416	-35.468376720557785	-35.239519331236615		-33.89938395677649	-35.20762972119408	-35.2398581807425	-36.850018326644374	-36.5824639169119	-34.262020872718985	-32.32481473423363	-35.2219734588176	-36.46046520293724	-35.3114436857647	-35.50064525551773	-35.538660884980196	-33.457223914458886	-34.600104245706305	-35.10938722735442	-35.47532014274577	-34.23519703114722	-35.12972370418494	-33.79769783687531	-25.186608947764494	-35.493957317854466	-34.93772510051007	-35.44575007255222	-34.95992018253342	-35.47925206497947	-35.42326383441218	-35.242417030584775	-34.59332069354235	-35.268257808366265	-34.609849416531866	-35.26846494560431	-35.39922530030498	-35.23035190341888	-30.19105447830309	-36.70065016832674	-33.55602171108725	-33.994945229265376	-27.95831196627308	-36.04029975006438	-35.195003239259506	-33.71956998351788	-35.242417030584775	-35.317894164712214	-33.1217383946568	-34.38574914001744		-33.54089739733249	-34.237848112573154	-33.57521601317176	-34.57658935142925	-35.382823290752064	-32.54645860956388	-35.49125892529707	-35.5512898940668	-36.84177031760998	-33.99554348437113
1400.0	5.0	0.0	nc	f100	-34.55969175513014	-34.62441977673878	-36.042331556848445	-34.19090871181647	-37.630785621025375	-35.69702913114497	-25.286593717788225	-35.70724677174363	-35.28243072937918	-36.079827229634056	-32.79280080588092	-32.800576303324725	-35.28798460313587	-34.375379628451185	-28.125299396793828	-33.230491106555135	-34.378554539702584	-35.29834394456031	-32.30417821430433	-35.468682616023564	-28.591365637404987	-34.07083503351588	-32.22371958502741	-35.5787064397863	-35.70966136097725	-35.35166413949012	-35.30396801482293	-34.19090871181647	-36.8935306642862	-35.57265370034649	-33.50055033686986	-34.19090871181647	-35.70469650032697		-35.271281726573115	-33.26173895425284	-35.42022313491064	-36.80908028177532	-34.35075059787751	-33.46461074924814	-36.00400435529732	-35.71194611896634	-30.101238173947035	-32.18127875034505	-35.601262799592575	-35.54907083280669	-35.29601120998913	-35.45882032810943	-34.41488250951178	-32.2120697796644	-35.30212838685829	-34.28092672016254	-34.40038495546618	-35.73925768151052	-32.810086789630226	-35.289419777442674	-35.16391470873176	-35.44474486605365	-35.70202576215769		-33.659661818643144	-35.69025130271312	-35.71069169093987	-36.934341608360086	-36.067665502720295	-34.05284364211009	-32.08189557935213	-35.67951783345581	-36.516740258437586	-35.894857396479	-35.76967617574478	-35.58688904328845	-33.22194250119774	-34.38552297461925	-35.54738142770351	-35.390803023930445	-34.38261355247954	-35.57002733780823	-33.57243399940123	-24.987335066110788	-35.990680966662445	-35.44840549176441	-35.3875633423892	-34.95777154669659	-35.9124496486516	-35.541811756999664	-35.71194611896634	-34.381797763337445	-35.273621026608005	-34.395368699166696	-35.27528318768798	-35.501685636178905	-35.68334924657392	-30.12097351775104	-36.88869189258562	-33.331698360775114	-33.771746671545074	-27.88098092173021	-36.28515699591235	-35.11457361644031	-33.51726046639146	-35.71194611896634	-35.338624210512165	-33.0530779119419	-34.272732651450596		-33.31042534833763	-34.03385482419749	-33.346165560220356	-34.363510337906064	-35.95121338544403	-32.28931975933702	-35.41218630539944	-35.59437396398455	-36.69339270761028	-34.12720000442265
1400.0	5.0	0.5	nc	f100	-34.37233904826015	-34.4365953862057	-36.330419688929666	-34.00765771827896	-37.662389048119955	-35.99354987995311	-25.217247380323755	-35.99389110597569	-35.201015557002606	-35.630010930566705	-32.571037900496634	-32.56872039806077	-35.207654613333	-34.19067911666995	-28.21543095318701	-33.02258935888021	-34.19365795120073	-35.22022722800247	-32.11616281899458	-35.391040190886216	-28.671627316668356	-33.961262392693556	-32.03812976932222	-35.49999191458482	-36.0059811257262	-35.29782468044737	-35.183774877022024	-34.00765771827896	-37.04891445683505	-35.52187437473026	-33.302529358377406	-34.00765771827896	-36.02826285957701		-35.19089828374415	-33.05261401427292	-35.37749276423196	-36.69561177113775	-34.16722769902299	-33.25564016723065	-36.25704323917879	-36.00850606881546	-30.16103723286571	-31.999089356395828	-35.51686573543361	-35.484714000907985	-35.21670358780559	-35.94340915285439	-34.22955493583057	-32.02766112876412	-35.21816362367515	-34.08987431268421	-34.21527267229501	-36.2467961779114	-32.58081227787994	-35.20932312648861	-35.29065627844516	-35.33878827800838	-35.990153229976464		-33.44354388016127	-36.00025445068089	-36.00666405118088	-37.02563218677085	-35.61726132697517	-33.87153076090246	-31.910714028692567	-35.96530949730587	-36.536612539388564	-36.28006951002409	-36.20105522256069	-35.50511109715313	-33.01308730573141	-34.20057942296833	-35.81438866943201	-35.258412793835426	-34.363413463615984	-35.84111384560756	-33.374259204904845	-24.84832467182943	-36.215775587817866	-35.92067990524648	-35.26801980156628	-34.87525677211719	-36.08532926712081	-35.502179908718155	-36.00850606881546	-34.19946370323332	-35.192387341018176	-34.21042957334755	-35.19449076070978	-35.455300993549244	-35.96420104936191	-30.190904976210682	-37.04498850585813	-33.142199477966756	-33.57956705585883	-28.01392939832647	-36.602120873896844	-34.99659389273836	-33.30707177561006	-36.00850606881546	-35.2606934182184	-32.94731005147009	-34.139147482902764		-33.102444178170266	-33.85260936685292	-33.1384824341603	-34.179253638751774	-36.302286685342835	-32.09751559477886	-35.28045933214172	-35.510621825745844	-36.568415075589826	-34.09718303432308
1400.0	5.5	-0.5	nc	nc	-35.28670048880525	-35.38977382274809	-34.813315995473545	-34.816127080116075	-37.48937924482591	-34.57821582105251	-25.579637208672786	-34.60338720649773	-34.93530394143321	-36.7899696490924	-33.6019235443902	-33.7144051797657	-34.932393720825026	-35.0402759050878	-27.242615389340532	-33.90399835790375	-35.045908971961396	-34.93223871615874	-32.83501610704938	-35.07282854143785	-27.836490544165812	-33.885366184735645	-32.69641214291637	-35.10241653468043	-34.58874134293118	-34.820323034651516	-35.130888356387594	-34.816127080116075	-36.43642448670417	-34.99313537256122	-34.02613295265158	-34.816127080116075	-34.56743931263062		-34.9195440593948	-33.95255753499461	-34.83335263123521	-36.88822327234429	-35.00497393731774	-34.15024062170845	-34.796163476986486	-34.59773019700976	-29.379005182375863	-32.61478943884694	-35.15156686620368	-35.02299867126218	-34.93301285160387	-34.304232140667246	-35.09274934544691	-32.67271799509912	-34.95554857341512	-34.95903203976137	-35.07336268727613	-34.43951652213621	-33.76179492525083	-34.93608578583655	-34.34510971426374	-35.16297871262965	-34.59636440185186	-37.50951099780024	-34.459683498695306	-34.55823497746249	-34.590279574066166	-36.67772078025803	-36.79365689342426	-34.643933731272575	-32.42299676986691	-34.58169577212767	-36.27257413183575	-34.631285915817706	-35.2226094254368	-35.12180726920143	-33.90817173332551	-35.05569377369059	-34.47984118211621	-35.25433317847838	-33.69422705536377	-34.499284796475095	-34.172856750705385	-25.487476215542134	-34.80715169548184	-34.31024764819993	-35.18479022369428	-34.6128570606959	-34.80840436723624	-34.930760889207036	-34.59773019700976	-35.053920031996945	-34.92593423470648	-35.0678791880241	-34.9256156021031	-34.926928502627625	-34.59079684295937	-29.374065974945964	-36.431351911419384	-33.95335151634059	-34.345757896449044	-26.838942197758193	-35.755172939490116	-34.94699593790002	-34.19389879326965	-34.59773019700976	-34.96187211605	-32.62153569762085	-34.5112968730536		-33.98450881777063	-34.54189963101455	-34.0162538184559	-35.020898707601006	-34.700630275688205	-32.89513518530365	-35.262184240091614	-35.14078355642518	-36.82175201448111	-33.478786526338354
