age,mass,luminosity,temperature,gravity,radius,metallicity,cloud
0.2,0.024,-4.382,1378,4.711,0.113,0,nc
0.2,0.026,-4.282,1460,4.746,0.113,0,nc
0.2,0.028,-4.186,1541,4.778,0.1131,0,nc
0.2,0.03,-4.103,1617,4.807,0.1132,0,nc
0.2,0.033,-3.991,1722,4.847,0.1134,0,nc
0.2,0.035,-3.925,1788,4.871,0.1136,0,nc
0.2,0.038,-3.828,1885,4.902,0.1142,0,nc
0.2,0.04,-3.768,1947,4.92,0.1147,0,nc
0.2,0.043,-3.68,2037,4.943,0.1159,0,nc
0.2,0.045,-3.63,2091,4.958,0.1165,0,nc
0.2,0.048,-3.563,2165,4.979,0.1175,0,nc
0.2,0.05,-3.518,2213,4.99,0.1184,0,nc
0.2,0.053,-3.459,2278,5.006,0.1196,0,nc
0.2,0.055,-3.423,2318,5.017,0.1204,0,nc
0.2,0.058,-3.377,2371,5.033,0.1214,0,nc
0.2,0.06,-3.346,2406,5.041,0.1222,0,nc
0.3,0.002,-7.035,291,3.587,0.1191,0,nc
0.3,0.003,-6.73,346,3.758,0.1197,0,nc
0.3,0.004,-6.503,395,3.884,0.1197,0,nc
0.3,0.005,-6.316,441,3.984,0.1192,0,nc
0.3,0.006,-6.152,486,4.069,0.1184,0,nc
0.3,0.007,-6.006,530,4.141,0.1177,0,nc
0.3,0.008,-5.877,573,4.205,0.1169,0,nc
0.3,0.009,-5.759,615,4.262,0.1161,0,nc
0.3,0.01,-5.635,662,4.312,0.1155,0,nc
0.3,0.011,-5.435,742,4.352,0.1158,0,nc
0.3,0.012,-4.945,967,4.359,0.1198,0,nc
0.3,0.013,-5.08,908,4.419,0.1165,0,nc
0.3,0.014,-5.185,865,4.472,0.1138,0,nc
0.3,0.015,-5.15,887,4.51,0.1127,0,nc
0.3,0.016,-5.094,919,4.543,0.112,0,nc
0.3,0.017,-5.03,955,4.574,0.1114,0,nc
0.3,0.018,-4.968,993,4.603,0.1109,0,nc
0.3,0.019,-4.902,1033,4.629,0.1105,0,nc
0.3,0.02,-4.844,1070,4.655,0.1101,0,nc
0.3,0.022,-4.733,1144,4.702,0.1094,0,nc
0.3,0.024,-4.628,1219,4.744,0.1088,0,nc
0.3,0.026,-4.529,1292,4.783,0.1084,0,nc
0.3,0.028,-4.436,1366,4.817,0.1081,0,nc
0.3,0.03,-4.349,1437,4.849,0.1078,0,nc
0.3,0.033,-4.231,1540,4.892,0.1076,0,nc
0.3,0.035,-4.158,1607,4.918,0.1076,0,nc
0.3,0.038,-4.056,1703,4.953,0.1077,0,nc
0.3,0.04,-3.993,1764,4.974,0.1079,0,nc
0.3,0.043,-3.903,1854,5.001,0.1083,0,nc
0.3,0.045,-3.848,1910,5.019,0.1087,0,nc
0.3,0.048,-3.772,1990,5.042,0.1092,0,nc
0.3,0.05,-3.724,2042,5.056,0.1098,0,nc
0.3,0.053,-3.657,2114,5.075,0.1106,0,nc
0.3,0.055,-3.615,2160,5.086,0.1111,0,nc
0.3,0.058,-3.559,2223,5.103,0.112,0,nc
0.3,0.06,-3.523,2263,5.112,0.1126,0,nc
0.3,0.063,-3.472,2320,5.126,0.1136,0,nc
0.3,0.064,-3.456,2338,5.131,0.1139,0,nc
0.3,0.065,-3.44,2355,5.134,0.1144,0,nc
0.3,0.066,-3.425,2372,5.138,0.1147,0,nc
0.3,0.067,-3.411,2388,5.142,0.1151,0,nc
0.3,0.068,-3.395,2405,5.145,0.1155,0,nc
0.4,0.002,-7.172,271,3.595,0.1179,0,nc
0.4,0.003,-6.867,322,3.766,0.1186,0,nc
0.4,0.004,-6.64,367,3.892,0.1185,0,nc
0.4,0.005,-6.458,408,3.993,0.118,0,nc
0.4,0.006,-6.3,448,4.077,0.1172,0,nc
0.4,0.007,-6.159,488,4.151,0.1164,0,nc
0.4,0.008,-6.031,527,4.215,0.1156,0,nc
0.4,0.009,-5.914,566,4.272,0.1147,0,nc
0.4,0.01,-5.786,611,4.323,0.1141,0,nc
0.4,0.011,-5.602,679,4.364,0.1141,0,nc
0.4,0.012,-5.158,866,4.379,0.1171,0,nc
0.4,0.013,-5.31,804,4.439,0.1139,0,nc
0.4,0.014,-5.37,784,4.487,0.1118,0,nc
0.4,0.015,-5.325,808,4.524,0.1109,0,nc
0.4,0.016,-5.275,835,4.558,0.1101,0,nc
0.4,0.017,-5.212,868,4.59,0.1094,0,nc
0.4,0.018,-5.142,906,4.618,0.1089,0,nc
0.4,0.019,-5.075,943,4.646,0.1085,0,nc
0.4,0.02,-5.015,979,4.672,0.108,0,nc
0.4,0.022,-4.902,1048,4.72,0.1072,0,nc
0.4,0.024,-4.807,1112,4.764,0.1063,0,nc
0.4,0.026,-4.702,1184,4.804,0.1058,0,nc
0.4,0.028,-4.604,1255,4.839,0.1054,0,nc
0.4,0.03,-4.518,1322,4.873,0.105,0,nc
0.4,0.033,-4.401,1418,4.919,0.1044,0,nc
0.4,0.035,-4.33,1479,4.947,0.1041,0,nc
0.4,0.038,-4.225,1572,4.984,0.1039,0,nc
0.4,0.04,-4.16,1633,5.007,0.1039,0,nc
0.4,0.043,-4.061,1726,5.035,0.1042,0,nc
0.4,0.045,-4.004,1782,5.054,0.1044,0,nc
0.4,0.048,-3.927,1861,5.08,0.1046,0,nc
0.4,0.05,-3.873,1916,5.094,0.105,0,nc
0.4,0.053,-3.802,1991,5.115,0.1055,0,nc
0.4,0.055,-3.758,2039,5.128,0.1059,0,nc
0.4,0.058,-3.699,2104,5.148,0.1063,0,nc
0.4,0.06,-3.659,2148,5.158,0.1068,0,nc
0.4,0.063,-3.599,2214,5.171,0.1078,0,nc
0.4,0.064,-3.582,2233,5.177,0.108,0,nc
0.4,0.065,-3.567,2250,5.181,0.1083,0,nc
0.4,0.066,-3.549,2270,5.185,0.1086,0,nc
0.4,0.067,-3.529,2290,5.188,0.1091,0,nc
0.4,0.068,-3.515,2307,5.193,0.1093,0,nc
0.4,0.069,-3.498,2326,5.196,0.1097,0,nc
0.4,0.07,-3.481,2344,5.199,0.1101,0,nc
0.4,0.071,-3.467,2362,5.204,0.1103,0,nc
0.4,0.072,-3.451,2380,5.207,0.1107,0,nc
0.4,0.073,-3.429,2400,5.206,0.1116,0,nc
0.4,0.074,-3.419,2413,5.211,0.1116,0,nc
0.6,0.003,-7.053,291,3.777,0.1172,0,nc
0.6,0.004,-6.827,331,3.903,0.1171,0,nc
0.6,0.005,-6.646,369,4.004,0.1165,0,nc
0.6,0.006,-6.494,404,4.089,0.1157,0,nc
0.6,0.007,-6.359,438,4.162,0.1149,0,nc
0.6,0.008,-6.235,472,4.227,0.114,0,nc
0.6,0.009,-6.122,506,4.285,0.1131,0,nc
0.6,0.01,-6.009,542,4.337,0.1123,0,nc
0.6,0.011,-5.835,599,4.38,0.1121,0,nc
0.6,0.012,-5.465,736,4.404,0.1138,0,nc
0.6,0.013,-5.603,688,4.46,0.1111,0,nc
0.6,0.014,-5.631,682,4.506,0.1094,0,nc
0.6,0.015,-5.575,707,4.542,0.1086,0,nc
0.6,0.016,-5.51,737,4.576,0.1079,0,nc
0.6,0.017,-5.446,767,4.608,0.1072,0,nc
0.6,0.018,-5.383,797,4.637,0.1066,0,nc
0.6,0.019,-5.326,826,4.666,0.106,0,nc
0.6,0.02,-5.267,857,4.693,0.1054,0,nc
0.6,0.022,-5.154,919,4.742,0.1044,0,nc
0.6,0.024,-5.045,982,4.787,0.1036,0,nc
0.6,0.026,-4.952,1041,4.829,0.1027,0,nc
0.6,0.028,-4.858,1103,4.867,0.102,0,nc
0.6,0.03,-4.77,1163,4.903,0.1014,0,nc
0.6,0.033,-4.651,1251,4.951,0.1006,0,nc
0.6,0.035,-4.57,1313,4.979,0.1002,0,nc
0.6,0.038,-4.463,1400,5.02,0.0997,0,nc
0.6,0.04,-4.396,1456,5.044,0.0995,0,nc
0.6,0.043,-4.304,1538,5.078,0.0992,0,nc
0.6,0.045,-4.244,1593,5.099,0.0991,0,nc
0.6,0.048,-4.16,1672,5.127,0.099,0,nc
0.6,0.05,-4.105,1725,5.144,0.0991,0,nc
0.6,0.053,-4.028,1802,5.168,0.0993,0,nc
0.6,0.055,-3.979,1852,5.183,0.0995,0,nc
0.6,0.058,-3.907,1926,5.202,0.0999,0,nc
0.6,0.06,-3.861,1975,5.214,0.1002,0,nc
0.6,0.063,-3.798,2043,5.231,0.1007,0,nc
0.6,0.064,-3.778,2065,5.237,0.1008,0,nc
0.6,0.065,-3.751,2092,5.239,0.1013,0,nc
0.6,0.066,-3.73,2115,5.243,0.1016,0,nc
0.6,0.067,-3.707,2138,5.247,0.102,0,nc
0.6,0.068,-3.687,2161,5.251,0.1023,0,nc
0.6,0.069,-3.666,2183,5.254,0.1026,0,nc
0.6,0.07,-3.646,2205,5.257,0.1029,0,nc
0.6,0.071,-3.625,2228,5.261,0.1033,0,nc
0.6,0.072,-3.604,2250,5.263,0.1037,0,nc
0.6,0.073,-3.585,2271,5.265,0.1042,0,nc
0.6,0.074,-3.562,2294,5.267,0.1047,0,nc
0.6,0.075,-3.542,2315,5.268,0.1052,0,nc
0.6,0.077,-3.503,2357,5.272,0.1062,0,nc
0.6,0.08,-3.439,2422,5.272,0.1082,0,nc
0.8,0.003,-7.192,270,3.785,0.1161,0,nc
0.8,0.004,-6.967,307,3.911,0.116,0,nc
0.8,0.005,-6.787,341,4.012,0.1154,0,nc
0.8,0.006,-6.636,374,4.097,0.1147,0,nc
0.8,0.007,-6.504,405,4.171,0.1138,0,nc
0.8,0.008,-6.385,435,4.236,0.1129,0,nc
0.8,0.009,-6.275,465,4.294,0.1119,0,nc
0.8,0.01,-6.158,500,4.346,0.1111,0,nc
0.8,0.011,-5.999,548,4.39,0.1108,0,nc
0.8,0.012,-5.678,657,4.419,0.1119,0,nc
0.8,0.013,-5.794,621,4.473,0.1095,0,nc
