age,mass,luminosity,temperature,gravity,radius,metallicity,cloud
0.6,0.05,-4.142,1712,5.168,0.0965,-0.3,nc
0.6,0.053,-4.059,1795,5.193,0.0965,-0.3,nc
0.6,0.055,-4.008,1849,5.209,0.0965,-0.3,nc
0.6,0.058,-3.934,1928,5.23,0.0967,-0.3,nc
0.6,0.06,-3.886,1980,5.243,0.0969,-0.3,nc
0.6,0.063,-3.816,2057,5.261,0.0973,-0.3,nc
0.6,0.064,-3.793,2083,5.266,0.0974,-0.3,nc
0.6,0.065,-3.772,2107,5.272,0.0976,-0.3,nc
0.6,0.066,-3.747,2134,5.276,0.0979,-0.3,nc
0.6,0.067,-3.725,2159,5.281,0.0981,-0.3,nc
0.6,0.068,-3.701,2185,5.284,0.0984,-0.3,nc
0.6,0.069,-3.679,2210,5.288,0.0987,-0.3,nc
0.6,0.07,-3.653,2238,5.291,0.0991,-0.3,nc
0.6,0.071,-3.631,2264,5.294,0.0994,-0.3,nc
0.6,0.072,-3.608,2289,5.297,0.0998,-0.3,nc
0.6,0.073,-3.589,2312,5.301,0.1,-0.3,nc
0.6,0.074,-3.564,2338,5.302,0.1005,-0.3,nc
0.6,0.075,-3.54,2365,5.303,0.1011,-0.3,nc
0.6,0.077,-3.498,2412,5.307,0.102,-0.3,nc
0.8,0.003,-7.179,273,3.795,0.1147,-0.3,nc
0.8,0.004,-6.953,311,3.92,0.1148,-0.3,nc
0.8,0.005,-6.778,345,4.02,0.1143,-0.3,nc
0.8,0.006,-6.634,376,4.105,0.1136,-0.3,nc
0.8,0.007,-6.511,405,4.178,0.1127,-0.3,nc
0.8,0.008,-6.402,433,4.244,0.1118,-0.3,nc
0.8,0.009,-6.3,461,4.302,0.1109,-0.3,nc
0.8,0.01,-6.198,491,4.355,0.11,-0.3,nc
0.8,0.011,-6.055,534,4.401,0.1094,-0.3,nc
0.8,0.012,-5.762,631,4.433,0.1101,-0.3,nc
0.8,0.013,-5.808,619,4.482,0.1083,-0.3,nc
0.8,0.014,-5.82,619,4.526,0.1069,-0.3,nc
0.8,0.015,-5.762,643,4.563,0.1061,-0.3,nc
0.8,0.016,-5.7,668,4.597,0.1053,-0.3,nc
0.8,0.017,-5.634,696,4.629,0.1046,-0.3,nc
0.8,0.018,-5.579,721,4.66,0.1039,-0.3,nc
0.8,0.019,-5.52,749,4.688,0.1033,-0.3,nc
0.8,0.02,-5.456,779,4.715,0.1027,-0.3,nc
0.8,0.022,-5.348,833,4.766,0.1016,-0.3,nc
0.8,0.024,-5.246,888,4.813,0.1006,-0.3,nc
0.8,0.026,-5.15,943,4.855,0.0997,-0.3,nc
0.8,0.028,-5.066,994,4.896,0.0988,-0.3,nc
0.8,0.03,-4.973,1052,4.932,0.0981,-0.3,nc
0.8,0.033,-4.859,1130,4.983,0.097,-0.3,nc
0.8,0.035,-4.781,1185,5.014,0.0964,-0.3,nc
0.8,0.038,-4.669,1269,5.056,0.0957,-0.3,nc
0.8,0.04,-4.611,1316,5.083,0.0951,-0.3,nc
0.8,0.043,-4.511,1398,5.119,0.0946,-0.3,nc
0.8,0.045,-4.458,1445,5.143,0.0942,-0.3,nc
0.8,0.048,-4.365,1526,5.174,0.0939,-0.3,nc
0.8,0.05,-4.31,1577,5.193,0.0937,-0.3,nc
0.8,0.053,-4.236,1649,5.222,0.0933,-0.3,nc
0.8,0.055,-4.183,1701,5.239,0.0932,-0.3,nc
0.8,0.058,-4.105,1779,5.262,0.0932,-0.3,nc
0.8,0.06,-4.053,1832,5.276,0.0933,-0.3,nc
0.8,0.063,-3.975,1914,5.295,0.0935,-0.3,nc
0.8,0.064,-3.949,1942,5.301,0.0937,-0.3,nc
0.8,0.065,-3.918,1973,5.304,0.094,-0.3,nc
0.8,0.066,-3.896,1998,5.311,0.094,-0.3,nc
0.8,0.067,-3.87,2026,5.315,0.0942,-0.3,nc
0.8,0.068,-3.836,2061,5.317,0.0947,-0.3,nc
0.8,0.069,-3.809,2090,5.321,0.095,-0.3,nc
0.8,0.07,-3.782,2119,5.325,0.0953,-0.3,nc
0.8,0.071,-3.754,2149,5.328,0.0956,-0.3,nc
0.8,0.072,-3.726,2180,5.33,0.096,-0.3,nc
0.8,0.073,-3.698,2210,5.332,0.0965,-0.3,nc
0.8,0.074,-3.668,2243,5.333,0.097,-0.3,nc
0.8,0.075,-3.641,2272,5.335,0.0975,-0.3,nc
0.8,0.077,-3.584,2334,5.336,0.0987,-0.3,nc
0.8,0.08,-3.497,2426,5.333,0.1009,-0.3,nc
1,0.004,-7.062,293,3.926,0.1139,-0.3,nc
1,0.005,-6.886,325,4.026,0.1135,-0.3,nc
1,0.006,-6.742,355,4.111,0.1128,-0.3,nc
1,0.007,-6.619,382,4.184,0.112,-0.3,nc
1,0.008,-6.51,408,4.25,0.1111,-0.3,nc
1,0.009,-6.41,434,4.308,0.1101,-0.3,nc
1,0.01,-6.313,461,4.361,0.1092,-0.3,nc
1,0.011,-6.185,498,4.408,0.1085,-0.3,nc
1,0.012,-5.917,580,4.443,0.1089,-0.3,nc
1,0.013,-5.949,574,4.49,0.1073,-0.3,nc
1,0.014,-5.954,576,4.534,0.1059,-0.3,nc
1,0.015,-5.894,598,4.57,0.1051,-0.3,nc
1,0.016,-5.83,623,4.605,0.1044,-0.3,nc
1,0.017,-5.768,648,4.637,0.1036,-0.3,nc
1,0.018,-5.707,673,4.667,0.103,-0.3,nc
1,0.019,-5.647,699,4.696,0.1023,-0.3,nc
1,0.02,-5.591,724,4.724,0.1017,-0.3,nc
1,0.022,-5.484,775,4.775,0.1005,-0.3,nc
1,0.024,-5.385,824,4.822,0.0995,-0.3,nc
1,0.026,-5.29,875,4.866,0.0985,-0.3,nc
1,0.028,-5.2,926,4.906,0.0976,-0.3,nc
1,0.03,-5.116,976,4.943,0.0967,-0.3,nc
1,0.033,-4.996,1052,4.995,0.0956,-0.3,nc
1,0.035,-4.921,1102,5.027,0.095,-0.3,nc
1,0.038,-4.814,1178,5.071,0.0941,-0.3,nc
1,0.04,-4.747,1228,5.098,0.0935,-0.3,nc
1,0.043,-4.653,1301,5.136,0.0928,-0.3,nc
1,0.045,-4.593,1349,5.159,0.0924,-0.3,nc
1,0.048,-4.507,1422,5.192,0.0919,-0.3,nc
1,0.05,-4.451,1470,5.213,0.0916,-0.3,nc
1,0.053,-4.371,1543,5.241,0.0913,-0.3,nc
1,0.055,-4.317,1593,5.259,0.0911,-0.3,nc
1,0.058,-4.238,1668,5.283,0.091,-0.3,nc
1,0.06,-4.184,1721,5.298,0.091,-0.3,nc
1,0.063,-4.101,1803,5.318,0.0911,-0.3,nc
1,0.064,-4.073,1832,5.324,0.0912,-0.3,nc
1,0.065,-4.043,1862,5.329,0.0914,-0.3,nc
1,0.066,-4.014,1892,5.334,0.0915,-0.3,nc
1,0.067,-3.984,1923,5.339,0.0917,-0.3,nc
1,0.068,-3.953,1955,5.343,0.092,-0.3,nc
1,0.069,-3.921,1988,5.346,0.0923,-0.3,nc
1,0.07,-3.889,2022,5.349,0.0926,-0.3,nc
1,0.071,-3.856,2056,5.352,0.093,-0.3,nc
1,0.072,-3.822,2092,5.354,0.0934,-0.3,nc
1,0.073,-3.788,2127,5.355,0.0939,-0.3,nc
1,0.074,-3.753,2164,5.356,0.0945,-0.3,nc
1,0.075,-3.718,2200,5.356,0.0951,-0.3,nc
1,0.077,-3.647,2276,5.355,0.0965,-0.3,nc
1,0.08,-3.541,2386,5.348,0.0991,-0.3,nc
1,0.085,-3.376,2558,5.33,0.1043,-0.3,nc
1.5,0.005,-7.076,293,4.037,0.1122,-0.3,nc
1.5,0.006,-6.93,320,4.121,0.1115,-0.3,nc
1.5,0.007,-6.807,345,4.195,0.1107,-0.3,nc
1.5,0.008,-6.699,368,4.26,0.1098,-0.3,nc
1.5,0.009,-6.601,391,4.318,0.1089,-0.3,nc
1.5,0.01,-6.509,414,4.371,0.1079,-0.3,nc
1.5,0.011,-6.397,443,4.419,0.1072,-0.3,nc
1.5,0.012,-6.195,499,4.458,0.107,-0.3,nc
1.5,0.013,-6.192,503,4.503,0.1057,-0.3,nc
1.5,0.014,-6.17,512,4.545,0.1045,-0.3,nc
1.5,0.015,-6.106,533,4.582,0.1037,-0.3,nc
1.5,0.016,-6.043,555,4.616,0.1029,-0.3,nc
1.5,0.017,-5.98,577,4.649,0.1022,-0.3,nc
1.5,0.018,-5.925,598,4.68,0.1015,-0.3,nc
1.5,0.019,-5.866,621,4.709,0.1008,-0.3,nc
1.5,0.02,-5.808,644,4.737,0.1002,-0.3,nc
1.5,0.022,-5.701,689,4.789,0.099,-0.3,nc
1.5,0.024,-5.602,733,4.837,0.0978,-0.3,nc
1.5,0.026,-5.512,777,4.881,0.0968,-0.3,nc
1.5,0.028,-5.431,818,4.922,0.0958,-0.3,nc
1.5,0.03,-5.345,864,4.96,0.0949,-0.3,nc
1.5,0.033,-5.232,928,5.013,0.0936,-0.3,nc
1.5,0.035,-5.156,973,5.046,0.0929,-0.3,nc
1.5,0.038,-5.056,1037,5.091,0.0918,-0.3,nc
1.5,0.04,-4.988,1082,5.12,0.0912,-0.3,nc
1.5,0.043,-4.888,1151,5.159,0.0904,-0.3,nc
1.5,0.045,-4.831,1193,5.184,0.0899,-0.3,nc
1.5,0.048,-4.741,1261,5.218,0.0892,-0.3,nc
1.5,0.05,-4.685,1305,5.239,0.0888,-0.3,nc
1.5,0.053,-4.607,1369,5.27,0.0883,-0.3,nc
1.5,0.055,-4.557,1412,5.289,0.0879,-0.3,nc
1.5,0.058,-4.476,1482,5.316,0.0876,-0.3,nc
1.5,0.06,-4.418,1533,5.331,0.0875,-0.3,nc
1.5,0.063,-4.328,1615,5.352,0.0875,-0.3,nc
1.5,0.064,-4.293,1646,5.358,0.0877,-0.3,nc
1.5,0.065,-4.263,1675,5.364,0.0877,-0.3,nc
1.5,0.066,-4.226,1709,5.369,0.0879,-0.3,nc
1.5,0.067,-4.189,1744,5.374,0.0881,-0.3,nc
1.5,0.068,-4.15,1781,5.378,0.0883,-0.3,nc
1.5,0.069,-4.11,1819,5.381,0.0886,-0.3,nc
1.5,0.07,-4.066,1861,5.384,0.089,-0.3,nc
1.5,0.071,-4.023,1904,5.385,0.0895,-0.3,nc
1.5,0.072,-3.978,1948,5.387,0.09,-0.3,nc
1.5,0.073,-3.929,1997,5.386,0.0906,-0.3,nc
1.5,0.074,-3.885,2041,5.387,0.0912,-0.3,nc
1.5,0.075,-3.834,2092,5.385,0.092,-0.3,nc
1.5,0.077,-3.736,2192,5.379,0.0939,-0.3,nc
1.5,0.08,-3.593,2338,5.365,0.0973,-0.3,nc
1.5,0.085,-3.392,2544,5.336,0.1036,-0.3,nc
2,0.006,-7.073,296,4.129,0.1106,-0.3,nc
2,0.007,-6.949,319,4.202,0.1098,-0.3,nc
2,0.008,-6.84,341,4.267,0.1089,-0.3,nc
2,0.009,-6.743,362,4.325,0.108,-0.3,nc
2,0.01,-6.652,383,4.378,0.107,-0.3,nc
2,0.011,-6.544,409,4.426,0.1063,-0.3,nc
2,0.012,-6.38,450,4.467,0.1059,-0.3,nc
2,0.013,-6.354,460,4.511,0.1047,-0.3,nc
2,0.014,-6.327,470,4.553,0.1036,-0.3,nc
2,0.015,-6.263,489,4.59,0.1028,-0.3,nc
2,0.016,-6.201,509,4.625,0.102,-0.3,nc
2,0.017,-6.137,530,4.657,0.1013,-0.3,nc
2,0.018,-6.085,548,4.688,0.1005,-0.3,nc
2,0.019,-6.028,568,4.718,0.0998,-0.3,nc
2,0.02,-5.968,590,4.746,0.0992,-0.3,nc
2,0.022,-5.864,631,4.798,0.0979,-0.3,nc
2,0.024,-5.765,672,4.846,0.0968,-0.3,nc
2,0.026,-5.674,712,4.891,0.0957,-0.3,nc
2,0.028,-5.596,748,4.933,0.0946,-0.3,nc
2,0.03,-5.511,790,4.971,0.0937,-0.3,nc
2,0.033,-5.406,845,5.025,0.0924,-0.3,nc
2,0.035,-5.33,887,5.058,0.0916,-0.3,nc
2,0.038,-5.234,943,5.105,0.0904,-0.3,nc
2,0.04,-5.166,984,5.134,0.0898,-0.3,nc
2,0.043,-5.065,1048,5.173,0.0889,-0.3,nc
2,0.045,-5.013,1084,5.199,0.0882,-0.3,nc
2,0.048,-4.917,1150,5.234,0.0876,-0.3,nc
2,0.05,-4.86,1191,5.257,0.0871,-0.3,nc
2,0.053,-4.785,1249,5.289,0.0864,-0.3,nc
2,0.055,-4.732,1291,5.308,0.0861,-0.3,nc
2,0.058,-4.649,1357,5.335,0.0857,-0.3,nc
2,0.06,-4.585,1409,5.351,0.0855,-0.3,nc
2,0.063,-4.492,1487,5.374,0.0854,-0.3,nc
2,0.064,-4.454,1519,5.38,0.0855,-0.3,nc
2,0.065,-4.419,1550,5.386,0.0856,-0.3,nc
2,0.066,-4.38,1584,5.391,0.0857,-0.3,nc
2,0.067,-4.337,1621,5.396,0.0859,-0.3,nc
2,0.068,-4.291,1663,5.399,0.0862,-0.3,nc
2,0.069,-4.241,1707,5.402,0.0865,-0.3,nc
2,0.07,-4.196,1749,5.405,0.0868,-0.3,nc
2,0.071,-4.144,1797,5.406,0.0873,-0.3,nc
2,0.072,-4.088,1850,5.407,0.0879,-0.3,nc
2,0.073,-4.026,1909,5.405,0.0887,-0.3,nc
2,0.074,-3.967,1966,5.403,0.0895,-0.3,nc
2,0.075,-3.91,2022,5.401,0.0903,-0.3,nc
2,0.077,-3.787,2145,5.391,0.0925,-0.3,nc
2,0.08,-3.617,2316,5.372,0.0964,-0.3,nc
2,0.085,-3.396,2540,5.338,0.1034,-0.3,nc
3,0.007,-7.146,286,4.211,0.1086,-0.3,nc
3,0.008,-7.036,306,4.276,0.1077,-0.3,nc
3,0.009,-6.939,325,4.335,0.1068,-0.3,nc
3,0.01,-6.85,344,4.388,0.1059,-0.3,nc
3,0.011,-6.753,365,4.436,0.1051,-0.3,nc
3,0.012,-6.616,396,4.478,0.1045,-0.3,nc
3,0.013,-6.58,406,4.522,0.1034,-0.3,nc
3,0.014,-6.543,417,4.563,0.1024,-0.3,nc
3,0.015,-6.481,434,4.6,0.1016,-0.3,nc
3,0.016,-6.42,451,4.635,0.1008,-0.3,nc
3,0.017,-6.359,469,4.668,0.1,-0.3,nc
3,0.018,-6.303,486,4.699,0.0993,-0.3,nc
3,0.019,-6.247,504,4.729,0.0986,-0.3,nc
3,0.02,-6.193,522,4.757,0.0979,-0.3,nc
3,0.022,-6.093,557,4.81,0.0966,-0.3,nc
3,0.024,-5.999,591,4.859,0.0954,-0.3,nc
3,0.026,-5.91,626,4.904,0.0943,-0.3,nc
3,0.028,-5.826,661,4.946,0.0932,-0.3,nc
3,0.03,-5.745,696,4.985,0.0922,-0.3,nc
3,0.033,-5.64,745,5.039,0.0908,-0.3,nc
3,0.035,-5.57,779,5.073,0.09,-0.3,nc
3,0.038,-5.471,830,5.121,0.0888,-0.3,nc
3,0.04,-5.407,865,5.15,0.0881,-0.3,nc
3,0.043,-5.314,918,5.191,0.0871,-0.3,nc
3,0.045,-5.259,951,5.218,0.0864,-0.3,nc
3,0.048,-5.171,1005,5.254,0.0856,-0.3,nc
3,0.05,-5.116,1041,5.277,0.085,-0.3,nc
3,0.053,-5.035,1095,5.31,0.0843,-0.3,nc
3,0.055,-4.978,1134,5.33,0.0839,-0.3,nc
3,0.058,-4.889,1198,5.359,0.0834,-0.3,nc
3,0.06,-4.826,1244,5.376,0.0831,-0.3,nc
3,0.063,-4.722,1322,5.399,0.083,-0.3,nc
3,0.064,-4.683,1352,5.406,0.083,-0.3,nc
3,0.065,-4.639,1386,5.412,0.0831,-0.3,nc
3,0.066,-4.595,1421,5.417,0.0832,-0.3,nc
3,0.067,-4.544,1461,5.422,0.0834,-0.3,nc
3,0.068,-4.49,1505,5.425,0.0836,-0.3,nc
3,0.069,-4.433,1552,5.428,0.0839,-0.3,nc
3,0.07,-4.37,1605,5.43,0.0844,-0.3,nc
3,0.071,-4.302,1664,5.431,0.0849,-0.3,nc
3,0.072,-4.229,1728,5.429,0.0856,-0.3,nc
3,0.073,-4.151,1799,5.427,0.0865,-0.3,nc
3,0.074,-4.071,1872,5.423,0.0875,-0.3,nc
3,0.075,-3.991,1948,5.417,0.0887,-0.3,nc
3,0.077,-3.833,2102,5.402,0.0914,-0.3,nc
3,0.08,-3.632,2303,5.376,0.096,-0.3,nc
3,0.085,-3.398,2539,5.338,0.1033,-0.3,nc
4,0.008,-7.177,283,4.283,0.1069,-0.3,nc
4,0.009,-7.079,301,4.341,0.106,-0.3,nc
4,0.01,-6.99,318,4.394,0.1051,-0.3,nc
4,0.011,-6.893,338,4.443,0.1043,-0.3,nc
4,0.012,-6.771,364,4.486,0.1036,-0.3,nc
4,0.013,-6.728,375,4.529,0.1026,-0.3,nc
4,0.014,-6.682,386,4.569,0.1017,-0.3,nc
4,0.015,-6.621,402,4.606,0.1008,-0.3,nc
4,0.016,-6.563,417,4.641,0.1,-0.3,nc
4,0.017,-6.503,434,4.674,0.0993,-0.3,nc
4,0.018,-6.456,447,4.706,0.0985,-0.3,nc
4,0.019,-6.4,464,4.736,0.0978,-0.3,nc
4,0.02,-6.341,481,4.764,0.0971,-0.3,nc
4,0.022,-6.242,513,4.817,0.0958,-0.3,nc
4,0.024,-6.15,544,4.866,0.0946,-0.3,nc
4,0.026,-6.064,575,4.912,0.0934,-0.3,nc
4,0.028,-5.992,603,4.954,0.0923,-0.3,nc
4,0.03,-5.904,638,4.993,0.0913,-0.3,nc
4,0.033,-5.806,680,5.049,0.0899,-0.3,nc
4,0.035,-5.736,712,5.082,0.089,-0.3,nc
4,0.038,-5.641,757,5.13,0.0878,-0.3,nc
4,0.04,-5.579,788,5.16,0.087,-0.3,nc
4,0.043,-5.478,840,5.202,0.086,-0.3,nc
4,0.045,-5.429,868,5.229,0.0853,-0.3,nc
4,0.048,-5.337,920,5.266,0.0845,-0.3,nc
4,0.05,-5.283,952,5.289,0.0839,-0.3,nc
4,0.053,-5.211,997,5.323,0.0831,-0.3,nc
4,0.055,-5.153,1034,5.344,0.0826,-0.3,nc
4,0.058,-5.067,1090,5.373,0.082,-0.3,nc
4,0.06,-5.002,1133,5.391,0.0817,-0.3,nc
4,0.063,-4.888,1212,5.415,0.0815,-0.3,nc
4,0.064,-4.846,1242,5.421,0.0815,-0.3,nc
4,0.065,-4.8,1275,5.428,0.0815,-0.3,nc
4,0.066,-4.75,1311,5.433,0.0816,-0.3,nc
4,0.067,-4.695,1352,5.438,0.0818,-0.3,nc
4,0.068,-4.634,1399,5.442,0.0821,-0.3,nc
4,0.069,-4.564,1452,5.444,0.0825,-0.3,nc
4,0.07,-4.493,1509,5.446,0.0829,-0.3,nc
4,0.071,-4.411,1576,5.445,0.0835,-0.3,nc
4,0.072,-4.322,1651,5.443,0.0843,-0.3,nc
4,0.073,-4.223,1736,5.438,0.0854,-0.3,nc
4,0.074,-4.129,1821,5.432,0.0865,-0.3,nc
4,0.075,-4.032,1911,5.425,0.0879,-0.3,nc
4,0.077,-3.849,2086,5.406,0.091,-0.3,nc
4,0.08,-3.634,2300,5.377,0.0959,-0.3,nc
4,0.085,-3.398,2538,5.339,0.1033,-0.3,nc
6,0.01,-7.181,287,4.403,0.1041,-0.3,nc
6,0.011,-7.096,302,4.451,0.1032,-0.3,nc
6,0.012,-6.992,322,4.495,0.1025,-0.3,nc
6,0.013,-6.939,334,4.538,0.1015,-0.3,nc
6,0.014,-6.886,345,4.578,0.1006,-0.3,nc
6,0.015,-6.825,359,4.615,0.0998,-0.3,nc
6,0.016,-6.769,372,4.65,0.099,-0.3,nc
6,0.017,-6.71,387,4.683,0.0982,-0.3,nc
6,0.018,-6.654,401,4.715,0.0975,-0.3,nc
6,0.019,-6.603,414,4.745,0.0968,-0.3,nc
6,0.02,-6.555,428,4.773,0.0961,-0.3,nc
6,0.022,-6.46,455,4.827,0.0947,-0.3,nc
6,0.024,-6.37,482,4.876,0.0935,-0.3,nc
6,0.026,-6.285,510,4.922,0.0923,-0.3,nc
6,0.028,-6.204,537,4.964,0.0912,-0.3,nc
6,0.03,-6.131,563,5.004,0.0902,-0.3,nc
6,0.033,-6.024,604,5.06,0.0888,-0.3,nc
6,0.035,-5.964,628,5.094,0.0879,-0.3,nc
6,0.038,-5.868,669,5.142,0.0866,-0.3,nc
6,0.04,-5.816,693,5.172,0.0858,-0.3,nc
6,0.043,-5.734,731,5.215,0.0847,-0.3,nc
6,0.045,-5.669,762,5.242,0.084,-0.3,nc
6,0.048,-5.584,805,5.28,0.083,-0.3,nc
6,0.05,-5.528,834,5.304,0.0824,-0.3,nc
6,0.053,-5.446,879,5.338,0.0816,-0.3,nc
6,0.055,-5.397,907,5.36,0.0811,-0.3,nc
6,0.058,-5.309,957,5.39,0.0804,-0.3,nc
6,0.06,-5.244,996,5.409,0.0801,-0.3,nc
6,0.063,-5.128,1067,5.433,0.0798,-0.3,nc
6,0.064,-5.083,1096,5.441,0.0797,-0.3,nc
6,0.065,-5.032,1128,5.447,0.0797,-0.3,nc
6,0.066,-4.974,1166,5.453,0.0798,-0.3,nc
6,0.067,-4.908,1210,5.458,0.08,-0.3,nc
6,0.068,-4.836,1259,5.462,0.0802,-0.3,nc
6,0.069,-4.756,1316,5.464,0.0806,-0.3,nc
6,0.07,-4.661,1385,5.464,0.0811,-0.3,nc
6,0.071,-4.555,1465,5.462,0.0819,-0.3,nc
6,0.072,-4.439,1557,5.458,0.0829,-0.3,nc
6,0.073,-4.315,1660,5.451,0.0841,-0.3,nc
6,0.074,-4.189,1769,5.442,0.0856,-0.3,nc
6,0.075,-4.066,1880,5.431,0.0873,-0.3,nc
6,0.077,-3.859,2078,5.408,0.0908,-0.3,nc
6,0.08,-3.635,2299,5.377,0.0959,-0.3,nc
6,0.085,-3.399,2538,5.339,0.1033,-0.3,nc
8,0.012,-7.136,297,4.502,0.1018,-0.3,nc
8,0.013,-7.079,309,4.544,0.1008,-0.3,nc
8,0.014,-7.024,320,4.584,0.0999,-0.3,nc
8,0.015,-6.962,333,4.621,0.0991,-0.3,nc
8,0.016,-6.905,346,4.656,0.0983,-0.3,nc
8,0.017,-6.847,359,4.689,0.0976,-0.3,nc
8,0.018,-6.799,370,4.721,0.0968,-0.3,nc
8,0.019,-6.75,382,4.751,0.0961,-0.3,nc
8,0.02,-6.695,396,4.779,0.0954,-0.3,nc
8,0.022,-6.603,420,4.833,0.0941,-0.3,nc
8,0.024,-6.516,445,4.882,0.0928,-0.3,nc
8,0.026,-6.433,470,4.928,0.0916,-0.3,nc
8,0.028,-6.359,493,4.971,0.0905,-0.3,nc
8,0.03,-6.278,520,5.011,0.0895,-0.3,nc
8,0.033,-6.18,554,5.067,0.088,-0.3,nc
8,0.035,-6.115,579,5.101,0.0871,-0.3,nc
8,0.038,-6.025,614,5.15,0.0859,-0.3,nc
8,0.04,-5.975,635,5.18,0.085,-0.3,nc
8,0.043,-5.891,670,5.223,0.0839,-0.3,nc
8,0.045,-5.849,690,5.251,0.0832,-0.3,nc
8,0.048,-5.759,731,5.289,0.0822,-0.3,nc
8,0.05,-5.703,758,5.313,0.0816,-0.3,nc
8,0.053,-5.622,798,5.348,0.0807,-0.3,nc
8,0.055,-5.566,828,5.37,0.0802,-0.3,nc
8,0.058,-5.479,873,5.4,0.0795,-0.3,nc
8,0.06,-5.413,910,5.419,0.0791,-0.3,nc
8,0.063,-5.296,975,5.445,0.0787,-0.3,nc
8,0.064,-5.248,1003,5.452,0.0787,-0.3,nc
8,0.065,-5.197,1033,5.459,0.0786,-0.3,nc
8,0.066,-5.135,1070,5.465,0.0787,-0.3,nc
8,0.067,-5.066,1112,5.47,0.0788,-0.3,nc
8,0.068,-4.986,1163,5.474,0.0791,-0.3,nc
8,0.069,-4.892,1225,5.476,0.0794,-0.3,nc
8,0.07,-4.785,1299,5.476,0.08,-0.3,nc
8,0.071,-4.66,1388,5.474,0.0808,-0.3,nc
8,0.072,-4.52,1495,5.468,0.0819,-0.3,nc
8,0.073,-4.365,1619,5.458,0.0834,-0.3,nc
8,0.074,-4.216,1746,5.446,0.0852,-0.3,nc
8,0.075,-4.08,1868,5.433,0.087,-0.3,nc
8,0.077,-3.86,2076,5.409,0.0907,-0.3,nc
8,0.08,-3.635,2299,5.378,0.0958,-0.3,nc
8,0.085,-3.399,2538,5.339,0.1033,-0.3,nc
10,0.013,-7.196,289,4.549,0.1003,-0.3,nc
10,0.014,-7.139,301,4.589,0.0994,-0.3,nc
10,0.015,-7.077,313,4.626,0.0986,-0.3,nc
10,0.016,-7.019,325,4.661,0.0978,-0.3,nc
10,0.017,-6.963,336,4.694,0.097,-0.3,nc
10,0.018,-6.91,348,4.726,0.0963,-0.3,nc
10,0.019,-6.86,360,4.756,0.0956,-0.3,nc
10,0.02,-6.812,371,4.784,0.0949,-0.3,nc
10,0.022,-6.721,394,4.838,0.0936,-0.3,nc
10,0.024,-6.636,416,4.887,0.0923,-0.3,nc
10,0.026,-6.556,439,4.933,0.0911,-0.3,nc
10,0.028,-6.478,462,4.976,0.09,-0.3,nc
10,0.03,-6.403,485,5.017,0.0889,-0.3,nc
10,0.033,-6.297,520,5.072,0.0875,-0.3,nc
10,0.035,-6.233,542,5.107,0.0866,-0.3,nc
10,0.038,-6.145,575,5.156,0.0853,-0.3,nc
10,0.04,-6.091,596,5.186,0.0845,-0.3,nc
10,0.043,-6.016,626,5.229,0.0834,-0.3,nc
10,0.045,-5.968,646,5.257,0.0826,-0.3,nc
10,0.048,-5.898,678,5.295,0.0816,-0.3,nc
10,0.05,-5.847,700,5.32,0.081,-0.3,nc
10,0.053,-5.764,739,5.355,0.0801,-0.3,nc
10,0.055,-5.701,769,5.377,0.0795,-0.3,nc
10,0.058,-5.612,813,5.408,0.0788,-0.3,nc
10,0.06,-5.546,846,5.427,0.0784,-0.3,nc
10,0.063,-5.426,909,5.453,0.078,-0.3,nc
10,0.064,-5.375,936,5.46,0.0779,-0.3,nc
10,0.065,-5.324,965,5.468,0.0779,-0.3,nc
10,0.066,-5.262,1000,5.474,0.0779,-0.3,nc
10,0.067,-5.187,1043,5.479,0.078,-0.3,nc
10,0.068,-5.105,1092,5.483,0.0782,-0.3,nc
10,0.069,-5.003,1155,5.485,0.0786,-0.3,nc
10,0.07,-4.883,1234,5.485,0.0792,-0.3,nc
10,0.071,-4.741,1331,5.482,0.0801,-0.3,nc
10,0.072,-4.577,1451,5.475,0.0813,-0.3,nc
10,0.073,-4.402,1590,5.463,0.083,-0.3,nc
10,0.074,-4.232,1732,5.449,0.0849,-0.3,nc
10,0.075,-4.085,1863,5.434,0.0869,-0.3,nc
10,0.077,-3.861,2075,5.409,0.0907,-0.3,nc
10,0.08,-3.636,2299,5.378,0.0958,-0.3,nc
10,0.085,-3.399,2538,5.339,0.1033,-0.3,nc
