FILENAME,INSTRUMENT,NAME,REFERENCE,OBSERVATION_DATE,OBSERVATION_MJD,SOURCE_KEY,OBSERVATION_TIME,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,QUALITY_FLAG
11499_10589.fits,SPEX-PRISM,SDSS J08362199+4949315,2014ApJ...794..143B,20110309,55629.79,10589,06 57 14.575011,,,Burgasser,120,1.176,v3.4,OK
11174_10590.fits,SPEX-PRISM,SDSS J08364634+0526426,2014ApJ...794..143B,20080923,54733.11,10590,14 38 48.6869,,,Looper,120,2.111,v3.4,OK
11952_10592.fits,SPEX-PRISM,2MASS J08391608+1253543,2014ApJ...794..143B,20131212,56639.072,10592,13 43 5.3538863,,,Burgasser,120,1.008,v3.4,OK
11953_10593.fits,SPEX-PRISM,LHS 2034,2014ApJ...794..143B,20131212,56639.021,10593,12 30 9.9564663,,,Burgasser,120,1.04,v3.4,OK
11528_10595.fits,SPEX-PRISM,SDSS J08410685+6035063,2014ApJ...794..143B,20110403,55654.844,10595,08 15 24.408284,,,Burgasser,120,1.435,v3.4,OK
11529_10596.fits,SPEX-PRISM,SDSS J08430794+3141292,2014ApJ...794..143B,20110403,55654.8,10596,07 11 53.882884,,,Burgasser,120,1.046,v3.4,OK
11954_10597.fits,SPEX-PRISM,SDSS J08433328+1024435,2014ApJ...794..143B,20131212,56639.084,10597,14 01 22.277760,,,Burgasser,120,1.019,v3.4,OK
11955_10599.fits,SPEX-PRISM,SDSS J084403.46+043436.19,2014ApJ...794..143B,20131212,56639.103,10599,14 28 10.108018,,,Burgasser,120,1.06,v3.4,OK
11937_10602.fits,SPEX-PRISM,SDSS J08475148+0138110,2014ApJ...794..143B,20131205,56632.118,10602,14 50 17.438638,,,Burgasser,120,1.07,v3.4,OK
11938_10603.fits,SPEX-PRISM,2MASS J08490052+0220155,2014ApJ...794..143B,20131205,56632.134,10603,15 13 8.2486738,,,Burgasser,120,1.087,v3.4,OK
11230_10612.fits,SPEX-PRISM,2MASS J08533434-0329432,2014ApJ...794..143B,20090321,54911.835,10612,08 01 55.446496,,,Burgasser,120,1.109,v3.4,OK
11500_10618.fits,SPEX-PRISM,SDSS J08583697+2710508,2014ApJ...794..143B,20110309,55629.826,10618,07 50 3.2600065,,,Burgasser,120,1.013,v3.4,OK
10950_10619.fits,SPEX-PRISM,2MASSI J0859254-194926,2014ApJ...794..143B,20080112,54477.5,10619,,,,,120,,,OK
10942_10620.fits,SPEX-PRISM,2MASS J08593854+6341355,2014ApJ...794..143B,20080111,54476.5,10620,,,,,120,,,OK
11793_10621.fits,SPEX-PRISM,2MASS J08594029+1145325,2014ApJ...794..143B,20121227,56289.029,10621,12 41 9.6356323,,,Burgasser,120,1.012,v3.4,OK
11956_10622.fits,SPEX-PRISM,LHS 2090,2014ApJ...794..143B,20131212,56639.025,10622,12 35 50.500395,,,Burgasser,120,1.059,v3.4,OK
11957_10623.fits,SPEX-PRISM,SDSS J09002368+2539343,2014ApJ...794..143B,20131212,56639.037,10623,12 53 27.213530,,,Burgasser,120,1.037,v3.4,OK
11939_10624.fits,SPEX-PRISM,SDSS J090206.90+003319.36,2014ApJ...794..143B,20131205,56632.147,10624,15 31 53.372923,,,Burgasser,120,1.106,v3.4,OK
11833_10631.fits,SPEX-PRISM,SDSS J09094813+1940439,2014ApJ...794..143B,20130426,56408.873,10631,08 56 47.545689,,,Bardalez Gagliuffi,120,1.644,v3.4,OK
10935_10632.fits,SPEX-PRISM,DENIS-P J0909-0658,2014ApJ...794..143B,20080110,54475.5,10632,,,,,120,,,OK
11958_10636.fits,SPEX-PRISM,2MASS J09161504+2139512,2014ApJ...794..143B,20131212,56639.057,10636,13 22 12.505614,,,Burgasser,120,1.021,v3.4,OK
11530_10641.fits,SPEX-PRISM,2MASSW J0918382+213406,2014ApJ...794..143B,20110403,55654.817,10641,07 35 46.402636,,,Burgasser,120,1.016,v3.4,OK
11501_10647.fits,SPEX-PRISM,SDSS J09230870+2340137,2014ApJ...794..143B,20110309,55629.843,10647,08 13 44.428559,,,Burgasser,120,1.007,v3.4,OK
10952_10652.fits,SPEX-PRISM,2MASSW J0928397-160312,2014ApJ...794..143B,20080112,54477.5,10652,,,,,120,,,OK
11502_10655.fits,SPEX-PRISM,SDSS J09311323+2802271,2014ApJ...794..143B,20110309,55629.871,10655,08 54 13.453360,,,Burgasser,120,1.011,v3.4,OK
11940_10656.fits,SPEX-PRISM,SDSS J093128.22+052821.93,2014ApJ...794..143B,20131205,56632.153,10656,15 40 21.950350,,,Burgasser,120,1.053,v3.4,OK
11531_10657.fits,SPEX-PRISM,SDSS J09323747+6725145,2014ApJ...794..143B,20110403,55654.878,10657,09 04 59.356749,,,Burgasser,120,1.589,v3.4,OK
10170_10658.fits,SPEX-PRISM,2MASS J09340617+0536234,2014ApJ...794..143B,20040311,53075.5,10658,,,,,120,,,OK
11794_10660.fits,SPEX-PRISM,2MASS J09352803-2934596,2014ApJ...794..143B,20121227,56289.064,10660,13 31 50.415513,,,Burgasser,120,1.537,v3.4,OK
11834_10664.fits,SPEX-PRISM,SDSS J09385888+0443439,2014ApJ...794..143B,20130426,56408.888,10664,09 18 32.737181,,,Bardalez Gagliuffi,120,1.738,v3.4,OK
11835_10667.fits,SPEX-PRISM,SDSS J09404788+2946530,2014ApJ...794..143B,20130426,56408.915,10667,09 56 55.058483,,,Bardalez Gagliuffi,120,1.872,v3.4,OK
11836_10669.fits,SPEX-PRISM,SDSS J09413492+1009421,2014ApJ...794..143B,20130426,56408.904,10669,09 41 42.232950,,,Bardalez Gagliuffi,120,1.884,v3.4,OK
10925_10670.fits,SPEX-PRISM,2MASSW J0944027+313132,2014ApJ...794..143B,20080109,54474.5,10670,,,,,120,,,OK
11941_10671.fits,SPEX-PRISM,2MASS 09474477+0224327,2014ApJ...794..143B,20131205,56632.16,10671,15 50 7.9677740,,,Burgasser,120,1.064,v3.4,OK
11959_10674.fits,SPEX-PRISM,LHS 2195,2014ApJ...794..143B,20131212,56639.117,10674,14 47 53.085452,,,Burgasser,120,1.022,v3.4,OK
11960_10678.fits,SPEX-PRISM,2MASS J09524622+0620410,2014ApJ...794..143B,20131212,56639.111,10678,14 39 14.239637,,,Burgasser,120,1.029,v3.4,OK
10755_10680.fits,SPEX-PRISM,2MASS J09532126-1014205,2014ApJ...794..143B,20061220,54090.064,10680,13 31 47.3349,,,Looper,120,1.182,v3.3,OK
10953_10680.fits,SPEX-PRISM,2MASS J09532126-1014205,2014ApJ...794..143B,20080112,54477.5,10680,,,,,120,,,OK
11943_10682.fits,SPEX-PRISM,NLTT 22851B,2014ApJ...794..143B,20131205,56632.169,10682,16 02 44.072354,,,Burgasser,120,1.054,v3.4,OK
11961_10686.fits,SPEX-PRISM,SDSS J100319.17-010508.15,2014ApJ...794..143B,20131212,56639.121,10686,14 54 42.504552,,,Burgasser,120,1.071,v3.4,OK
10782_10687.fits,SPEX-PRISM,G 196-3B,2014ApJ...794..143B,20061223,54092.5,10687,,,,,120,,,OK
11838_10690.fits,SPEX-PRISM,LHS 5166B,2014ApJ...794..143B,20130426,56408.815,10690,07 33 4.9477138,,,Bardalez Gagliuffi,120,1.846,v3.4,OK
11962_10703.fits,SPEX-PRISM,LHS 2243,2014ApJ...794..143B,20131212,56639.064,10703,13 31 43.537975,,,Burgasser,120,1.097,v3.4,OK
10955_10704.fits,SPEX-PRISM,2MASSI J1017075+130839,2014ApJ...794..143B,20080112,54477.5,10704,,,,,120,,,OK
11504_10707.fits,SPEX-PRISM,SDSS J10174251+4310579,2014ApJ...794..143B,20110309,55629.942,10707,10 36 28.901039,,,Burgasser,120,1.124,v3.4,OK
11795_10708.fits,SPEX-PRISM,2MASSW J1018588-290953,2014ApJ...794..143B,20121227,56289.079,10708,13 54 20.112096,,,Burgasser,120,1.53,v3.4,OK
11963_10710.fits,SPEX-PRISM,DENIS J1019245-270717,2014ApJ...794..143B,20131212,56639.146,10710,15 29 40.959284,,,Burgasser,120,1.469,v3.4,OK
11964_10712.fits,SPEX-PRISM,2MASS 10213232-2044069,2014ApJ...794..143B,20131212,56639.16,10712,15 50 54.613345,,,Burgasser,120,1.335,v3.4,OK
10937_10713.fits,SPEX-PRISM,2MASS J10220489+0200477,2014ApJ...794..143B,20080110,54475.5,10713,,,,,120,,,OK
10943_10715.fits,SPEX-PRISM,2MASS J10224821+5825453,2014ApJ...794..143B,20080111,54476.5,10715,,,,,120,,,OK
10915_10717.fits,SPEX-PRISM,SDSS J102552.43+321234.0,2014ApJ...794..143B,20080108,54473.5,10717,,,,,120,,,OK
10956_10721.fits,SPEX-PRISM,2MASSI J1029216+162652,2014ApJ...794..143B,20080112,54477.5,10721,,,,,120,,,OK
11839_10728.fits,SPEX-PRISM,SDSS J10330910+1216259,2014ApJ...794..143B,20130426,56408.929,10728,10 17 59.377949,,,Bardalez Gagliuffi,120,1.692,v3.4,OK
11840_10731.fits,SPEX-PRISM,SDSS J10340567+0350163,2014ApJ...794..143B,20130426,56408.945,10731,10 40 22.107616,,,Bardalez Gagliuffi,120,2.093,v3.4,OK
10916_10732.fits,SPEX-PRISM,2MASSW J1035245+250745,2014ApJ...794..143B,20080108,54473.5,10732,,,,,120,,,OK
10978_10746.fits,SPEX-PRISM,DENIS J104617.0-421237,2014ApJ...794..143B,20080124,54490.052,10746,13 15 27.136981,,,Looper,120,2.152,v3.4,OK
11966_10751.fits,SPEX-PRISM,LP 213-68,2014ApJ...794..143B,20131212,56639.176,10751,16 13 3.9815820,,,Burgasser,120,1.075,v3.4,OK
11796_10752.fits,SPEX-PRISM,DENIS-P J1047-1815,2014ApJ...794..143B,20121227,56289.094,10752,14 15 4.5301558,,,Burgasser,120,1.281,v3.4,OK
11539_10759.fits,SPEX-PRISM,SDSS J104922.45+012559.2,2014ApJ...794..143B,20110404,55655.802,10759,07 14 46.290542,,,,120,1.098,v3.4,OK
11631_10764.fits,SPEX-PRISM,2MASS J10511900+5613086,2014ApJ...794..143B,20120530,56077.744,10764,05 51 40.076586,,,Burgasser,75,1.281,v3.4,OK
11842_10765.fits,SPEX-PRISM,SDSS J10515124+13111633,2014ApJ...794..143B,20130426,56408.963,10765,11 06 6.0496172,,,Bardalez Gagliuffi,120,2.027,v3.4,OK
11967_10770.fits,SPEX-PRISM,SDSS J105547.29+080842.64,2014ApJ...794..143B,20131212,56639.127,10770,15 03 24.023453,,,Burgasser,120,1.043,v3.4,OK
11797_10776.fits,SPEX-PRISM,2MASSI J1059513-211308,2014ApJ...794..143B,20121227,56289.114,10776,14 43 55.995754,,,Burgasser,120,1.328,v3.4,OK
11968_10785.fits,SPEX-PRISM,LHS 2351,2014ApJ...794..143B,20131212,56639.132,10785,15 10 28.240181,,,Burgasser,120,1.063,v3.4,OK
11363_10789.fits,SPEX-PRISM,2MASS J11073750-2759385B,2014ApJ...794..143B,20091229,55195.094,10789,14 14 53.451538,,,Looper,120,1.471,v3.4,OK
10796_10797.fits,SPEX-PRISM,Gliese 417BC,2014ApJ...794..143B,20070316,54175.891,10797,09 22 32.3555,,,Looper,120,1.05,v3.3,OK
11505_10809.fits,SPEX-PRISM,LHS 2397a,2014ApJ...794..143B,20110309,55629.962,10809,11 05 26.647222,,,Burgasser,120,1.204,v3.4,OK
11798_10813.fits,SPEX-PRISM,2MASSW J1122362-391605,2014ApJ...794..143B,20121227,56289.133,10813,15 11 1.7332396,,,Burgasser,120,1.946,v3.4,OK
11532_10823.fits,SPEX-PRISM,SDSS J11264703+5816322,2014ApJ...794..143B,20110403,55654.898,10823,09 32 47.469054,,,Burgasser,120,1.283,v3.4,OK
10566_10833.fits,SPEX-PRISM,LEHPM 2-333,2014ApJ...794..143B,20060409,53834.5,10833,,,,,120,,,OK
11506_10839.fits,SPEX-PRISM,SDSS J11491231-0153006,2014ApJ...794..143B,20110309,55629.98,10839,11 30 29.022352,,,Burgasser,120,1.086,v3.4,OK
10944_10846.fits,SPEX-PRISM,2MASS J11533966+5032092,2014ApJ...794..143B,20080111,54476.5,10846,,,,,120,,,OK
11969_10847.fits,SPEX-PRISM,GJ 3693,2014ApJ...794..143B,20131212,56639.137,10847,15 17 31.061358,,,Burgasser,120,1.111,v3.4,OK
10927_10848.fits,SPEX-PRISM,2MASS J11544223-3400390,2014ApJ...794..143B,20080109,54474.5,10848,,,,Burgasser,120,1.757,v3.4,OK
11799_10849.fits,SPEX-PRISM,2MASSW J1155395-372735,2014ApJ...794..143B,20121227,56289.15,10849,15 36 35.844441,,,Burgasser,120,1.854,v3.4,OK
11970_10850.fits,SPEX-PRISM,LP 851-346,2014ApJ...794..143B,20131212,56639.167,10850,16 00 30.333472,,,Burgasser,120,1.391,v3.4,OK
10980_10854.fits,SPEX-PRISM,DENIS-P J1157480-484442,2014ApJ...794..143B,20080124,54490.093,10854,14 13 21.499372,,,Looper,120,2.747,v3.4,OK
11820_10856.fits,SPEX-PRISM,DENIS-P J1159+0057,2014ApJ...794..143B,20130425,56407.89,10856,09 21 17.225466,,,Burgasser,120,1.117,v3.4,OK
11811_10857.fits,SPEX-PRISM,SDSS J11594072+5409386,2014ApJ...794..143B,20130424,56406.938,10857,10 31 22.276360,,,Burgasser,120,1.38,v3.4,OK
11542_10858.fits,SPEX-PRISM,SDSSp J120358.19+001550.3,2014ApJ...794..143B,20110404,55655.823,10858,07 44 27.223086,,,,120,1.2,v3.4,OK
11812_10860.fits,SPEX-PRISM,2MASSI J1204303+321259,2014ApJ...794..143B,20130424,56406.903,10860,09 40 18.305297,,,Burgasser,120,1.085,v3.4,OK
11507_10865.fits,SPEX-PRISM,SDSS J12061049+6242572,2014ApJ...794..143B,20110309,55630.006,10865,12 08 21.020703,,,Burgasser,120,1.382,v3.4,OK
10798_10866.fits,SPEX-PRISM,DENIS J1206501-393725,2014ApJ...794..143B,20070317,54176.948,10866,10 44 48.2500,,,Looper,120,1.97,v3.3,OK
11515_10870.fits,SPEX-PRISM,2MASS J12073804-3909050,2014ApJ...794..143B,20110311,55632.026,10870,12 38 0.69290767,,,Burgasser,120,2.145,v3.4,OK
11543_10879.fits,SPEX-PRISM,2MASSI J1213033-043243,2014ApJ...794..143B,20110404,55655.835,10879,08 01 47.127811,,,,120,1.221,v3.4,OK
10622_10902.fits,SPEX-PRISM,BRI 1222-1222,2014ApJ...794..143B,20060601,53887.872,10902,08 56 21.8591,,,,120,1.663,v3.3,OK
11813_10915.fits,SPEX-PRISM,2MASS J12312141+4959234,2014ApJ...794..143B,20130424,56406.92,10915,10 04 50.179288,,,Burgasser,120,1.211,v3.4,OK
10976_10917.fits,SPEX-PRISM,2MASS J12321827-0951502,2014ApJ...794..143B,20080114,54479.5,10917,,,,,120,,,OK
11508_10928.fits,SPEX-PRISM,SDSS J12455566+4902109,2014ApJ...794..143B,20110309,55630.03,10928,12 42 37.164788,,,Burgasser,120,1.16,v3.4,OK
11533_10930.fits,SPEX-PRISM,2MASSW J1246467+402715,2014ApJ...794..143B,20110403,55654.917,10930,10 00 32.726235,,,Burgasser,120,1.071,v3.4,OK
11814_10937.fits,SPEX-PRISM,SDSS J125128.43+624310.7,2014ApJ...794..143B,20130424,56406.956,10937,10 56 32.435403,,,Burgasser,120,1.228,v3.4,OK
11269_10947.fits,SPEX-PRISM,2MASS J12565688+0146163,2014ApJ...794..143B,20090630,55012.791,10947,06 59 1.9326795,,,Vervack,120,1.263,v3.4,OK
11270_10950.fits,SPEX-PRISM,SDSSp J125737.26-011336.1,2014ApJ...794..143B,20090630,55012.81,10950,07 25 42.958972,,,Vervack,120,1.415,v3.4,OK
10589_10951.fits,SPEX-PRISM,2MASSW J1300425+191235,2014ApJ...794..143B,20060410,53835.5,10951,,,,,120,,,OK
11843_10952.fits,SPEX-PRISM,2MASS J13015465-1510223,2014ApJ...794..143B,20130426,56408.977,10952,11 26 28.966788,,,Bardalez Gagliuffi,120,1.541,v3.4,OK
11271_10958.fits,SPEX-PRISM,GJ 499C,2014ApJ...794..143B,20090630,55012.827,10958,07 50 15.489514,,,Vervack,120,1.337,v3.4,OK
11534_10959.fits,SPEX-PRISM,2MASS J13061727+3820296,2014ApJ...794..143B,20110403,55654.925,10959,10 12 16.116669,,,Burgasser,120,1.061,v3.4,OK
11648_10963.fits,SPEX-PRISM,SDSS J131142.1+362923.9,2014ApJ...794..143B,20120709,56117.794,10963,07 02 56.432483,,,Burgasser,120,1.287,v3.4,OK
11633_10964.fits,SPEX-PRISM,2MASS J13120700+3937440,2014ApJ...794..143B,20120530,56077.902,10964,09 38 35.119008,,,Burgasser,75,1.296,v3.4,OK
11816_10977.fits,SPEX-PRISM,2MASS J13204427+0409045,2014ApJ...794..143B,20130424,56406.993,10977,11 50 23.890608,,,Burgasser,120,1.261,v3.4,OK
11844_10979.fits,SPEX-PRISM,DENIS-P J1323-1806,2014ApJ...794..143B,20130426,56408.994,10979,11 51 3.7173967,,,Bardalez Gagliuffi,120,1.628,v3.4,OK
11273_10983.fits,SPEX-PRISM,2MASSW J1326201-272937,2014ApJ...794..143B,20090630,55012.771,10983,06 30 42.167111,,,Vervack,120,1.589,v3.4,OK
11821_10986.fits,SPEX-PRISM,SDSS J13271521+0759375,2014ApJ...794..143B,20130425,56407.913,10986,09 54 46.560367,,,Burgasser,120,1.027,v3.4,OK
11274_10988.fits,SPEX-PRISM,2MASSW J1328550+211449,2014ApJ...794..143B,20090630,55012.841,10988,08 11 25.704461,,,Vervack,120,1.332,v3.4,OK
11509_10991.fits,SPEX-PRISM,SDSS J133148.92-011651.4,2014ApJ...794..143B,20110309,55630.085,10991,14 01 57.488738,,,,120,1.139,v3.4,OK
11520_10992.fits,SPEX-PRISM,SDSS J13331279+1509566,2014ApJ...794..143B,20110311,55632.1,10992,14 23 50.739728,,,Burgasser,120,1.111,v3.4,OK
11822_10993.fits,SPEX-PRISM,SDSS J13334536-0216002,2014ApJ...794..143B,20130425,56407.929,10993,10 17 22.266240,,,Burgasser,120,1.096,v3.4,OK
11845_10996.fits,SPEX-PRISM,2MASS J13364062+3743230,2014ApJ...794..143B,20130426,56409.006,10996,12 08 47.847184,,,Bardalez Gagliuffi,120,1.254,v3.4,OK
11634_10997.fits,SPEX-PRISM,2MASS J13373116+4938367,2014ApJ...794..143B,20120530,56077.776,10997,06 37 22.574413,,,Burgasser,75,1.169,v3.4,OK
11635_11000.fits,SPEX-PRISM,2MASSW J1338261+414034,2014ApJ...794..143B,20120530,56077.8,11000,07 12 23.163518,,,Burgasser,75,1.079,v3.4,OK
11636_11001.fits,SPEX-PRISM,2MASS J13384944+0437315,2014ApJ...794..143B,20120530,56077.934,11001,10 25 6.0030850,,,Burgasser,75,1.445,v3.4,OK
11649_11002.fits,SPEX-PRISM,2MASS J13411160-3052505,2014ApJ...794..143B,20120709,56117.737,11002,05 41 30.152697,,,Burgasser,120,1.63,v3.4,OK
11817_11005.fits,SPEX-PRISM,2MASSW J1343167+394508,2014ApJ...794..143B,20130424,56407.013,11005,12 18 12.445982,,,Burgasser,120,1.252,v3.4,OK
11637_11017.fits,SPEX-PRISM,SDSS J13571490-1438520,2014ApJ...794..143B,20120530,56077.869,11017,08 51 14.352524,,,Burgasser,75,1.272,v3.4,OK
11823_11021.fits,SPEX-PRISM,2MASS J13595510-4034582,2014ApJ...794..143B,20130425,56407.947,11021,10 44 13.445327,,,Burgasser,120,2.063,v3.4,OK
11436_11024.fits,SPEX-PRISM,2MASS J14022235+0648479,2014ApJ...794..143B,20100707,55384.731,11024,05 32 18.127076,,,Burgasser,120,1.027,v3.4,OK
11057_11025.fits,SPEX-PRISM,2MASS J14044495+4634297,2014ApJ...794..143B,20080713,54660.5,11025,,,,,120,,,OK
11510_11027.fits,SPEX-PRISM,SDSS J14060148+5249309,2014ApJ...794..143B,20110309,55630.046,11027,13 06 46.812491,,,Burgasser,120,1.192,v3.4,OK
11437_11029.fits,SPEX-PRISM,2MASS J14090310-3357565,2014ApJ...794..143B,20100707,55384.756,11029,06 08 35.869499,,,Burgasser,120,1.726,v3.4,OK
11058_11030.fits,SPEX-PRISM,2MASSW J1411175+393636,2014ApJ...794..143B,20080713,54660.5,11030,,,,,120,,,OK
11275_11033.fits,SPEX-PRISM,2MASS J14122270+2354100,2014ApJ...794..143B,20090630,55012.855,11033,08 31 3.2107928,,,Vervack,120,1.226,v3.4,OK
11108_11034.fits,SPEX-PRISM,2MASSW J1412244+163312,2014ApJ...794..143B,20080730,54677.5,11034,,,,,120,,,OK
11521_11046.fits,SPEX-PRISM,SDSS J14205830+2131566,2014ApJ...794..143B,20110311,55632.122,11046,14 56 4.8283667,,,Burgasser,120,1.074,v3.4,OK
11109_11047.fits,SPEX-PRISM,2MASSW 1421314+182740,2014ApJ...794..143B,20080730,54677.5,11047,,,,,120,,,OK
11276_11048.fits,SPEX-PRISM,SDSS J142227.25+221557.1,2014ApJ...794..143B,20090630,55012.875,11048,09 00 35.375919,,,Vervack,120,1.314,v3.4,OK
11824_11049.fits,SPEX-PRISM,SDSS J14225715+0827521,2014ApJ...794..143B,20130425,56407.97,11049,11 16 5.9296260,,,Burgasser,120,1.041,v3.4,OK
11846_11051.fits,SPEX-PRISM,2MASS J14232186+6154005,2014ApJ...794..143B,20130426,56409.056,11051,13 19 55.599315,,,Burgasser,120,1.615,v3.4,OK
11250_11052.fits,SPEX-PRISM,GD 165B,2014ApJ...794..143B,20090629,55011.864,11052,08 44 25.189828,,,Vervack,120,1.264,v3.4,OK
11438_11053.fits,SPEX-PRISM,DENIS-P J142527.97-365023.4,2014ApJ...794..143B,20100707,55384.774,11053,06 34 55.770619,,,Burgasser,120,1.878,v3.4,OK
11825_11054.fits,SPEX-PRISM,2MASS J14261286+3130394,2014ApJ...794..143B,20130425,56408.041,11054,12 58 51.186870,,,,120,1.222,v3.4,OK
11650_11057.fits,SPEX-PRISM,2MASS J14283132+5923354,2014ApJ...794..143B,20120709,56117.845,11057,08 17 9.3304377,,,Burgasser,120,1.515,v3.4,OK
10821_11058.fits,SPEX-PRISM,LHS 2924,2014ApJ...794..143B,20070704,54285.856,11058,08 33 11.8557,,,Kirkpatrick,120,1.243,v3.3,OK
11059_11059.fits,SPEX-PRISM,2MASSI J1430435+291540,2014ApJ...794..143B,20080713,54660.5,11059,,,,,120,,,OK
11547_11062.fits,SPEX-PRISM,SDSS J14324210+3451427,2014ApJ...794..143B,20110419,55670.961,11062,11 04 18.956283,,,Burgasser,120,1.035,v3.4,OK
11522_11071.fits,SPEX-PRISM,SDSS J14380829+64083631,2014ApJ...794..143B,20110311,55632.156,11071,15 45 17.696499,,,Burgasser,120,1.515,v3.4,OK
11440_11072.fits,SPEX-PRISM,SDSS J143832.63+572216.9,2014ApJ...794..143B,20100707,55384.811,11072,07 28 2.5648835,,,Burgasser,120,1.325,v3.4,OK
11651_11073.fits,SPEX-PRISM,2MASSW J1438549-130910,2014ApJ...794..143B,20120709,56117.765,11073,06 21 39.578356,,,Burgasser,120,1.207,v3.4,OK
11548_11076.fits,SPEX-PRISM,SDSS J143933.44+031759.2,2014ApJ...794..143B,20110419,55670.984,11076,11 37 9.0866237,,,Burgasser,120,1.051,v3.4,OK
11807_11079.fits,SPEX-PRISM,SDSS J14403025+12333391,2014ApJ...794..143B,20130327,56379.07,11079,13 40 15.794809,,,,75,1.044,v3.4,OK
11808_11081.fits,SPEX-PRISM,2MASSI J1441045+271932,2014ApJ...794..143B,20130327,56379.04,11081,12 57 2.8297521,,,,75,1.011,v3.4,OK
11079_11083.fits,SPEX-PRISM,G 124-62BC,2014ApJ...794..143B,20080714,54661.5,11083,,,,,120,,,OK
11511_11083.fits,SPEX-PRISM,G 124-62BC,2014ApJ...794..143B,20110309,55630.105,11083,14 31 15.958615,,,,120,1.167,v3.4,OK
11442_11085.fits,SPEX-PRISM,G 239-25B,2014ApJ...794..143B,20100707,55384.827,11085,07 51 20.736809,,,Burgasser,120,1.535,v3.4,OK
10367_11086.fits,SPEX-PRISM,SSSPM 1444-2019,2014ApJ...794..143B,20050323,53452.5,11086,,,,,120,,,OK
11278_11087.fits,SPEX-PRISM,2MASS J14442946+0048530,2014ApJ...794..143B,20090630,55012.933,11087,10 23 9.6137514,,,Vervack,120,2.007,v3.4,OK
11523_11088.fits,SPEX-PRISM,SDSSp J144600.60+002452.0,2014ApJ...794..143B,20110311,55632.142,11088,15 23 52.793418,,,Burgasser,120,1.156,v3.4,OK
11062_11090.fits,SPEX-PRISM,2MASSW J1449378+235537,2014ApJ...794..143B,20080713,54660.5,11090,,,,,120,,,OK
11847_11092.fits,SPEX-PRISM,2MASS J14520183+1114590,2014ApJ...794..143B,20130426,56409.088,11092,14 06 42.362549,,,Burgasser,120,1.475,v3.4,OK
11512_11093.fits,SPEX-PRISM,SDSS J14525558+2723244,2014ApJ...794..143B,20110309,55630.121,11093,14 54 4.5671982,,,,120,1.029,v3.4,OK
11848_11094.fits,SPEX-PRISM,SDSS J14532589+1420418,2014ApJ...794..143B,20130426,56409.11,11094,14 38 52.170962,,,Burgasser,120,1.686,v3.4,OK
10537_11097.fits,SPEX-PRISM,LEHPM 2-50,2014ApJ...794..143B,20060312,53806.5,11097,,,,,120,,,OK
11095_11098.fits,SPEX-PRISM,LHS 3003,2014ApJ...794..143B,20080729,54676.5,11098,,,,,120,,,OK
10538_11099.fits,SPEX-PRISM,LEHPM 2-498,2014ApJ...794..143B,20060312,53806.5,11099,,,,,120,,,OK
11063_11102.fits,SPEX-PRISM,PSS 1458+2839,2014ApJ...794..143B,20080713,54660.5,11102,,,,,120,,,OK
11639_11103.fits,SPEX-PRISM,2MASS J15004572+4219448,2014ApJ...794..143B,20120530,56077.988,11103,11 43 1.9711112,,,Burgasser,75,1.371,v3.4,OK
11111_11105.fits,SPEX-PRISM,TVLM 513-46546,2014ApJ...794..143B,20080730,54677.5,11105,,,,,120,,,OK
11251_11114.fits,SPEX-PRISM,2MASS J15101685-024107,2014ApJ...794..143B,20090629,55011.877,11114,09 02 49.613340,,,Vervack,120,1.257,v3.4,OK
11860_11115.fits,SPEX-PRISM,SDSS J15102955+36194699,2014ApJ...794..143B,20130814,56518.73,11115,05 30 39.219810,,,Burgasser,120,1.111,v3.4,OK
11826_11116.fits,SPEX-PRISM,2MASS J15111091+4340363,2014ApJ...794..143B,20130425,56408.083,11116,13 59 44.096382,,,,120,1.336,v3.4,OK
11827_11118.fits,SPEX-PRISM,SDSS J15124067+3403501,2014ApJ...794..143B,20130425,56408.065,11118,13 32 59.817859,,,,120,1.193,v3.4,OK
11096_11135.fits,SPEX-PRISM,2MASS J15230657-2347526,2014ApJ...794..143B,20080729,54676.5,11135,,,,,120,,,OK
11652_11149.fits,SPEX-PRISM,SDSS J153453.33+121949.2,2014ApJ...794..143B,20120709,56117.823,11149,07 45 25.960591,,,Burgasser,120,1.043,v3.4,OK
11640_11150.fits,SPEX-PRISM,2MASS J15345700-1418480,2014ApJ...794..143B,20120530,56077.961,11150,11 04 10.337128,,,Burgasser,75,1.353,v3.4,OK
11081_11156.fits,SPEX-PRISM,DENIS-P J153941.96-052042.4,2014ApJ...794..143B,20080714,54661.5,11156,,,,,120,,,OK
10575_11165.fits,SPEX-PRISM,LEHPM 2-287,2014ApJ...794..143B,20060409,53834.5,11165,,,,,120,,,OK
11097_11171.fits,SPEX-PRISM,2MASS J15474719-2423493,2014ApJ...794..143B,20080729,54676.5,11171,,,,,120,,,OK
11863_11172.fits,SPEX-PRISM,SDSS J154849.02+172235.4,2014ApJ...794..143B,20130814,56518.806,11172,07 20 32.614685,,,Burgasser,120,1.282,v3.4,OK
11443_11173.fits,SPEX-PRISM,2MASS J15485834-1636018,2014ApJ...794..143B,20100707,55384.87,11173,08 52 42.341598,,,Burgasser,120,1.401,v3.4,OK
