# Vega spectrum from Kurucz intensity models, resolution 500
# corrected to 10 pc distance assuming R = 2.5 Rsun
# flux units of erg/s/cm2/micron
Wavelength	Flux
1.40923	1.96826e-06
1.41064	1.96099e-06
1.41206	1.95372e-06
1.41347	1.94645e-06
1.41489	1.93998e-06
1.41631	1.93271e-06
1.41773	1.92544e-06
1.41915	1.91898e-06
1.42057	1.91170e-06
1.42200	1.90524e-06
1.42342	1.89797e-06
1.42485	1.89150e-06
1.42628	1.88504e-06
1.42771	1.87777e-06
1.42914	1.87130e-06
1.43057	1.86403e-06
1.43200	1.85757e-06
1.43344	1.85111e-06
1.43488	1.84464e-06
1.43632	1.83818e-06
1.43776	1.83091e-06
1.43920	1.82040e-06
1.44064	1.80909e-06
1.44208	1.80182e-06
1.44353	1.79778e-06
1.44498	1.79535e-06
1.44643	1.79131e-06
1.44788	1.78566e-06
1.44933	1.77839e-06
1.45078	1.77192e-06
1.45223	1.76465e-06
1.45369	1.75495e-06
1.45515	1.74768e-06
1.45661	1.74526e-06
1.45807	1.74122e-06
1.45953	1.73475e-06
1.46099	1.72829e-06
1.46246	1.72102e-06
1.46392	1.71294e-06
1.46539	1.70890e-06
1.46686	1.70405e-06
1.46833	1.69840e-06
1.46980	1.69274e-06
1.47127	1.68708e-06
1.47275	1.68062e-06
1.47423	1.67416e-06
1.47570	1.66769e-06
1.47718	1.66123e-06
1.47866	1.65476e-06
1.48015	1.64992e-06
1.48163	1.64507e-06
1.48312	1.63941e-06
1.48460	1.63295e-06
1.48609	1.62648e-06
1.48758	1.61840e-06
1.48907	1.61436e-06
1.49057	1.61113e-06
1.49206	1.60628e-06
1.49356	1.60063e-06
1.49505	1.59497e-06
1.49655	1.58851e-06
1.49805	1.58285e-06
1.49955	1.57800e-06
1.50106	1.57235e-06
1.50256	1.56427e-06
1.50407	1.55700e-06
1.50558	1.55296e-06
1.50709	1.54972e-06
1.50860	1.54407e-06
1.51011	1.53841e-06
1.51162	1.53356e-06
1.51314	1.52791e-06
1.51465	1.52225e-06
1.51617	1.51741e-06
1.51769	1.51175e-06
1.51921	1.50529e-06
1.52074	1.50044e-06
1.52226	1.49559e-06
1.52379	1.48993e-06
1.52532	1.48185e-06
1.52684	1.47539e-06
1.52838	1.47216e-06
1.52991	1.46893e-06
1.53144	1.46246e-06
1.53298	1.45277e-06
1.53451	1.44388e-06
1.53605	1.44145e-06
1.53759	1.44226e-06
1.53913	1.43903e-06
1.54068	1.43095e-06
1.54222	1.41721e-06
1.54377	1.40348e-06
1.54531	1.40105e-06
1.54686	1.40590e-06
1.54841	1.40833e-06
1.54997	1.40671e-06
1.55152	1.39863e-06
1.55308	1.38328e-06
1.55463	1.36066e-06
1.55619	1.34611e-06
1.55775	1.35258e-06
1.55931	1.36550e-06
1.56088	1.37197e-06
1.56244	1.37197e-06
1.56401	1.36631e-06
1.56558	1.35581e-06
1.56714	1.33561e-06
1.56872	1.30248e-06
1.57029	1.27582e-06
1.57186	1.28470e-06
1.57344	1.30894e-06
1.57502	1.32430e-06
1.57659	1.32914e-06
1.57818	1.32995e-06
1.57976	1.32672e-06
1.58134	1.32026e-06
1.58293	1.30733e-06
1.58451	1.28470e-06
1.58610	1.24430e-06
1.58769	1.19744e-06
1.58928	1.19259e-06
1.59088	1.22976e-06
1.59247	1.26208e-06
1.59407	1.27743e-06
1.59567	1.28309e-06
1.59727	1.28390e-06
1.59887	1.28147e-06
1.60047	1.27662e-06
1.60207	1.27016e-06
1.60368	1.26208e-06
1.60529	1.24754e-06
1.60690	1.22249e-06
1.60851	1.17805e-06
1.61012	1.11664e-06
1.61174	1.09240e-06
1.61335	1.13361e-06
1.61497	1.18128e-06
1.61659	1.20875e-06
1.61821	1.22087e-06
1.61983	1.22572e-06
1.62145	1.22653e-06
1.62308	1.22491e-06
1.62471	1.22249e-06
1.62634	1.21845e-06
1.62797	1.21360e-06
1.62960	1.20795e-06
1.63123	1.20067e-06
1.63287	1.19017e-06
1.63450	1.17401e-06
1.63614	1.14896e-06
1.63778	1.10614e-06
1.63942	1.04312e-06
1.64107	1.00029e-06
1.64271	1.02857e-06
1.64436	1.08432e-06
1.64601	1.12068e-06
1.64766	1.13927e-06
1.64931	1.14815e-06
1.65096	1.15139e-06
1.65262	1.15219e-06
1.65428	1.15058e-06
1.65593	1.14815e-06
1.65759	1.14492e-06
1.65926	1.14088e-06
1.66092	1.13765e-06
1.66258	1.13280e-06
1.66425	1.12795e-06
1.66592	1.12311e-06
1.66759	1.11745e-06
1.66926	1.11099e-06
1.67093	1.10210e-06
1.67261	1.09079e-06
1.67429	1.07543e-06
1.67597	1.05039e-06
1.67765	1.01080e-06
1.67933	9.51004e-07
1.68101	9.10605e-07
1.68270	9.38076e-07
1.68438	9.90596e-07
1.68607	1.02534e-06
1.68776	1.04150e-06
1.68945	1.04877e-06
1.69115	1.05362e-06
1.69284	1.05523e-06
1.69454	1.05443e-06
1.69624	1.05200e-06
1.69794	1.04877e-06
1.69964	1.04554e-06
1.70135	1.04231e-06
1.70305	1.03908e-06
1.70476	1.03504e-06
1.70647	1.03180e-06
1.70818	1.02696e-06
1.70989	1.02211e-06
1.71160	1.01888e-06
1.71332	1.01564e-06
1.71504	1.01241e-06
1.71676	1.00756e-06
1.71848	1.00352e-06
1.72020	9.98676e-07
1.72193	9.93020e-07
1.72365	9.87364e-07
1.72538	9.80900e-07
1.72711	9.72012e-07
1.72884	9.60700e-07
1.73057	9.43732e-07
1.73231	9.15453e-07
1.73405	8.69397e-07
1.73578	8.17686e-07
1.73752	8.14454e-07
1.73927	8.59701e-07
1.74101	8.99293e-07
1.74276	9.19493e-07
1.74450	9.28380e-07
1.74625	9.31612e-07
1.74800	9.34037e-07
1.74975	9.33229e-07
1.75151	9.31612e-07
1.75326	9.29997e-07
1.75502	9.27573e-07
1.75678	9.25149e-07
1.75854	9.21917e-07
1.76031	9.18685e-07
1.76207	9.14645e-07
1.76384	9.11413e-07
1.76560	9.08181e-07
1.76737	9.05757e-07
1.76915	9.02525e-07
1.77092	9.00101e-07
1.77270	8.96061e-07
1.77447	8.92829e-07
1.77625	8.88789e-07
1.77803	8.85557e-07
1.77981	8.82325e-07
1.78160	8.79093e-07
1.78339	8.75861e-07
1.78517	8.72629e-07
1.78696	8.69397e-07
1.78875	8.66165e-07
1.79055	8.62933e-07
1.79234	8.59701e-07
1.79414	8.56469e-07
1.79594	8.53237e-07
1.79774	8.49198e-07
1.79954	8.45158e-07
1.80134	8.38694e-07
1.80315	8.33846e-07
1.80496	8.31422e-07
1.80677	8.25766e-07
1.80858	8.18494e-07
1.81039	8.07990e-07
1.81221	7.91830e-07
1.81402	7.64278e-07
1.81584	7.21131e-07
1.81766	6.87195e-07
1.81948	7.04406e-07
1.82131	7.43270e-07
1.82313	7.67833e-07
1.82496	7.80357e-07
1.82679	7.87144e-07
1.82862	7.89729e-07
1.83046	7.89325e-07
1.83229	7.87467e-07
1.83413	7.86093e-07
1.83597	7.84477e-07
1.83781	7.82054e-07
1.83965	7.79468e-07
1.84149	7.76721e-07
1.84334	7.73893e-07
1.84519	7.71065e-07
1.84704	7.68156e-07
1.84889	7.65328e-07
1.85074	7.62258e-07
1.85260	7.58945e-07
1.85446	7.55551e-07
1.85631	7.52320e-07
1.85818	7.49330e-07
1.86004	7.46017e-07
1.86190	7.41816e-07
1.86377	7.37291e-07
1.86564	7.31877e-07
1.86751	7.24202e-07
1.86938	7.12566e-07
1.87125	6.92447e-07
1.87313	6.56411e-07
1.87501	6.17789e-07
1.87689	6.25627e-07
1.87877	6.63360e-07
1.88065	6.87519e-07
1.88254	6.97942e-07
1.88443	7.01578e-07
1.88631	7.03113e-07
1.88821	7.03355e-07
1.89010	7.02143e-07
1.89199	6.99639e-07
1.89389	6.97376e-07
1.89579	6.96003e-07
1.89769	6.94225e-07
1.89959	6.91963e-07
1.90150	6.89620e-07
1.90340	6.87115e-07
1.90531	6.84691e-07
1.90722	6.82186e-07
1.90913	6.79600e-07
1.91105	6.77096e-07
1.91296	6.74510e-07
1.91488	6.71925e-07
1.91680	6.69339e-07
1.91872	6.66673e-07
1.92065	6.64006e-07
1.92257	6.61259e-07
1.92450	6.58431e-07
1.92643	6.55442e-07
1.92836	6.52290e-07
1.93029	6.48978e-07
1.93223	6.45099e-07
1.93416	6.40332e-07
1.93610	6.33949e-07
1.93804	6.24495e-07
1.93999	6.09305e-07
1.94193	5.83288e-07
1.94388	5.49999e-07
1.94583	5.42969e-07
1.94778	5.69552e-07
1.94973	5.94034e-07
1.95169	6.06558e-07
1.95364	6.12133e-07
1.95560	6.14234e-07
1.95756	6.14396e-07
1.95952	6.13668e-07
1.96149	6.12295e-07
1.96345	6.10679e-07
1.96542	6.08821e-07
1.96739	6.06962e-07
1.96937	6.04861e-07
1.97134	6.02437e-07
1.97332	6.00175e-07
1.97529	5.98317e-07
1.97727	5.96297e-07
1.97926	5.94196e-07
1.98124	5.92014e-07
1.98323	5.89833e-07
1.98521	5.87651e-07
1.98720	5.85550e-07
1.98920	5.83369e-07
1.99119	5.81187e-07
1.99319	5.79006e-07
1.99519	5.76905e-07
1.99719	5.74723e-07
1.99919	5.72623e-07
2.00119	5.70441e-07
2.00320	5.68340e-07
2.00521	5.66159e-07
2.00722	5.64058e-07
2.00923	5.62038e-07
2.01124	5.59937e-07
2.01326	5.57756e-07
2.01528	5.55655e-07
2.01730	5.53635e-07
2.01932	5.51534e-07
2.02134	5.49433e-07
2.02337	5.47413e-07
2.02540	5.45393e-07
2.02743	5.43292e-07
2.02946	5.41192e-07
2.03150	5.39172e-07
2.03353	5.37233e-07
2.03557	5.35213e-07
2.03761	5.33193e-07
2.03966	5.31173e-07
2.04170	5.29233e-07
2.04375	5.27294e-07
2.04580	5.25274e-07
2.04785	5.23335e-07
2.04990	5.21315e-07
2.05195	5.19376e-07
2.05401	5.17437e-07
2.05607	5.15498e-07
2.05813	5.13558e-07
2.06020	5.11539e-07
2.06226	5.09599e-07
2.06433	5.07660e-07
2.06640	5.05802e-07
2.06847	5.03943e-07
2.07054	5.02004e-07
2.07262	5.00146e-07
2.07470	4.98287e-07
2.07678	4.96429e-07
2.07886	4.94571e-07
2.08094	4.92712e-07
2.08303	4.90854e-07
2.08512	4.88996e-07
2.08721	4.87137e-07
2.08930	4.85279e-07
2.09139	4.83340e-07
2.09349	4.81562e-07
2.09559	4.79865e-07
2.09769	4.78088e-07
2.09979	4.76149e-07
2.10190	4.74129e-07
2.10401	4.72351e-07
2.10612	4.70816e-07
2.10823	4.69119e-07
2.11034	4.67341e-07
2.11246	4.65483e-07
2.11457	4.63625e-07
2.11669	4.61685e-07
2.11882	4.59666e-07
2.12094	4.57807e-07
2.12307	4.56353e-07
2.12519	4.54414e-07
2.12732	4.52555e-07
2.12946	4.51101e-07
2.13159	4.49566e-07
2.13373	4.47950e-07
2.13587	4.46091e-07
2.13801	4.44233e-07
2.14015	4.42536e-07
2.14230	4.40678e-07
2.14445	4.38819e-07
2.14660	4.36880e-07
2.14875	4.34779e-07
2.15090	4.32436e-07
2.15306	4.29689e-07
2.15522	4.26215e-07
2.15738	4.21528e-07
2.15954	4.14176e-07
2.16170	4.01733e-07
2.16387	3.81937e-07
2.16604	3.67878e-07
2.16821	3.77816e-07
2.17039	3.94865e-07
2.17256	4.04641e-07
2.17474	4.08924e-07
2.17692	4.10540e-07
2.17910	4.10701e-07
2.18129	4.10297e-07
2.18347	4.09409e-07
2.18566	4.08358e-07
2.18785	4.07065e-07
2.19005	4.05773e-07
2.19224	4.04480e-07
2.19444	4.03025e-07
2.19664	4.01652e-07
2.19884	4.00197e-07
2.20105	3.98743e-07
2.20325	3.97208e-07
2.20546	3.95673e-07
2.20767	3.94218e-07
2.20989	3.92845e-07
2.21210	3.91390e-07
2.21432	3.89774e-07
2.21654	3.87997e-07
2.21876	3.86785e-07
2.22099	3.85573e-07
2.22321	3.84199e-07
2.22544	3.82745e-07
2.22767	3.81291e-07
2.22991	3.79836e-07
2.23214	3.78463e-07
2.23438	3.77008e-07
2.23662	3.75554e-07
2.23886	3.74180e-07
2.24111	3.72807e-07
2.24335	3.71352e-07
2.24560	3.69979e-07
2.24785	3.68605e-07
2.25011	3.67151e-07
2.25236	3.65777e-07
2.25462	3.64323e-07
2.25688	3.62949e-07
2.25914	3.61656e-07
2.26141	3.60283e-07
2.26367	3.58909e-07
2.26594	3.57616e-07
2.26821	3.56243e-07
2.27049	3.54869e-07
2.27276	3.53576e-07
2.27504	3.52284e-07
2.27732	3.50910e-07
2.27961	3.49617e-07
2.28189	3.48244e-07
2.28418	3.46951e-07
2.28647	3.45739e-07
2.28876	3.44365e-07
2.29106	3.43073e-07
2.29335	3.41780e-07
2.29565	3.40568e-07
2.29795	3.39275e-07
2.30026	3.38063e-07
2.30256	3.36770e-07
2.30487	3.35558e-07
2.30718	3.34265e-07
2.30950	3.33053e-07
2.31181	3.31761e-07
2.31413	3.30549e-07
2.31645	3.29337e-07
2.31877	3.28125e-07
2.32109	3.26913e-07
2.32342	3.25701e-07
2.32575	3.24489e-07
2.32808	3.23277e-07
2.33042	3.22065e-07
2.33275	3.20853e-07
2.33509	3.19641e-07
2.33743	3.18429e-07
2.33978	3.17298e-07
2.34212	3.16086e-07
2.34447	3.14874e-07
2.34682	3.13743e-07
2.34917	3.12531e-07
2.35153	3.11399e-07
2.35388	3.10268e-07
2.35624	3.09056e-07
2.35861	3.07925e-07
2.36097	3.06794e-07
2.36334	3.05663e-07
2.36571	3.04451e-07
2.36808	3.03319e-07
2.37045	3.02188e-07
2.37283	3.01057e-07
2.37521	2.99926e-07
2.37759	2.98795e-07
2.37997	2.97744e-07
2.38236	2.96613e-07
2.38475	2.95482e-07
2.38714	2.94351e-07
2.38953	2.93220e-07
2.39193	2.92169e-07
2.39432	2.91038e-07
2.39672	2.89988e-07
2.39913	2.88856e-07
2.40153	2.87725e-07
2.40394	2.86594e-07
2.40635	2.85544e-07
2.40876	2.84574e-07
2.41118	2.83443e-07
2.41359	2.82312e-07
2.41601	2.81181e-07
2.41844	2.80211e-07
2.42086	2.79241e-07
2.42329	2.78191e-07
2.42572	2.77141e-07
2.42815	2.75929e-07
2.43058	2.74797e-07
2.43302	2.73747e-07
2.43546	2.72858e-07
2.43790	2.71969e-07
2.44034	2.71000e-07
2.44279	2.69869e-07
2.44524	2.68576e-07
2.44769	2.67283e-07
2.45014	2.66233e-07
2.45260	2.65506e-07
2.45506	2.64778e-07
2.45752	2.63970e-07
2.45998	2.63001e-07
2.46245	2.61789e-07
2.46492	2.60415e-07
2.46739	2.58880e-07
2.46986	2.57587e-07
2.47234	2.56860e-07
2.47482	2.56456e-07
2.47730	2.55971e-07
2.47978	2.55244e-07
2.48227	2.54355e-07
2.48476	2.53224e-07
2.48725	2.52012e-07
2.48974	2.50396e-07
2.49224	2.48538e-07
2.49474	2.46922e-07
2.49724	2.46275e-07
2.49974	2.46275e-07
2.50225	2.46195e-07
2.50475	2.45791e-07
2.50727	2.45063e-07
2.50978	2.44255e-07
2.51230	2.43286e-07
2.51481	2.42155e-07
2.51734	2.40781e-07
2.51986	2.39003e-07
2.52239	2.36579e-07
2.52491	2.34156e-07
2.52744	2.33348e-07
2.52998	2.33994e-07
2.53251	2.34559e-07
2.53505	2.34640e-07
2.53760	2.34236e-07
2.54014	2.33671e-07
2.54269	2.32944e-07
2.54523	2.32055e-07
2.54779	2.31085e-07
2.55034	2.30035e-07
2.55290	2.28742e-07
2.55546	2.27207e-07
2.55802	2.24944e-07
2.56058	2.21712e-07
2.56315	2.18400e-07
2.56572	2.17673e-07
2.56829	2.19288e-07
2.57087	2.20743e-07
2.57344	2.21308e-07
2.57602	2.21228e-07
2.57861	2.20824e-07
2.58119	2.20177e-07
2.58378	2.19369e-07
2.58637	2.18642e-07
2.58896	2.17915e-07
2.59156	2.17026e-07
2.59416	2.16057e-07
2.59676	2.15006e-07
2.59936	2.13713e-07
2.60196	2.12097e-07
2.60457	2.09916e-07
2.60718	2.06603e-07
2.60980	2.01917e-07
2.61241	1.98281e-07
2.61503	1.98685e-07
2.61766	1.99816e-07
2.62028	1.97392e-07
2.62291	1.90201e-07
2.62554	1.83575e-07
2.62817	1.87050e-07
2.63080	1.94402e-07
2.63344	1.98685e-07
2.63608	2.00462e-07
2.63872	2.01109e-07
2.64137	2.01109e-07
2.64402	2.00866e-07
2.64667	2.00382e-07
2.64932	1.99816e-07
2.65198	1.99089e-07
2.65463	1.98281e-07
2.65730	1.97473e-07
2.65996	1.96422e-07
2.66263	1.94968e-07
2.66530	1.93029e-07
2.66797	1.90282e-07
2.67064	1.85676e-07
2.67332	1.80020e-07
2.67600	1.78162e-07
2.67868	1.81798e-07
2.68137	1.85595e-07
2.68406	1.87615e-07
2.68675	1.88342e-07
2.68944	1.88423e-07
2.69214	1.88181e-07
2.69483	1.87777e-07
2.69754	1.87211e-07
