FILENAME,FOLDER,INSTRUMENT,NAME,REFERENCE,OBSERVATION_DATE,OBSERVATION_TIME,OBSERVATION_MJD,PROGRAM,OBSERVER,AIRMASS,INTEGRATION,CONDITIONS
mage_1309-2330_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1309-2330,,,,,,,,,
mage_0517-3349_090106.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0517-3349,,,,,,,,,
mage_0351-0052_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0351-0052,,,,,,,,,
mage_0835-0819_090108.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0835-0819,,,,,,,,,
mage_1134+0022_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1134+0022,,,,,,,,,
mage_2200-3038_090829.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2200-3038,,,,,,,,,
mage_1510-2818_090307.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1510-2818,,,,,,,,,
mage_0109-0343_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0109-0343,,,,,,,,,
mage_0615-0100_090106.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0615-0100,,,,,,,,,
mage_1155-3727_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1155-3727,,,,,,,,,
mage_1139-3159_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1139-3159,,,,,,,,,
mage_0923+2340_110320.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0923+2340,,,,,,,,,
mage_1607-0442_090308.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1607-0442,,,,,,,,,
mage_2337-0838_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2337-0838,,,,,,,,,
mage_0004-2058_090111.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0004-2058,,,,,,,,,
mage_0024-0158_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0024-0158,,,,,,,,,
mage_1707-0558_090829.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1707-0558,,,,,,,,,
mage_1119+0820_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1119+0820,,,,,,,,,
mage_1555-0956_090308.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1555-0956,,,,,,,,,
mage_1534-1418_090307.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1534-1418,,,,,,,,,
mage_1224-1238_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1224-1238,,,,,,,,,
mage_0500+0330_090106.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0500+0330,,,,,,,,,
mage_2037-1137_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2037-1137,,,,,,,,,
mage_1332-0441_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1332-0441,,,,,,,,,
mage_1645-1319_090308.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1645-1319,,,,,,,,,
mage_0812-2444_090107.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0812-2444,,,,,,,,,
mage_0641-4322_110318.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0641-4322,,,,,,,,,
mage_0102-3737_081126.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0102-3737,,,,,,,,,
mage_2000-7523_090531.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2000-7523,,,,,,,,,
mage_1422+2116_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1422+2116,,,,,,,,,
mage_1539-0520_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1539-0520,,,,,,,,,
mage_1252+0252_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1252+0252,,,,,,,,,
mage_0331-3042_090829.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0331-3042,,,,,,,,,
mage_2331-2749_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2331-2749,,,,,,,,,
mage_2036+1051_090531.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2036+1051,,,,,,,,,
mage_0830+0947_090109.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0830+0947,,,,,,,,,
mage_1750-0016_090829.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1750-0016,,,,,,,,,
mage_1553+1400_090308.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1553+1400,,,,,,,,,
mage_0248-1651_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0248-1651,,,,,,,,,
mage_1550+1455_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1550+1455,,,,,,,,,
mage_1315-2649p2_110326.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1315-2649,,,,,,,,,
mage_0921-2104_090109.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0921-2104,,,,,,,,,
mage_1501+2250_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1501+2250,,,,,,,,,
mage_2351-2537_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2351-2537,,,,,,,,,
mage_0823-4912_090107.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0823-4912,,,,,,,,,
mage_2045-6332_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2045-6332,,,,,,,,,
mage_1121-1313_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1121-1313,,,,,,,,,
mage_0544-2433_090106.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0544-2433,,,,,,,,,
mage_1456-2809_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1456-2809,,,,,,,,,
mage_1048-3956_090109.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1048-3956,,,,,,,,,
mage_0847-1532_090108.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0847-1532,,,,,,,,,
mage_0909-0658_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0909-0658,,,,,,,,,
mage_0041-5621_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0041-5621,,,,,,,,,
mage_1411-2119_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1411-2119,,,,,,,,,
mage_1845-6357_090531.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1845-6357,,,,,,,,,
