FILENAME,FOLDER,INSTRUMENT,NAME,REFERENCE,OBSERVATION_DATE,OBSERVATION_TIME,OBSERVATION_MJD,PROGRAM,OBSERVER,AIRMASS,INTEGRATION,CONDITIONS
mage_1054+1214_090109.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1054+1214,,,,,,,,,
mage_1500-0039_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1500-0039,,,,,,,,,
mage_2104-1037_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2104-1037,,,,,,,,,
mage_0707-4900_090108.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0707-4900,,,,,,,,,
mage_1550+1455_2_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1550+1455,,,,,,,,,
mage_0339-3525_090829.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0339-3525,,,,,,,,,
mage_0123-6921_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0123-6921,,,,,,,,,
mage_1440+1339_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1440+1339,,,,,,,,,
mage_2226-7503_090531.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2226-7503,,,,,,,,,
mage_1504-2355_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1504-2355,,,,,,,,,
mage_1705-0516_110320.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1705-0516,,,,,,,,,
mage_1004-3335_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1004-3335,,,,,,,,,
mage_1506+1321_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1506+1321,,,,,,,,,
mage_1045-0149_090109.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1045-0149,,,,,,,,,
mage_2349+1224_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2349+1224,,,,,,,,,
mage_1221+0257_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1221+0257,,,,,,,,,
mage_2120+1021_090829.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2120+1021,,,,,,,,,
mage_2306-0502_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2306-0502,,,,,,,,,
mage_0949+0806_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0949+0806,,,,,,,,,
mage_0853-0329_090108.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0853-0329,,,,,,,,,
mage_1745-1640_090531.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1745-1640,,,,,,,,,
mage_1315-2649p1_110326.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1315-2649,,,,,,,,,
mage_0902+0033_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0902+0033,,,,,,,,,
mage_0652-2534_090107.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0652-2534,,,,,,,,,
mage_2306-0007_090827.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2306-0007,,,,,,,,,
mage_2346+1129_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J2346+1129,,,,,,,,,
mage_1003-0105_110319.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1003-0105,,,,,,,,,
mage_1510-0241_090307.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1510-0241,,,,,,,,,
mage_1733-1654_090828.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1733-1654,,,,,,,,,
mage_0751-2530_090107.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0751-2530,,,,,,,,,
mage_0148-3024_090829.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J0148-3024,,,,,,,,,
mage_1615+0546_090308.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1615+0546,,,,,,,,,
mage_1055+0808_090306.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1055+0808,,,,,,,,,
mage_1121-1313_090111.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/MAGE/,MAGE,J1121-1313,,,,,,,,,
