LIBRARY,FILENAME,INSTRUMENT,SOURCE_KEY,OBSERVATION_DATE,OBSERVATION_TIME,JULIAN_DATE,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,REDUCTION_PERSON,REDUCTION_DATE,QUALITY_FLAG,MEDIAN_SNR,SPEX_TYPE,SPEX_GRAVITY_CLASSIFICATION,PUBLISHED,DATA_REFERENCE,NOTE
SPL,11449_11327.fits,SPEX-PRISM,11327,20100707,11 50 53.339128,55384.994,,,Burgasser,120,1.522,v3.4,,,OK,93,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11031_11328.fits,SPEX-PRISM,11328,20080511,,54597.5,,,,120,,,,,OK,23,L3.0,INT-G,Y,2014ApJ...794..143B,
SPL,11070_11328.fits,SPEX-PRISM,11328,20080713,,54660.5,,,,120,,,,,OK,86,L3.0,VL-G,Y,2014ApJ...794..143B,
SPL,11233_11328.fits,SPEX-PRISM,11328,20090506,15 01 3.7136136,54958.126,,,Allers,120,1.179,v3.4,,,OK,45,L3.0,INT-G,Y,2013ApJ...772...79A,
SPL,10715_11330.fits,SPEX-PRISM,11330,20060912,07 17 58.1919,53990.804,,,Looper,120,1.69,v3.3,,,POOR,12,M6.0,,Y,2010ApJS..190..100K,
SPL,11993_11331.fits,SPEX-PRISM,11331,20130620,09 54 49.893506,56463.913,,,,75,1.232,v3.4,,,OK,236,M3.0,,Y,2014ApJ...787..126L,
SPL,11261_11332.fits,SPEX-PRISM,11332,20090629,12 19 24.026619,55012.013,,,Vervack,120,1.418,v3.4,,,OK,174,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10435_11333.fits,SPEX-PRISM,11333,20050907,,53620.5,,,Burgasser,120,,,,,OK,50,L7.0,INT-G,Y,BURGASSER-NP,
SPL,10643_11333.fits,SPEX-PRISM,11333,20060821,,53968.5,,,,120,,,,,OK,78,L7.0,FLD-G,Y,2011AJ....141...70B,
SPL,11407_11335.fits,SPEX-PRISM,11335,20100421,,55307.5,,,,120,,,,,OK,5,T6.0,,Y,2011ApJS..197...19K,
SPL,11574_11338.fits,SPEX-PRISM,11338,20110729,,55771.5,,,,120,,,,,OK,35,T0.0,,Y,2013ApJS..205....6M,
SPL,10394_11339.fits,SPEX-PRISM,11339,20050407,,53467.5,,,,120,,,,,POOR,29,L5.0,FLD-G,Y,2006AJ....131.2722C,
SPL,11405_11340.fits,SPEX-PRISM,11340,20100303,15 16 35.882780,55259.137,,,Allers,120,1.116,v3.4,,,OK,407,L1.0,FLD-G,Y,2013ApJ...772...79A,
SPL,10627_11341.fits,SPEX-PRISM,11341,20060601,12 50 42.8190,53888.035,,,,120,1.092,v3.3,,,OK,51,L1.0,FLD-G,Y,2010ApJS..190..100K,
SPL,10009_11343.fits,SPEX-PRISM,11343,20030521,,52780.5,,,Burgasser,120,,,Mercado,,OK,25,M6.0,,Y,2004AJ....127.2856B,
SPL,10010_11344.fits,SPEX-PRISM,11344,20030521,,52780.5,,,Burgasser,120,,,Mercado,,OK,60,,,Y,2004AJ....127.2856B,
SPL,11675_11345.fits,SPEX-PRISM,11345,20120723,,56131.5,,,,120,,,,,OK,89,L2.0,FLD-G,Y,2013PASP..125..809T,
SPL,10610_11346.fits,SPEX-PRISM,11346,20060411,,53836.5,,,,120,,,,,OK,154,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11575_11347.fits,SPEX-PRISM,11347,20110729,,55771.5,,,,120,,,,,OK,37,T4.0,,Y,2013ApJS..205....6M,
SPL,10445_11348.fits,SPEX-PRISM,11348,20050908,05 42 22.370145,53621.738,,,Kirkpatrick,120,1.222,v3.2,,,OK,235,M9.0,FLD-G,Y,2010ApJS..190..100K,
SPL,10011_11349.fits,SPEX-PRISM,11349,20030521,,52780.5,,,Burgasser,120,,,Mercado,,OK,375,M4.0,,Y,2004AJ....127.2856B,
SPL,10045_11350.fits,SPEX-PRISM,11350,20030523,13 28 3.5745223,52783.061,,,Burgasser,120,1.145,v3.4,Sahi,,OK,53,M8.0,FLD-G,Y,2004AJ....127.2856B,
SPL,11007_11351.fits,SPEX-PRISM,11351,20080326,14 47 6.5596899,54552.116,,,Metchev,75,1.329,v3.4,,,POOR,24,L9.0,,Y,2011ApJ...732...56G,
SPL,12422_11351.fits,SPEX-PRISM,11351,20120419,14 37 21.263554,56036,,,Metchev,150,1.316,v3.4,,,OK,19.64962196,L5.0,VL-G,Y,2015AJ....150..182K,
SPL,11566_11352.fits,SPEX-PRISM,11352,20110713,,55755.5,,,,120,,,,,POOR,29,L7.0,FLD-G,Y,2013ApJS..205....6M,
SPL,10505_11353.fits,SPEX-PRISM,11353,20051020,05 12 59.571518,53663.717,,,,120,1.43,v3.2,,,POOR,33,L7.0,VL-G,Y,2010ApJS..190..100K,
SPL,11669_11355.fits,SPEX-PRISM,11355,20120719,,56127.5,,,,120,,,,,OK,83,L7.0,INT-G,Y,2014AJ....147...34S,
SPL,11585_11356.fits,SPEX-PRISM,11356,20110825,,55798.5,,,,120,,,,,OK,6,T5.0,,Y,2013ApJS..205....6M,
SPL,11994_11357.fits,SPEX-PRISM,11357,20130620,10 10 31.450855,56463.924,,,,75,1.003,v3.4,,,OK,137,L1.0,FLD-G,Y,2014ApJ...787..126L,
SPL,11283_11358.fits,SPEX-PRISM,11358,20090630,13 10 37.536545,55013.049,,,Vervack,120,1.615,v3.4,,,OK,65,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10240_11359.fits,SPEX-PRISM,11359,20040906,,53254.5,,,,120,,,,,OK,200,,,Y,2006ApJ...638..183M,
SPL,10241_11360.fits,SPEX-PRISM,11360,20040906,,53254.5,,,,120,,,,,OK,239,,,Y,2006ApJ...638..183M,
SPL,11152_11361.fits,SPEX-PRISM,11361,20080908,,54717.5,,,,120,,,,,OK,155,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10095_11362.fits,SPEX-PRISM,11362,20030904,,52886.5,,,,75,,,,,OK,48,L5.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,11659_11362.fits,SPEX-PRISM,11362,20120709,13 48 10.626915,56118.075,,,Burgasser,120,2.31,v3.4,,,OK,64,L5.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11676_11364.fits,SPEX-PRISM,11364,20120723,,56131.5,,,,120,,,,,OK,139,,,Y,2013PASP..125..809T,
SPL,11589_11365.fits,SPEX-PRISM,11365,20110908,06 20 42.028359,55812.764,,,,75,1.147,v3.4,,,OK,319,M8.0,INT-G,Y,2012ApJS..201...19D,
SPL,10282_11366.fits,SPEX-PRISM,11366,20040909,,53257.5,,,,120,,,,,OK,26,T2.0,,Y,2006ApJ...637.1067B,
SPL,10849_11367.fits,SPEX-PRISM,11367,20070916,,54359.5,,,,120,,,,,OK,119,L5.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,10046_11368.fits,SPEX-PRISM,11368,20030523,13 50 37.341067,52783.077,,,Burgasser,120,1.101,v3.4,Sahi,,OK,33,T3.0,,Y,2004AJ....127.2856B,
SPL,10628_11370.fits,SPEX-PRISM,11370,20060601,,53887.5,,,,120,,,,,OK,38,T6.0,,Y,2008ApJ...681..579B,
SPL,11995_11371.fits,SPEX-PRISM,11371,20130618,10 10 16.444514,56461.924,,,,75,1.002,v3.4,,,OK,39,T1.0,,Y,2014ApJ...787..126L,
SPL,10506_11372.fits,SPEX-PRISM,11372,20051020,04 36 47.094515,53663.692,,,,120,1.205,v3.2,,,OK,58,L1.0,FLD-G,Y,2010ApJS..190..100K,
SPL,10205_11377.fits,SPEX-PRISM,11377,20040723,,53209.5,,,,120,,,,,OK,18,T7.0,,Y,2006ApJ...639.1095B,
SPL,11661_11378.fits,SPEX-PRISM,11378,20120709,13 09 22.484087,56118.048,,,Burgasser,120,2.794,v3.4,,,OK,117,L3.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11563_11379.fits,SPEX-PRISM,11379,20110622,11 29 0.37235200,55734.978,,,,75,1.103,v3.4,,,OK,201,L8.0,,Y,2011AJ....142..171G,
SPL,11450_11381.fits,SPEX-PRISM,11381,20100707,10 47 30.221878,55384.95,,,Burgasser,120,1.07,v3.4,,,OK,153,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10061_11382.fits,SPEX-PRISM,11382,20030812,,52863.5,,,,75,,,,,OK,119,L1.0,FLD-G,Y,2008ApJ...681..579B,
SPL,10469_11382.fits,SPEX-PRISM,11382,20051016,,53659.5,,,,120,,,,,OK,124,L1.0,FLD-G,Y,2008ApJ...681..579B,
SPL,11564_11383.fits,SPEX-PRISM,11383,20110629,,55741.5,,,,75,,,,,OK,5,T7.0,,Y,2012ApJ...760..152L,
SPL,11571_11383.fits,SPEX-PRISM,11383,20110728,,55770.5,,,,120,,,,,OK,3,T8.0,,Y,2013ApJS..205....6M,
SPL,11677_11385.fits,SPEX-PRISM,11385,20120723,,56131.5,,,,120,,,,,POOR,56,T0.0,,Y,2013ApJS..205....6M,
SPL,11760_11385.fits,SPEX-PRISM,11385,20121114,05 07 20.292771,56245.713,,,,75,1.309,v3.4,,,OK,39,T0.0,,Y,2013ApJ...777...84B,
SPL,12190_11385.fits,SPEX-PRISM,11385,20121014,05 07 20.292771,56214,,,Best,150,1.308,v3.4,,,OK,39.3,T1.0,INT-G,Y,2015ApJ...814..118B,
SPL,10027_11387.fits,SPEX-PRISM,11387,20030522,,52781.5,,,,120,,,,,POOR,5,M7.0,,Y,2004AJ....127.2856B,
SPL,10617_11388.fits,SPEX-PRISM,11388,20060531,14 29 15.3191,53887.104,,,,120,1.37,v3.3,,,OK,57,L5.0,FLD-G,Y,2010ApJS..190..100K,
SPL,10407_11390.fits,SPEX-PRISM,11390,20050810,,53592.5,,,,120,,,,,OK,172,L5.0,FLD-G,Y,2008ApJ...686..528L,
SPL,10047_11392.fits,SPEX-PRISM,11392,20030523,14 18 11.109925,52783.096,,,Burgasser,120,1.097,v3.4,Sahi,,OK,49,M6.0,,Y,2004AJ....127.2856B,
SPL,10012_11393.fits,SPEX-PRISM,11393,20030521,,52780.5,,,Burgasser,120,,,Mercado,,OK,296,M7.0,INT-G,Y,2004AJ....127.2856B,
SPL,10284_11393.fits,SPEX-PRISM,11393,20040909,,53257.5,,,,120,,,,,OK,163,M7.0,INT-G,Y,2014ApJ...794..143B,
SPL,10507_11395.fits,SPEX-PRISM,11395,20051020,06 02 54.635030,53663.752,,,,120,1.476,v3.2,,,POOR,26,M8.0,FLD-G,Y,2010ApJS..190..100K,
SPL,10138_11396.fits,SPEX-PRISM,11396,20030918,06 13 41.973993,52900.76,,,Burgasser,120,2.984,v3.4,Aganze,,OK,10,T6.0,,Y,2004AJ....127.2856B,
SPL,10446_11397.fits,SPEX-PRISM,11397,20050908,08 17 13.076844,53621.845,,,Kirkpatrick,120,1.296,v3.2,,,OK,100,M7.0,INT-G,Y,2010ApJS..190..100K,
SPL,11125_11397.fits,SPEX-PRISM,11397,20080828,08 31 50.4257,54706.855,,,,120,1.182,v3.4,,,OK,107,M7.0,INT-G,Y,2010ApJS..190..100K,
SPL,11479_11399.fits,SPEX-PRISM,11399,20100912,,55451.5,,,,120,,,,,OK,29,L9.0,,Y,2011ApJS..197...19K,
SPL,10408_11401.fits,SPEX-PRISM,11401,20050810,07 29 10.133689,53592.812,,,Burgasser,120,1.629,v3.2,,,POOR,46,M6.0,,Y,2010ApJS..190..100K,
SPL,11678_11404.fits,SPEX-PRISM,11404,20120723,,56131.5,,,,120,,,,,OK,407,M0.0,,Y,2013PASP..125..809T,
SPL,11190_11405.fits,SPEX-PRISM,11405,20081104,05 09 13.866750,54774.715,,,Reddy,120,1.42,v3.4,,,OK,135,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10139_11407.fits,SPEX-PRISM,11407,20030918,,52900.5,,,Burgasser,120,,,Tomoki,,POOR,28,M7.0,INT-G,Y,2004AJ....127.2856B,
SPL,11711_11410.fits,SPEX-PRISM,11410,20120926,06 38 41.558621,56196.777,,,,75,1.395,v3.4,,,OK,83,L9.0,,Y,2013ApJ...777...84B,
SPL,11429_11411.fits,SPEX-PRISM,11411,20100525,,55341.5,,,,120,,,,,OK,8,T7.0,,Y,2011ApJS..197...19K,
SPL,10140_11413.fits,SPEX-PRISM,11413,20030918,,52900.5,,,Burgasser,120,,,Tomoki,,OK,35,M6.0,,Y,2004AJ....127.2856B,
SPL,10013_11416.fits,SPEX-PRISM,11416,20030521,,52780.5,,,Burgasser,120,,,Mercado,,OK,34,T5.0,,Y,2004AJ....127.2856B,
SPL,11819_11417.fits,SPEX-PRISM,11417,20130424,15 19 38.703152,56407.139,,,Burgasser,120,1.824,v3.4,,,OK,95,L7.0,VL-G,Y,2014ApJ...794..143B,
SPL,11486_11418.fits,SPEX-PRISM,11418,20101117,,55517.5,,,,120,,,,,OK,20,T6.0,,Y,2011ApJS..197...19K,
SPL,11554_11419.fits,SPEX-PRISM,11419,20110419,13 57 10.797464,55671.081,,,Burgasser,120,1.151,v3.4,,,OK,245,L0.0,FLD-G,Y,2011ApJ...736L..34G,
SPL,10618_11421.fits,SPEX-PRISM,11421,20060531,13 24 8.31177,53887.058,,,,120,1.842,v3.3,,,POOR,19,L1.0,INT-G,Y,2010ApJS..190..100K,
SPL,10823_11422.fits,SPEX-PRISM,11422,20070704,11 40 6.37122,54285.986,,,Kirkpatrick,120,1.057,v3.3,,,OK,977,M3.0,,Y,2010ApJS..190..100K,
SPL,10154_11423.fits,SPEX-PRISM,11423,20030919,,52901.5,,,Burgasser,120,,,Tomoki,,OK,202,M8.0,FLD-G,Y,2004AJ....127.2856B,
SPL,10824_11423.fits,SPEX-PRISM,11423,20070704,11 32 8.86071,54285.981,,,Kirkpatrick,120,1.051,v3.3,,,OK,450,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10028_11425.fits,SPEX-PRISM,11425,20030522,,52781.5,,,,120,,,,,OK,163,,,Y,2004AJ....127.2856B,
SPL,11728_11427.fits,SPEX-PRISM,11427,20120927,04 52 48.647269,56197.703,,,Burgasser,120,1.671,v3.4,,,OK,179,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,11594_11430.fits,SPEX-PRISM,11430,20110911,,55815.5,,,,120,,,,,OK,135,T6.0,,Y,2013ApJS..205....6M,
SPL,11154_11431.fits,SPEX-PRISM,11431,20080908,,54717.5,,,,120,,,,,OK,62,L3.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,11894_11436.fits,SPEX-PRISM,11436,20131023,05 01 31.255930,56588.709,,,Burgasser,120,1.355,v3.4,,,OK,107,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,11291_11437.fits,SPEX-PRISM,11437,20090702,09 51 28.897899,55014.911,,,Allers,120,1.643,v3.4,,,OK,141,L0.0,VL-G,Y,2013ApJ...772...79A,
SPL,11996_11439.fits,SPEX-PRISM,11439,20130825,07 41 45.014380,56529.821,,,,75,1.705,v3.4,,,OK,72,M7.0:,FLD-G,Y,2014ApJ...787..126L,
SPL,10629_11440.fits,SPEX-PRISM,11440,20060601,13 30 41.3795,53888.063,,,,120,1.514,v3.3,,,POOR,30,L2.0,FLD-G,Y,2010ApJS..190..100K,
SPL,12005_11442.fits,SPEX-PRISM,11442,20030917,07 30 24.617183,52899.813,,,Burgasser,120,1.195,v3.4,Aganze,,OK,57,M6.0,,Y,2004AJ....127.2856B,
SPL,10692_11444.fits,SPEX-PRISM,11444,20060902,,53980.5,,,,120,,,,,OK,238,M7.0,INT-G,Y,2014ApJ...794..143B,
SPL,10502_11447.fits,SPEX-PRISM,11447,20051019,06 13 15.581149,53662.759,,,,120,2.135,v3.2,,,POOR,24,M8.0,INT-G,Y,2010ApJS..190..100K,
SPL,10661_11448.fits,SPEX-PRISM,11448,20060828,09 26 1.44625,53975.893,,,Kirkpatrick,120,1.441,v3.3,,,POOR,19,L2.0,INT-G,Y,2010ApJS..190..100K,
SPL,11569_11450.fits,SPEX-PRISM,11450,20110723,,55765.5,,,,120,,,,,OK,42,L1.0,INT-G,Y,2013PASP..125..809T,
SPL,11997_11451.fits,SPEX-PRISM,11451,20130619,10 09 18.146278,56462.923,,,,75,1.283,v3.4,,,OK,38,L1.0,FLD-G,Y,2014ApJ...787..126L,
SPL,10850_11452.fits,SPEX-PRISM,11452,20070916,,54359.5,,,,120,,,,,OK,85,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10466_11455.fits,SPEX-PRISM,11455,20051015,,53658.5,,,,120,,,,,OK,75,L7.0,INT-G,Y,2008ApJ...681..579B,
SPL,10825_11455.fits,SPEX-PRISM,11455,20070704,12 20 50.4367,54286.014,,,Kirkpatrick,120,1.131,v3.3,,,OK,41,L7.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11155_11455.fits,SPEX-PRISM,11455,20080908,,54717.5,,,,120,,,,,OK,105,L7.0,INT-G,Y,2014ApJ...794..143B,
SPL,10630_11456.fits,SPEX-PRISM,11456,20060601,14 13 4.46183,53888.092,,,,120,1.017,v3.3,,,OK,28,M6.0,,Y,2010ApJS..190..100K,
SPL,11595_11458.fits,SPEX-PRISM,11458,20110911,,55815.5,,,,120,,,,,OK,17,T5.0,,Y,2013ApJS..205....6M,
SPL,11891_11459.fits,SPEX-PRISM,11459,20131022,07 21 21.301017,56587.806,,,Burgasser,120,1.668,v3.4,,,OK,74,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11292_11460.fits,SPEX-PRISM,11460,20090702,10 09 18.031104,55014.923,,,Allers,120,1.692,v3.4,,,OK,118,L0.0,VL-G,Y,2013ApJ...772...79A,
SPL,11156_11469.fits,SPEX-PRISM,11469,20080908,,54717.5,,,,120,,,,,OK,94,L1.0,FLD-G,Y,2010AJ....139.1045S,
SPL,11284_11469.fits,SPEX-PRISM,11469,20090630,12 35 39.393522,55013.025,,,Vervack,120,1.549,v3.4,,,OK,79,L2.0,FLD-G,Y,2010AJ....140..110G,
SPL,11307_11469.fits,SPEX-PRISM,11469,20091104,05 00 31.931453,55139.709,,,Burgasser,120,1.63,v3.4,,,OK,106,L1.0,FLD-G,Y,2010AJ....140..110G,
SPL,11241_11470.fits,SPEX-PRISM,11470,20090628,12 44 31.255918,55011.031,,,Vervack,120,1.042,v3.4,,,OK,136,M9.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10048_11471.fits,SPEX-PRISM,11471,20030523,14 36 27.511540,52783.109,,,Burgasser,120,1.058,v3.4,Sahi,,OK,182,L2.0,FLD-G,Y,2004AJ....127.2856B,
SPL,10694_11472.fits,SPEX-PRISM,11472,20060902,10 02 5.30863,53980.918,,,Looper,120,1.655,v3.3,,,POOR,14,M5.0,,Y,2010ApJS..190..100K,
SPL,11596_11473.fits,SPEX-PRISM,11473,20110911,,55815.5,,,,120,,,,,OK,214,T1.0,,Y,2013ApJS..205....6M,
SPL,11697_11473.fits,SPEX-PRISM,11473,20120920,08 45 49.060891,56190.865,,,,75,1.149,v3.4,,,OK,44,T1.0,,Y,2013ApJ...777...84B,
SPL,10508_11474.fits,SPEX-PRISM,11474,20051020,06 42 02.757186,53663.779,,,,120,1.583,v3.2,,,BG,7,,,Y,2010ApJS..190..100K,
SPL,10899_11475.fits,SPEX-PRISM,11475,20071113,,54417.5,,,,120,,,,,OK,93,L1.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,11105_11475.fits,SPEX-PRISM,11475,20080729,,54676.5,,,,120,,,,,OK,116,L1.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,11453_11476.fits,SPEX-PRISM,11476,20100707,13 23 6.5138748,55385.058,,,Burgasser,120,1.749,v3.4,,,OK,191,M7.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11106_11477.fits,SPEX-PRISM,11477,20080729,,54676.5,,,,120,,,,,OK,209,L2.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,10141_11478.fits,SPEX-PRISM,11478,20030918,,52900.5,,,Burgasser,120,,,Tomoki,,OK,268,M5.0,,Y,2004AJ....127.2856B,
SPL,10029_11479.fits,SPEX-PRISM,11479,20030522,,52781.5,,,,120,,,,,OK,69,M7.0,INT-G,Y,2004AJ....127.2856B,
SPL,11998_11480.fits,SPEX-PRISM,11480,20131228,06 11 28.154994,56654.758,,,,75,2.88,v3.4,,,OK,66,M7.0,INT-G,Y,2014ApJ...787..126L,
SPL,11157_11481.fits,SPEX-PRISM,11481,20080908,,54717.5,,,,120,,,,,OK,67,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10419_11483.fits,SPEX-PRISM,11483,20050812,,53594.5,,,,120,,,,,POOR,8,L9.0,,Y,2006AJ....131.2722C,
SPL,10851_11483.fits,SPEX-PRISM,11483,20070916,,54359.5,,,,120,,,,,POOR,6,L9.0,,Y,2010ApJ...710.1142B,
SPL,11046_11483.fits,SPEX-PRISM,11483,20080712,,54659.5,,,,120,,,,,OK,25,L9.0,,Y,2010ApJ...710.1142B,
SPL,11630_11484.fits,SPEX-PRISM,11484,20120528,,56075.5,,,,120,,,,,OK,28,T1.0,,Y,2013ApJS..205....6M,
SPL,11184_11485.fits,SPEX-PRISM,11485,20081103,05 25 33.668020,54773.726,,,Reddy,120,1.048,v3.4,,,OK,10,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11071_11486.fits,SPEX-PRISM,11486,20080713,,54660.5,,,,120,,,,,OK,35,L9.0,,Y,2010ApJ...710.1142B,
SPL,10155_11487.fits,SPEX-PRISM,11487,20030919,,52901.5,,,Burgasser,120,,,Tomoki,,OK,180,M8.0,FLD-G,Y,2004AJ....127.2856B,
SPL,12006_11488.fits,SPEX-PRISM,11488,20030917,08 06 37.297245,52899.838,,,Burgasser,120,1.026,v3.4,Aganze,,OK,37,M7.0,FLD-G,Y,2004AJ....127.2856B,
SPL,10243_11490.fits,SPEX-PRISM,11490,20040906,,53254.5,,,,120,,,,,OK,173,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,10420_11491.fits,SPEX-PRISM,11491,20050812,,53594.5,,,,120,,,,,POOR,4,T0.0,,Y,2006AJ....131.2722C,
SPL,10852_11491.fits,SPEX-PRISM,11491,20070916,,54359.5,,,,120,,,,,POOR,20,T0.0,,Y,2008ApJ...681..579B,
SPL,11047_11491.fits,SPEX-PRISM,11491,20080712,,54659.5,,,,120,,,,,OK,44,T1.0,,Y,2010ApJ...710.1142B,
SPL,11242_11492.fits,SPEX-PRISM,11492,20090628,13 12 24.118942,55011.05,,,Vervack,120,1.009,v3.4,,,OK,56,L0.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11243_11494.fits,SPEX-PRISM,11494,20090628,13 38 59.923039,55011.069,,,Vervack,120,1.022,v3.4,,,OK,61,L0.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10049_11495.fits,SPEX-PRISM,11495,20030523,15 08 31.490712,52783.131,,,Burgasser,120,1.085,v3.4,Sahi,,OK,232,L1.0,INT-G,Y,2004AJ....127.2856B,
SPL,10118_11495.fits,SPEX-PRISM,11495,20030905,,52887.5,,,,75,,,,,OK,136,L1.0,FLD-G,Y,2008ApJ...681..579B,
SPL,11262_11496.fits,SPEX-PRISM,11496,20090629,12 52 12.842590,55012.036,,,Vervack,120,1.069,v3.4,,,OK,110,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10429_11499.fits,SPEX-PRISM,11499,20050814,,53596.5,,,,120,,,,,POOR,11,L9.0,,Y,2006AJ....131.2722C,
SPL,10438_11499.fits,SPEX-PRISM,11499,20050907,,53620.5,,,,120,,,,,POOR,30,L7.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,11048_11499.fits,SPEX-PRISM,11499,20080712,,54659.5,,,,120,,,,,OK,42,L8.0,,Y,2010ApJ...710.1142B,
SPL,10119_11501.fits,SPEX-PRISM,11501,20030905,,52887.5,,,,75,,,,,OK,52,L2.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,10050_11504.fits,SPEX-PRISM,11504,20030523,14 55 39.623902,52783.122,,,Burgasser,120,1.095,v3.4,Sahi,,OK,137,L1.0,FLD-G,Y,2004AJ....127.2856B,
SPL,11871_11505.fits,SPEX-PRISM,11505,20130814,10 24 48.546224,56518.934,,,Burgasser,120,2.428,v3.4,,,OK,43,L2.0,INT-G,Y,2014ApJ...794..143B,
SPL,12007_11506.fits,SPEX-PRISM,11506,20030917,08 33 45.194250,52899.857,,,Burgasser,120,1.021,v3.4,Aganze,,OK,52,M8.0,FLD-G,Y,2004AJ....127.2856B,
SPL,10030_11507.fits,SPEX-PRISM,11507,20030522,,52781.5,,,,120,,,,,OK,237,,,Y,2004AJ....127.2856B,
SPL,11872_11508.fits,SPEX-PRISM,11508,20130814,11 31 24.910658,56518.98,,,Burgasser,120,1.795,v3.4,,,POOR,48,M7.0,INT-G,Y,2014ApJ...783..122K,
SPL,10840_11510.fits,SPEX-PRISM,11510,20070826,10 22 9.5738127,54338.932,,,Metchev,120,1.175,v3.4,,,OK,48,L6.0,FLD-G,Y,2011ApJ...732...56G,
SPL,11999_11512.fits,SPEX-PRISM,11512,20130825,08 45 50.162746,56529.865,,,,75,1.647,v3.4,,,OK,34,L1.0,FLD-G,Y,2014ApJ...787..126L,
SPL,11084_11513.fits,SPEX-PRISM,11513,20080714,,54661.5,,,,120,,,,,OK,117,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,11729_11514.fits,SPEX-PRISM,11514,20120927,07 00 27.593592,56197.792,,,,120,1.066,v3.4,,,OK,38,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11185_11515.fits,SPEX-PRISM,11515,20081103,05 57 52.265695,54773.749,,,Reddy,120,1.057,v3.4,,,OK,108,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10695_11516.fits,SPEX-PRISM,11516,20060902,10 35 53.7526,53980.942,,,Looper,120,1.524,v3.3,,,BG,24,,,Y,2010ApJS..190..100K,
SPL,10142_11517.fits,SPEX-PRISM,11517,20030918,,52900.5,,,Burgasser,120,,,Tomoki,,OK,263,M4.0,,Y,2004AJ....127.2856B,
SPL,11586_11518.fits,SPEX-PRISM,11518,20110825,,55798.5,,,,120,,,,,POOR,4,T5.0,,Y,2013ApJS..205....6M,
SPL,11852_11519.fits,SPEX-PRISM,11519,20130717,11 02 36.411037,56490.96,,,,75,1.437,v3.4,,,OK,118,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,12000_11520.fits,SPEX-PRISM,11520,20130825,09 09 49.533601,56529.882,,,,75,1.82,v3.4,,,OK,31,L2.0,FLD-G,Y,2014ApJ...787..126L,
SPL,10208_11521.fits,SPEX-PRISM,11521,20040723,,53209.5,,,,120,,,,,OK,25,T5.0,,Y,2006ApJ...637.1067B,
SPL,10414_11521.fits,SPEX-PRISM,11521,20050811,,53593.5,,,,120,,,,,OK,14,T5.0,,Y,2006AJ....131.2722C,
SPL,11244_11522.fits,SPEX-PRISM,11522,20090628,14 10 13.378935,55011.09,,,Vervack,120,1.654,v3.4,,,OK,222,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11085_11523.fits,SPEX-PRISM,11523,20080714,,54661.5,,,,120,,,,,OK,113,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11086_11525.fits,SPEX-PRISM,11525,20080714,,54661.5,,,,120,,,,,OK,79,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,10672_11527.fits,SPEX-PRISM,11527,20060901,12 46 28.0133,53980.032,,,Looper,120,2.032,v3.3,,,OK,127,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10696_11527.fits,SPEX-PRISM,11527,20060902,08 59 10.5702,53980.874,,,Looper,120,1.139,v3.3,,,OK,131,L1.0,FLD-G,Y,2014ApJ...794..143B,
