# Data obtained 1999 July 16  Kirkpatrick, Reid, Burgasser
# lamdbda (A) F_lam (erg/cm2/s/A)
6300.  0.
6301.90095047524  0.
6303.80190095048  0.
6305.70285142571  0.
6307.60380190095  0.
6309.50475237619  0.
6311.40570285143  -5.543180E-19
6313.30665332666  -4.788955E-19
6315.2076038019  1.281520E-18
6317.10855427714  1.298839E-18
6319.00950475238  3.617511E-19
6320.91045522761  2.650414E-19
6322.81140570285  -3.539078E-19
6324.71235617809  3.516938E-19
6326.61330665333  3.798284E-19
6328.51425712857  -5.674262E-19
6330.4152076038  -3.848150E-19
6332.31615807904  3.375343E-19
6334.21710855428  2.590149E-19
6336.11805902951  2.085229E-18
6338.01900950475  -6.766943E-19
6339.91995997999  -8.464982E-19
6341.82091045523  2.828693E-20
6343.72186093047  -1.612117E-18
6345.6228114057  -4.932303E-19
6347.52376188094  -3.029708E-19
6349.42471235618  6.377647E-19
6351.32566283142  4.243915E-19
6353.22661330665  -2.197603E-20
6355.12756378189  -8.523717E-19
6357.02851425713  6.274090E-19
6358.92946473237  2.233393E-18
6360.8304152076  4.049388E-18
6362.73136568284  2.955938E-19
6364.63231615808  1.483912E-18
6366.53326663332  1.509356E-18
6368.43421710855  2.154259E-18
6370.33516758379  3.110235E-18
6372.23611805903  1.568285E-18
6374.13706853427  -1.432549E-18
6376.0380190095  1.052350E-18
6377.93896948474  1.968032E-18
6379.83991995998  8.118437E-19
6381.74087043522  5.756424E-19
6383.64182091045  4.419667E-19
6385.54277138569  9.362385E-19
6387.44372186093  1.180644E-18
6389.34467233617  1.259505E-18
6391.24562281141  -7.575878E-19
6393.14657328664  3.281496E-21
6395.04752376188  2.608286E-19
6396.94847423712  3.649618E-20
6398.84942471235  9.314161E-19
6400.75037518759  -3.865225E-19
6402.65132566283  1.381954E-18
6404.55227613807  3.593699E-18
6406.45322661331  5.747783E-19
6408.35417708854  1.839970E-19
6410.25512756378  -3.215582E-19
6412.15607803902  8.121049E-19
6414.05702851426  -3.151805E-19
6415.95797898949  -1.722244E-18
6417.85892946473  6.593711E-19
6419.75987993997  -7.671966E-20
6421.66083041521  4.262671E-19
6423.56178089044  2.399893E-19
6425.46273136568  1.170857E-18
6427.36368184092  3.520010E-19
6429.26463231616  -1.691924E-18
6431.16558279139  -8.693236E-19
6433.06653326663  6.881597E-19
6434.96748374187  4.459924E-19
6436.86843421711  7.516986E-19
6438.76938469234  9.430419E-19
6440.67033516758  1.557911E-18
6442.57128564282  3.946040E-19
6444.47223611806  -8.885590E-19
6446.37318659329  1.131684E-18
6448.27413706853  1.574638E-18
6450.17508754377  5.577869E-19
6452.07603801901  -2.379890E-19
6453.97698849424  1.639581E-18
6455.87793896948  4.459727E-19
6457.77888944472  1.092559E-18
6459.67983991996  1.688945E-18
6461.5807903952  1.773337E-18
6463.48174087043  2.467080E-18
6465.38269134567  2.172613E-18
6467.28364182091  -1.408819E-18
6469.18459229615  -2.787401E-18
6471.08554277139  1.110738E-18
6472.98649324662  1.411574E-18
6474.88744372186  1.205588E-18
6476.7883941971  3.090780E-19
6478.68934467234  -5.349142E-19
6480.59029514757  3.681900E-19
6482.49124562281  -8.816011E-19
6484.39219609805  -3.537469E-19
6486.29314657329  1.033913E-20
6488.19409704852  -3.512682E-19
6490.09504752376  -1.006323E-18
6491.995997999  -1.107030E-18
6493.89694847424  2.861715E-19
6495.79789894947  9.154890E-19
6497.69884942471  6.792574E-21
6499.59979989995  -1.565894E-18
6501.50075037519  -4.846518E-19
6503.40170085042  1.062491E-18
6505.30265132566  -6.101750E-19
6507.2036018009  -1.429900E-18
6509.10455227614  -1.195432E-19
6511.00550275137  6.503236E-19
6512.90645322661  1.223656E-19
6514.80740370185  1.158644E-19
6516.70835417709  -4.748084E-19
6518.60930465232  4.799467E-19
6520.51025512756  1.222671E-18
6522.4112056028  2.656534E-18
6524.31215607804  3.661978E-19
6526.21310655328  -1.537680E-18
6528.11405702851  -1.448144E-18
6530.01500750375  1.956061E-18
6531.91595797899  9.627716E-19
6533.81690845423  -1.224408E-18
6535.71785892946  -1.138618E-19
6537.6188094047  1.192287E-18
6539.51975987994  2.399761E-18
6541.42071035518  4.465455E-19
6543.32166083041  -6.884211E-19
6545.22261130565  5.614130E-19
6547.12356178089  1.489595E-18
6549.02451225613  1.021723E-18
6550.92546273136  4.271930E-19
6552.8264132066  6.153861E-19
6554.72736368184  -1.221798E-18
6556.62831415708  -6.785914E-19
6558.52926463231  1.121577E-18
6560.43021510755  5.563431E-19
6562.33116558279  3.683938E-19
6564.23211605803  1.083946E-19
6566.13306653326  2.515360E-19
6568.0340170085  7.532618E-19
6569.93496748374  1.658854E-18
6571.83591795898  1.798937E-18
6573.73686843421  -2.932342E-19
6575.63781890945  -3.807227E-19
6577.53876938469  9.085982E-19
6579.43971985993  1.967074E-19
6581.34067033516  2.940220E-19
6583.2416208104  -1.042172E-19
6585.14257128564  2.595883E-19
6587.04352176088  6.869073E-19
6588.94447223612  3.927318E-19
6590.84542271135  2.990192E-19
6592.74637318659  1.491532E-18
6594.64732366183  2.047344E-18
6596.54827413707  7.845760E-19
6598.4492246123  4.044344E-19
6600.35017508754  8.497768E-19
6602.25112556278  2.245583E-18
6604.15207603802  1.216549E-18
6606.05302651326  1.598889E-18
6607.95397698849  1.394482E-18
6609.85492746373  -5.244346E-19
6611.75587793897  -1.219271E-18
6613.65682841421  -8.721624E-19
6615.55777888944  -6.470115E-19
6617.45872936468  -1.241140E-18
6619.35967983992  -2.716513E-19
6621.26063031515  1.234538E-18
6623.16158079039  8.077643E-19
6625.06253126563  4.551067E-19
6626.96348174087  9.307480E-20
6628.86443221611  6.693313E-19
6630.76538269134  4.209086E-19
6632.66633316658  -8.877681E-19
6634.56728364182  -1.138858E-18
6636.46823411706  -4.461067E-19
6638.36918459229  -1.530445E-18
6640.27013506753  1.064830E-18
6642.17108554277  1.651939E-18
6644.07203601801  4.561151E-19
6645.97298649324  -3.160338E-19
6647.87393696848  -1.636507E-18
6649.77488744372  7.899752E-19
6651.67583791896  1.159640E-18
6653.57678839419  1.195699E-18
6655.47773886943  1.901635E-18
6657.37868934467  1.784610E-18
6659.27963981991  1.147145E-18
6661.18059029514  1.312285E-18
6663.08154077038  2.056006E-18
6664.98249124562  -2.468614E-19
6666.88344172086  2.180919E-18
6668.7843921961  1.779262E-18
6670.68534267133  -1.918027E-19
6672.58629314657  1.204123E-18
6674.48724362181  1.773384E-19
6676.38819409705  5.516244E-19
6678.28914457228  1.589190E-18
6680.19009504752  1.683259E-20
6682.09104552276  1.895788E-18
6683.991995998  1.347435E-18
6685.89294647323  -1.118037E-18
6687.79389694847  -1.537569E-18
6689.69484742371  1.340855E-20
6691.59579789895  -5.747971E-19
6693.49674837418  -1.548033E-18
6695.39769884942  1.182661E-18
6697.29864932466  -9.866120E-19
6699.1995997999  1.353466E-18
6701.10055027513  6.110898E-19
6703.00150075037  -4.109819E-20
6704.90245122561  -4.141798E-19
6706.80340170085  -4.361280E-19
6708.70435217609  -1.014300E-19
6710.60530265132  3.559008E-19
6712.50625312656  2.479795E-18
6714.4072036018  1.202575E-18
6716.30815407704  5.800769E-19
6718.20910455227  3.058518E-19
6720.11005502751  9.724377E-19
6722.01100550275  1.429768E-18
6723.91195597799  -3.637222E-20
6725.81290645322  9.021416E-20
6727.71385692846  1.346817E-18
6729.6148074037  8.101771E-19
6731.51575787894  7.094951E-19
6733.41670835417  1.120425E-19
6735.31765882941  5.369063E-19
6737.21860930465  3.023403E-19
6739.11955977989  3.986656E-19
6741.02051025512  -1.829931E-18
6742.92146073036  -8.024014E-19
6744.8224112056  5.983386E-19
6746.72336168084  -1.117801E-18
6748.62431215607  1.214262E-18
6750.52526263131  6.948442E-19
6752.42621310655  1.185596E-18
6754.32716358179  6.843768E-19
6756.22811405702  3.182013E-18
6758.12906453226  2.098734E-18
6760.0300150075  -3.402529E-19
6761.93096548274  4.636169E-19
6763.83191595797  2.056954E-19
6765.73286643321  -9.135954E-19
6767.63381690845  4.545080E-19
6769.53476738369  2.345188E-19
6771.43571785893  -5.237583E-19
6773.33666833416  8.655644E-19
6775.2376188094  8.310891E-20
6777.13856928464  6.042168E-19
6779.03951975988  -7.551921E-19
6780.94047023511  -7.601953E-20
6782.84142071035  1.644835E-19
6784.74237118559  6.353857E-19
6786.64332166083  2.332383E-19
6788.54427213606  1.354831E-18
6790.4452226113  1.645251E-18
6792.34617308654  7.598312E-19
6794.24712356178  8.223617E-19
6796.14807403701  1.475445E-18
6798.04902451225  1.088472E-18
6799.94997498749  2.942377E-19
6801.85092546273  -1.039120E-18
6803.75187593797  2.883424E-19
6805.6528264132  1.329849E-18
6807.55377688844  1.440418E-18
6809.45472736368  5.898778E-19
6811.35567783892  2.677882E-19
6813.25662831415  -8.464161E-19
6815.15757878939  -1.674769E-18
6817.05852926463  -1.931317E-19
6818.95947973987  4.810446E-20
6820.8604302151  4.272562E-20
6822.76138069034  6.486512E-20
6824.66233116558  2.874224E-19
6826.56328164082  2.003877E-18
6828.46423211605  1.717421E-18
6830.36518259129  7.488238E-19
6832.26613306653  1.934747E-18
6834.16708354177  8.800616E-19
6836.068034017  -1.124798E-19
6837.96898449224  -8.192598E-20
6839.86993496748  5.149750E-19
6841.77088544272  -8.196442E-21
6843.67183591795  2.379553E-19
6845.57278639319  -3.994409E-19
6847.47373686843  1.093837E-18
6849.37468734367  9.842313E-19
6851.2756378189  1.032917E-18
6853.17658829414  -8.922047E-19
6855.07753876938  -1.005990E-18
6856.97848924462  9.431241E-19
6858.87943971985  2.170835E-18
6860.78039019509  -6.019307E-19
6862.68134067033  -1.155414E-18
6864.58229114557  -1.072520E-18
6866.48324162081  1.328272E-18
6868.38419209604  1.977255E-18
6870.28514257128  6.363527E-19
6872.18609304652  1.153290E-18
6874.08704352176  4.438953E-19
6875.98799399699  4.874672E-19
6877.88894447223  1.406613E-18
6879.78989494747  2.510278E-19
6881.69084542271  5.803832E-19
6883.59179589794  1.032649E-18
6885.49274637318  -3.735637E-20
6887.39369684842  3.261304E-19
6889.29464732366  9.665868E-20
6891.19559779889  1.217823E-18
6893.09654827413  -5.125315E-20
6894.99749874937  -6.935727E-19
6896.89844922461  5.051877E-19
6898.79939969984  1.351361E-18
6900.70035017508  2.067163E-19
6902.60130065032  5.849277E-19
6904.50225112556  1.270657E-18
6906.40320160079  6.912170E-19
6908.30415207603  1.843685E-18
6910.20510255127  5.492304E-19
6912.10605302651  1.349008E-18
6914.00700350174  1.632055E-18
6915.90795397698  1.369311E-18
6917.80890445222  7.119029E-19
6919.70985492746  5.783359E-19
6921.6108054027  8.561070E-19
6923.51175587793  1.701985E-18
6925.41270635317  1.848251E-18
6927.31365682841  1.333741E-18
6929.21460730365  1.410284E-18
6931.11555777888  4.708913E-19
6933.01650825412  -3.596864E-19
6934.91745872936  -1.120577E-19
6936.8184092046  -1.300424E-18
6938.71935967983  5.788069E-19
6940.62031015507  -2.776185E-19
6942.52126063031  1.299712E-18
6944.42221110555  9.253991E-20
6946.32316158078  3.632089E-19
6948.22411205602  -4.924788E-19
6950.12506253126  1.178804E-18
6952.0260130065  6.960826E-19
6953.92696348173  1.167717E-18
6955.82791395697  1.852635E-18
6957.72886443221  -6.935939E-19
6959.62981490745  1.978932E-19
6961.53076538269  -1.833274E-19
6963.43171585792  1.676487E-18
6965.33266633316  1.729330E-18
6967.2336168084  1.932712E-18
6969.13456728364  1.347596E-18
6971.03551775887  -2.167528E-19
6972.93646823411  -1.752532E-19
6974.83741870935  1.374775E-18
6976.73836918459  1.574156E-18
6978.63931965982  7.312464E-19
6980.54027013506  -9.284835E-19
6982.4412206103  -7.929766E-19
6984.34217108554  1.993320E-18
6986.24312156077  1.006179E-18
6988.14407203601  -9.915729E-20
6990.04502251125  6.965380E-19
6991.94597298649  7.003698E-19
6993.84692346172  3.926115E-19
6995.74787393696  2.947279E-21
6997.6488244122  -9.249314E-19
6999.54977488744  1.555100E-18
7001.45072536268  8.340758E-19
7003.35167583791  -8.707208E-19
7005.25262631315  -8.020339E-19
7007.15357678839  1.541096E-18
7009.05452726363  1.334933E-18
7010.95547773886  1.196733E-18
7012.8564282141  4.543319E-19
7014.75737868934  -1.414530E-18
7016.65832916458  7.004613E-20
7018.55927963982  8.126563E-20
7020.46023011505  -8.403829E-19
7022.36118059029  -1.119077E-19
7024.26213106553  8.927123E-20
7026.16308154076  1.254009E-18
7028.064032016  1.236743E-18
7029.96498249124  9.702830E-20
7031.86593296648  4.270091E-19
7033.76688344171  1.277933E-18
7035.66783391695  2.449323E-18
7037.56878439219  1.253950E-18
7039.46973486743  2.814212E-19
7041.37068534267  -9.822621E-19
7043.2716358179  5.057414E-19
7045.17258629314  1.756437E-18
7047.07353676838  1.050755E-18
7048.97448724361  1.216088E-19
7050.87543771885  -4.230927E-19
7052.77638819409  3.428864E-19
7054.67733866933  1.808934E-19
7056.57828914457  -1.254087E-18
7058.4792396198  -3.759305E-19
7060.38019009504  6.458704E-19
7062.28114057028  -3.851137E-19
7064.18209104552  -3.389593E-19
7066.08304152075  1.057767E-18
7067.98399199599  5.536011E-19
7069.88494247123  3.327972E-19
7071.78589294647  1.768419E-18
7073.6868434217  1.294378E-19
7075.58779389694  -1.024993E-19
7077.48874437218  4.300991E-19
7079.38969484742  1.373560E-18
7081.29064532265  3.091424E-19
7083.19159579789  -9.199753E-20
7085.09254627313  2.928083E-18
7086.99349674837  2.434564E-18
7088.8944472236  3.632840E-19
7090.79539769884  3.326715E-19
7092.69634817408  -7.047696E-19
7094.59729864932  8.613274E-19
7096.49824912455  9.053901E-20
7098.39919959979  -4.670450E-20
