FILENAME,FOLDER,INSTRUMENT,NAME,REFERENCE,OBSERVATION_DATE,OBSERVATION_TIME,OBSERVATION_MJD,PROGRAM,OBSERVER,AIRMASS,INTEGRATION,CONDITIONS
lris_J0708+2950_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0708+2950,1999ApJ...519..802K,,,,,,,,
lris_J0740+3212_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0740+3212,1999ApJ...519..802K,,,,,,,,
lris_J0746+2000_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0746+2000,1999ApJ...519..802K,,,,,,,,
lris_J0753+2917_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0753+2917,1999ApJ...519..802K,,,,,,,,
lris_J0756+1244_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0756+1244,1999ApJ...519..802K,,,,,,,,
lris_J0801+4628_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0801+4628,1999ApJ...519..802K,,,,,,,,
lris_J0820+4500_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0820+4500,1999ApJ...519..802K,,,,,,,,
lris_J0825+2115_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0825+2115,1999ApJ...519..802K,,,,,,,,
lris_J0829+1456_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0829+1456,1999ApJ...519..802K,,,,,,,,
lris_J0829+2655_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0829+2655,1999ApJ...519..802K,,,,,,,,
lris_J0830+4828_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0830+4828,1999ApJ...519..802K,,,,,,,,
lris_J0832-0128_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0832-0128,1999ApJ...519..802K,,,,,,,,
lris_J0850+1057_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0850+1057,1999ApJ...519..802K,,,,,,,,
lris_J0857+5708_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0857+5708,1999ApJ...519..802K,,,,,,,,
lris_J0912+1459_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0912+1459,1999ApJ...519..802K,,,,,,,,
lris_J0913+1841_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0913+1841,1999ApJ...519..802K,,,,,,,,
lris_J0918+2134_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0918+2134,1999ApJ...519..802K,,,,,,,,
lris_J0920+3517_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0920+3517,1999ApJ...519..802K,,,,,,,,
lris_J0928-1603_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0928-1603,1999ApJ...519..802K,,,,,,,,
lris_J0929+3429_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0929+3429,1999ApJ...519..802K,,,,,,,,
lris_J0944+3131_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0944+3131,1999ApJ...519..802K,,,,,,,,
lris_J0951+3558_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0951+3558,1999ApJ...519..802K,,,,,,,,
lris_J1022+4114_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1022+4114,1999ApJ...519..802K,,,,,,,,
lris_J1029+1626_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1029+1626,1999ApJ...519..802K,,,,,,,,
lris_J1035+2507_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1035+2507,1999ApJ...519..802K,,,,,,,,
lris_J1058-1548_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1058-1548,1999ApJ...519..802K,,,,,,,,
lris_J1102-2359_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1102-2359,1999ApJ...519..802K,,,,,,,,
lris_J1108+6830_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1108+6830,1999ApJ...519..802K,,,,,,,,
lris_J1123+4122_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1123+4122,1999ApJ...519..802K,,,,,,,,
lris_J1145+2317_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1145+2317,1999ApJ...519..802K,,,,,,,,
lris_J1146+2230_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1146+2230,1999ApJ...519..802K,,,,,,,,
lris_J1155+2307_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1155+2307,1999ApJ...519..802K,,,,,,,,
lris_J1228-1547_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1228-1547,1999ApJ...519..802K,,,,,,,,
lris_J1239+5515_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1239+5515,1999ApJ...519..802K,,,,,,,,
lris_J1246+4027_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1246+4027,1999ApJ...519..802K,,,,,,,,
lris_J1300+1912_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1300+1912,1999ApJ...519..802K,,,,,,,,
lris_J1305-2541_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1305-2541,1999ApJ...519..802K,,,,,,,,
lris_J1328+2114_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1328+2114,1999ApJ...519..802K,,,,,,,,
lris_J1332+2635_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1332+2635,1999ApJ...519..802K,,,,,,,,
lris_J1334+1940_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1334+1940,1999ApJ...519..802K,,,,,,,,
lris_J1338+4140_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1338+4140,1999ApJ...519..802K,,,,,,,,
lris_J1342+1751_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1342+1751,1999ApJ...519..802K,,,,,,,,
lris_J1343+3945_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1343+3945,1999ApJ...519..802K,,,,,,,,
lris_J1411+3936_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1411+3936,1999ApJ...519..802K,,,,,,,,
lris_J1412+1633_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1412+1633,1999ApJ...519..802K,,,,,,,,
lris_J1424+0917_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1424+0917,1999ApJ...519..802K,,,,,,,,
lris_J1438-1309_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1438-1309,1999ApJ...519..802K,,,,,,,,
lris_J1439+1826_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1439+1826,1999ApJ...519..802K,,,,,,,,
lris_J1439+1929_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1439+1929,1999ApJ...519..802K,,,,,,,,
lris_J1449+2355_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1449+2355,1999ApJ...519..802K,,,,,,,,
lris_J1506+1321_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1506+1321,1999ApJ...519..802K,,,,,,,,
lris_J1507-1627_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1507-1627,1999ApJ...519..802K,,,,,,,,
lris_J1523+3014_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1523+3014,1999ApJ...519..802K,,,,,,,,
lris_J1526+2043_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1526+2043,1999ApJ...519..802K,,,,,,,,
lris_J1553+2109_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1553+2109,1999ApJ...519..802K,,,,,,,,
lris_J1600+1708_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1600+1708,1999ApJ...519..802K,,,,,,,,
lris_J1615+3559_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1615+3559,1999ApJ...519..802K,,,,,,,,
lris_J1620-0416_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1620-0416,1999ApJ...519..802K,,,,,,,,
lris_J1632+1904_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1632+1904,1999ApJ...519..802K,,,,,,,,
lris_J1656+2835_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1656+2835,1999ApJ...519..802K,,,,,,,,
lris_J1658+7027_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1658+7027,1999ApJ...519..802K,,,,,,,,
lris_J1711+2232_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1711+2232,1999ApJ...519..802K,,,,,,,,
lris_J1726+1538_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1726+1538,1999ApJ...519..802K,,,,,,,,
lris_J1728+3948_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1728+3948,1999ApJ...519..802K,,,,,,,,
lris_J1743+2127_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1743+2127,1999ApJ...519..802K,,,,,,,,
lris_J1841+3117_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1841+3117,1999ApJ...519..802K,,,,,,,,
lris_J2054+1519_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J2054+1519,1999ApJ...519..802K,,,,,,,,
lris_J2057+1715_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J2057+1715,1999ApJ...519..802K,,,,,,,,
lris_J2101+1756_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J2101+1756,1999ApJ...519..802K,,,,,,,,
lris_J2206-4217_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J2206-4217,1999ApJ...519..802K,,,,,,,,
lris_J2208+2921_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J2208+2921,1999ApJ...519..802K,,,,,,,,
lris_J2224-0158_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J2224-0158,1999ApJ...519..802K,,,,,,,,
lris_J2244+2043_kirkpatrick1999-2000.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J2244+2043,1999ApJ...519..802K,,,,,,,,
lris_sdss0423-0414_020101.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0423-0414,,20020101,,,,,,,
lris_sdss0423-0414_020102.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0423-0414,,20020102,,,,,,,
lris_sdss0423-0414_020103.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0423-0414,,20020103,,,,,,,
lris_sdss0830+4828_020101.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0830+4828,,20020101,,,,,,,
lris_sdss0830+4828_020102.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0830+4828,,20020102,,,,,,,
lris_sdss0837-0000_001226.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0837-0000,,20001226,,,,,,,
lris_sdss0857+5708_020102.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J0857+5708,,20020102,,,,,,,
lris_sdss1021-0304_001226.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1021-0304,,20001226,,,,,,,
lris_sdss1254-0122_001226.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1254-0122,2003ApJ...594..510B,20001226,,,,,,,
lris_sdss1254-0122_010220.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1254-0122,2003ApJ...594..510B,20010220,,,,,,,
lris_sdss1346-0031_990716.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1346-0031,2003ApJ...594..510B,19990716,,,,,,,
lris_sdss1624+0029_990716.txt,/Users/adam/projects/splat/code/splat//resources/Data/Public/LRIS-RED/,LRIS-RED,J1624+0029,2003ApJ...594..510B,19990716,,,,,,,
