teff	logg	z	fsed	cld	WISE_W1	NICMOS_F108N	HAWK_KS	WIRC_H	WIRC_CH4S	MKO_J_ATM	NIRC2_HCONT	SDSS_G	NICMOS_F166N	WFCAM_H	VISTA_Y	WFCAM_Z	WIRC_CO	WIRCAM_Y	NICMOS_F190N	WIRCAM_KCONT	NIRC2_M	SDSS_Z	FOURSTAR_J	NIRC2_H	2MASS_KS	NICMOS_F145M	NICMOS_F113N	WFCAM_H2	NIRC2_KS	WIRCAM_CH4_ON	FOURSTAR_J3	HAWK_NB1190	SDSS_U	WFCAM_J	NIRC2_KP	MKO_K	WIRC_J	2MASS_J	MKO_H	NICMOS_F110W	WIRCAM_J	FOURSTAR_J2	WISE_W4	WIRC_BRGAMMA	UKIDSS_Y	VISTA_KS	NICMOS_F187N	MKO_KP	SDSS_I	NICMOS_F095N	WFC3_F127M	NICMOS_F110M	WIRCAM_KS	UKIDSS_K	UKIDSS_H	MKO_H_ATM	NIRC2_FE2	FOURSTAR_H_LONG	HAWK_H	VISTA_H	UKIDSS_Z	HAWK_NB1060	WISE_W3	BESSEL_I	WFCAM_BRG	WFCAM_Y	HAWK_BRG	NIRC2_K	IRAC_CH2	IRAC_CH1	PANSTARRS_R	WFC3_F139M	NIRC2_KCONT	NICMOS_F097N	NICMOS_F090M	FOURSTAR_H_SHORT	NICMOS_F170M	IRAC_CH4	NICMOS_F140W	MKO_MP	HAWK_J	VISTA_J	FOURSTAR_KS	2MASS_H	PANSTARRS_I	UKIDSS_J	IRAC_CH3	MKO_LP	WFCAM_K	WFC3_F167N	HAWK_NB2090	NIRC2_LP	NICMOS_F164N	WISE_W2	FOURSTAR_K	NICMOS_F160W	VISTA_Z	WIRCAM_H	NIRC2_J	HAWK_Y	PANSTARRS_W	2MASS_Ks	WIRCAM_CH4_OFF	PANSTARRS_G	FOURSTAR_H	PANSTARRS_Y	WIRC_PABETA	WIRC_K	WIRC_CH4L	SDSS_R	2MASS_K	WFC3_F164N	PANSTARRS_Z	MKO_K_ATM	NICMOS_F165M	MKO_J	HAWK_CH4	HAWK_H2	WIRC_FE2	FOURSTAR_J1
200.0	4.477121254719663	0.0	f5	h70	-21.853516163882624	-14.521075643842916	-10.482834609232	-17.906350303376616	-17.294362485627683	-15.602701757760967	-18.417109652940074	-8.850165606239619	-12.069197063294904	-16.440200372295234	-15.62565646927165	-17.614892239267604	-7.1048896060607785	-15.592239768849488	-9.376121938286603	-7.294736640766178	-30.41034416084524	-17.396260592623115	-15.213094107704599	-16.505249727915213	-10.549972963652472	-11.731266221197671	-7.5938231464072405	-11.103450808547894	-10.539030049585548	-12.06938350457617	-15.848201104759521	-10.279597158474347	5.2713504999277205	-15.672585685890565	-10.41132012517032	-10.351752820956692	-10.974673593741295	-14.794252771287976	-16.48595788646669	-16.259625939600458	-15.746525301389667	-12.690576096656693	-34.284539300572014	-10.646006079237182	-15.660496049389607	-10.53912486122172	-9.17755347142127	-10.389425117117552	-15.82680683714904	-10.11914921250238	-16.58681963596529	-14.725773948007344	-10.496793404091322	-10.301581513268063	-16.519861788200256	-16.467922358548815	-11.630727796622246	-13.151517429958528	-16.50913077162831	-16.40147096177738	-17.627272156414797	-15.854945377606146	-31.161758438273143		-10.923942660860122	-15.607337241754253	-11.138837566157743	-10.383080721468305	-29.918319843551263	-23.526519155253993	-15.71030857638207	-3.2771595782965077	-4.955810257536669	-13.961655763144185	-16.962558421981836	-16.86800351191781	-15.851838148299969	-28.983177999953842	-15.42176253095523	-30.36173045058875	-15.845967351782086	-15.511144720072041	-15.213094107704599	-16.272512367986916	-15.665320775003334	-15.659041418704039	-27.52530281778536	-25.827128313406376	-10.18623951783859	-11.87304702550332	-10.384992554744892	-25.836029055205103	-10.948162753657535	-29.976896004507783	-15.213094107704599	-16.055246140356715	-17.559199090272255	-16.496898822334956	-15.719321498496846	-15.676975191784678	-15.087112784210763	-10.549972963652472	-17.58400434731094	-9.607740802337517	-16.370592351014903	-15.002881729973332	-15.345448581147828	-5.4670905265367775	-14.472493735442333	-15.322153913398513	-10.549972963652472	-10.63485673338425	-17.464609254349362	-10.328603041202829	-16.86199071327972	-15.73006092252243	-17.3348932833587	-10.611798468072287	-11.907021320882938	-15.030346277605078
200.0	4.477121254719663	0.0	f5	h80	-21.765934530497102	-14.183406179777007	-10.095457372921675	-17.746087901857788	-17.148195701510453	-15.347204443199573	-18.260715068257543	-8.219911426281516	-11.769521198112203	-16.29278746210921	-15.379482138101157	-17.37077712514168	-6.697630362208235	-15.34239630503282	-9.226210305737991	-6.88370346284759	-30.455938875617527	-17.150471871054766	-14.959351650081587	-16.35465664320354	-10.158222795406736	-11.56443549706567	-7.291923955527353	-10.69298181660487	-10.150594753697508	-11.83446665541121	-15.59402117817215	-9.874787187054217	5.5618893801367335	-15.419050165754811	-10.025615570419276	-9.954323335053347	-10.605174723015269	-14.53512026178079	-16.33622198506554	-16.01131724800217	-15.493608921555673	-12.354491742539688	-34.26579314290202	-10.270551198598607	-15.408811110536927	-10.148586781439645	-9.040300190337936	-10.004691812348462	-15.677561191765836	-9.836032938048197	-16.33485359196543	-14.457922684291445	-10.107357984580794	-9.904079745870195	-16.37053139150551	-16.318537243471273	-11.311750973699366	-12.950561500427186	-16.359157085800003	-16.253884692705295	-17.38331555508645	-15.56893709156978	-31.11750816077754		-10.545456565858988	-15.353983269716426	-10.751936284157225	-9.987160904412653	-29.963760719083268	-23.457857837486213	-15.444846713145408	-2.952937484599245	-4.513824320496941	-13.70106048409059	-16.717753547806172	-16.721876560574376	-15.70837452128092	-28.98582148279029	-15.213013644725368	-30.40670199418145	-15.593876966836156	-15.25651077593304	-14.959351650081587	-16.128518801892017	-15.535364931431413	-15.406692167524355	-27.564255492953762	-25.80744624084497	-9.788705004531032	-11.536528805296815	-9.92431627365248	-25.815610591269458	-10.653675598658339	-30.020394749376038	-14.959351650081587	-15.905575304497223	-17.314528485808417	-16.34758638443253	-15.466660442472673	-15.43087361777149	-14.865189158344718	-10.158222795406736	-17.435521208341743	-9.232747726942147	-16.223673932060912	-14.759970050283185	-15.085764074025851	-5.032411226358185	-14.31840608885972	-15.10707175466877	-10.158222795406736	-10.301402786872742	-17.219458668529633	-9.935492518302258	-16.712840243119448	-15.477646610094267	-17.186362866498254	-10.167932507941767	-11.600488957129524	-14.749373170228147
200.0	3.4771212547196626	0.0	f5	h50	-21.65916458248506	-15.541244885010684	-12.348656549131112	-15.547295382743801	-15.19587636622029	-14.564696629995801	-16.51592137439657	-8.54310139158232	-11.545800447409245	-14.374125847349744	-14.242692871444596	-17.37916914729935	-8.63930879771047	-14.451760247593324	-10.100906836838172	-8.958243973530124	-30.24865789341252	-17.257284464258134	-14.801914943428205	-14.699943279805424	-12.54873420713103	-9.82796617936984	-7.8848443072681	-13.336529430281542	-12.46779003628956	-11.018204376788603	-15.45778651238389	-8.046831866161503	7.358357710855606	-15.262848822085688	-12.302017232118086	-12.39296097458579	-9.780865372170352	-14.13586175796117	-14.606273906380434	-16.062923582454008	-15.641003141422104	-13.626656272514982	-34.39240180930664	-12.407018583578948	-14.714016407189863	-12.51677129343843	-9.927282756065818	-12.272310214008224	-14.900445492075905	-8.847921145698479	-16.177559671682925	-14.235187157009797	-12.447871065463318	-12.344345895374447	-14.762391844707139	-13.70568279080337	-11.546611818536602	-12.078935216283986	-14.54513670570584	-14.337258696262637	-17.3988680215998	-16.21080072518295	-31.408969000279296		-12.732764625954472	-14.768946122929545	-12.995212469773676	-12.406992041333048	-29.5580394263993	-23.29188288213775	-14.535375328992405	-2.935766605504851	-6.577746190331462	-12.869262811675364	-16.80175327516135	-14.758972571284271	-14.237880233146164	-29.007335545640412	-14.579892477301197	-30.207000122988067	-15.943905355361158	-15.111949794191386	-14.801914943428205	-14.034190174248009	-14.786327734167699	-15.308119594929696	-27.50361963718172	-25.264664267091995	-12.293432642335949	-11.963103259051135	-13.000839079121851	-25.281917391570925	-11.296024948940836	-29.724244572889887	-14.801914943428205	-14.297982199616632	-17.338469237131232	-14.732181951322207	-15.651759597703181	-14.373329643446036	-14.029239248662035	-12.54873420713103	-15.680875945677052	-8.860785418973567	-14.297639738762818	-13.235847062300186	-14.262981782634567	-7.000733782023255	-12.698834306064168	-14.090318005963557	-12.54873420713103	-10.535922471076182	-17.278828826378994	-12.352987327672825	-15.075786200481499	-15.621467474983943	-15.435278030174693	-13.112598554305757	-11.788311864906023	-14.867333969442466
225.0	5.0	0.0	f5	h50	-24.08648683912402	-17.264957813971733	-15.026131917147845	-20.811769473792957	-19.9909038941117	-18.44252888320912	-21.091019760001103	-6.049850112359892	-15.861657807062084	-19.162290944121455	-18.91633482534093	-19.21232551829853	-11.845975101004427	-18.826754197960046	-12.690661092642321	-12.274960036095582	-30.898135056816884	-19.043657584676946	-18.02015897560829	-19.153130181766876	-15.095444902568191	-14.865970056696225	-10.560429312121409	-15.659979488146817	-15.077059758461475	-15.880153727205606	-18.641270379880307	-14.78625569922093	6.787309324150296	-18.4764522883367	-14.948017251611798	-14.916462776324602	-15.309067259752396	-17.64481444445712	-19.149677429693245	-18.42196645567289	-18.48381159498216	-15.56912928973405	-34.68274617974901	-15.086540819497625	-18.875492868099393	-15.069807288046697	-12.357618412103442	-14.926919404538744	-16.327519619487592	-13.528234974276653	-19.349984978401494	-17.92206857414822	-15.039137827018985	-14.87190315101294	-19.17073086003724	-19.15458351541427	-15.538823760707725	-16.565136453506465	-19.140648534536886	-19.12738763792793	-19.23133646956362	-18.388830149194604	-31.922073441912907		-15.368578437003865	-18.83139151980819	-15.653293486638532	-14.93502183587615	-30.516450603039292	-25.50718481521249	-13.865668881802044	-7.88161053834168	-10.188423801612407	-17.63964485914284	-18.70734586630965	-19.56711321538151	-18.406659678822116	-29.719094196178503	-18.28315435529215	-30.857994522037835	-18.507765749062127	-18.32319838891098	-18.02015897560829	-19.07367306018771	-16.343645004841896	-18.44808879352187	-28.2366222620471	-27.37752177971851	-14.743198161046331	-15.861211782631631	-15.260480660125022	-27.389285232892526	-14.954973410724469	-30.54373848874336	-18.02015897560829	-18.71249104267161	-19.159852924758034	-19.148857607135962	-18.45442890395422	-18.925574509091327	-14.766865457433745	-15.095444902568191	-20.22386339906305	-7.518465721317602	-19.084346230926315	-18.297167744053034	-18.720400445251258	-10.598901468499204	-17.311998135275665	-13.716380022119761	-15.095444902568191	-14.891632327601904	-19.036800238834818	-14.872402428276024	-19.51520660598454	-18.46231493816606	-19.973971473159814	-15.37990465109784	-15.765728743507434	-18.21414363893705
225.0	4.0	0.0	f3	h50	-23.644255609262245	-19.053454844151396	-15.865192176919948	-19.458218919323237	-18.829984556480564	-18.673621261436573	-20.13812966781304	-10.40571729092198	-15.652125438915512	-18.01628218784672	-18.259110654315553	-19.910102852028885	-12.399458632157236	-18.390401350745126	-13.100727430229313	-12.700759282718437	-31.025410998632033	-19.76490210600426	-18.481318092785234	-18.23179507536547	-16.032832395674436	-13.619116563139116	-11.526878302203492	-16.761837960286993	-15.963000032508777	-15.095869976675038	-19.12867521285778	-14.132713699441261	4.941726066510553	-18.93891781313822	-15.803520814919752	-15.888789411295686	-14.862454288802267	-18.10495944144967	-18.169047660588685	-18.844270615844923	-19.09782724897687	-17.149122490639808	-34.657525819408434	-15.636998224623609	-18.547786516967236	-16.003264122663488	-12.900010240287296	-15.781765928398798	-16.73999392182588	-13.055755115503025	-19.83950738111168	-17.9784088102876	-15.944925095791616	-15.840055714798067	-18.232540583438436	-17.817590984915547	-15.556536989514536	-15.890846591856885	-18.178512349756847	-17.98083024668446	-19.92958349831958	-19.646906279235402	-32.0866665242204		-15.981222936970969	-18.568678449616414	-16.36063391349071	-15.903420631031649	-30.436953479283776	-25.06242152412289	-15.752016934456785	-7.325326848087791	-10.973942709257255	-16.715793076390067	-19.311151262653393	-18.392979947392273	-17.64834162036706	-29.804176567748854	-18.213841200488446	-30.98831341464963	-19.27772477782976	-18.791157038102092	-18.481318092785234	-17.680241839825563	-16.71955092896243	-18.918189768523614	-28.341905703175414	-26.865828147954684	-15.769171187409952	-15.966895993253772	-16.65553621271348	-26.88348269106847	-15.200756405769159	-30.5688058679663	-18.481318092785234	-17.772789046703426	-19.86659748179182	-18.205493632833683	-19.07214953064984	-18.33481586907392	-15.583280602776004	-16.032832395674436	-19.221742981901137	-10.63688863557066	-17.937251975586147	-17.324101450990575	-18.33164306406465	-11.234452975003563	-16.4238395857552	-15.352029858647626	-16.032832395674436	-14.716343320695222	-19.78821328055444	-15.819175632589303	-18.554620157371577	-19.07598055040408	-18.974471874662143	-16.679512504747468	-15.826438334208497	-18.533638050298702
225.0	4.0	0.0	f5	h50	-23.574886948958863	-19.166563245957235	-15.741703030287946	-19.4696725536363	-18.844906666144887	-18.776301491881718	-20.146672112952785	-10.489485070110272	-15.66325250564104	-18.03261434899788	-18.391219363198974	-20.070163167586266	-12.060061623305774	-18.521098502880594	-13.143861425914949	-12.402044197139157	-31.023598215887453	-19.924222980071004	-18.585933031472948	-18.24258912929215	-15.905612647271973	-13.628083012119593	-11.643558176964689	-16.639517972765983	-15.839907809693493	-15.122466563641721	-19.2333431423039	-14.218836885145889	4.775746842999008	-19.043565970542094	-15.681027636323568	-15.759922353328594	-14.94729462900052	-18.208023787739965	-18.180369692068123	-18.98936724129525	-19.204145556737085	-17.261663459169654	-34.70019509974307	-15.53638927729282	-18.677594733606735	-15.87882327390616	-12.954564816097031	-15.658000721725976	-16.91666454255548	-13.184766476425354	-19.944500710036536	-18.103548173646963	-15.820487527896372	-15.709165741450777	-18.245246289314004	-17.839729925465214	-15.56239233270982	-15.925919317786663	-18.189759968111975	-17.997244773967022	-20.089314122078473	-19.775698805604303	-32.03736916221172		-15.88188940334297	-18.696601083443888	-16.256606876805108	-15.775408492451788	-30.435910926491015	-25.02236291342294	-15.923923648336483	-7.414345945603568	-10.342816484914042	-16.84719182829363	-19.470916117179236	-18.407914228403424	-17.667715792457802	-29.716251474449283	-18.312482560330984	-30.98681593479545	-19.384948450045666	-18.89569064094037	-18.585933031472948	-17.69543243680773	-16.896462300246245	-19.023545037558797	-28.319823597351203	-26.847624816661543	-15.631743427308002	-15.974476095177625	-16.496643985598528	-26.86540202880062	-15.19781599088571	-30.5669517479161	-18.585933031472948	-17.785618651296186	-20.0267911399802	-18.218057394155032	-19.178595715743445	-18.467083200415267	-15.75765099860535	-15.905612647271973	-19.23317823604355	-10.748632043162763	-17.953017364905662	-17.465521102768452	-18.430236884137294	-10.695612956252884	-16.44714254643859	-15.527834552641153	-15.905612647271973	-14.720512955874032	-19.948767142819474	-15.691626966696537	-18.566464333615546	-19.18236325529166	-18.98585028522045	-16.530554654237857	-15.833241141525868	-18.656911679616886
225.0	4.0	0.0	f7	h50	-23.563146597149284	-19.248118182194375	-15.737300436093062	-19.515805653579708	-18.89262008058939	-18.86092178764641	-20.19023040086603	-10.63551663319118	-15.719559737985232	-18.08174668906566	-18.483787735195875	-20.199571495075737	-11.968083640636216	-18.61294245510383	-13.272939610941512	-12.337853766642828	-31.0262538204812	-20.0527036793943	-18.67100438398613	-18.287496955441046	-15.89977547688923	-13.672802122225615	-11.729305158280463	-16.64630111829108	-15.835174326008092	-15.189502962355718	-19.31840772861095	-14.30102689123993	4.572122585347671	-19.12863874640061	-15.676362630908935	-15.75310576440219	-15.02830116329408	-18.292714943921627	-18.225829518618387	-19.103733189309374	-19.289718995203508	-17.343512630099646	-34.7163710852418	-15.568350357309377	-18.76865856003442	-15.87375737397865	-13.093273626935432	-15.652126093723274	-17.03576127470814	-13.286576688779764	-20.02962246376174	-18.19199757232279	-15.814762638601456	-15.70225432148855	-18.291745059775145	-17.890156697250948	-15.616784479101945	-15.995753873197227	-18.234659626765858	-18.046465277562	-20.218684379740854	-19.863580505298444	-32.005248286899864		-15.912621922487205	-18.7864721080673	-16.28031452645483	-15.768708625777863	-30.43979362729012	-25.018441132066176	-16.07971498171438	-7.514716883483185	-10.061702697880238	-16.9364725792709	-19.598756286701576	-18.455476656723274	-17.719409558516407	-29.686191617382516	-18.393393087298662	-30.989792280136253	-19.470625199164207	-18.98074791255654	-18.67100438398613	-17.74185482164047	-17.012159117653532	-19.10884644996507	-28.33350141276082	-26.850657639761664	-15.624616717974405	-16.030261435760114	-16.46649683134052	-26.868510713189956	-15.24816765095158	-30.57081929660825	-18.67100438398613	-17.832260050683992	-20.156044181945237	-18.2644379177844	-19.264177362401526	-18.55987346666795	-15.8912165533396	-15.89977547688923	-19.278147553835446	-10.900330975651201	-18.00165979832282	-17.56619272160214	-18.514272144151732	-10.475248057104347	-16.504839142517532	-15.682025593181223	-15.89977547688923	-14.775767782391934	-20.077971847527056	-15.687074552747667	-18.612213019371364	-19.267945929892566	-19.03078389423882	-16.516323936809933	-15.888117964563284	-18.743893552805268
225.0	3.0	0.0	f5	h50	-23.33210800022154	-18.469255749799768	-16.231113662801974	-16.929850867176746	-16.61686722954311	-15.795469085870103	-17.86850610910591	-8.754783119309534	-14.346602556877794	-15.866952134085341	-16.508592609707417	-18.77582331834716	-12.422407690478598	-16.776809593529105	-13.284482652196978	-13.017288646190936	-30.899255709107834	-18.70017084156961	-16.960462253690565	-16.095624099438353	-16.485444185220977	-11.73621595691255	-10.363029655352097	-17.312502391840464	-16.355313404541086	-13.622719561749241	-17.619669028446946	-10.288329697611172	7.037050555554306	-17.421825569291656	-16.182540782000615	-16.33279642624857	-12.545310371439625	-16.361509058193235	-16.058335950928274	-17.690253596260447	-17.805036008446557	-16.44852435736809	-34.63234297560085	-15.958973652936518	-17.105718196056557	-16.43043348288988	-13.168199820161547	-16.175571027324768	-15.915301689798051	-11.748142764126328	-18.328458027322142	-16.73061051022966	-16.34939198639241	-16.292326714356488	-16.2138969684882	-14.294425842449002	-14.45688676767147	-14.457735941049574	-15.835742088480329	-15.83452245591495	-18.844508239273154	-18.467222006938385	-32.280832124943196		-16.311928722317855	-17.23555423731426	-16.702413010614784	-16.33344980316991	-30.166750120806537	-24.574405717730706	-14.750345740051658	-6.039185655723904	-11.590147213108938	-15.21780142936767	-18.261781318565884	-16.156343446697345	-15.807329004504563	-30.067695189471824	-16.731091662241997	-30.870370036113552	-18.129014451246718	-17.276723809848335	-16.960462253690565	-14.893868359307751	-15.862938027472126	-17.368133389392547	-28.44887671521193	-26.304570873718077	-16.27817800895843	-14.758737850085854	-17.33609046102499	-26.315400959932177	-14.563743726750925	-30.35421786578401	-16.960462253690565	-15.764640090413732	-18.742685274368124	-16.169590427670283	-17.908228687660426	-16.665403298437372	-14.66734290513751	-16.485444185220977	-17.11342366048186	-9.056701692823804	-15.757371320165284	-15.44708313627904	-16.512956095768644	-11.636950902915848	-14.594129845474752	-14.329801835326867	-16.485444185220977	-13.401844126456828	-18.685993619510754	-16.27676515202055	-16.496421545190188	-17.78308433432223	-16.86792941166798	-17.33265865993416	-14.558968361156882	-17.418810099824395
225.0	4.477121254719663	0.0	f5	h50	-23.848345683189937	-18.52011092091366	-15.526010844722219	-20.29685066760441	-19.576467308838904	-18.93296387996883	-20.781689347009422	-11.007777720636975	-15.88347733909914	-18.747327776259528	-18.82485225197562	-20.184931713533484	-12.188467327188174	-18.826479778581724	-12.94347870446877	-12.47843334840491	-30.968711272535895	-20.00070990854741	-18.56146488277875	-18.839600137363508	-15.632871480717878	-14.292657134297508	-11.358582432371588	-16.306775268414423	-15.595811882443362	-15.519143916865668	-19.197566512248663	-14.911632331388663	4.136808928026082	-19.018355346849646	-15.449113699890242	-15.478694624518841	-15.420502190239853	-18.204154232665047	-18.8115910393581	-19.066760103873733	-19.08013392806165	-16.685187942947703	-34.6920034868177	-15.443837100539513	-18.916723579053063	-15.612303287272296	-12.680115037676646	-15.423091828018443	-17.07911483224078	-13.541006383229231	-19.910820212573476	-18.143717914184222	-15.56425630713839	-15.429831518255302	-18.841903975733373	-18.74513577068308	-15.62955950014101	-16.262206210748072	-18.829635305249145	-18.711247998908622	-20.199320240032232	-19.388166728153312	-31.981192812264005		-15.761991082221567	-18.88990135948582	-16.095945911564883	-15.498064181925448	-30.480937852613643	-25.263268848803115	-16.263822943007863	-7.611520557760844	-10.410923118283211	-17.225280443204927	-19.567343495092953	-19.146779395516297	-18.16635764666487	-29.72281706879787	-18.436528895568387	-30.929729999373762	-19.167252742845445	-18.867522697820892	-18.56146488277875	-18.536581400530853	-17.035043479593572	-18.99187332545949	-28.289382876259577	-27.10540811856533	-15.332018144867906	-15.980942984222493	-16.050804848108314	-27.120744157239372	-15.101427874863791	-30.562734631387727	-18.56146488277875	-18.38184426804942	-20.135721355481774	-18.818205018336776	-19.049969428736375	-18.867271450567987	-15.988955091728009	-15.632871480717878	-19.883785306679652	-11.245134863659105	-18.670928099933143	-18.097421823917983	-18.740174059304287	-10.841765096468786	-16.986235478848016	-15.874745094433038	-15.632871480717878	-14.852386896777245	-20.04178241995801	-15.418926542806595	-19.17659485034997	-19.058823653572226	-19.635206964858924	-16.126533132008916	-15.87726812391117	-18.560513001468415
225.0	3.4771212547196626	0.0	f5	h50	-23.565245762113154	-19.236398315937144	-16.35583093720741	-18.25864367780482	-17.77739031229322	-17.735865392456663	-19.10891320724689	-9.741607556920336	-15.151501588978407	-17.0031635531696	-17.695684505074702	-19.658046095632407	-12.551794403633272	-17.927414303487634	-13.678897053185786	-13.121451062671136	-31.011370705692816	-19.554836651011563	-18.052470169780076	-17.280574989637046	-16.581257964400066	-12.77690340099773	-11.375598652857285	-17.377413792396926	-16.469548278180895	-14.52712437154251	-18.707718132891063	-12.630824922780441	5.734014240775581	-18.511659046383993	-16.30129290063334	-16.42751449397194	-14.001787360967818	-17.5821805324467	-17.203896759526415	-18.586333698288474	-18.807105569588153	-17.27652192977021	-34.725273094520965	-16.137581273525242	-18.17493875638894	-16.530590029475704	-13.54720655973231	-16.286512637545986	-16.615430686164906	-12.708778795786952	-19.41653094624127	-17.740291745819494	-16.460613567828325	-16.38308671810292	-17.331499292123805	-16.17533495488256	-15.221196950051368	-15.384663269882564	-17.094998407473526	-16.969989385149418	-19.695362130763904	-19.534461461957726	-32.105860597093006		-16.485353861681233	-18.262086902183114	-16.86545491282052	-16.43474308903147	-30.339877387593255	-24.895669876970633	-15.469149278928533	-7.065093249252091	-10.865950453718153	-16.258943087995682	-19.096188082779744	-17.327197067400338	-16.855921287066337	-29.79174497330961	-17.799834463236376	-30.978357779479033	-19.086159128112328	-18.366244939904163	-18.052470169780076	-16.413830623515953	-16.590228986476408	-18.48814441446978	-28.436879855772776	-26.640093326144672	-16.345617361148292	-15.638388032792754	-17.325786037332545	-26.656460428196592	-15.119891418280924	-30.50959415887867	-18.052470169780076	-16.87619052410733	-19.620103260123937	-17.296550383353082	-18.823785551283112	-17.819918879875342	-15.38888711062967	-16.581257964400066	-18.23307317342913	-10.032914362086949	-16.91013361529637	-16.631139492500626	-17.694196264912932	-11.09348174509485	-15.643140910356795	-15.06512887392492	-16.581257964400066	-14.30959759809953	-19.55362554101518	-16.3651757431954	-17.631631661330793	-18.78499153791595	-17.98701439051903	-17.34407211425712	-15.450623519348401	-18.38814908961742
250.0	5.0	0.0	f5	h50	-25.052448887563123	-19.68052889874444	-17.320322931640675	-22.37231876522324	-21.544598056726713	-20.534796487779204	-22.662224322345747	-10.796382508928485	-18.002736189556593	-20.726500180796226	-20.835089694544983	-21.35277081296161	-14.539702754147488	-20.758880657677203	-14.599802116681328	-14.900543560410448	-31.346458796905964	-21.165325876964882	-20.11807353913937	-20.729168821992378	-17.40873264961088	-16.552371380207948	-13.034636166694389	-18.061755953928433	-17.376154893309636	-17.82312467898341	-20.734814925555792	-17.474073065878958	2.827096240030393	-20.57158643259057	-17.234357765972295	-17.258815067902212	-17.950711711808268	-19.773054403382528	-20.722399217654836	-20.482930859242927	-20.577687897081667	-18.016089933292694	-34.97014438112201	-17.3392602936982	-20.81927003041738	-17.379424896486622	-14.277850955936962	-17.20956760414097	-18.108025072325844	-15.83984868902337	-21.42053002071198	-19.95131895254998	-17.341445377383476	-17.221099875512	-20.741340038840107	-20.717463506326894	-17.725228628540133	-18.389259973917433	-20.713822618207523	-20.692473248162973	-21.371282622402163	-20.57063760881032	-32.619164935998114		-17.636438131668804	-20.784400239762974	-17.95983469786598	-17.27252985348788	-30.967589628496427	-26.365989836236356	-16.9947286665412	-10.153483567286063	-13.471760643848707	-19.525309729258986	-20.79951526078997	-21.118896205412575	-20.001380674342993	-30.42691828150496	-20.178368336740625	-31.307942733270085	-20.599300659406268	-20.425748986453446	-20.11807353913937	-20.629749230913088	-18.081288215478832	-20.541673653250363	-28.814995214631445	-28.081950026215075	-17.13291912727921	-18.0241599807474	-17.7970185532755	-28.095093234397876	-17.197187937540377	-31.002966436728748	-20.11807353913937	-20.284623934294324	-21.300663976554397	-20.71954702980041	-20.546059771975507	-20.841601168818652	-16.8839936068801	-17.40873264961088	-21.78513839366902	-11.368602442789172	-20.64779787554589	-20.19367754596978	-20.785054393779184	-13.700808227884407	-18.99647313210076	-16.614905387213263	-17.40873264961088	-17.099679631679223	-21.180104893488828	-17.19315094025672	-21.0827705804471	-20.553249800068123	-21.5357257690047	-17.899488753770218	-17.934676587814394	-20.299295461863647
250.0	4.0	0.0	f3	h50	-24.533392432209396	-20.72677047799083	-17.898637606105925	-20.880695069958072	-20.233937419194316	-20.208894388933093	-21.549080606977533	-10.809101823192169	-17.484092939061767	-19.436690692257383	-19.776009140919097	-20.745420673386352	-14.443506991031914	-19.916236664889105	-15.163036358998506	-14.81722489608498	-31.4096820778187	-20.624486151795548	-20.03450646661889	-19.649122708434927	-18.083543341453403	-15.187103150334298	-13.193266206444697	-18.858067402742932	-17.99422734495488	-16.879728789824473	-20.68042178741086	-16.133144369011138	4.433136478141869	-20.490875133914656	-17.831276624146586	-17.940694262757084	-16.862250093428845	-19.702766929936114	-19.587349166944435	-19.98948285302997	-20.62682682544411	-18.815645760817983	-35.02137438729551	-17.648982330341955	-20.08001722873303	-18.041463602474774	-14.994681752069795	-17.81180900814148	-17.426547695079332	-14.674658543418445	-21.38144073528779	-19.55448803356007	-17.980094634982816	-17.896596287879454	-19.648692390227087	-19.159004449463342	-17.441925874443477	-17.587281829380114	-19.572674995931493	-19.402598291400402	-20.77001643020155	-21.162273657015334	-32.695267496024954		-17.997059058310473	-20.118774189559137	-18.39994025654284	-17.950926553801747	-30.830162453186585	-25.832048809836433	-16.090491888259656	-9.292167871911083	-13.03152937534551	-18.185560681035373	-20.17156307827395	-19.791055623524866	-19.09091869118918	-30.570208562282048	-19.745628950710955	-31.379327990667633	-20.793736445738254	-20.3467585763918	-20.03450646661889	-19.0539406924254	-17.436744760074426	-20.45565478341247	-29.012111649281053	-27.521900293918687	-17.847881434819666	-17.837050913421734	-18.812227055001905	-27.539764588223676	-17.16265219993813	-30.97124402369778	-20.03450646661889	-19.191540009350472	-20.703270862555105	-19.620846262212826	-20.601062059601798	-19.843660412494447	-16.142687526931404	-18.083543341453403	-20.62110249026583	-11.037962981556689	-19.354913401661427	-18.735841899197876	-19.94556315331539	-13.203856851964598	-17.989292307040227	-15.702720987855685	-18.083543341453403	-16.636257626046284	-20.61851876516682	-17.878660402561216	-19.966677292602494	-20.60323201486981	-20.373713906254352	-18.84062774664742	-17.69273643704679	-20.125806228936955
