mass,age,luminosity,temperature,gravity,radius,metallicity
0.01219,0.029991625,-3.96,1600,4.2504,0.1363,-0.5
0.01267,0.035809644,-3.838,1700,4.2504,0.1389,-0.5
0.0132,0.044565625,-3.72,1800,4.2504,0.1418,-0.5
0.0138,0.042559841,-3.607,1900,4.2504,0.1449,-0.5
0.01448,0.036982818,-3.497,2000,4.2504,0.1485,-0.5
0.01126,26.66858665,-7.856,200,4.4997,0.0983,-0.5
0.0114,19.40885878,-7.646,225,4.4997,0.0989,-0.5
0.01154,14.28893959,-7.458,250,4.4997,0.0995,-0.5
0.01168,10.64143018,-7.287,275,4.4997,0.1001,-0.5
0.01182,8.090958992,-7.13,300,4.4997,0.1007,-0.5
0.01197,6.266138647,-6.986,325,4.4997,0.1013,-0.5
0.01211,4.94310687,-6.852,350,4.4997,0.1019,-0.5
0.01226,3.926449354,-6.727,375,4.4997,0.1025,-0.5
0.0124,3.140508694,-6.61,400,4.4997,0.1031,-0.5
0.01254,2.564484037,-6.5,425,4.4997,0.1037,-0.5
0.01266,2.128139046,-6.396,450,4.4997,0.1042,-0.5
0.01278,1.794733627,-6.298,475,4.4997,0.1047,-0.5
0.01288,1.531087462,-6.206,500,4.4997,0.1051,-0.5
0.01299,1.321295634,-6.117,525,4.4997,0.1055,-0.5
0.01309,1.142878335,-6.033,550,4.4997,0.106,-0.5
0.01319,0.997700064,-5.953,575,4.4997,0.1064,-0.5
0.01329,0.877000821,-5.875,600,4.4997,0.1068,-0.5
0.01349,0.685488226,-5.73,650,4.4997,0.1076,-0.5
0.01369,0.545757861,-5.595,700,4.4997,0.1084,-0.5
0.01389,0.444631267,-5.469,750,4.4997,0.1091,-0.5
0.01409,0.365594792,-5.35,800,4.4997,0.1099,-0.5
0.01429,0.307609681,-5.239,850,4.4997,0.1107,-0.5
0.0145,0.263633139,-5.133,900,4.4997,0.1115,-0.5
0.01472,0.228034207,-5.033,950,4.4997,0.1123,-0.5
0.01493,0.198152703,-4.937,1000,4.4997,0.1132,-0.5
0.01541,0.152756606,-4.758,1100,4.4997,0.115,-0.5
0.01593,0.11994993,-4.593,1200,4.4997,0.1169,-0.5
0.01647,0.095940063,-4.439,1300,4.4997,0.1188,-0.5
0.01696,0.080352612,-4.297,1400,4.4997,0.1206,-0.5
0.01745,0.069662651,-4.165,1500,4.4997,0.1224,-0.5
0.01796,0.06095369,-4.041,1600,4.4997,0.1241,-0.5
0.01859,0.05370318,-3.92,1700,4.4997,0.1263,-0.5
0.0193,0.047752927,-3.805,1800,4.4997,0.1286,-0.5
0.02003,0.042461956,-3.695,1900,4.4997,0.1311,-0.5
0.02087,0.038282474,-3.588,2000,4.4997,0.1338,-0.5
0.01753,56.88529308,-7.914,200,4.7497,0.0919,-0.5
0.01771,43.75221052,-7.705,225,4.7497,0.0924,-0.5
0.01789,33.49654392,-7.517,250,4.7497,0.0929,-0.5
0.01807,25.70395783,-7.347,275,4.7497,0.0934,-0.5
0.01825,19.6788629,-7.192,300,4.7497,0.0938,-0.5
0.01843,15.13561248,-7.048,325,4.7497,0.0943,-0.5
0.01861,11.77605974,-6.915,350,4.7497,0.0947,-0.5
0.0188,9.225714272,-6.791,375,4.7497,0.0952,-0.5
0.01898,7.277798045,-6.675,400,4.7497,0.0957,-0.5
0.01916,5.807644175,-6.565,425,4.7497,0.0961,-0.5
0.01933,4.720630413,-6.462,450,4.7497,0.0966,-0.5
0.01949,3.872576449,-6.365,475,4.7497,0.097,-0.5
0.01965,3.228494122,-6.272,500,4.7497,0.0973,-0.5
0.01979,2.741574172,-6.184,525,4.7497,0.0977,-0.5
0.01993,2.360478233,-6.101,550,4.7497,0.098,-0.5
0.02006,2.055890596,-6.021,575,4.7497,0.0984,-0.5
0.02018,1.819700859,-5.944,600,4.7497,0.0987,-0.5
0.02043,1.438798578,-5.8,650,4.7497,0.0993,-0.5
0.02068,1.174897555,-5.666,700,4.7497,0.0999,-0.5
0.02093,0.970509967,-5.54,750,4.7497,0.1005,-0.5
0.02119,0.810961058,-5.423,800,4.7497,0.1011,-0.5
0.02145,0.68706844,-5.312,850,4.7497,0.1017,-0.5
0.02172,0.591561634,-5.208,900,4.7497,0.1024,-0.5
0.022,0.512861384,-5.108,950,4.7497,0.103,-0.5
0.02229,0.44874539,-5.013,1000,4.7497,0.1037,-0.5
0.0229,0.345143739,-4.836,1100,4.7497,0.1051,-0.5
0.02356,0.271643927,-4.673,1200,4.7497,0.1066,-0.5
0.02427,0.217270118,-4.521,1300,4.7497,0.1082,-0.5
0.02497,0.180301774,-4.38,1400,4.7497,0.1097,-0.5
0.02568,0.153108746,-4.248,1500,4.7497,0.1113,-0.5
0.02643,0.131825674,-4.123,1600,4.7497,0.1129,-0.5
0.02726,0.114551294,-4.004,1700,4.7497,0.1147,-0.5
0.02809,0.101391139,-3.892,1800,4.7497,0.1164,-0.5
0.02899,0.090991327,-3.784,1900,4.7497,0.1182,-0.5
0.02997,0.082413812,-3.681,2000,4.7497,0.1202,-0.5
0.02667,115.0800389,-7.982,200,5,0.085,-0.5
0.02689,91.20108394,-7.773,225,5,0.0854,-0.5
0.02712,72.44359601,-7.587,250,5,0.0857,-0.5
0.02735,57.67664634,-7.417,275,5,0.0861,-0.5
0.02758,46.02565736,-7.263,300,5,0.0865,-0.5
0.02781,36.72823005,-7.12,325,5,0.0868,-0.5
0.02804,29.37649652,-6.988,350,5,0.0872,-0.5
0.02827,23.55049284,-6.864,375,5,0.0875,-0.5
0.0285,18.87991349,-6.749,400,5,0.0879,-0.5
0.02873,15.13561248,-6.64,425,5,0.0882,-0.5
0.02896,12.24616199,-6.537,450,5,0.0886,-0.5
0.02919,9.931160484,-6.44,475,5,0.0889,-0.5
0.0294,8.165823714,-6.347,500,5,0.0893,-0.5
0.0296,6.839116473,-6.26,525,5,0.0896,-0.5
0.02978,5.847900841,-6.176,550,5,0.0898,-0.5
0.02994,5.12861384,-6.097,575,5,0.0901,-0.5
0.0301,4.549880602,-6.021,600,5,0.0903,-0.5
0.03039,3.647539469,-5.877,650,5,0.0908,-0.5
0.03069,2.999162519,-5.744,700,5,0.0912,-0.5
0.03101,2.494594727,-5.62,750,5,0.0917,-0.5
0.03134,2.089296131,-5.503,800,5,0.0922,-0.5
0.03169,1.77827941,-5.393,850,5,0.0927,-0.5
0.03204,1.527566058,-5.289,900,5,0.0932,-0.5
0.0324,1.321295634,-5.19,950,5,0.0937,-0.5
0.03278,1.156112242,-5.096,1000,5,0.0943,-0.5
0.03356,0.897428795,-4.92,1100,5,0.0954,-0.5
0.03439,0.711213514,-4.759,1200,5,0.0965,-0.5
0.0353,0.575439937,-4.608,1300,5,0.0978,-0.5
0.03627,0.473151259,-4.468,1400,5,0.0991,-0.5
0.03728,0.394457302,-4.336,1500,5,0.1005,-0.5
0.03836,0.33419504,-4.211,1600,5,0.102,-0.5
0.03948,0.287739841,-4.094,1700,5,0.1034,-0.5
0.04056,0.254097271,-3.983,1800,5,0.1048,-0.5
0.04168,0.227509743,-3.877,1900,5,0.1063,-0.5
0.04292,0.207014135,-3.775,2000,5,0.1079,-0.5
0.04005,204.6444637,-8.055,200,5.2504,0.0781,-0.5
0.04031,168.2674061,-7.848,225,5.2504,0.0783,-0.5
0.04058,136.4583137,-7.662,250,5.2504,0.0786,-0.5
0.04087,110.153931,-7.493,275,5.2504,0.0789,-0.5
0.04115,89.33054837,-7.339,300,5.2504,0.0792,-0.5
0.04143,72.77798045,-7.197,325,5.2504,0.0794,-0.5
0.04171,59.70352866,-7.066,350,5.2504,0.0797,-0.5
0.04199,49.20395357,-6.943,375,5.2504,0.08,-0.5
0.04226,40.83193863,-6.828,400,5.2504,0.0802,-0.5
0.04253,34.04081897,-6.72,425,5.2504,0.0805,-0.5
0.04279,28.57590543,-6.618,450,5.2504,0.0807,-0.5
0.04304,24.043628,-6.522,475,5.2504,0.081,-0.5
0.04328,20.37042078,-6.43,500,5.2504,0.0812,-0.5
0.04352,17.29816359,-6.343,525,5.2504,0.0814,-0.5
0.04376,14.72312502,-6.26,550,5.2504,0.0816,-0.5
0.04394,13.06170888,-6.181,575,5.2504,0.0818,-0.5
0.04412,11.74897555,-6.105,600,5.2504,0.082,-0.5
0.04449,9.506047937,-5.962,650,5.2504,0.0823,-0.5
0.0449,7.726805851,-5.829,700,5.2504,0.0827,-0.5
0.04532,6.397348355,-5.706,750,5.2504,0.0831,-0.5
0.04574,5.395106225,-5.589,800,5.2504,0.0835,-0.5
0.04617,4.602565736,-5.48,850,5.2504,0.0839,-0.5
0.04661,3.962780343,-5.377,900,5.2504,0.0842,-0.5
0.04706,3.435579479,-5.279,950,5.2504,0.0847,-0.5
0.04753,3.006076303,-5.185,1000,5.2504,0.0851,-0.5
0.04853,2.349632821,-5.011,1100,5.2504,0.086,-0.5
0.0496,1.879316817,-4.85,1200,5.2504,0.0869,-0.5
0.05074,1.531087462,-4.701,1300,5.2504,0.0879,-0.5
0.05196,1.267651866,-4.562,1400,5.2504,0.089,-0.5
0.05326,1.066596121,-4.431,1500,5.2504,0.0901,-0.5
0.05462,0.912010839,-4.308,1600,5.2504,0.0912,-0.5
0.05607,0.790678628,-4.192,1700,5.2504,0.0924,-0.5
0.05761,0.695024318,-4.081,1800,5.2504,0.0937,-0.5
0.05923,0.619441075,-3.975,1900,5.2504,0.095,-0.5
0.06099,0.559757601,-3.873,2000,5.2504,0.0964,-0.5
