age,mass,luminosity,temperature,gravity,radius
0.1,0.0005,-7.50102,216.5,2.93799,0.125914
0.1,0.001,-7.06885,279.009,3.25039,0.124278
0.1,0.002,-6.52936,380.767,3.55599,0.123626
0.1,0.003,-6.2095,457.31300000000005,3.72809,0.124195
0.1,0.004,-5.96666,526.164,3.85229,0.124301
0.1,0.005,-5.7674,590.972,3.95074,0.124080
0.1,0.006,-5.59476,654.195,4.03309,0.123628
0.1,0.007,-5.44046,716.694,4.10397,0.123069
0.1,0.008,-5.30083,778.735,4.16577,0.122531
0.1,0.009,-5.176080000000001,838.762,4.22076,0.121991
0.1,0.01,-5.06121,899.145,4.26983,0.121526
0.1,0.012,-4.663959999999999,1108.85,4.33409,0.123633
0.1,0.015,-4.29162,1366.59,4.41154,0.126434
0.1,0.02,-4.26999,1428.81,4.58401,0.119700
0.1,0.03,-3.74251,1950.48,4.77370,0.117841
0.1,0.04,-3.3462099999999997,2400.24,4.86233,0.122872
0.1,0.05,-3.12395,2640.21,4.90253,0.131162
0.1,0.06,-2.96798,2796.18,4.92516,0.139985
0.1,0.07,-2.84721,2905.16,4.93827,0.148936
0.1,0.072,-2.82576,2923.16,4.93966,0.150807
0.1,0.075,-2.79569,2949.15,4.94260,0.153398
0.1,0.08,-2.74842,2988.14,4.94652,0.157715
0.1,0.09,-2.66436,3054.14,4.95137,0.166350
0.1,0.1,-2.59041,3108.85,4.95408,0.174802
0.1,0.11,-2.52241,3155.12,4.95341,0.183476
0.1,0.12,-2.46239,3194.61,4.95321,0.191679
0.1,0.15,-2.3125400000000003,3288.89,4.95007,0.215079
0.1,0.2,-2.1170400000000003,3400.08,4.93749,0.251975
