age,mass,luminosity,temperature,gravity,radius
10.0,0.003,-8.629,125.0,3.8789999999999996,0.10400000000000001
10.0,0.004,-8.325,149.0,4.006,0.10400000000000001
10.0,0.005,-8.087,172.0,4.109,0.10300000000000001
10.0,0.006,-7.888,193.0,4.195,0.102
10.0,0.007,-7.724,213.0,4.27,0.102
10.0,0.008,-7.584,232.0,4.335,0.10099999999999999
10.0,0.009,-7.468999999999999,249.0,4.393,0.1
10.0,0.01,-7.367999999999999,265.0,4.445,0.099
10.0,0.012,-7.204,293.0,4.5360000000000005,0.098
10.0,0.015,-7.016,330.0,4.65,0.096
10.0,0.02,-6.7589999999999995,389.0,4.802,0.09300000000000001
10.0,0.03,-6.358,504.0,5.029,0.08800000000000001
10.0,0.04,-6.004,634.0,5.2,0.083
10.0,0.05,-5.695,776.0,5.337999999999999,0.079
10.0,0.06,-5.393,941.0,5.45,0.076
10.0,0.07,-4.832,1289.0,5.502999999999999,0.078
10.0,0.072,-4.4719999999999995,1556.0,5.481,0.081
10.0,0.075,-3.9539999999999997,1997.0,5.415,0.08900000000000001
10.0,0.08,-3.602,2322.0,5.353,0.099
10.0,0.09,-3.2739999999999996,2624.0,5.289,0.113
10.0,0.1,-3.082,2786.0,5.246,0.125
