Wave Flux Noise
0.45 0.845 0.048
0.5 0.9259999999999999 0.027000000000000003
0.55 1.0 0.0
0.6 1.067 0.024
0.65 1.13 0.044000000000000004
0.7 1.179 0.057
0.75 1.204 0.059000000000000004
0.8 1.199 0.052000000000000005
0.85 1.195 0.047
0.9 1.204 0.045
0.95 1.214 0.046
1.0 1.22 0.049
1.05 1.226 0.053
1.1 1.239 0.059000000000000004
1.15 1.258 0.065
1.2 1.276 0.07200000000000001
1.25 1.2890000000000001 0.077
1.3 1.2990000000000002 0.081
1.35 1.3090000000000002 0.08800000000000001
1.4 1.318 0.094
1.45 1.3230000000000002 0.099
1.5 1.325 0.10300000000000001
1.55 1.327 0.10800000000000001
1.6 1.325 0.111
1.65 1.3219999999999998 0.115
1.7 1.3159999999999998 0.11699999999999999
1.75 1.3119999999999998 0.122
1.8 1.3030000000000002 0.125
1.85 1.3 0.129
1.9 1.295 0.131
1.95 1.291 0.134
2.0 1.286 0.138
2.05 1.285 0.141
2.1 1.284 0.145
2.15 1.2819999999999998 0.14800000000000002
2.2 1.281 0.15
2.25 1.28 0.152
2.3 1.28 0.154
2.35 1.28 0.154
2.4 1.28 0.157
2.45 1.281 0.158
