Wave Flux Noise
0.45 0.961 0.02
0.5 0.987 0.009000000000000001
0.55 1.0 0.0
0.6 0.993 0.006999999999999999
0.65 0.982 0.012
0.7 0.976 0.016
0.75 0.9790000000000001 0.018000000000000002
0.8 0.988 0.02
0.85 0.992 0.025
0.9 0.993 0.027999999999999997
0.95 0.998 0.031
1.0 1.0070000000000001 0.031
1.05 1.013 0.031
1.1 1.02 0.031
1.15 1.0270000000000001 0.033
1.2 1.036 0.035
1.25 1.043 0.038
1.3 1.051 0.04
1.35 1.0590000000000002 0.044000000000000004
1.4 1.065 0.046
1.45 1.071 0.049
1.5 1.073 0.05
1.55 1.078 0.052000000000000005
1.6 1.08 0.055
1.65 1.083 0.055999999999999994
1.7 1.084 0.057
1.75 1.087 0.06
1.8 1.089 0.061
1.85 1.091 0.063
1.9 1.094 0.066
1.95 1.0959999999999999 0.068
2.0 1.097 0.069
2.05 1.099 0.07
2.1 1.102 0.073
2.15 1.105 0.076
2.2 1.1059999999999999 0.078
2.25 1.107 0.08
2.3 1.1059999999999999 0.08199999999999999
2.35 1.1059999999999999 0.084
2.4 1.1079999999999999 0.086
2.45 1.1079999999999999 0.08800000000000001
