HAWK_KS	NIRC2_KCONT	NICMOS_F170M	NIRC2_HCONT	NICMOS_F090M	NICMOS_F164N	2MASS_J	VISTA_H	WIRC_H	NICMOS_F140W	HAWK_BRG	HAWK_CH4	MKO_J_ATM	NICMOS_F160W	MKO_H_ATM	FOURSTAR_J1	2MASS_Ks	HAWK_J	NIRC2_K	WFCAM_Y	SDSS_I	FOURSTAR_H_SHORT	HAWK_H	SDSS_Z	NICMOS_F113N	WFCAM_K	WIRCAM_KCONT	FOURSTAR_J2	2MASS_K	PANSTARRS_Z	VISTA_KS	NICMOS_F166N	NICMOS_F110W	MKO_MP	PANSTARRS_W	NICMOS_F108N	UKIDSS_K	WIRCAM_Y	UKIDSS_J	NIRC2_KP	PANSTARRS_R	WIRCAM_CH4_ON	PANSTARRS_I	NICMOS_F110M	MKO_KP	NICMOS_F097N	WFC3_F127M	FOURSTAR_J3	NICMOS_F190N	HAWK_NB1190	VISTA_J	UKIDSS_Z	FOURSTAR_H	FOURSTAR_H_LONG	HAWK_Y	MKO_LP	FOURSTAR_J	cld	IRAC_CH1	NIRC2_J	BESSEL_I	2MASS_H	WFCAM_H	VISTA_Y	WIRCAM_CH4_OFF	FOURSTAR_K	fsed	PANSTARRS_G	WFC3_F139M	WISE_W4	HAWK_H2	WFC3_F167N	SDSS_U	NIRC2_LP	MKO_K	NICMOS_F165M	HAWK_NB1060	teff	z	HAWK_NB2090	WFCAM_BRG	WIRCAM_J	NIRC2_M	IRAC_CH2	MKO_J	logg	NIRC2_FE2	WFCAM_H2	SDSS_R	IRAC_CH3	WIRC_CH4L	WIRC_FE2	FOURSTAR_KS	WIRC_CO	NICMOS_F187N	NIRC2_H	WIRCAM_H	MKO_H	WISE_W1	VISTA_Z	MKO_K_ATM	WFCAM_J	UKIDSS_Y	WIRC_CH4S	NICMOS_F145M	PANSTARRS_Y	kzz	WIRCAM_KS	NIRC2_KS	2MASS_KS	WISE_W3	WIRC_PABETA	WFC3_F164N	SDSS_G	WIRC_K	UKIDSS_H	WFCAM_Z	NICMOS_F095N	WISE_W2	WIRC_BRGAMMA	IRAC_CH4	WIRC_J
-29.554149456237447	-25.010727485269424	-28.25772415061827	-30.26298083869046	-26.479533552976307	-28.922739040683545	-29.927584042031388	-28.797310296374764	-30.05688997270547	-29.556548660352004	-29.128789911218902	-29.483950640485066	-29.833287897059932	-28.458683863477056	-28.720087328171083	-29.9480442211916	-29.8257731940244	-30.545942646419913	-29.515027001639602	-29.810708515509276	-21.731182327146307	-29.054811052676936	-28.572329886326013	-26.893508431376194	-25.900837292174558	-29.331025661259265	-26.39266202014746	-28.869759242174844	-29.8257731940244	-26.162382594577068	-29.648114279767334	-28.348287173511647	-29.09131823260815	-34.878279179492935	-20.134342355415033	-30.52656126168516	-29.450847682882227	-29.567175942970934	-30.429685412346178	-29.458135520360706	-19.740549128428487	-27.766982985575467	-21.691492712524752	-29.378297918047576	-29.51983882998308	-27.16198457901191	-31.102402568368625	-30.65517807751865	-27.959584855787774	-27.842322952736687	-30.41130359865925	-26.47682003264471	-28.751862398402444	-27.958897131724537	-29.42217953449245	-32.29412885613706	-30.08105186002703	nc	-31.082668664023657	-30.442606062766593	nan	-27.83168368867606	-28.81739303480083	-29.456518916856027	-29.65442712412556	-30.08105186002703	nc	nan	-23.86098413397043	-36.49786253714003	-30.316996363600317	-28.42308429181677	nan	-32.2995365190383	-29.513987740706522	-29.092966915191116	-30.472844991758308	550.0	-0.0001	-30.714943194436145	-28.67407056785535	-30.487880184951152	-34.86603996693089	-34.409384901100786	-30.445684415337887	3.0	-28.800395149742776	-29.846694405000754	-19.031723103338535	-33.450941386841315	-28.04822288443355	-28.665676697381777	-30.08105186002703	-24.913090458016217	-27.57109774799087	-28.89889716646082	-28.839362597347037	-28.819894091468544	-30.496452678271446	-26.42335622676974	-29.427052743368215	-30.514262759475056	-29.719667560978355	-29.366790578579746	-27.09229433923324	-27.777873319217562	eq	-29.595579889580446	-29.57862529402955	-29.8257731940244	-35.58656694677062	-30.616904054593952	-28.321745573301634	nan	-25.225051028031086	-28.861120244187155	-26.496593709493727	-26.46381934774709	-34.49176414528408	-28.35600151437934	-34.0571358041515	-29.93135139024794
-28.862786935648423	-25.782087677593776	-29.155328577470158	-30.796354958576025	-26.71307068841893	-29.449385183587005	-29.784031165944988	-29.443390618102747	-30.679432714734336	-29.559006424104098	-29.154235307888435	-29.97264761088447	-30.324738739562246	-29.025797126120068	-29.38138919070944	-29.687054095055274	-28.99744465249594	-30.469008151712483	-28.845407925352372	-29.5905397858825	-21.63891177963024	-29.59700915717827	-29.416429635847972	-26.961868951471445	-26.56817546696385	-28.732047010387237	-26.915017046679832	-28.900333723828453	-28.99744465249594	-26.088257969943285	-28.93511228158173	-29.242426888913407	-29.04071859087385	-34.86532023793844	-20.1522448463798	-30.03058066054634	-28.802354866858543	-29.400045201156864	-30.41268906970609	-28.770808449394313	-19.92447857760513	-28.875208082758597	-21.64138658860963	-29.248955851595916	-28.75886149309721	-27.688341176797525	-30.947632982076264	-30.505727205493102	-27.202655427342755	-29.0450385428713	-30.339695200337257	-26.44666629200603	-29.399752897181926	-28.909949128707538	-29.345368739148412	-33.04857755935107	-30.02386658338303	nc	-31.891067603413788	-30.398031302821433	nan	-29.24229070150013	-29.464337709385195	-29.364488698411716	-30.185236028821674	-30.02386658338303	nc	nan	-23.577056653952585	-36.37506752739534	-29.746968783174147	-29.173879693464425	nan	-33.060503653929345	-28.84027943666605	-29.744556111411896	-30.014099946344682	550.0	-0.0001	-29.822482008616326	-28.664205671018767	-30.44179096622898	-34.88017868990495	-34.556419227308446	-30.404180088647593	5.086359830674748	-29.439063639334506	-29.596178677784536	-19.457939398073258	-33.22311923062845	-29.04358570102213	-29.452484257229802	-30.02386658338303	-26.192491277851722	-26.806595850496034	-29.42640088234521	-29.43818994859649	-29.42750942658953	-31.12371809771211	-26.337407877971604	-28.796505094927877	-30.438652055739936	-29.529176530137	-30.054918675018993	-27.058519063673696	-27.962654672064595	eq	-28.89734592553974	-28.919247584012563	-28.99744465249594	-35.31575052832357	-30.623005648550198	-29.322700030067814	nan	-25.875833284582875	-29.455932444718975	-26.411605957321743	-26.6791640495994	-34.62562244082476	-28.362015509911764	-33.847754493931355	-30.097105585074747
-29.234488405260628	-25.444656053273782	-28.94492630772632	-30.76299797616231	-26.55612632822265	-29.464526605934825	-29.917281726146268	-29.30315210409497	-30.593478650393322	-29.657216237954323	-29.327673305552537	-29.90876258345022	-30.265578380111066	-28.917599093782357	-29.185551352370158	-29.918628317731432	-29.441098439533818	-30.62073436384204	-29.249076489995698	-29.802493596067947	-21.63423472015012	-29.491436661751557	-29.250380208994365	-26.95271720349192	-26.321065484229827	-29.138248239111377	-26.760233983205943	-28.96833998905295	-29.441098439533818	-26.100469901750365	-29.35289181854209	-29.065157826520252	-29.15471551431205	-34.895435767396165	-20.1121664300932	-30.36726238823999	-29.20421322623383	-29.575909729675487	-30.515921410735892	-29.148754496709167	-19.848298897019852	-28.559323214306115	-21.61851364957713	-29.406056263546986	-29.17246193408821	-27.37085933591605	-31.096539743133217	-30.657138140641102	-27.59763530266858	-28.67903707110258	-30.459829184862414	-26.435676634699476	-29.257915583214697	-28.673280063733976	-29.50409081649957	-32.72396043950826	-30.135724472255873	nc	-31.539100151636088	-30.51186987872397	nan	-28.84987051298344	-29.325723008556743	-29.517870178552386	-30.11714200253399	-30.135724472255873	nc	nan	-23.818167267783195	-36.4112563347181	-30.21165360143199	-29.076779034563188	nan	-32.73537456003695	-29.25006025059674	-29.623291385278534	-30.350791897027158	550.0	-0.0001	-30.393927746953516	-28.806812689729348	-30.55989405275481	-34.900487905882684	-34.46712617622588	-30.519545543143174	4.2504200023088945	-29.39018717527968	-29.95541486092707	-19.299667953488107	-33.29197077555427	-28.80066135102176	-29.359497601599337	-30.135724472255873	-25.743349072704685	-27.214888861396314	-29.32338499360236	-29.32240836423171	-29.304190745559566	-30.868408745977515	-26.349047316824297	-29.200547851962327	-30.558689972851283	-29.718836553577027	-29.928139152339746	-27.06678665620472	-27.901142641084633	eq	-29.300690615505957	-29.29764511321131	-29.441098439533818	-35.38544957287783	-30.574095391562395	-29.203316098511586	nan	-25.572302311044343	-29.343381684412098	-26.422339196407954	-26.40430935335409	-34.574953789219464	-28.48574553241989	-33.907970389657606	-30.214671349534427
-29.155024111612057	-25.545411861165658	-29.019657262583216	-30.79426716768488	-26.572782802003744	-29.48746411635558	-29.886351289480437	-29.35428140698339	-30.640723464738304	-29.639217858297812	-29.310342243277653	-29.939041061218635	-30.30100494189426	-28.959934968646444	-29.25145318368879	-29.865654255837157	-29.340270396502966	-30.58766153894424	-29.162853739503745	-29.753276486876064	-21.66566423038486	-29.53260003310475	-29.3147359519445	-26.940913988865244	-26.37278931461994	-29.05301887460038	-26.81906468323733	-28.954214538101645	-29.340270396502966	-26.07446991075871	-29.26008377714576	-29.134090298111545	-29.130613357305876	-34.88905855976596	-20.150216547517083	-30.288389211781542	-29.117849220390774	-29.533321355284123	-30.497436843490178	-29.06634883244035	-19.868905497705832	-28.661909716571415	-21.66059221990914	-29.370397938044036	-29.076936153959814	-27.424444292574755	-31.06411923654223	-30.623804027300526	-27.510401456815696	-28.785535072809658	-30.435152626044925	-26.414523100637798	-29.309288267252892	-28.75182969827852	-29.4670511403358	-32.81308089696357	-30.1129082448923	nc	-31.63498145663604	-30.48964522344314	nan	-28.982501049856452	-29.37676045889559	-29.482315833777243	-30.150142017449888	-30.1129082448923	nc	nan	-23.769422817417663	-36.40445530134119	-30.123517841173285	-29.11939309749728	nan	-32.82499974363481	-29.161197812195326	-29.672051930071433	-30.271163237177085	550.0	-0.0001	-30.27021573110445	-28.78785542022075	-30.53680065633263	-34.89721664879484	-34.487644809082425	-30.4970846362788	4.477121254719663	-29.42730497886115	-29.898336510283052	-19.348446597097478	-33.27482228580925	-28.882060850364567	-29.40509626671566	-30.1129082448923	-25.89013179707573	-27.120832675505994	-29.36233378005368	-29.367437072655818	-29.350008151909357	-30.94228784027142	-26.32131556654429	-29.114617395421632	-30.53410212485378	-29.67499792538989	-29.98070137736601	-27.04907168375012	-27.905167383604493	eq	-29.21160210684214	-29.216809371648754	-29.340270396502966	-35.36697784392059	-30.580893519734097	-29.26600570568087	nan	-25.660702452874332	-29.38773984019469	-26.394422175702964	-26.423653277445418	-34.59099466482863	-28.470204497922058	-33.89322447570552	-30.20517837653133
-29.4644634014545	-25.178120510318152	-28.560635385982707	-30.496359128715504	-26.521439126487568	-29.194782137062695	-29.955818390330066	-29.02372781897992	-30.293706777326488	-29.63101581283751	-29.277270082729746	-29.683327390369154	-30.037406851228194	-28.66644345005423	-28.895123082737864	-29.990943516513017	-29.727578487698075	-30.62400292994981	-29.467404406315445	-29.86218745973322	-21.636782800449733	-29.24872345184646	-28.878269252304598	-26.953031606966633	-26.075702289691783	-29.327769207741895	-26.56488698743763	-28.93984069690287	-29.727578487698075	-26.168930582442012	-29.595566040829226	-28.687791319863763	-29.152798685835222	-34.89696961255347	-20.07057996508299	-30.521137369107283	-29.41600333831847	-29.623264135637307	-30.494541725080783	-29.38225012715414	-19.740414635711343	-28.111966221092153	-21.60058788923823	-29.43489260388497	-29.439736082259778	-27.248819958749777	-31.133896565271577	-30.692010875217093	-27.853434941488146	-28.215942397888067	-30.464093151816257	-26.491822575924317	-28.977380315592075	-28.287007262838518	-29.515571114237893	-32.445553832144675	-30.135401683755987	nc	-31.239824256914126	-30.504307514854037	nan	-28.263020684621488	-29.044827699404827	-29.535749780007016	-29.873097904178106	-30.135401683755987	nc	nan	-23.905543947188615	-36.45707596258102	-30.357829120352505	-28.759546744046677	nan	-32.45358049675448	-29.47237964337585	-29.33221650727262	-30.49353141013593	550.0	-0.0001	-30.67189126792109	-28.805976152953868	-30.552343695494372	-34.8904958152931	-34.42684360960896	-30.510596043343313	3.4771212547196626	-29.09320855494629	-29.97627590870348	-19.06449300479038	-33.37490669953676	-28.393456614709656	-29.023141084155775	-30.135401683755987	-25.240715257125483	-27.482357826479674	-29.09267394350084	-29.057425396235868	-29.040470213767833	-30.626143365774578	-26.425568162334848	-29.410300045605954	-30.56483611873655	-29.769661751834263	-29.61775799613971	-27.114986570440486	-27.85526190037022	eq	-29.537062480459394	-29.515110209334647	-29.727578487698075	-35.48709144272924	-30.597424172582027	-28.758713926955227	nan	-25.356901246756806	-29.079409407753452	-26.499469614869355	-26.439066604902884	-34.519974475547535	-28.485478129851934	-33.98316453386699	-30.097224530999803
-29.042255016938668	-25.6548985110452	-29.093252419426847	-30.80887812957578	-26.614723273047368	-29.489941222274364	-29.844025462853125	-29.40290452954094	-30.673314458275893	-29.608661236880735	-29.26056352629239	-29.961472721912553	-30.32555081804114	-28.997590816687545	-29.318439641867286	-29.791016744005105	-29.20304711255867	-30.539002664582075	-29.039445887948933	-29.68437038538104	-21.632611659317014	-29.569071100616778	-29.372417527118145	-26.935549600332884	-26.448266905363397	-28.928711810572835	-26.870088905045627	-28.932401454128794	-29.20304711255867	-26.05502497809594	-29.13127431709998	-29.19958456627247	-29.09418713586072	-34.88017184839186	-20.1291843282971	-30.18145346670018	-28.99463510828548	-29.47558026586167	-30.465874352631634	-28.9506200588395	-19.87079024671414	-28.771190855809664	-21.63196377281405	-29.31961703795455	-28.94828643377671	-27.520910006793816	-31.018175001604984	-30.576385981767093	-27.38796808526382	-28.905381496549506	-30.397808130539392	-26.403923849287033	-29.35832615147733	-28.833764952087048	-29.41449380944974	-32.91888015162496	-30.078169190729707	nc	-31.749771600755835	-30.454517031409267	nan	-29.11734111064259	-29.424920219472593	-29.431637795310873	-30.174530223234623	-30.078169190729707	nc	nan	-23.69470970474819	-36.39211558279985	-29.98417454864043	-29.15654708441668	nan	-32.931021600805664	-29.035474643985637	-29.714687478774096	-30.162599372429995	550.0	-0.0001	-30.09500874589172	-28.745676316452077	-30.50025169429174	-34.89162661590481	-34.51664157355529	-30.461402298922295	4.748188027006201	-29.450496002175093	-29.792139061848026	-19.382207135459424	-33.25546716888037	-28.966263226419645	-29.442764850658282	-30.078169190729707	-26.039910135238237	-26.99321214983258	-29.398189969064404	-29.4077144647745	-29.392689130522616	-31.026910032859423	-26.302611420402474	-28.99274640154081	-30.49693789303234	-29.613545575723986	-30.026041608022037	-27.03840098103081	-27.920935663557316	eq	-29.087439354326754	-29.10134472334795	-29.20304711255867	-35.34567208076936	-30.599156431246183	-29.312700440463495	nan	-25.758705166543308	-29.427034428131712	-26.37606598742432	-26.500379444818066	-34.60856052061416	-28.433478257887042	-33.87568465421982	-30.171196098124888
-29.387230546450105	-25.22268090317931	-28.75048420917809	-30.65134407981541	-26.560454863615128	-29.362819172061517	-29.96663186512481	-29.174115919967264	-30.453320800269562	-29.66961479200718	-29.29735093812161	-29.81969503383986	-30.146750674699806	-28.80634179239321	-29.036515290615405	-29.99485395542278	-29.637875122988717	-30.654960945678265	-29.40399847684059	-29.870448936581113	-21.69759438207697	-29.38629359808239	-29.06897080933632	-26.983306187659316	-26.23397382595297	-29.279500421222586	-26.59794818644236	-28.980735657731714	-29.637875122988717	-26.180172093469068	-29.52422016114891	-28.886869853636977	-29.18055650730853	-34.8975857209615	-20.14210227068796	-30.49868595791113	-29.35625244028008	-29.63493031996121	-30.528380170227877	-29.305801104952973	-19.83382519526086	-28.31844649134339	-21.66867429535187	-29.453196793151513	-29.356542341400463	-27.314473686775642	-31.145368269883722	-30.70567403027926	-27.754174555018917	-28.430417357566142	-30.489040005855287	-26.503967080436798	-29.128872072408903	-28.47654559376867	-29.542753615915807	-32.522917790871404	-30.16202834592827	nc	-31.319146425417088	-30.533681541849944	nan	-28.524671674342596	-29.19603578680563	-29.558085332129764	-30.018122632147637	-30.16202834592827	nc	nan	-23.889202236027614	-36.43497554835664	-30.332706894720182	-28.947723791413665	nan	-32.53228835028115	-29.409172725175985	-29.490780498253393	-30.47767610796321	550.0	-0.0001	-30.605964524036374	-28.799418232510572	-30.582177513236125	-34.89518297600647	-34.4292295637224	-30.540844120321786	3.7481880270062007	-29.26785544422749	-29.99155873715587	-19.21216954053561	-33.32415781675592	-28.595443175735234	-29.219389355354316	-30.16202834592827	-25.379440200732603	-27.382361988768924	-29.225262631105213	-29.20371472519923	-29.18656028366381	-30.685546601710666	-26.431561778461553	-29.35659004756093	-30.588635873803746	-29.779252932842553	-29.78518500975096	-27.136466859468236	-27.89596068678575	eq	-29.465677791760626	-29.446240019986625	-29.637875122988717	-35.43437956357077	-30.603412773454124	-28.99633639190899	nan	-25.382650011165122	-29.22544182162528	-26.504799455820663	-26.461889007820506	-34.53102743875063	-28.475422662237474	-33.94066677749432	-30.172853578164162
-29.675621480863562	-26.77129054646762	-29.814341143017312	-31.35612864131072	-27.16388272087972	-30.22334390212363	-30.366719655131963	-30.097189527319877	-31.26124431496864	-30.143628272358466	-29.939516060335475	-30.60297321115353	-30.8837601945921	-29.6847588395236	-30.061244957739646	-30.23301599327093	-29.816679746105656	-31.056513562683598	-29.656942378869353	-30.12626737832585	-21.995595567719892	-30.2354195597462	-30.067535620167924	-27.422563815294907	-27.338069027185604	-29.543051302155213	-27.81834450228015	-29.502105485208308	-29.816679746105656	-26.492076721224656	-29.749267389982744	-29.95551218074954	-29.601077964626143	-35.09540193224588	-20.49811271574648	-30.60700437571606	-29.613792052986287	-29.92886574125042	-30.992919857149808	-29.58295051854584	-20.26575583559196	-29.59530817975846	-21.992243140442177	-29.80254896469933	-29.575544432066117	-28.154404444223523	-31.499107211756172	-31.081552943470577	-28.136866573335098	-29.60944935366854	-30.92286482971508	-26.854947708125056	-30.05772051451865	-29.616586343673625	-29.868927000881556	-33.36482907585869	-30.608054496616287	nc	-32.24165570423244	-30.97783061393479	nan	-29.856945279088443	-30.117009591030374	-29.887133286952043	-30.79900427362243	-30.608054496616287	nc	nan	-24.654832529858638	-36.51555327792784	-30.548042825512162	-29.878017555568395	nan	-33.37601961335166	-29.651819660226273	-30.38266305807115	-30.56110471392213	600.0	-0.0001	-30.637805754901034	-29.468163475475187	-31.022931635831313	-35.10875211634982	-34.797223712174684	-30.984704623841463	5.0	-30.191628004144246	-30.384973497783427	-19.77731266142436	-33.614539072679996	-29.744856239374617	-30.19756194085658	-30.608054496616287	-27.08257190972143	-27.71664430412435	-30.08014008742132	-30.092544233347102	-30.082520737280227	-31.53022587739752	-26.745431256075754	-29.602094964181692	-31.019221784953082	-30.05914240551182	-30.675960157381223	-27.934960316678215	-28.452612948244855	eq	-29.710620774571783	-29.729724002181705	-29.816679746105656	-35.56967075032025	-31.194102292543576	-30.104970390021943	nan	-26.82704918560955	-30.109349081005874	-26.821483723895728	-27.257672789114842	-34.87113730910335	-29.178584402266278	-34.20369618446844	-30.76570204667975
-30.035071048703898	-26.321188137953072	-29.533258159724667	-31.266837924003525	-27.120667230780636	-30.155679234123053	-30.45748744114868	-29.919166030474283	-31.115447363341502	-30.19302726794923	-30.020672633702187	-30.50438566422382	-30.72548406370587	-29.536349036081347	-29.865094247819336	-30.43347383124251	-30.256299011475114	-31.15811203330749	-30.03402596065374	-30.312422550251426	-22.14156700198414	-30.106079797563762	-29.827952168084927	-27.49230684562935	-27.088180745583763	-29.90282555265111	-27.5612047298433	-29.528867487052615	-30.256299011475114	-26.666096520890065	-30.156652755856346	-29.70776224974874	-29.676286870680322	-35.107999207820065	-20.605221942523997	-30.925022501663317	-29.98430348749721	-30.0880995800887	-31.039058602353975	-29.952838722370604	-20.345158893323998	-29.190527101529437	-22.111513232100034	-29.927290773423305	-29.992441930657673	-27.933751554197773	-31.60329628466673	-31.186068565727936	-28.518909640105285	-29.18167824528474	-30.991028243698704	-26.999635790584044	-29.879419357622375	-29.31439620284293	-30.005228515132075	-32.979141097526224	-30.668079589755607	nc	-31.822336161574228	-31.03978046116795	nan	-29.35562144574591	-29.93980343000326	-30.0162421376591	-30.6914628523416	-30.668079589755607	nc	nan	-24.874154189445182	-36.557170927703154	-30.925056783734384	-29.716230943829892	nan	-32.988993917404265	-30.0352134879687	-30.205816739816044	-30.87286436527834	600.0	-0.0001	-31.172518255224343	-29.556978596498297	-31.088200875985656	-35.1086653896334	-34.69953818578569	-31.04734674303439	4.0	-30.071243448198487	-30.6294744764054	-19.731971306605296	-33.681715807623405	-29.433368432047846	-30.055972419346972	-30.668079589755607	-26.497988227388078	-28.10012356417594	-29.938189611489825	-29.93349663788909	-29.915735384208073	-31.209402309347357	-26.917645749364453	-29.95540997646036	-31.088155869536532	-30.226225863488175	-30.500239665903862	-27.98285115938592	-28.431599727921245	eq	-30.100985240616556	-30.09229180330747	-30.256299011475114	-35.6602847399212	-31.139348963607123	-29.91179884374457	nan	-26.440002087609074	-29.952753244905594	-26.992186660817794	-27.132921231662696	-34.79374354758373	-29.247233489304453	-34.26037772324821	-30.792164796400865
-30.276493738654707	-25.871994994313823	-29.04859706292943	-30.903662695744938	-27.145306552106923	-29.763489737471364	-30.441609010826593	-29.560672044938556	-30.727385390886518	-30.08932908889033	-29.78008676869894	-30.20014682886305	-30.37659421985596	-29.217290015964682	-29.590133462158825	-30.405800111235166	-30.511967877279208	-31.06309010808438	-30.20162284709278	-30.26780320681675	-22.348231603876858	-29.80272901343531	-29.338954920272272	-27.48858184921246	-26.88995717702241	-29.99306974595619	-27.151201475507992	-29.44146511008142	-30.511967877279208	-26.775245369314256	-30.34606978901128	-29.19764405313446	-29.604381084424958	-35.084758736861595	-20.766607714061923	-30.996445706809247	-30.12983645784443	-30.034400784812686	-30.95087534851166	-30.177991763005757	-20.448494278120766	-28.62197427031675	-22.29902672110596	-29.86890906924165	-30.2328541493956	-27.88382579704939	-31.582198818082933	-31.157032257686495	-28.82040910530811	-28.640888998837177	-30.928954710527865	-27.090161841408744	-29.523582636449678	-28.81353732367305	-29.89889057657733	-32.64249526814196	-30.602361589265783	nc	-31.463479818031473	-30.965471120395645	nan	-28.619506056998084	-29.579095712390444	-29.92410401211238	-30.354391751501662	-30.602361589265783	nc	nan	-24.961954731524134	-36.63577175358555	-30.939377113876144	-29.250224170531254	nan	-32.64842922060862	-30.194386720259114	-29.821165862482964	-30.887444069413874	600.0	-0.0001	-31.358193862652435	-29.34416422883902	-31.01021261409006	-35.072132946368065	-34.661993343003786	-30.968119822164763	3.0	-29.64407923520872	-30.462386660649994	-19.73638129954697	-33.820310773917186	-28.903343423510325	-29.568378338125576	-30.602361589265783	-25.7864791959797	-28.379824340997338	-29.639834307020724	-29.59312496302512	-29.567098638680186	-30.917062214535505	-27.033254490395446	-30.063106319865422	-31.02962674621978	-30.181823347213133	-30.09498952707692	-27.993264203734945	-28.38003592496343	eq	-30.295501737314577	-30.29083294009189	-30.511967877279208	-35.86042712132606	-31.199764265405882	-29.291759879409316	nan	-26.056493642235054	-29.611958978389474	-27.106944311054097	-27.281196660630282	-34.73281615953204	-29.02910132031348	-34.389547196791874	-30.55098072422771
-29.96013435591005	-26.441850278128186	-29.621796939101355	-31.318706528118234	-27.110484363767526	-30.20393976229661	-30.442532099959823	-29.979725829851116	-31.182440201677156	-30.19487899192957	-30.03592751267496	-30.548585361709335	-30.787031794768303	-29.589416907122693	-29.92924187652028	-30.403749985422767	-30.16153806696714	-31.14851154297002	-29.959119645424725	-30.28613976798968	-22.110668229299183	-30.155871971493657	-29.913173493898803	-27.470644240182395	-27.12712603216964	-29.835566419573006	-27.647752016743866	-29.529327867106222	-30.16153806696714	-26.61401376264225	-30.0724443724328	-29.79092047411409	-29.670476721257494	-35.109201420837884	-20.588924248550274	-30.867584727756437	-29.911547221960916	-30.065236264123367	-31.041179618153084	-29.875375326854467	-20.34664171928657	-29.305635979355344	-22.08680960176388	-29.911010033623157	-29.90214407025146	-27.95522189237239	-31.588120982918394	-31.171658905765113	-28.438940403448726	-29.291307970487594	-30.9856746605278	-26.953832929885348	-29.939842328713514	-29.402208963159573	-29.990263133218082	-33.078928547429875	-30.664071223512547	nc	-31.930303642826715	-31.036779589898863	nan	-29.508178170180997	-30.00068124016185	-30.002340852012917	-30.73977602423338	-30.664071223512547	nc	nan	-24.82788696725838	-36.54430100327343	-30.866605014339097	-29.773482263398144	nan	-33.089477651970824	-29.958750306671735	-30.27018660367051	-30.819385224159014	600.0	-0.0001	-31.068523086043985	-29.563017576881116	-31.08489922093192	-35.11367571394309	-34.72077155412135	-31.044513270487563	4.2504200023088945	-30.12789286981212	-30.61131823015994	-19.77723636743278	-33.666527085431014	-29.525523304989065	-30.113858479885906	-30.664071223512547	-26.669287274741016	-28.017795569479564	-29.98756410167892	-29.990269661913157	-29.973602722905742	-31.298426757362634	-26.864811753813306	-29.885570186360717	-31.08241950219633	-30.20300893541677	-30.56746830502492	-27.963298090869856	-28.431231976789235	eq	-30.0206566036214	-30.01886221730908	-30.16153806696714	-35.63308702990788	-31.13666289809556	-29.9949007483044	nan	-26.540597190611493	-30.009230261081413	-26.939351314789235	-27.106670225158208	-34.81770908821532	-29.256897113814198	-34.24486947066268	-30.815128720947428
-29.40688805388472	-26.971826811087126	-29.865257243749255	-31.30370995990433	-27.291625502999683	-30.133277620384096	-30.296557469605588	-30.12440588527829	-31.22499014186371	-30.077809829938186	-29.759426484440368	-30.59600746103949	-30.85996017690293	-29.70327840054867	-30.09779425020762	-30.090325704001323	-29.52082841560123	-30.96703264535457	-29.376048084730122	-29.99527747094769	-22.031631404308648	-30.247610189829125	-30.096858654800414	-27.458721122351584	-27.569843756586152	-29.264799008511304	-27.87874844043568	-29.4756604891568	-29.52082841560123	-26.533109369256994	-29.464774481001463	-29.96200139639573	-29.530269047477113	-35.07919340130592	-20.558288629647897	-30.39306362417854	-29.337479920497465	-29.82349009898308	-30.919976022833314	-29.319577104589744	-20.38770712835202	-29.69224289807752	-22.028247589097013	-29.713915074169122	-29.30546431856223	-28.373780271949226	-31.400724563631076	-30.987122937339322	-27.87974937179667	-29.78371190220392	-30.846007490778476	-26.902655794760044	-30.08692356988854	-29.68798899286047	-29.772321164491448	-33.53950444923089	-30.53829826234282	nc	-32.43786850488793	-30.901940398997777	nan	-29.97498233729409	-30.142124264470183	-29.792701630367418	-30.786706380315827	-30.53829826234282	nc	nan	-24.53324497028821	-36.494887410862525	-30.192405945274526	-29.87397017803414	nan	-33.550159552615824	-29.36999661341052	-30.395770322892766	-30.357499160482753	600.0	-0.0001	-30.2399342601119	-29.326254119659797	-30.94429096380178	-35.09612939380618	-34.85557510200082	-30.908090502304137	5.477121254719663	-30.137121187449733	-30.08323302101584	-19.93656425297037	-33.56959243369766	-29.81411504787534	-30.16021904960347	-30.53829826234282	-27.28738645229971	-27.4691704398847	-30.097987019474758	-30.11146746919025	-30.105939929118467	-31.662849485489723	-26.787391494774	-29.316575490096156	-30.940629364000493	-29.939559439688512	-30.67641243127232	-28.00405655501998	-28.50978518355366	eq	-29.434370433484855	-29.460733070230578	-29.52082841560123	-35.53389224133821	-31.21733107377361	-30.063576888540698	nan	-27.016182496019617	-30.125700342927328	-26.864627804674214	-27.529274706801505	-34.89387100545213	-29.05540485423954	-34.1746496539446	-30.64683224847539
