HAWK_KS	NIRC2_KCONT	NICMOS_F170M	NIRC2_HCONT	NICMOS_F090M	NICMOS_F164N	2MASS_J	VISTA_H	WIRC_H	NICMOS_F140W	HAWK_BRG	HAWK_CH4	MKO_J_ATM	NICMOS_F160W	MKO_H_ATM	FOURSTAR_J1	2MASS_Ks	HAWK_J	NIRC2_K	WFCAM_Y	SDSS_I	FOURSTAR_H_SHORT	HAWK_H	SDSS_Z	NICMOS_F113N	WFCAM_K	WIRCAM_KCONT	FOURSTAR_J2	2MASS_K	PANSTARRS_Z	VISTA_KS	NICMOS_F166N	NICMOS_F110W	MKO_MP	PANSTARRS_W	NICMOS_F108N	UKIDSS_K	WIRCAM_Y	UKIDSS_J	NIRC2_KP	PANSTARRS_R	WIRCAM_CH4_ON	PANSTARRS_I	NICMOS_F110M	MKO_KP	NICMOS_F097N	WFC3_F127M	FOURSTAR_J3	NICMOS_F190N	HAWK_NB1190	VISTA_J	UKIDSS_Z	FOURSTAR_H	FOURSTAR_H_LONG	HAWK_Y	MKO_LP	FOURSTAR_J	cld	IRAC_CH1	NIRC2_J	BESSEL_I	2MASS_H	WFCAM_H	VISTA_Y	WIRCAM_CH4_OFF	FOURSTAR_K	fsed	PANSTARRS_G	WFC3_F139M	WISE_W4	HAWK_H2	WFC3_F167N	SDSS_U	NIRC2_LP	MKO_K	NICMOS_F165M	HAWK_NB1060	teff	z	HAWK_NB2090	WFCAM_BRG	WIRCAM_J	NIRC2_M	IRAC_CH2	MKO_J	logg	NIRC2_FE2	WFCAM_H2	SDSS_R	IRAC_CH3	WIRC_CH4L	WIRC_FE2	FOURSTAR_KS	WIRC_CO	NICMOS_F187N	NIRC2_H	WIRCAM_H	MKO_H	WISE_W1	VISTA_Z	MKO_K_ATM	WFCAM_J	UKIDSS_Y	WIRC_CH4S	NICMOS_F145M	PANSTARRS_Y	kzz	WIRCAM_KS	NIRC2_KS	2MASS_KS	WISE_W3	WIRC_PABETA	WFC3_F164N	SDSS_G	WIRC_K	UKIDSS_H	WFCAM_Z	NICMOS_F095N	WISE_W2	WIRC_BRGAMMA	IRAC_CH4	WIRC_J
-33.927827095250585	-32.09316046247536	-33.943251244884294	-34.0869247588384	-30.890776607105977	-34.46958692570261	-33.36032948341285	-33.8333735993537	-33.93515295165657	-33.235374559573046	-34.27518016141964	-33.84047225367219	-33.46189963036633	-33.46161312142208	-33.99470801512373	-32.927899988202455	-34.00835443934725	-33.93384899933962	-33.89024376631996	-32.778849187144765	-26.701036418182007	-33.61328397048035	-33.72836349538402	-30.926683456185597	-31.990148011943905	-33.787714452974775	-32.833829706804465	-32.78449364887882	-34.00835443934725	-30.378155807501884	-34.035946720293786	-34.185793612547656	-32.52152923630089	-36.16426524276408	-25.166124230948334	-33.502397400955644	-33.84051371688561	-32.62077642352746	-33.80965544998249	-33.9418041906672	-24.937758933754615	-33.99221556331105	-26.656040731715276	-32.71271811623316	-33.97152953718197	-31.72328367467701	-34.20724484615375	-33.9024553562647	-33.30719113206396	-32.61644999760818	-33.7713210300856	-30.68976031572284	-33.79902307272393	-33.97270553917376	-32.56549931926234	-35.36016973151586	-33.51452040346514	nc	-34.48286985225457	-33.83535925944807	nan	-33.462757536955664	-33.841766590098416	-32.543245697547405	-33.992345985773504	-33.51452040346514	nc	nan	-31.14970844993085	-37.6563179580102	-34.58053456012378	-34.23495741756379	nan	-35.3712373552015	-33.869199325885276	-34.0355132559626	-33.081369392879814	1100.0	-0.0001	-34.60298526257272	-33.98515636073414	-33.86843480145802	-36.15946286903869	-36.201174979140816	-33.83453256547681	3.4771212547196626	-34.44519501575152	-34.463711792618405	-24.344409114211874	-36.201928352810995	-34.05487899964947	-34.45276611288091	-33.51452040346514	-32.10611319558298	-32.967527971044554	-33.739523099969844	-33.81115834342049	-33.784901815901996	-34.071665020818386	-30.611999080073836	-33.68084191630643	-33.84839488746514	-32.70885635552809	-34.112769869889675	-32.28518092848294	-31.78268721817959	eq	-33.975650795538066	-34.02479485468244	-34.00835443934725	-37.393606173911266	-34.23241366489187	-34.45283104960811	nan	-32.20812294746262	-33.82532990095248	-30.682902111920146	-31.465012813399596	-36.22026771294156	-33.74314279894342	-36.43155709660983	-33.68187412178368
-33.786102374091655	-32.10821756538385	-33.798703395075556	-34.38055803865006	-30.82994527126597	-34.31348858891982	-33.52217944922864	-33.86102812849807	-34.32866935904289	-33.37121961558921	-34.115260734978975	-34.06886709327998	-33.88630247740734	-33.47773745678782	-33.9445990830239	-33.016085573352065	-33.862731491192406	-34.152264817892934	-33.76319413728423	-32.859781730998414	-26.132557569336075	-33.82583485922238	-33.787634635617394	-30.82228538165221	-32.204640540849695	-33.64032714122331	-32.724653074872975	-32.95921129590041	-33.862731491192406	-30.057896952500446	-33.874632587993354	-33.98394336698622	-32.68948285291776	-36.30754032834809	-24.595288309531757	-33.556157301307735	-33.71070031304575	-32.72204188076146	-34.05290413954716	-33.75408692000801	-24.33566937304135	-33.818545718177994	-26.10250246804197	-32.84676086797199	-33.77106682333543	-31.86849514050701	-34.41615638413755	-34.108256288807326	-32.92879047264026	-32.96772514406799	-33.99597893430676	-30.41807674097507	-33.84019366870836	-33.78226054494435	-32.64848959519125	-35.36783408425668	-33.736672310370125	nc	-34.47470611200673	-34.05302208933599	nan	-33.616884789669264	-33.871193343810255	-32.626294386437976	-34.19509855810839	-33.736672310370125	nc	nan	-30.68470387584326	-37.43331575694314	-34.420551202410124	-33.941675183770165	nan	-35.37671183447534	-33.74157534015741	-34.060721791492185	-33.2249910261846	1100.0	-0.0001	-34.480498164147434	-33.80991621852417	-34.09143160521626	-36.30589651906328	-36.271165185226735	-34.057930726247754	4.748188027006201	-34.28967117507813	-34.304663463667666	-23.740337954120285	-35.939048976171996	-33.884875504290186	-34.27605645150504	-33.736672310370125	-32.228476307828686	-32.43629822895777	-33.80652673309361	-33.84501085808703	-33.81682387679049	-33.9822664585663	-30.31462633093806	-33.613050379569216	-34.07715859345666	-32.80233131548559	-34.211484430222484	-32.362661611978666	-31.813154935895458	eq	-33.82829391991109	-33.864194213714256	-33.862731491192406	-37.17361201352607	-34.485595614866526	-34.304181640865735	nan	-32.12449673018941	-33.85620096509262	-30.39547970498856	-31.55796485216396	-36.27871198719306	-33.586582152959096	-36.20895997266791	-33.97878056549539
-33.90306368990772	-32.03283743795033	-33.91291551615398	-34.165774770723914	-30.885138056102825	-34.44351283589288	-33.40189884704226	-33.83917483432588	-34.03567957701768	-33.26807075627447	-34.22889684766328	-33.90239783017015	-33.56072207871676	-33.468959347876165	-33.985468763409465	-32.93921124230239	-33.981123335430645	-33.99335975996104	-33.8664115253838	-32.78968052847284	-26.587474043296837	-33.66974564311155	-33.741350202050164	-30.906022730034167	-32.04369806977766	-33.75413719475343	-32.75837014082559	-32.826942028788736	-33.981123335430645	-30.30501701158958	-34.01000625968643	-34.14050655027377	-32.56191041167721	-36.19718537448769	-25.051392492911546	-33.50990825868842	-33.81377071773574	-32.64023707681878	-33.86926149689205	-33.91229787168716	-24.80197411536853	-33.94442776717441	-26.55016155273145	-32.74077476499865	-33.94111751144899	-31.773787755563387	-34.25849156182767	-33.953675845874415	-33.26524322474757	-32.68715347660459	-33.826926286583486	-30.629100645269776	-33.80812313642038	-33.92875991332316	-32.58358766286281	-35.327151891686604	-33.57013619182075	nc	-34.436535464487406	-33.88893876429266	nan	-33.475341326930916	-33.84837357482563	-32.5565957857423	-34.04782595707239	-33.57013619182075	nc	nan	-31.093672611558354	-37.59723793386949	-34.554883868076004	-34.16434140632626	nan	-35.337781446287345	-33.84391708592939	-34.041597757723345	-33.12518814256731	1100.0	-0.0001	-34.59463680751111	-33.92714597880125	-33.92474871374461	-36.192893095698686	-36.21446108132113	-33.89083922392019	3.7481880270062007	-34.42267627067562	-34.42963080979326	-24.208950987236605	-36.13817047339106	-34.01423345924513	-34.422810146605094	-33.57013619182075	-32.07213396826225	-32.89002339973245	-33.75750354408715	-33.82037527400786	-33.79255334720567	-34.01449996373198	-30.54554381501436	-33.671521471597174	-33.90471692449542	-32.72447570171685	-34.14015858972763	-32.31725537382818	-31.800490229641717	eq	-33.95174113675991	-33.99856401567895	-33.981123335430645	-37.353413703618195	-34.291996029809106	-34.430433251435154	nan	-32.12964614713228	-33.834293167299975	-30.619246688955528	-31.505535276683347	-36.23056735880543	-33.68363482455472	-36.36814996037621	-33.766577484687915
-33.986128139953856	-32.54893385579455	-34.04737475925807	-34.59749908682289	-31.06634238988508	-34.53304775326759	-33.73934996319718	-34.10852225565004	-34.55631825604322	-33.59691177920098	-34.345268053565036	-34.306471744594006	-34.13202341685459	-33.725369472966	-34.17745510507504	-33.201365286400595	-34.05353704139486	-34.35463376415753	-33.96913663547789	-33.03706606944185	-26.364632746413207	-34.068707799803136	-34.04214228197104	-31.038696984650812	-32.56874127866165	-33.8567127955118	-33.105462429122795	-33.212824693654206	-34.05353704139486	-30.262584767171184	-34.06603954619925	-34.22692773077231	-32.907094622255464	-36.39666656699784	-24.832656528986497	-33.72755894980014	-33.92186352051224	-32.90645046979442	-34.26525812868836	-33.946912867473095	-24.579732928635913	-34.09290714846576	-26.335812769578894	-33.06933692534566	-33.958571357341	-32.13275652557569	-34.609773591281375	-34.312139283488435	-33.126388118372475	-33.24832032301731	-34.20686678005228	-30.62790607572328	-34.08967517797528	-34.03835370215512	-32.830448706712666	-35.57428712236055	-33.956020936352445	nc	-34.709805989204426	-34.261529754146984	nan	-33.91757158375834	-34.11777958427042	-32.81044252881147	-34.42788899246778	-33.956020936352445	nc	nan	-30.989731908527464	-37.477109625498095	-34.58697763627626	-34.18912723027691	nan	-35.582592414564196	-33.94929207525119	-34.305889081390774	-33.3777657350615	1150.0	-0.0001	-34.62577667798867	-34.061911625088754	-34.29942073760052	-36.396065540998954	-36.388548938711565	-34.26668310346677	5.0	-34.50945713722876	-34.4940106569413	-23.996360222686196	-36.05637695891864	-34.14289429209127	-34.498165006220816	-33.956020936352445	-32.666023883237905	-32.63828870192691	-34.05664232118811	-34.09157591416394	-34.06635808907498	-34.20853446486794	-30.52127042219579	-33.83299302505284	-34.28651108256109	-32.98186851015495	-34.44512277168372	-32.63205159280429	-32.04332286112887	eq	-34.02536965346785	-34.059489134717275	-34.05353704139486	-37.23280385935174	-34.71572799886905	-34.528533332075526	nan	-32.55804381644799	-34.10159388022448	-30.603283321065913	-31.84543224480869	-36.39052180895058	-33.85985417137015	-36.31337994703224	-34.19003565524941
-34.103196615355415	-32.465440233475604	-34.17248445231012	-34.41689290725001	-31.111859510269127	-34.68149218194157	-33.62583679196434	-34.10108912924223	-34.3053781027992	-33.50130873898921	-34.4729687585662	-34.161729096902754	-33.834532118219144	-33.727491084409124	-34.22416242604009	-33.10850210469231	-34.17876929433294	-34.21566822683331	-34.07923293362428	-32.95241960707116	-26.839676859747534	-33.92958346250366	-34.01009705068979	-31.108503110430515	-32.39511829021421	-33.97659036314011	-33.1403781029912	-33.08046493695087	-34.17876929433294	-30.492916673944176	-34.206618203679376	-34.39085179025324	-32.78333809992817	-36.27830060609574	-25.30502750486175	-33.67525831700013	-34.02923778417691	-32.81422638952972	-34.09548306351244	-34.103308111490016	-25.049347249953613	-34.22225582449846	-26.805686950887193	-32.953268683989265	-34.131012312912105	-32.03476608798339	-34.46555585076714	-34.169774607638736	-33.44957211658881	-32.9656391120116	-34.0502151718743	-30.819572401289	-34.07100155048382	-34.19172345750039	-32.75638796211213	-35.525026141721845	-33.8017415447176	nc	-34.66145191851505	-34.1100197045461	nan	-33.802872896093696	-34.11001661918171	-32.726286792839126	-34.30639370239127	-33.8017415447176	nc	nan	-31.37372903023344	-37.62875486795125	-34.738627547036494	-34.41710038635398	nan	-35.53511542354427	-34.05645628893241	-34.306450241253664	-33.276829414719955	1150.0	-0.0001	-34.757489878934614	-34.18907565105287	-34.14599001753432	-36.274702302162055	-36.32318122559275	-34.112963918393795	4.0	-34.6622175275289	-34.6338767700201	-24.473125576459754	-36.240661281354456	-34.280890801329924	-34.659942755695845	-33.8017415447176	-32.512236917452746	-33.07374406596679	-34.02331697354399	-34.080395287448205	-34.05350586296246	-34.22658718987204	-30.73354853372919	-33.89214657828747	-34.126441916415345	-32.88979552045488	-34.398450453746285	-32.57313409667623	-32.01962147194028	eq	-34.15144218884177	-34.19619342777547	-34.17876929433294	-37.39900476827372	-34.52695142154633	-34.675696402067906	nan	-32.544856160998485	-34.09392977156859	-30.80745868098282	-31.781561589839026	-36.331889287084785	-33.963050998851415	-36.45751288766369	-34.006138177410364
-34.075890968506236	-32.444801129779094	-34.140323253826395	-34.48114691444137	-31.117009381516073	-34.64861449196101	-33.66680216275711	-34.10529712883657	-34.39069863106485	-33.533194566299215	-34.434608480175505	-34.21180546728953	-33.926327583261624	-33.730305883114426	-34.216017412261714	-33.13271799703785	-34.15008110515359	-34.26677093467299	-34.05387706904461	-32.9761439560086	-26.731954400341543	-33.97711677427225	-34.01983796040147	-31.100714444542916	-32.45244662990105	-33.94495701233688	-33.09389468106752	-33.122612680676184	-34.15008110515359	-30.43646698807795	-34.17627156052244	-34.3438541571024	-32.825744737492855	-36.303410243750875	-25.195918652698786	-33.68845720454584	-34.00269236395276	-32.844702860508285	-34.15156096671419	-34.06884510607803	-24.930838843408285	-34.17955247063111	-26.70119818027552	-32.98894262292526	-34.09429351506739	-32.08288047662085	-34.51722778124193	-34.21909703778645	-33.384979141593945	-33.041983006176075	-34.10278505922065	-30.775387144032035	-34.0781789438445	-34.14842844519363	-32.784044666275356	-35.510998886454786	-33.85399859016428	nc	-34.64238904600712	-34.16165000182573	nan	-33.82549331711952	-34.11470449242346	-32.752840930901996	-34.35063498389524	-33.85399859016428	nc	nan	-31.293309152749362	-37.58247737968671	-34.70977848809654	-34.34887198380453	nan	-35.5206226045454	-34.03075647232698	-34.30940482311278	-33.318829090219744	1150.0	-0.0001	-34.73996006627865	-34.1431492705052	-34.19801538179036	-36.29992870084015	-36.332998926000165	-34.165065361685166	4.2504200023088945	-34.63013655375362	-34.601508382365324	-24.3520483765068	-36.18711626637292	-34.24131414176508	-34.622950735160785	-33.85399859016428	-32.515868282617106	-32.976097232878594	-34.036042720096304	-34.086227614521405	-34.05821812022589	-34.19661996991244	-30.684184087638492	-33.8792182976671	-34.18007992077459	-32.91812007299264	-34.41934019845728	-32.593853418458586	-32.045019750082965	eq	-34.12369294366037	-34.166041025214994	-34.15008110515359	-37.35833144979485	-34.58620278579096	-34.64519627780861	nan	-32.50445260831939	-34.09922572501395	-30.760959972763878	-31.822314490642576	-36.339198867164406	-33.918598042546066	-36.41167811780527	-34.06850285817441
-34.0549665259653	-32.457990963567205	-34.11295531871049	-34.52848486110441	-31.10560787343693	-34.615970097167825	-33.693889675289604	-34.10951754122787	-34.45549620975663	-33.55498042482246	-34.412488618115795	-34.249692210052515	-33.99843468135582	-33.73232782993968	-34.20769577523866	-33.1447266993342	-34.12810009720273	-34.30080969515203	-34.03535362272671	-32.9854276512163	-26.63325226807762	-34.0138783973979	-34.02938810756083	-31.082410296497372	-32.49403620706377	-33.923539307045274	-33.084824102434204	-33.15216187855096	-34.12810009720273	-30.384172055408744	-34.15116140841724	-34.304729879945675	-32.852899613656874	-36.33478315140886	-25.096524649008916	-33.697019814892656	-33.98437163309611	-32.856971163173306	-34.1921458362485	-34.039157118655964	-24.827485892399523	-34.148814799264805	-26.604211056173504	-33.009921516160425	-34.06176520509854	-32.10389339686913	-34.552769557334415	-34.25363043290758	-33.31751374602818	-33.10763419820275	-34.14031554600263	-30.73185376834597	-34.08492397759542	-34.11354237151835	-32.79114397229593	-35.518674330434834	-33.89104909633013	nc	-34.64763311609816	-34.198026919799595	nan	-33.85417703688317	-34.119065132915026	-32.761510668774385	-34.38317293138596	-33.89104909633013	nc	nan	-31.21329508235509	-37.54517639050353	-34.684365652925415	-34.29425392199826	nan	-35.52791240213651	-34.012676454873755	-34.311634728626764	-33.32948417532363	1150.0	-0.0001	-34.719934558038844	-34.119993323929506	-34.23475114241211	-36.33181061426703	-36.35086343295989	-34.20188058773633	4.477121254719663	-34.596923770272454	-34.57794400414647	-24.245620300555064	-36.14345085505107	-34.20980764661999	-34.58687750749616	-33.89104909633013	-32.54757688154432	-32.88050005846433	-34.04657993097785	-34.09119946836563	-34.063128228759695	-34.186538164827525	-30.636175270947344	-33.87117259064207	-34.21847590265248	-32.92901997716924	-34.4336494308268	-32.61065917066256	-32.04784925795732	eq	-34.10142598932816	-34.14130397024565	-34.12810009720273	-37.32201222707151	-34.63013846260861	-34.6135574925842	nan	-32.500042787148175	-34.10347913771395	-30.714853393024264	-31.83715954057969	-36.354968560806114	-33.89979535320454	-36.375688678722405	-34.11217932580443
-34.16786717093076	-32.65016279925263	-34.24216280369494	-34.2687980482058	-31.114535878453687	-34.73895424514099	-33.535498617222416	-34.10042042481233	-34.11447447736088	-33.43557534984687	-34.58966762741918	-34.045904553213305	-33.63930201618318	-33.72104751277006	-34.2444926095683	-33.072655063127876	-34.25189206973336	-34.095457209138644	-34.14656911793238	-32.92087636444635	-27.067050490318422	-33.82181654372762	-33.994954418365715	-31.144306723863227	-32.278540867416375	-34.06798282681165	-33.34909943791064	-32.98710333314177	-34.25189206973336	-30.63229287654483	-34.27323136905044	-34.488084140770546	-32.69649901794007	-36.222170852525196	-25.53113808744525	-33.633364259582116	-34.10329344724939	-32.76574714759821	-33.972693447641106	-34.17057755412488	-25.308426924023586	-34.327256102324746	-27.019575097725117	-32.88749093437453	-34.20098340586629	-31.92214146017544	-34.35416346978494	-34.06090486454702	-33.51852693604134	-32.82942851051046	-33.934526083440176	-30.931816359844	-34.063354462924494	-34.28955707097868	-32.71350489125237	-35.6144016100792	-33.686385494167574	nc	-34.7829168461038	-33.99792650578338	nan	-33.79626629070161	-34.107662970013806	-32.694157368847	-34.20492373511096	-33.686385494167574	nc	nan	-31.468640702925562	-37.73384765178507	-34.79997572653917	-34.56776963181252	nan	-35.62533199967572	-34.127044778440315	-34.30679272765735	-33.184462626429365	1150.0	-0.0001	-34.778448806508	-34.33752834999318	-34.02962171076173	-36.218629438736464	-36.304379413932494	-33.996745843634486	3.4771212547196626	-34.71337488951883	-34.71737653271689	-24.73440002405676	-36.35933213383729	-34.372924209020525	-34.725828679368995	-33.686385494167574	-32.64578323455348	-33.2088909140393	-33.99875421255369	-34.072161491211105	-34.047895412233885	-34.35413327879213	-30.85727553547529	-33.928427156341684	-34.008781245565075	-32.84949767172711	-34.35424140016556	-32.502821986548874	-31.97349740273996	eq	-34.21374599593529	-34.26175115315618	-34.25189206973336	-37.46968279890771	-34.39916186637566	-34.72821500423806	nan	-32.76153123008749	-34.086230602448225	-30.925108106179596	-31.684860746722535	-36.31674925567221	-34.11910610452948	-36.57675629059323	-33.84266987841039
-34.0549665259653	-32.457990963567205	-34.11295531871049	-34.52848486110441	-31.10560787343693	-34.615970097167825	-33.693889675289604	-34.10951754122787	-34.45549620975663	-33.55498042482246	-34.412488618115795	-34.249692210052515	-33.99843468135582	-33.73232782993968	-34.20769577523866	-33.1447266993342	-34.12810009720273	-34.30080969515203	-34.03535362272671	-32.9854276512163	-26.63325226807762	-34.0138783973979	-34.02938810756083	-31.082410296497372	-32.49403620706377	-33.923539307045274	-33.084824102434204	-33.15216187855096	-34.12810009720273	-30.384172055408744	-34.15116140841724	-34.304729879945675	-32.852899613656874	-36.33478315140886	-25.096524649008916	-33.697019814892656	-33.98437163309611	-32.856971163173306	-34.1921458362485	-34.039157118655964	-24.827485892399523	-34.148814799264805	-26.604211056173504	-33.009921516160425	-34.06176520509854	-32.10389339686913	-34.552769557334415	-34.25363043290758	-33.31751374602818	-33.10763419820275	-34.14031554600263	-30.73185376834597	-34.08492397759542	-34.11354237151835	-32.79114397229593	-35.518674330434834	-33.89104909633013	nc	-34.64763311609816	-34.198026919799595	nan	-33.85417703688317	-34.119065132915026	-32.761510668774385	-34.38317293138596	-33.89104909633013	nc	nan	-31.21329508235509	-37.54517639050353	-34.684365652925415	-34.29425392199826	nan	-35.52791240213651	-34.012676454873755	-34.311634728626764	-33.32948417532363	1150.0	-0.0001	-34.719934558038844	-34.119993323929506	-34.23475114241211	-36.33181061426703	-36.35086343295989	-34.20188058773633	4.748188027006201	-34.596923770272454	-34.57794400414647	-24.245620300555064	-36.14345085505107	-34.20980764661999	-34.58687750749616	-33.89104909633013	-32.54757688154432	-32.88050005846433	-34.04657993097785	-34.09119946836563	-34.063128228759695	-34.186538164827525	-30.636175270947344	-33.87117259064207	-34.21847590265248	-32.92901997716924	-34.4336494308268	-32.61065917066256	-32.04784925795732	eq	-34.10142598932816	-34.14130397024565	-34.12810009720273	-37.32201222707151	-34.63013846260861	-34.6135574925842	nan	-32.500042787148175	-34.10347913771395	-30.714853393024264	-31.83715954057969	-36.354968560806114	-33.89979535320454	-36.375688678722405	-34.11217932580443
-34.130926704987125	-32.519453969172325	-34.20717566512724	-34.351550163412746	-31.131575453008264	-34.71445751060163	-33.58620383681454	-34.10134373162582	-34.21873812257812	-33.474144279515635	-34.51870019939173	-34.11087440247336	-33.74437769436162	-33.72673103821788	-34.236012065869005	-33.1009402934906	-34.20942436302639	-34.16180955982067	-34.10650078383909	-32.94922034528062	-26.961900452224796	-33.8820918219581	-34.003876064566654	-31.143014319258665	-32.34498890830268	-34.012918615684534	-33.21105993481265	-33.041530352120056	-34.20942436302639	-30.57870223516751	-34.23619449898708	-34.4406647640145	-32.748816235401435	-36.24762781283438	-25.429820849271646	-33.65814052589445	-34.05881123118758	-32.804726896499695	-34.039825022741574	-34.13514817839203	-25.19376764954064	-34.27159870459033	-26.92172748918802	-32.9312285220134	-34.16435430401083	-31.999541865575367	-34.41419668439588	-34.120304501778875	-33.495283699792274	-32.90582825927646	-33.998243324906674	-30.893064614660677	-34.06816677066713	-34.2389473579279	-32.751664242088665	-35.554011589510154	-33.75021330706086	nc	-34.70212053120688	-34.05917064149222	nan	-33.79274248027437	-34.10960705442818	-32.725189726622695	-34.26204231685032	-33.75021330706086	nc	nan	-31.433511203172944	-37.68011807322044	-34.766955024217836	-34.49054459793183	nan	-35.56453128398813	-34.0847839434238	-34.30765609237685	-33.256452509690675	1150.0	-0.0001	-34.770251298696394	-34.245501268111205	-34.09359489129172	-36.24404070613872	-36.311141519441165	-34.06062574455439	3.7481880270062007	-34.69264391021393	-34.66918686822645	-24.614511941150518	-36.29692074259874	-34.325120285846175	-34.69662596696848	-33.75021330706086	-32.54153457206129	-33.151734396518265	-34.01308024056349	-34.07796163487048	-34.05231537281164	-34.27492868941587	-30.812621740151684	-33.90573931359687	-34.073317933063606	-32.883884850437	-34.37996715231544	-32.54724881334303	-32.01609651101825	eq	-34.17865924915966	-34.22542606279579	-34.20942436302639	-37.43537802799408	-34.46717497225322	-34.705657555412685	nan	-32.616173790970215	-34.09183656794831	-30.88392956899672	-31.75602295538895	-36.322273314667015	-34.02037745928197	-36.512145850254704	-33.93563310640789
-34.21035097056274	-32.90605143792445	-34.302424569297145	-34.779162493142195	-31.309980967962186	-34.771837321202106	-33.92512914945665	-34.33888577143109	-34.735387303029455	-33.79111929150638	-34.58844857147892	-34.50888681574232	-34.304996876284044	-33.95925867409114	-34.40658489879651	-33.34778357256517	-34.27306490088459	-34.52322967328418	-34.199208673211814	-33.178066084175036	-26.721568799992585	-34.27657474647035	-34.27226177906404	-31.26543551667958	-32.87708946201366	-34.096225516511055	-33.437808914739755	-33.42579762045825	-34.27306490088459	-30.51536763580482	-34.29042562494078	-34.48034871281917	-33.08938054034597	-36.45331101602383	-25.190977205891265	-33.872134613880945	-34.15462223043985	-33.05697310123996	-34.433606428537814	-34.174389010194055	-24.93469673869545	-34.36148139753169	-26.69362520076922	-33.25354958534983	-34.187065976223366	-32.37025348706656	-34.76726494271462	-34.4795473483915	-33.40125492629953	-33.44892660745322	-34.377081781523266	-30.876968959008618	-34.31947762055047	-34.30163296212581	-32.982761261950905	-35.73248309455634	-34.13557639776045	nc	-34.89235802323802	-34.43066688855173	nan	-34.164804938760184	-34.347566530636314	-32.95960907638124	-34.630946203878835	-34.13557639776045	nc	nan	-31.379940561809335	-37.546869470279766	-34.7942959391466	-34.45683422629424	nan	-35.74063526830742	-34.17968435365203	-34.536010589205524	-33.50161625703305	1200.0	-0.0001	-34.81621373368493	-34.319612048945245	-34.4676593927028	-36.45153284326073	-36.479810003512405	-34.435514911134234	5.0	-34.75021807668102	-34.713124177713325	-24.361322819690095	-36.20271875310253	-34.404205044971874	-34.740287264305465	-34.13557639776045	-33.01094224995546	-32.93706946500925	-34.28575098309536	-34.32085494176065	-34.296251033911524	-34.40315277759495	-30.772640175748883	-34.062657084521696	-34.45452031187632	-33.12518180424811	-34.66011477496367	-32.87806888301533	-32.26451968288969	eq	-34.25045180739327	-34.28515482036319	-34.27306490088459	-37.32837902004453	-34.89157245820309	-34.77181835882217	nan	-32.9209613580774	-34.33085624620809	-30.8541827462485	-32.11353367871281	-36.47663647753887	-34.12856741761309	-36.43661174754737	-34.35724426899614
-34.3283788247427	-32.936531432369264	-34.447062527575625	-34.59325273613853	-31.33793673100742	-34.933497250269745	-33.79731286786765	-34.34681269644361	-34.47929111666643	-33.69326170818174	-34.74500793971606	-34.359283201436654	-34.002313360783994	-33.970175608734486	-34.45795766161094	-33.25091262177673	-34.4031800168515	-34.37154133598216	-34.316088588451116	-33.091708130427826	-27.197532941590715	-34.13045896767922	-34.25583620534378	-31.327806774010313	-32.67379090138003	-34.23112905453025	-33.57330130714261	-33.27836778843982	-34.4031800168515	-30.75322731312628	-34.4282666800144	-34.672262462063955	-32.95505774392368	-36.32689410247481	-25.665618482712112	-33.80511276867225	-34.271064378944736	-32.95784260232791	-34.25282473254714	-34.322659404921254	-25.41798726083016	-34.526058210398645	-27.161922822472814	-33.126865758887206	-34.350231440458536	-32.23560718593346	-34.6088790062919	-34.324394878939	-33.673858164726425	-33.16546089718078	-34.208692291092724	-31.069123035330584	-34.3148577041964	-34.480995810757676	-32.902709731887306	-35.74490112110859	-33.96913995130011	nc	-34.91981660589657	-34.266981375772815	nan	-34.09625062065179	-34.354830107198204	-32.874487160865996	-34.508666820595174	-33.96913995130011	nc	nan	-31.7019438309335	-37.707304746563544	-34.940669483324555	-34.72409030611867	nan	-35.75480087483048	-34.294324784307804	-34.55512896101376	-33.38270629769714	1200.0	-0.0001	-34.92671953287815	-34.489921296420434	-34.30201989926256	-36.32393466484593	-36.41721151678841	-34.26987504264015	4.0	-34.91336655056655	-34.86079905701888	-24.85795796015187	-36.39219944999481	-34.57033455902406	-34.91578860632791	-33.96913995130011	-32.96301164185972	-33.32925326561492	-34.263809513884304	-34.32210598709328	-34.29684940856059	-34.47779970928924	-30.986807785123695	-34.12395800959628	-34.28223214666939	-33.02895586698958	-34.62264963954917	-32.79612690450038	-32.21460054006104	eq	-34.37482452826919	-34.41928996997142	-34.4031800168515	-37.477605544521055	-34.689757775201926	-34.930783215649775	nan	-33.015972043069404	-34.33555034565663	-31.0581764506191	-32.007678980278115	-36.420542345040985	-34.28406417693972	-36.59403523456038	-34.16205454377525
