#wavelength (micron)	surface_flux (erg / (cm2 micron s))
0.7	2956161870.62809
0.7008749999999999	4454813420.278474
0.70175109375	5359594062.340166
0.7026282826171873	5600860209.732458
0.7035065679704589	5870042498.365232
0.7043859511804219	6190401042.313623
0.7052664336193974	6094544804.223878
0.7061480166614217	5561299679.54402
0.7070307016822485	5359587287.232057
0.7079144900593511	5420857014.786821
0.7087993831719255	5134216383.505492
0.7096853824008903	4764820363.657105
0.7105724891288914	4792944007.374722
0.7114607047403024	4982458792.360919
0.7123500306212278	4791564770.987845
0.7132404681595043	4283357000.6381693
0.7141320187447037	4074634216.593446
0.7150246837681346	4211337334.94949
0.7159184646228446	4375222094.910713
0.7168133627036232	4513941820.264512
0.7177093794070027	4672750009.9067135
0.7186065161312616	4833267566.807062
0.7195047742764256	4847506739.640813
0.7204041552442711	4697769450.919105
0.7213046604383263	4691494292.353519
0.7222062912638743	4929903575.575433
0.723109049127954	5154484070.208107
0.7240129354393641	5277619590.726049
0.7249179516086632	5404450370.057088
0.725824099048174	5616299512.976826
0.7267313791719842	5816691696.985099
0.7276397933959492	5906467539.641556
0.728549343137694	6011871072.917975
0.7294600298166162	6180704926.221882
0.730371854853887	6326445646.29957
0.7312848196724542	6419252387.374879
0.7321989256970448	6422643033.31077
0.7331141743541661	6481351139.46562
0.7340305670721088	6701302584.748376
0.7349481052809489	6848281080.131636
0.7358667904125501	6865943054.226834
0.7367866239005658	6981387135.669172
0.7377076071804415	7180418186.835866
0.738629741689417	7275861863.01605
0.7395530288665286	7297138881.878159
0.7404774701526119	7343990884.935337
0.7414030669903027	7391418688.117548
0.7423298208240404	7425704526.578932
0.7432577331000705	7475484370.558224
0.7441868052664457	7491892376.355992
0.7451170387730286	7470940013.643974
0.7460484350714948	7502767729.184178
0.7469809956153342	7584097404.084719
0.7479147218598534	7646285286.340243
0.7488496152621781	7627765943.884807
0.7497856772812559	7596691634.440356
0.7507229093778575	7654906268.653207
0.7516613130145797	7720638817.500452
0.7526008896558479	7739725836.841187
0.7535416407679177	7755413298.295806
0.7544835678188776	7800738902.611712
0.7554266722786511	7830923598.270747
0.7563709556189995	7809306502.035906
0.7573164193135232	7776028671.632776
0.758263064837665	7677409786.004577
0.7592108936687122	7437326571.577915
0.760159907285798	7247910959.168255
0.7611101071699052	7230139583.762239
0.7620614948038675	7223315029.253021
0.7630140716723723	7090985729.600833
0.7639678392619629	6948407994.298362
0.7649227990610402	6900855316.766876
0.7658789525598665	6714299599.368458
0.7668363012505663	6355164064.858887
0.7677948466271296	6191463934.509983
0.7687545901854135	6251644351.58669
0.7697155334231451	6256074513.395638
0.7706776778399241	6229448003.210988
0.771641024937224	6288278532.423627
0.7726055762183955	6426915979.97209
0.7735713331886686	6550098730.338106
0.7745382973551542	6472128162.603394
0.7755064702268482	6288387908.6377325
0.7764758533146318	6281499318.3394375
0.7774464481312751	6369711784.698598
0.7784182561914391	6371697332.038076
0.7793912790116784	6381397313.566434
0.780365518110443	6506827989.910077
0.781340975008081	6651242421.696066
0.782317651226841	6647134727.815436
0.7832955482908746	6526254848.541766
0.7842746677262382	6504810021.784895
0.7852550110608959	6601875045.728983
0.7862365798247221	6691840836.553685
0.7872193755495029	6776965761.27
0.7882033997689398	6879469371.991782
0.7891886540186509	6969318762.50668
0.7901751398361742	6988070182.582456
0.7911628587609694	6930545600.806076
0.7921518123344207	6929224018.18231
0.7931420020998386	7006562727.551345
0.7941334296024635	7050582105.378214
0.7951260963894664	7097057112.345301
0.7961200040099533	7214177543.322967
0.7971151540149657	7313924158.298603
0.7981115479574844	7335626761.613082
0.7991091873924312	7331780651.308092
0.8001080738766717	7361867753.92274
0.8011082089690176	7439706434.148543
0.8021095942302288	7492939122.164992
0.8031122312230166	7520006610.9321
0.8041161215120453	7572611120.316952
0.8051212666639354	7629785273.400635
0.8061276682472652	7664699307.978428
0.8071353278325744	7659593878.228872
0.808144246992365	7678202674.253479
0.8091544273011054	7736182952.095208
0.8101658703352317	7782563885.711399
0.8111785776731507	7824075984.35167
0.8121925508952421	7865045045.909862
